"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"XLK","Technology Select Sector SPDR Fund","2.089381999601e+13","100","70.907","99.8","54.099","58.82336","100","100","55.36459","70.907","225.64","226.23","0.26",""
"^GSPC","S&P 500 Index","663734","52.4","69.808","99.8","54.116","55.50727","100","100","55.97328","69.808","5459.58","5460.48","0.02",""
"XLI","Industrial Select Sector SPDR Fund","345237984","43.85","65.867","91.7861","51.147","54.66765","37.120435","36.45455","47.02063","65.867","122.88","121.87","-0.82",""
"XLF","Financial Select Sector SPDR Fund","1280751273","12.65","65.532","91.1232","52.131","53.34319","77.97361","79.31102","55.27668","65.532","41.34","41.11","-0.56",""
"XLY","Consumer Discretionary Select Sector SPD","1535886555","39.8","63.543","83.9152","51.454","55.2609","56.98211","60.57392","51.00966","63.543","182.64","182.4","-0.13",""
"XLB","Materials Select Sector SPDR Fund","1079237064","30.1","61.643","77.8472","52.435","54.64696","37.450655","33.83186","49.89365","61.643","89.59","88.31","-1.43",""
"XLV","Health Care Select Sector SPDR Fund","1088534266","16.3","61.557","83.0715","50.483","51.11702","74.52388","94.18378","49.8034","61.557","146.83","145.75","-0.74",""
"XLP","Cinsumer Staples Select Sector SPDR Fund","865920573","12.75","59.474","75.6903","50.887","51.84331","100","100","55.23715","59.474","77.27","76.58","-0.89",""
"XLE","Energy Select Sector SPDR Fund","255023865","12.3","58.012","73.6505","47.411","52.97561","30.66715","8.08392","56.58584","58.012","89.53","91.15","1.81",""
"XLU","SPDR Select Sector Fund - Utili","856388659","1.05","56.955","71.1713","48.778","50.915","77.99892","99.31996","57.15944","56.955","68.82","68.14","-0.99",""
"XLRE","Real Estate Select Sector SPDR Fund","936303819","8.45","56.067","70.0936","47.817","50.2912","51.29356","75.57782","52.56978","56.067","38.12","38.41","0.76",""
"^VIX","CBOE Volatility Index","568880753","-342.65","47.289","64.5995","34.456","42.81252","11.899645","0.11478","47.33693","47.289","13.85","12.44","-10.18",""
