"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"XLF","Financial Select Sector SPDR Fund","2.083091841803e+13","34.2","69.096","99.5167","51.425","56.34688","95.52272","100","61.73469","69.096","47.54","46.63","-1.91",""
"^GSPC","S&P 500 Index","921375","51.2","68.021","95.9597","51.352","56.75191","100","100","60.09849","68.021","5857.82","5808.12","-0.85",""
"XLI","Industrial Select Sector SPDR Fund","359176027","43.4","66.808","95.416","49.594","55.41266","100","100","57.05532","66.808","139.25","135.4","-2.76",""
"XLU","SPDR Select Sector Fund - Utili","1318180595","12.05","64.919","91.0955","48.43","55.23134","81.19142","100","56.36015","64.919","82.14","80.38","-2.14",""
"XLK","Technology Select Sector SPDR Fund","1581202438","90.75","63.994","84.0429","48.749","59.18896","89.29843","98.93268","54.53685","63.994","230.19","230.29","0.04",""
"XLY","Consumer Discretionary Select Sector SPD","928038031","55.8","63.821","84.5202","51.371","55.57132","100","100","57.69654","63.821","199.07","200.81","0.87",""
"XLRE","Real Estate Select Sector SPDR Fund","954547356","10.65","62.732","85.2189","50.133","52.84553","50","100","58.10231","62.732","44.48","44.07","-0.92",""
"XLP","Cinsumer Staples Select Sector SPDR Fund","795352256","7.25","62.547","83.9454","51.307","52.38729","50","98.13243","53.56493","62.547","82.21","81.06","-1.4",""
"XLB","Materials Select Sector SPDR Fund","207552157","40.55","62.175","81.4577","50.631","54.43508","100","100","48.85169","62.175","97.52","93.96","-3.65",""
"XLV","Health Care Select Sector SPDR Fund","856608000","22.15","59.684","78.6979","48.204","52.14979","50","69.78364","56.13716","59.684","152.73","148.59","-2.71",""
"XLE","Energy Select Sector SPDR Fund","959879273","21.95","57.269","69.6702","47.169","54.96822","61.220985","57.8055","58.51757","57.269","90.94","89.77","-1.29",""
"^VIX","CBOE Volatility Index","526177668","-513.65","56.347","82.5604","42.104","44.37743","50","70.83348","44.33261","56.347","18.78","20.33","8.25",""
