"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"^GSPC","S&P 500 Index","2.139839421863e+13","51.2","66.004","90.0412","51.797","56.17344","50","85.02611","56.59586","66.004","5151.14","5344.16","3.75",""
"XLF","Financial Select Sector SPDR Fund","780905","33.6","64.676","88.0883","51.384","54.55629","89.55245","93.68223","55.10011","64.676","41.14","42.4","3.06",""
"XLI","Industrial Select Sector SPDR Fund","401775880","42.25","63.763","86.6921","49.824","54.77408","83.83435","63.52018","44.83047","63.763","120.38","124.28","3.24",""
"XLK","Technology Select Sector SPDR Fund","1233291366","89.2","63.19","80.9044","50.453","58.21237","50","65.84078","54.85964","63.19","191.91","205.63","7.15",""
"XLV","Health Care Select Sector SPDR Fund","1712044952","17.25","61.331","82.5603","49.325","52.1084","59.33719","99.30882","54.93681","61.331","148.5","149.98","1",""
"XLP","Cinsumer Staples Select Sector SPDR Fund","1214607324","10.2","61.11","80.6433","50.78","51.9054","50","98.66561","55.50725","61.11","79.12","79.15","0.04",""
"XLU","SPDR Select Sector Fund - Utili","1275579155","7.6","60.819","79.9737","47.956","54.52772","50","86.69133","56.69504","60.819","74.61","73.61","-1.34",""
"XLB","Materials Select Sector SPDR Fund","832331345","32.95","60.419","75.2086","51.325","54.72382","21.438045","32.17534","42.92897","60.419","88.42","88.56","0.16",""
"XLRE","Real Estate Select Sector SPDR Fund","233593484","20","60.161","79.1812","49.028","52.27494","90.96947","100","57.83773","60.161","41.27","41.81","1.31",""
"XLY","Consumer Discretionary Select Sector SPD","742163724","67.05","59.927","73.4055","50.932","55.44321","90.336125","78.34869","49.28543","59.927","167.06","174.34","4.36",""
"XLE","Energy Select Sector SPDR Fund","1090904123","20.45","56.871","69.912","46.636","54.06553","39.188365","14.9324","49.65185","56.871","86.5","89.41","3.36",""
"^VIX","CBOE Volatility Index","553982730","-567.35","55.813","80.8907","41.356","45.19143","83.114415","88.33628","48.19671","55.813","23.39","20.37","-12.91",""
