"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"XLK","Technology Select Sector SPDR Fund","1.98777486994e+13","90.95","70.608","99.8","53.731","58.29219","68.535285","75.35471","52.06027","70.608","211.77","215.6","1.81",""
"^GSPC","S&P 500 Index","727438","57.15","69.487","99.8","53.905","54.75536","57.065105","92.2366","58.28437","69.487","5297.15","5346.99","0.94",""
"XLF","Financial Select Sector SPDR Fund","385705566","29.7","66.357","92.8348","51.899","54.33752","50","94.62546","57.49126","66.357","41.63","41.48","-0.36",""
"XLI","Industrial Select Sector SPDR Fund","1423058590","52.4","66.261","93.3622","50.988","54.4341","50","75.96598","48.82475","66.261","123.91","122.33","-1.28",""
"XLB","Materials Select Sector SPDR Fund","1714849643","46.1","62.981","80.7267","52.448","55.76743","50","86.70266","52.23527","62.981","91.51","89.79","-1.88",""
"XLV","Health Care Select Sector SPDR Fund","1118191601","41.15","62.267","84.1646","50.574","52.0611","50","46.82622","54.24778","62.267","143.6","146.43","1.97",""
"XLY","Consumer Discretionary Select Sector SPD","1128673022","22.95","62.234","80.5239","51.181","54.9968","40.293235","4.0322","52.99781","62.234","176.09","177.66","0.89",""
"XLP","Cinsumer Staples Select Sector SPDR Fund","947091237","27.3","60.655","78.8564","50.748","52.35969","93.32634","100","56.96675","60.655","77.09","77.66","0.74",""
"XLU","SPDR Select Sector Fund - Utili","304174078","21.4","58.023","73.9306","48.778","51.35945","100","100","61.31376","58.023","72.6","69.94","-3.66",""
"XLE","Energy Select Sector SPDR Fund","919345993","57.75","57.548","72.3576","47.593","52.69278","50","58.76508","54.1923","57.548","92.89","89.99","-3.12",""
"XLRE","Real Estate Select Sector SPDR Fund","1114243487","24.1","55.301","68.378","47.738","49.78763","34.85633","19.45073","51.09451","55.301","38.12","37.97","-0.39",""
"^VIX","CBOE Volatility Index","682585924","-410.15","46.974","63.7243","34.802","42.39566","33.246275","6.27329","46.3652","46.974","13.08","12.22","-6.57",""
