"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"^GSPC","S&P 500 Index","2.120343888208e+13","51.2","68.285","95.7807","51.714","57.35994","86.49264","97.02866","62.55617","68.285","5726.52","5751.07","0.43",""
"XLF","Financial Select Sector SPDR Fund","942133","29.2","68.142","97.3705","51.099","55.95763","85.98492","100","57.25225","68.142","45.04","45.65","1.35",""
"XLI","Industrial Select Sector SPDR Fund","392944967","42.3","67.491","96.3367","49.718","56.41784","100","100","56.38127","67.491","134.83","135.51","0.5",""
"XLU","SPDR Select Sector Fund - Utili","1366969622","4.65","66.237","93.8675","49.197","55.6472","94.887025","100","55.49164","66.237","80.58","81.31","0.91",""
"XLK","Technology Select Sector SPDR Fund","1628521004","93.75","63.834","83.6037","49.307","58.59276","50","42.33697","56.41285","63.834","224.12","225.29","0.52",""
"XLY","Consumer Discretionary Select Sector SPD","999682923","63.15","63.702","84.1061","51.254","55.74575","77.94793","99.40727","58.40738","63.702","200.29","198.17","-1.06",""
"XLP","Cinsumer Staples Select Sector SPDR Fund","1151333135","9.2","63.214","85.6692","51.236","52.73713","100","100","54.82745","63.214","83.32","81.47","-2.22",""
"XLB","Materials Select Sector SPDR Fund","895093386","42.75","63.087","83.7772","50.495","54.9899","100","99.78463","46.81033","63.087","96.76","95.17","-1.64",""
"XLRE","Real Estate Select Sector SPDR Fund","245831133","15.9","62.028","84.254","49.998","51.83346","65.990605","100","59.78598","62.028","44.13","43.52","-1.38",""
"XLV","Health Care Select Sector SPDR Fund","843719765","24.65","61.318","83.0404","47.996","52.91845","82.3593","98.75466","58.57362","61.318","152.81","151.64","-0.77",""
"XLE","Energy Select Sector SPDR Fund","1077854524","24.85","58.997","74.0931","47.406","55.49249","14.991935","16.78909","58.21497","58.997","87.03","93.18","7.07",""
"^VIX","CBOE Volatility Index","582849140","-482.9","55.861","80.9581","41.976","44.64745","50","78.2622","45.66514","55.861","17.01","19.21","12.93",""
