"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"^GSPC","S&P 500 Index","2.061904461703e+13","51.2","67.614","93.5807","52.219","57.04262","50","66.02994","63.25075","67.614","5442.07","5626.02","3.38",""
"XLF","Financial Select Sector SPDR Fund","909698","33.2","66.836","93.8015","50.736","55.96945","81.852155","96.40737","59.59463","66.836","44.71","44.51","-0.45",""
"XLP","Cinsumer Staples Select Sector SPDR Fund","382144165","9.8","66.175","92.9631","52.056","53.50579","100","100","61.02549","66.175","83","83.93","1.12",""
"XLI","Industrial Select Sector SPDR Fund","1278423224","44.4","65.523","91.279","49.664","55.62651","85.565835","92.50857","52.54265","65.523","126.96","130.57","2.84",""
"XLRE","Real Estate Select Sector SPDR Fund","1706757110","21.15","64.375","88.8894","50.764","53.47031","100","100","62.07089","64.375","43.63","45.21","3.62",""
"XLU","SPDR Select Sector Fund - Utili","1130062878","13.85","64.182","88.5874","48.354","55.60384","100","100","58.76465","64.182","76.24","78.54","3.02",""
"XLV","Health Care Select Sector SPDR Fund","1259368902","19.35","64.102","88.6873","49.487","54.13254","100","99.7089","65.9897","64.102","154.34","156.16","1.18",""
"XLK","Technology Select Sector SPDR Fund","894736980","89.55","64.073","82.9663","50.424","58.8273","38.512875","8.88372","61.42551","64.073","206.45","220.44","6.78",""
"XLY","Consumer Discretionary Select Sector SPD","258922143","66.75","63.11","81.7307","51.279","56.31929","48.721625","49.4912","57.08308","63.11","184.31","192.48","4.43",""
"XLB","Materials Select Sector SPDR Fund","728838659","38.95","62.341","80.2047","51.273","55.54669","76.345435","75.53407","47.52384","62.341","90.41","92.69","2.52",""
"XLE","Energy Select Sector SPDR Fund","1100905455","27.05","54.753","65.2021","44.871","54.18477","6.361875","4.88037","49.78655","54.753","86.27","85.59","-0.79",""
"^VIX","CBOE Volatility Index","581261814","-573.9","54.415","77.7729","40.988","44.48485","92.70866","98.12767","42.17626","54.415","21.32","16.56","-22.33",""
