"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","6657909","100","81.788","93.1698","98.32","53.87337","50","70.73746","79.76304","81.788","31.22","31.53","0.99",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","34003744","4.15","72.898","99.8","61.416","57.4782","50","96.86771","72.47079","72.898","37.93","38.08","0.4",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","813266","9.05","72.044","99.8","57.149","59.18307","50","87.50701","42.53751","72.044","27.75","27.75","0",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","35334982","3.85","71.819","99.8","55.474","60.18197","50","96.55872","77.13139","71.819","29.55","29.52","-0.1",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","137769","9.55","71.28","99.8","57.465","56.57354","50","90.44119","71.05464","71.28","36.39","36.46","0.19",""
"XDJA","Innovator U.S. Equity Accelerated ETF - January","2922044","22.95","71.183","99.7716","55.436","58.34066","50","80.38425","58.32184","71.183","27.56","27.59","0.11",""
"XTJA","Innovator U.S. Equity Accelerated Plus ETF - January","930778","19.7","70.389","99.3542","53.497","58.31713","50","81.24372","81.65532","70.389","26.81","26.94","0.48",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","137159","100","70.275","94.0561","59.877","56.89185","50","70.7175","56.68425","70.275","134.83","138.24","2.53",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","222636727","5.3","70.235","99.8","50.987","59.91749","50","94.61539","63.59643","70.235","28.56","28.58","0.07",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","4046846","100","69.199","86.4585","65.438","55.70042","50","97.2108","64.71001","69.199","36.51","36.85","0.93",""
"UYG","ProShares Ultra Financials","17904390","56.8","68.813","92.8007","57.102","56.53511","100","93.69042","61.54689","68.813","71.51","73.68","3.03",""
"NAIL","Direxion Daily Homebuilders & Supplies Bull 3X Shares","251338","100","68.174","92.7354","56.488","55.29736","100","100","64.06188","68.174","128.49","157.17","22.32",""
"USML","ETRACS 2x Leveraged MSCI US Minimum Volatility Factor TR ETN","1245761","38.1","68.053","99.4454","46.924","57.78952","100","100","26.84668","68.053","39.31","40.01","1.78",""
"NVDL","GraniteShares 2x Long NVDA Daily ETF","92190","100","67.708","99.8","48.082","55.2422","50","35.67738","58.33939","67.708","64.58","69.2","7.15",""
"INDL","Direxion Daily MSCI India Bull 2X Shares","135248701","48.35","67.374","84.4798","58.47","59.17122","50","96.13133","58.58851","67.374","70.97","72.49","2.14",""
"SSO","ProShares Ultra S&P 500","4001675","100","67.324","93.7521","50.617","57.60335","50","70.64217","56.01663","67.324","84.67","86.81","2.53",""
"LTL","ProShares Ultra Communication Services","11445133","82.1","67.182","92.0503","52.943","56.55309","50","72.58021","40.89442","67.182","68.79","69.78","1.44",""
"SCDL","ETRACS 2x Leveraged U.S. Dividend Factor TR ETN","23670185","42.05","67.162","85.8951","66.954","48.63727","100","99.93813","58.45709","67.162","39.01","40.02","2.59",""
"RXL","ProShares Ultra Health Care","6315245","31.15","67.123","84.3592","62.544","54.46662","81.374435","98.75221","68.10095","67.123","111.07","114.25","2.86",""
"SPXL","Direxion Daily S&P 500 Bull 3X Shares","2994861","100","66.884","92.827","50.385","57.44075","50","66.57533","56.19148","66.884","149.87","155.38","3.68",""
"ROM","ProShares Ultra Technology","38051774","100","66.879","85.153","55.862","59.6206","50","30.71548","56.89369","66.879","65.45","66.83","2.11",""
"QTJA","Innovator Growth Accelerated Plus ETF - January","144611871","34.7","66.671","89.898","54.08","56.03482","50","65.60332","65.05409","66.671","23.89","23.99","0.42",""
"FNGU","MicroSectors FANG+ Index 3X Leveraged ETN","16868503","100","66.472","92.392","53.239","53.78566","50","41.94808","57.9986","66.472","409.31","404.5","-1.18",""
"UPRO","ProShares UltraPro S&P500","2375183","100","66.261","92.7714","49.253","56.75979","50","66.50597","55.67772","66.261","78.87","81.81","3.73",""
"BULZ","MicroSectors Solactive FANG Innovation 3X Leveraged ETN","127854","100","66.2","86.3971","55.939","56.26312","50","28.4645","56.52949","66.2","134.66","137.49","2.1",""
"FNGO","MicroSectors FANG+ Index 2X Leveraged ETN","1477734","100","66.1","92.3549","50.752","55.19192","50","49.1946","56.55075","66.1","70.81","70.04","-1.09",""
"XBJA","Innovator U.S. Equity Accelerated 9 Buffer ETF - January","81756057","14.5","65.893","99.5456","42.06","56.07195","50","85.67979","69.60713","65.893","28","28.03","0.11",""
"FAS","Direxion Daily Financial Bull 3X Shares","149637","85.1","65.803","90.5822","50.714","56.11333","100","92.33113","59.90232","65.803","118.51","123.19","3.95",""
"TQQQ","ProShares UltraPro QQQ","24630272","100","65.684","88.4689","50.455","58.12959","50","35.5769","57.79234","65.684","68.68","70.53","2.69",""
"DUSL","Direxion Daily Industrials Bull 3X Shares","2230661","100","65.522","87.9225","53.769","54.8746","98.092995","79.54986","54.40316","65.522","54.42","56.94","4.63",""
"UCC","ProShares Ultra Consumer Discretionary","1028930","100","65.302","77.3989","63.092","55.415","50","55.35153","39.86849","65.302","36.01","37.38","3.8",""
"QLD","ProShares Ultra QQQ","247027","100","65.269","89.6276","48.651","57.52846","50","41.56737","58.27721","65.269","96.41","98.23","1.89",""
"DDM","ProShares Ultra Dow 30","110505","67.95","65.171","86.5045","52.71","56.29761","100","88.64071","63.64376","65.171","89.13","90.96","2.05",""
"UPV","ProShares Ultra FTSE Europe","123720","77.35","65.105","84.4995","57.83","52.9851","45.44063","35.32598","46.70344","65.105","66.85","68.97","3.17",""
"CONL","GraniteShares 2x Long COIN Daily ETF","23586","100","65.079","91.7341","54.542","48.96181","0.1319","15.64957","45.79085","65.079","34.66","36.92","6.52",""
