"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","7319493","100","80.848","91.5572","97.749","53.23781","92.05553","96.5915","83.23051","80.848","32.6","32.78","0.55",""
"CHAU","Direxion Daily CSI 300 China A Share Bull 2x Shares","26284920","48.3","74.306","99.8","77.016","46.10298","81.417915","73.90484","79.63219","74.306","18.7","23.96","28.13",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","882383","10.05","73.471","99.8","63.627","56.98645","87.63227","100","82.4226","73.471","36.83","36.76","-0.19",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","22757490","9.05","71.976","99.8","56.881","59.24643","79.782355","99.76398","56.6707","71.976","27.98","27.93","-0.18",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","56248","3.65","71.021","99.8","55.505","57.75905","79.257925","100","60.94118","71.021","38.28","38.31","0.08",""
"XTJA","Innovator U.S. Equity Accelerated Plus ETF - January","2711313","19.3","70.997","98.0127","56.493","58.48436","83.14402","100","73.25882","70.997","27.17","27.21","0.15",""
"XDJA","Innovator U.S. Equity Accelerated ETF - January","786986","22.2","70.942","98.4513","56.079","58.29605","83.56439","99.87547","59.53377","70.942","27.88","27.89","0.04",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","225799","6.3","70.273","99.8","51.492","59.52596","77.243715","99.92619","55.32584","70.273","28.77","28.66","-0.38",""
"UYG","ProShares Ultra Financials","199368232","58.6","69.893","95.3081","56.914","57.45652","87.361855","100","61.25943","69.893","75.72","77.68","2.59",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","4292614","4.2","69.868","99.8","50.147","59.65638","78.5421","100","64.85744","69.868","29.69","29.63","-0.2",""
"UPW","ProShares Ultra Utilities","17223864","8.3","69.163","92.5932","59.002","55.89456","95.412475","100","70.40717","69.163","82.81","83.95","1.38",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","599560","99.7","68.973","93.3059","57.035","56.57847","82.53119","94.32678","58.4884","68.973","142","143.15","0.81",""
"YINN","Direxion Daily FTSE China Bull 3X Shares","9452936","100","68.075","94.6164","60.285","49.32249","94.83327","90.81001","70.91984","68.075","40.57","51.83","27.75",""
"SCDL","ETRACS 2x Leveraged U.S. Dividend Factor TR ETN","57314","51.2","67.903","88.9273","64.32","50.46026","56.84799","100","51.37203","67.903","41.4","41.44","0.1",""
"XBJA","Innovator U.S. Equity Accelerated 9 Buffer ETF - January","104980986","13.35","67.377","98.6509","45.278","58.20341","85.394605","100","67.08475","67.377","28.21","28.3","0.32",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","141920","87.35","67.091","82.891","63.443","54.93865","56.123715","74.01854","61.41325","67.091","37.12","35.94","-3.18",""
"LTL","ProShares Ultra Communication Services","3366346","82.9","66.938","93.8043","49.638","57.37124","95.77158","85.12089","68.4789","66.938","73.8","74.93","1.53",""
"FAS","Direxion Daily Financial Bull 3X Shares","37155200","84.2","66.813","93.4221","49.926","57.09189","87.292535","100","57.55878","66.813","127.71","132.45","3.71",""
"QTJA","Innovator Growth Accelerated Plus ETF - January","10409540","36.9","66.627","88.4872","55.398","55.99606","76.603925","94.58393","62.22545","66.627","24.36","24.35","-0.04",""
"DUSL","Direxion Daily Industrials Bull 3X Shares","22114466","100","66.588","91.6802","52.669","55.41365","100","99.98653","60.07411","66.588","63.71","64.6","1.4",""
"HDLB","ETRACS Monthly Pay 2x Leveraged US High Dividend Low Volatility ETN Series B","7422109","25.3","66.558","83.0729","63.804","52.79788","70.494215","100","51.12279","66.558","14.36","14.54","1.25",""
"NAIL","Direxion Daily Homebuilders & Supplies Bull 3X Shares","3182505","100","66.384","90.5598","54.213","54.37793","61.645555","100","63.39519","66.384","165.85","154.95","-6.57",""
"SSO","ProShares Ultra S&P 500","40792316","100","66.323","92.7883","48.615","57.5659","81.810485","93.93372","56.90776","66.323","89.08","89.74","0.74",""
"DDM","ProShares Ultra Dow 30","124393785","69.85","66.24","89.1539","51.951","57.61616","89.87174","100","58.83423","66.24","95.32","95.6","0.29",""
"XPP","ProShares Ultra FTSE China 50","24512973","80.25","66.217","93.4466","55.612","49.59153","94.83059","91.73935","60.8037","66.217","22.44","26.32","17.29",""
"SPXL","Direxion Daily S&P 500 Bull 3X Shares","2071454","100","66.057","91.9099","48.801","57.46046","76.616845","90.69833","56.68361","66.057","160.95","162.64","1.05",""
"NVDL","GraniteShares 2x Long NVDA Daily ETF","218471","100","65.73","94.6541","47.266","55.27076","34.03652","7.57318","53.56567","65.73","55.17","61.22","10.97",""
"UDOW","ProShares UltraPro Dow 30","1234901","100","65.676","88.14","50.932","57.95615","89.449985","100","59.7888","65.676","95.6","96.07","0.49",""
"IWFL","ETRACS 2x Leveraged US Growth Factor TR ETN","97910263","100","65.555","84.9105","56.181","55.57491","51.789175","65.33374","39.68618","65.555","42.92","42.24","-1.58",""
"UPRO","ProShares UltraPro S&P500","199702","100","65.486","91.8431","47.751","56.86524","76.592935","90.68003","58.01658","65.486","84.61","85.52","1.08",""
"CWEB","Direxion Daily CSI China Internet Index Bull 2x Shares","26198603","88.25","65.171","91.0151","56.608","47.89061","71.64356","68.22736","73.00117","65.171","49.3","57.03","15.68",""
"INDL","Direxion Daily MSCI India Bull 2X Shares","3132836","36.55","65.154","83.4035","53.861","58.19857","72.22488","98.84638","49.53157","65.154","75.6","71.7","-5.16",""
"FNGO","MicroSectors FANG+ Index 2X Leveraged ETN","1471110","100","65.125","89.843","50.187","55.34565","50","22.97093","54.01744","65.125","70.27","72.89","3.73",""
"UTSL","Direxion Daily Utilities Bull 3X Shares","444776","8.7","65.118","91.6046","48.46","55.28849","95.13557","100","60.15961","65.118","39.57","40.65","2.73",""
"BULZ","MicroSectors Solactive FANG Innovation 3X Leveraged ETN","162310","100","65.085","84.8659","53.201","57.18847","50","13.61918","57.4667","65.085","145.57","146.77","0.82",""
"DFEN","Direxion Daily Aerospace & Defense Bull 3X Shares","175953","100","64.98","87.1818","50.747","57.01207","65.822485","100","62.12398","64.98","34.82","37.08","6.49",""
"FNGU","MicroSectors FANG+ Index 3X Leveraged ETN","68462","100","64.886","89.7053","51.405","53.54915","50","9.96764","55.33351","64.886","399.5","424.18","6.18",""
"UXI","ProShares Ultra Industrials","1391724","83.65","64.873","92.4744","45.702","56.44246","100","100","38.30022","64.873","37.94","38.77","2.19",""
"ROM","ProShares Ultra Technology","79683","100","64.701","82.0419","52.668","59.39394","50","21.89256","54.68935","64.701","66.56","66.83","0.41",""
"UPV","ProShares Ultra FTSE Europe","595590","83.75","64.665","79.1592","62.907","51.92997","91.978025","99.45873","35.94813","64.665","68.7","66.16","-3.7",""
"WEBL","Direxion Daily Dow Jones Internet Bull 3X Shares","24533476","100","64.533","84.0235","53.167","56.40995","71.857855","76.71923","52.29508","64.533","18.34","19.44","6",""
"UGE","ProShares Ultra Consumer Staples","9307316","15.1","64.397","83.1286","58.825","51.23824","100","100","53.79061","64.397","20.36","19.54","-4.03",""
"UCC","ProShares Ultra Consumer Discretionary","16890","100","64.316","81.2638","56.219","55.46647","73.125145","97.87483","43.58633","64.316","42.23","41.24","-2.34",""
"IWDL","ETRACS 2x Leveraged US Value Factor TR ETN","198965","62.1","64.285","91.0864","45.518","56.25014","91.51134","100","46.1063","64.285","40.58","40.65","0.17",""
