"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","7988698","50","79.332","86.0684","98.369","53.55844","50","79.84915","79.49601","79.332","26.48","28.24","6.65",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","43715092","50","72.666","99.8","60.442","57.7561","50","97.24307","69.98708","72.666","37.2","37.9","1.88",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","769719","50","71.846","99.8","56.904","58.83257","50","90.21468","34.67154","71.846","26.6","27.5","3.38",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","34234779","50","71.325","99.8","55.372","58.80373","50","97.05844","69.65026","71.325","28.65","29.37","2.51",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","126930","50","70.735","99.8","56.919","55.4846","50","92.3239","66.53213","70.735","35.35","36.07","2.04",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","2844278","50","70.019","99.8","50.894","59.36221","50","95.36076","62.15616","70.019","27.88","28.42","1.94",""
"XDJA","Innovator U.S. Equity Accelerated ETF - January","1057847","50","69.4","95.7002","55.126","57.37371","50","85.64423","31.69208","69.4","25.75","26.94","4.62",""
"XTJA","Innovator U.S. Equity Accelerated Plus ETF - January","113140","50","68.298","95.5863","52.044","57.26508","50","85.95326","79.54271","68.298","25.3","26.38","4.27",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","231473689","50","67.561","82.5711","65.117","54.99384","63.222815","98.184","64.12137","67.561","28.18","33.63","19.34",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","923115","50","67.529","87.108","59.744","55.73392","50","81.21823","51.69621","67.529","115.06","124.61","8.3",""
"BNKU","MicroSectors U.S. Big Banks Index 3X Leveraged ETNs","6750405","50","66.863","93.2634","52.334","54.99215","91.473535","99.53413","56.76585","66.863","36.13","36.13","0",""
"INDL","Direxion Daily MSCI India Bull 2X Shares","4202288","50","66.406","82.1975","58.037","58.98399","87.62501","98.32021","57.65087","66.406","65.77","69.46","5.61",""
"LTL","ProShares Ultra Communication Services","18446483","50","66.385","89.5142","53.272","56.36814","50","83.79923","36.67841","66.385","60.45","66.35","9.76",""
"UYG","ProShares Ultra Financials","205470","50","66.286","86.2876","56.718","55.85119","92.07706","90.16034","52.65939","66.286","63.5","67.2","5.83",""
