"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","33636099","93.5","85.247","99.8","98.876","57.06514","100","100","77.90676","85.247","31.06","31.34","0.9",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","23181867","100","73.125","96.6303","67.886","54.85982","100","100","67.3407","73.125","37.75","38.74","2.62",""
"ROM","ProShares Ultra Technology","100221","100","72.775","99.8","58.494","60.03153","100","100","59.63287","72.775","74.67","74.58","-0.12",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","1000966","97.85","72.536","99.8","61.337","56.47007","100","100","51.65887","72.536","136.78","138.68","1.39",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","209882255","4.55","72.43","99.8","59.199","58.29219","95.740705","100","74.61624","72.43","37.7","37.84","0.37",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","8030757","3.6","72","99.8","56.175","60.0249","96.26093","100","34.00929","72","27.49","27.59","0.36",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","3496856","-0.25","71.366","99.8","54.287","60.01119","91.47611","100","70.66838","71.366","29.34","29.35","0.03",""
"BULZ","MicroSectors Solactive FANG Innovation 3X Leveraged ETN","18593533","100","71.208","99.8","57.505","56.31831","100","99.01392","52.33362","71.208","189.53","182.54","-3.69",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","1170822","4.6","70.863","99.8","55.987","56.80315","100","100","59.4666","70.863","36.14","36.25","0.3",""
"TECL","Direxion Daily Technology Bull 3X Shares","138664","100","70.846","99.8","52.762","59.97536","100","100","52.92994","70.846","106.64","106.41","-0.22",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","124924176","1.7","70.794","99.8","53.012","59.56976","91.86097","100","68.08201","70.794","28.39","28.38","-0.04",""
"TQQQ","ProShares UltraPro QQQ","3880682","100","70.119","99.8","52.642","57.91574","100","100","54.35857","70.119","81.81","80.64","-1.43",""
"UYG","ProShares Ultra Financials","12873971","-9.05","69.727","94.651","59.178","55.35058","61.38589","50.77687","54.85937","69.727","65.21","67.78","3.94",""
"SSO","ProShares Ultra S&P 500","19612263","100","69.655","99.8","51.835","57.32939","100","100","52.74388","69.655","85.94","87.22","1.49",""
"SPXL","Direxion Daily S&P 500 Bull 3X Shares","3354113","100","69.627","99.8","51.973","57.10766","100","100","53.02422","69.627","154.85","158.16","2.14",""
"FNGU","MicroSectors FANG+ Index 3X Leveraged ETN","1935500","100","69.527","99.8","55.022","53.75807","100","100","56.09319","69.527","543.39","499.8","-8.02",""
