"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","7701944","50","81.143","91.5604","98.377","53.49255","50","74.48204","79.29123","81.143","28.2","30.64","8.65",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","40543680","50","73.066","99.8","61.116","58.28135","50","97.07385","70.6894","73.066","37.9","38.06","0.42",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","855270","50","72.262","99.8","57.188","59.7966","50","88.70837","38.68247","72.262","27.54","27.72","0.65",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","35513059","50","71.737","99.8","55.688","59.72256","50","96.80787","74.94991","71.737","29.4","29.5","0.34",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","130469","50","71.157","99.8","57.192","56.47992","50","91.3477","67.24351","71.157","36.13","36.38","0.69",""
"XDJA","Innovator U.S. Equity Accelerated ETF - January","2954469","50","71.064","99.302","55.41","58.48064","50","82.78504","34.46613","71.064","26.97","27.48","1.89",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","1033386","50","70.363","99.8","50.956","60.33317","50","94.98841","66.75844","70.363","28.42","28.55","0.46",""
"XTJA","Innovator U.S. Equity Accelerated Plus ETF - January","109587","50","69.942","98.8384","52.74","58.24759","50","83.4412","82.74027","69.942","26.46","26.83","1.4",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","225889927","50","69.729","92.3983","60.026","56.76373","50","75.46317","53.31716","69.729","125.21","134.54","7.45",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","4038582","50","69.314","86.3764","65.546","56.01872","53.58793","97.8778","65.5802","69.314","33.61","36.69","9.16",""
"UYG","ProShares Ultra Financials","18343802","50","68.028","90.7436","56.924","56.41685","100","92.46332","56.21832","68.028","67.54","71.58","5.98",""
"NVDL","GraniteShares 2x Long NVDA Daily ETF","219196","50","67.384","99.3215","47.703","55.12838","50","52.25449","58.02401","67.384","47.7","64.75","35.74",""
"FNGU","MicroSectors FANG+ Index 3X Leveraged ETN","1211672","50","67.063","93.8302","53.71","53.6477","50","62.69772","56.28719","67.063","346.67","407","17.4",""
"USML","ETRACS 2x Leveraged MSCI US Minimum Volatility Factor TR ETN","99646","50","67.063","96.2912","48.106","56.79277","100","100","24.54734","67.063","37.47","38.89","3.79",""
"SSO","ProShares Ultra S&P 500","141394618","50","66.776","92.15","50.679","57.49988","50","75.32672","52.62291","66.776","78.67","84.54","7.46",""
"INDL","Direxion Daily MSCI India Bull 2X Shares","4293141","50","66.77","83.2453","58.428","58.63612","64.420555","96.9385","56.97235","66.77","69.51","70.8","1.86",""
"ROM","ProShares Ultra Technology","10113062","50","66.753","84.871","55.836","59.55161","50","48.11788","54.99074","66.753","56.91","65.49","15.08",""
"LTL","ProShares Ultra Communication Services","24670869","50","66.742","90.6845","53.082","56.45905","50","78.8129","36.63322","66.742","66.02","67.87","2.8",""
"FNGO","MicroSectors FANG+ Index 2X Leveraged ETN","6162816","50","66.694","94.0327","51.437","54.61345","50","67.042","53.84101","66.694","63.04","70.44","11.74",""
"QTJA","Innovator Growth Accelerated Plus ETF - January","3056730","50","66.681","89.602","54.058","56.38213","50","71.64999","63.69774","66.681","23.14","23.88","3.2",""
"SCDL","ETRACS 2x Leveraged U.S. Dividend Factor TR ETN","36777215","50","66.46","82.5957","67.425","49.36053","100","97.93101","58.17839","66.46","36.67","38.64","5.37",""
"SPXL","Direxion Daily S&P 500 Bull 3X Shares","142316870","50","66.319","91.225","50.405","57.32742","50","72.30632","52.07058","66.319","134.37","149.48","11.25",""
"BULZ","MicroSectors Solactive FANG Innovation 3X Leveraged ETN","15776846","50","66.175","86.5388","56.293","55.69451","50","50.33372","55.66858","66.175","112.87","134.77","19.4",""
"RXL","ProShares Ultra Health Care","2507881","50","66.045","81.7119","62.563","53.85957","68.56016","98.41723","65.29202","66.045","106.43","110.56","3.88",""
"NAIL","Direxion Daily Homebuilders & Supplies Bull 3X Shares","110642","50","65.769","87.2826","54.826","55.19882","92.13499","87.16312","58.79249","65.769","120.32","126.49","5.13",""
"XBJA","Innovator U.S. Equity Accelerated 9 Buffer ETF - January","1470797","50","65.697","99.1259","42.002","55.96211","50","87.21316","67.87729","65.697","27.64","27.95","1.12",""
"UPRO","ProShares UltraPro S&P500","79424020","50","65.683","91.1501","49.266","56.63168","50","72.19725","51.68509","65.683","70.7","78.67","11.27",""
"FNGG","Direxion Daily NYSE FANG+ Bull 2X Shares","154737","50","65.66","93.8448","48.745","54.39074","50","66.58902","56.76296","65.66","125.41","139.31","11.08",""
"TQQQ","ProShares UltraPro QQQ","23904662","50","65.613","88.06","50.743","58.03597","50","53.79728","54.86518","65.613","59.23","68.64","15.89",""
"QLD","ProShares Ultra QQQ","2203029","50","65.173","89.2174","48.873","57.42991","50","57.74042","53.84786","65.173","87.19","96.35","10.51",""
"FAS","Direxion Daily Financial Bull 3X Shares","1014528","50","65.002","88.5358","50.485","55.98522","99.34244","90.77507","54.18233","65.002","108.77","118.15","8.62",""
