"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","5726104","100","85.257","99.8","99.09","56.88154","100","100","76.78286","85.257","30.2","29.99","-0.7",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","37272290","3.7","72.414","99.8","59.5","57.94235","76.780195","100","72.37239","72.414","37.73","37.84","0.29",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","509081","100","72.201","99.8","60.627","56.17541","100","100","49.94552","72.201","139.83","132.94","-4.93",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","26143334","4","71.878","99.8","56.689","59.14614","75.375375","100","35.91048","71.878","27.5","27.55","0.18",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","101743","1.35","71.083","99.8","54.295","59.15328","71.36837","100","69.67403","71.083","29.34","29.33","-0.03",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","2649463","2.5","70.471","99.8","52.443","59.17116","72.3938","100","66.23547","70.471","28.37","28.36","-0.04",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","1066393","5.6","70.452","99.8","55.527","56.02956","88.244545","100","65.23468","70.452","36.28","36.18","-0.28",""
"UYG","ProShares Ultra Financials","112895","14.85","70.425","95.4937","60.3","55.48263","68.168265","77.95594","52.28943","70.425","68.26","69.36","1.61",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","223505973","100","70.255","91.3086","64.895","54.56122","100","100","64.46879","70.255","40.76","36.52","-10.4",""
"BULZ","MicroSectors Solactive FANG Innovation 3X Leveraged ETN","1179313","100","69.548","96.2958","56.781","55.56738","100","100","50.80613","69.548","185.52","152.38","-17.86",""
"ROM","ProShares Ultra Technology","8731142","100","69.497","91.8488","56.979","59.66396","100","100","56.31081","69.497","75.18","66.2","-11.94",""
"SPXL","Direxion Daily S&P 500 Bull 3X Shares","3707304","100","69.377","99.8","51.534","56.79823","100","100","52.97937","69.377","159.89","148.55","-7.09",""
"SSO","ProShares Ultra S&P 500","19116030","100","69.292","99.8","51.066","57.0101","100","100","51.93862","69.292","87.87","83.71","-4.73",""
"XDJA","Innovator U.S. Equity Accelerated ETF - January","119962","16.15","69.056","99.8","48.603","58.76353","92.41697","100","34.10545","69.056","27.42","27.23","-0.69",""
"FNGU","MicroSectors FANG+ Index 3X Leveraged ETN","1110796","100","68.989","99.8","54.139","53.02784","100","100","54.9396","68.989","510.89","431","-15.64",""
"UPRO","ProShares UltraPro S&P500","141180","100","68.702","99.8","50.262","56.04336","100","100","52.10564","68.702","84.12","78.11","-7.14",""
"TQQQ","ProShares UltraPro QQQ","141959762","100","68.632","96.5794","51.731","57.58561","100","100","52.56127","68.632","81.47","71.06","-12.78",""
"QLD","ProShares Ultra QQQ","4279056","100","68.392","98.0244","50.192","56.95984","100","100","52.89133","68.392","106.9","97.69","-8.62",""
"XTJA","Innovator U.S. Equity Accelerated Plus ETF - January","12242100","10.9","68.329","99.8","47.299","57.88784","89.837115","100","77.84125","68.329","26.78","26.61","-0.63",""
"MLPR","ETRACS Quarterly Pay 1.5x Leveraged Alerian MLP Index ETN","21817899","-6.85","68.309","91.657","56.736","56.53334","85.677045","94.27594","53.73698","68.309","58.18","59.76","2.72",""
"QTJA","Innovator Growth Accelerated Plus ETF - January","3514478","23.75","68.246","99.8","49.052","55.88734","97.59614","100","61.24813","68.246","23.97","23.66","-1.29",""
"LTL","ProShares Ultra Communication Services","2135025","76.5","68.071","94.5375","53.567","56.109","100","100","36.19832","68.071","68.77","66.63","-3.11",""
"CONL","GraniteShares 2x Long COIN Daily ETF","31170715","100","67.991","99.8","54.285","49.88914","71.30867","28.01677","47.48127","67.991","47.86","58.86","22.98",""
"FNGO","MicroSectors FANG+ Index 2X Leveraged ETN","108698203","100","67.963","99.8","50.557","53.5324","100","100","55.85808","67.963","80.53","71.93","-10.68",""
"IWDL","ETRACS 2x Leveraged US Value Factor TR ETN","10106473","48.85","67.704","87.8314","59.405","55.87451","61.58711","69.7073","47.75419","67.704","36.64","36.77","0.35",""
"UXI","ProShares Ultra Industrials","1958569","62.1","67.527","89.5811","57.383","55.61792","22.26395","25.67033","51.55741","67.527","33.17","33.31","0.42",""
"NAIL","Direxion Daily Homebuilders & Supplies Bull 3X Shares","78808","45.75","67.301","90.8871","55.777","55.23922","28.943","21.46242","55.88139","67.301","115.28","130.69","13.37",""
"FNGG","Direxion Daily NYSE FANG+ Bull 2X Shares","1059456","100","67.283","99.8","47.848","54.20153","100","100","56.61056","67.283","159.07","142.63","-10.34",""
"TECL","Direxion Daily Technology Bull 3X Shares","67676200","100","67.216","91.0903","51.396","59.16038","100","100","50.11144","67.216","107.92","89.06","-17.48",""
"SVXY","ProShares ShortVIXShort-Term FuturesETF","135621","50","67.151","95.6957","44.85","60.9086","73.11077","99.87303","51.67243","67.151","63.98","59.71","-6.67",""
"INDL","Direxion Daily MSCI India Bull 2X Shares","17968084","41.15","66.892","84.5905","57.387","58.69722","100","100","59.69198","66.892","73.71","70.8","-3.95",""
"SCDL","ETRACS 2x Leveraged U.S. Dividend Factor TR ETN","2223245","2.35","66.868","83.8126","68.385","48.40497","61.274265","60.14901","59.09378","66.868","37.03","38.04","2.73",""
