"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","21172151","50","77.163","99.8","77.775","53.9136","79.55359","97.93758","61.66396","77.163","28.72","29.37","2.26",""
"FBGX","UBSAG FI Enhanced Large Cap Growth ETN","14558433","50","75.724","99.8","71.076","56.29654","93.560835","97.94548","60.33025","75.724","907.31","953.43","5.08",""
"ROM","ProShares Ultra Technology","78977","50","73.219","99.8","59.79","60.06701","89.02743","92.427","52.1095","73.219","63.34","70.89","11.92",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","1050613","50","72.165","90.6488","72.551","53.29391","100","99.61459","65.84209","72.165","29.02","33.48","15.37",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","221162503","50","71.868","99.8","60.939","54.86376","80.88462","98.02944","52.47535","71.868","126.13","130.59","3.54",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","9237780","50","71.378","99.8","55.055","59.2801","100","100","39.36298","71.378","27.29","27.38","0.33",""
"TECL","Direxion Daily Technology Bull 3X Shares","3136176","50","71.168","99.8","54.126","59.57724","88.912025","89.25163","51.26781","71.168","83.96","99.44","18.44",""
"BULZ","MicroSectors Solactive FANG & Innovation 3X Leveraged ETN","19264537","50","70.892","99.8","57.651","55.22641","73.493575","74.46586","53.30106","70.892","134.47","156.54","16.41",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","1552563","50","70.72","99.8","52.617","59.74353","99.66825","100","57.40102","70.72","29.1","29.18","0.27",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","119670","50","70.718","99.8","54.337","58.0179","96.871995","100","59.21012","70.718","37.59","37.63","0.11",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","125873743","50","70.253","99.8","55.155","55.80291","100","100","52.42531","70.253","35.79","35.95","0.45",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","3852143","50","70.09","99.8","52.252","58.21786","99.11626","100","66.66507","70.09","28.14","28.22","0.28",""
"TQQQ","ProShares UltraPro QQQ","15950460","50","69.719","99.8","52.905","56.45134","97.779905","95.7759","53.43831","69.719","66.59","74.17","11.38",""
