"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","7126115","100","80.397","89.6759","98.422","53.09456","50","62.12175","78.25787","80.397","29.67","31.45","6",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","28986990","3.35","73.588","99.8","62.543","58.42227","58.55488","96.69124","71.09626","73.588","38.13","38.21","0.21",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","912788","8.15","72.079","99.8","56.799","59.63882","54.304285","86.41877","47.59897","72.079","27.82","27.89","0.25",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","28069971","10.05","71.723","99.8","58.684","56.68391","50","89.12781","79.76087","71.723","36.36","36.6","0.66",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","123415","3.4","71.721","99.8","55.767","59.59672","51.816955","96.40979","77.75783","71.721","29.57","29.65","0.27",""
"XDJA","Innovator U.S. Equity Accelerated ETF - January","3023836","23.7","70.588","98.1725","54.938","58.65235","50","76.012","67.76653","70.588","27.38","27.69","1.13",""
"XTJA","Innovator U.S. Equity Accelerated Plus ETF - January","856501","20.55","70.249","97.7521","54.238","58.75773","50","77.31089","78.70302","70.249","26.83","27.03","0.75",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","193024","5.15","70.048","99.8","50.481","59.86186","58.49973","94.31983","49.6914","70.048","28.63","28.67","0.14",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","215780760","100","68.617","91.0903","58.11","56.65041","50","54.33454","59.36157","68.617","129.29","137.49","6.34",""
"UYG","ProShares Ultra Financials","4012987","59.25","68.451","91.6822","56.547","57.12244","76.060595","94.68858","63.36241","68.451","74.14","73.72","-0.57",""
"NAIL","Direxion Daily Homebuilders & Supplies Bull 3X Shares","17739298","100","67.428","92.1606","55.598","54.52575","75.985455","100","61.83795","67.428","136.58","157.97","15.66",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","553760","90.85","67.357","83.4839","63.593","54.99483","50","86.95859","62.16392","67.357","34.78","35.2","1.21",""
"INDL","Direxion Daily MSCI India Bull 2X Shares","1262798","51.6","67.325","85.5536","57.163","59.25696","50","92.8231","57.80695","67.325","71.74","74.23","3.47",""
"UPW","ProShares Ultra Utilities","69733","20","67.04","86.5942","58.615","55.91032","100","100","69.88494","67.04","73.18","77.75","6.24",""
"RXL","ProShares Ultra Health Care","124018858","34.5","66.921","84.2156","61.805","54.74255","100","99.00469","67.04651","66.921","111.4","114.81","3.06",""
"UGE","ProShares Ultra Consumer Staples","142073","9.95","66.859","90.0483","59.063","51.46489","100","99.9724","56.51112","66.859","20.3","20.69","1.92",""
"LTL","ProShares Ultra Communication Services","4220408","83.1","66.482","89.1267","53.662","56.65862","50","53.47857","50.52294","66.482","64.14","68.39","6.63",""
