"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","7290636","100","81.479","91.7851","98.694","53.95894","73.521135","96.4743","77.66841","81.479","32.54","32.72","0.55",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","26061292","10.65","73.458","99.8","63.245","57.33038","81.16304","100","83.7491","73.458","36.67","36.77","0.27",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","852722","3","72.033","99.8","56.658","59.64147","78.349915","100","72.40249","72.033","29.66","29.72","0.2",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","24070564","8.35","71.98","99.8","56.913","59.22611","80.144135","100","51.98405","71.98","27.9","27.93","0.11",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","56937","3.75","70.97","99.8","54.982","58.1286","77.42931","100","60.58785","70.97","38.17","38.32","0.39",""
"XDJA","Innovator U.S. Equity Accelerated ETF - January","2857896","23.95","70.782","98.5973","55.502","58.24618","75.67175","99.87579","63.13552","70.782","27.86","27.85","-0.04",""
"XTJA","Innovator U.S. Equity Accelerated Plus ETF - January","787638","20.9","70.67","98.2156","55.368","58.4272","75.783545","100","75.50664","70.67","27.19","27.18","-0.04",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","232407","5.1","70.103","99.8","51.02","59.48817","78.200595","100","47.70355","70.103","28.68","28.73","0.17",""
"UYG","ProShares Ultra Financials","202999795","62.35","69.282","93.7755","56.721","57.35009","98.962265","100","61.4657","69.282","77.8","76.06","-2.24",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","4483216","100","69.129","93.4006","57.53","56.45726","63.9922","93.9743","60.32654","69.129","141.76","142.54","0.55",""
"UPW","ProShares Ultra Utilities","17376150","16.3","67.98","90.8757","57.308","55.75659","97.767175","100","68.89501","67.98","81.61","82.16","0.67",""
"LTL","ProShares Ultra Communication Services","567910","78.2","67.777","92.9283","53.109","57.29496","68.141975","81.61261","56.24398","67.777","72.21","73.58","1.9",""
"INDL","Direxion Daily MSCI India Bull 2X Shares","2371268","49.9","67.735","87.6655","56.102","59.43631","59.40147","99.76658","57.41223","67.735","77.53","77.06","-0.61",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","54108","92.8","67.638","84.2747","63.826","54.81252","50","81.23418","62.00341","67.638","36.49","36.37","-0.33",""
"SCDL","ETRACS 2x Leveraged U.S. Dividend Factor TR ETN","103278926","58.3","67.538","88.1878","64.383","50.04321","70.834315","100","50.69768","67.538","41.07","41.16","0.22",""
