"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","6651934","50","81.068","89.7309","98.672","54.80035","74.568765","97.04004","79.70552","81.068","29.73","28.28","-4.88",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","41944471","50","72.472","99.8","59.946","57.67135","50","100","70.27308","72.472","37.86","37.76","-0.26",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","680344","50","71.899","99.8","57.114","58.78172","50","99.25144","37.10964","71.899","27.58","27.29","-1.05",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","32443695","50","70.924","99.8","54.201","58.77177","50","100","65.86631","70.924","29.34","29.27","-0.24",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","119848","50","70.57","99.8","56.539","55.37029","50.20861","99.97484","66.21685","70.57","36.23","35.94","-0.8",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","2734006","50","70.013","99.8","50.938","59.30028","50","100","64.33414","70.013","28.38","28.3","-0.28",""
"XDJA","Innovator U.S. Equity Accelerated ETF - January","1063494","50","68.742","99.8","48.911","57.51623","50","98.93727","31.73957","68.742","27.23","26.81","-1.54",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","120196","50","68.45","91.0137","58.75","55.58512","75.77978","98.22347","47.67343","68.45","131.51","125.05","-4.91",""
"XTJA","Innovator U.S. Equity Accelerated Plus ETF - January","229285358","50","68.085","99.8","47.281","57.17338","50","98.95916","77.05684","68.085","26.62","26.24","-1.43",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","1048704","50","67.645","87.1435","60.942","54.85095","61.345435","100","64.06922","67.645","34.14","34.9","2.23",""
"USML","ETRACS 2x Leveraged MSCI US Minimum Volatility Factor TR ETN","7676192","50","67.359","97.5633","48.98","55.53331","95.141915","100","29.01191","67.359","37.07","37.34","0.73",""
"NAIL","Direxion Daily Homebuilders & Supplies Bull 3X Shares","4289378","50","66.841","89.9524","55.13","55.44124","68.20256","62.08172","58.77592","66.841","148.15","133.38","-9.97",""
"BNKU","MicroSectors U.S. Big Banks Index 3X Leveraged ETNs","17700997","50","66.786","93.186","52.224","54.94885","79.740255","97.40411","56.23462","66.786","36.13","36.13","0",""
"LTL","ProShares Ultra Communication Services","151684","50","66.74","91.0732","52.86","56.28559","84.49526","94.63586","37.64547","66.74","64.57","65.84","1.97",""
"UYG","ProShares Ultra Financials","1143772","50","66.693","87.802","56.99","55.28554","88.74139","97.79751","52.34442","66.693","71.01","66.42","-6.46",""
"RXL","ProShares Ultra Health Care","134913","50","66.594","82.7193","63.985","53.0781","60.679075","99.64542","65.13116","66.594","107.35","108.14","0.74",""
"INDL","Direxion Daily MSCI India Bull 2X Shares","153374443","50","66.023","83.9633","55.661","58.44494","100","100","59.48675","66.023","72.68","70.74","-2.67",""
"SCDL","ETRACS 2x Leveraged U.S. Dividend Factor TR ETN","4481859","50","66.004","81.9735","67.539","48.49938","95.25974","94.47775","56.43495","66.004","39.1","37.72","-3.53",""
"FNGU","MicroSectors FANG+ Index 3X Leveraged ETN","10451602","50","65.451","91.3158","52.142","52.89579","93.458905","91.2349","53.62496","65.451","394.02","343","-12.95",""
"XBJA","Innovator U.S. Equity Accelerated 9 Buffer ETF - January","24332972","50","65.391","99.8","41.567","54.80728","50","99.51556","61.31999","65.391","27.75","27.5","-0.9",""
"UPW","ProShares Ultra Utilities","5155776","50","65.119","80.0815","61.399","53.87534","50","78.07345","69.89129","65.119","65.01","70.18","7.95",""
"SSO","ProShares Ultra S&P 500","2925763","50","65.111","90.3592","48.602","56.37053","74.97108","98.09929","50.98696","65.111","82.61","78.54","-4.93",""
"SPXL","Direxion Daily S&P 500 Bull 3X Shares","34461243","50","65.072","89.265","49.773","56.17837","74.650765","97.50286","50.20905","65.072","145.36","134.51","-7.46",""
"GBTC","Grayscale Bitcoin Trust ETF","139442219","50","65.023","99.1049","45.826","50.13944","18.51348","13.14151","45.5264","65.023","61.79","49.87","-19.29",""
"FNGO","MicroSectors FANG+ Index 2X Leveraged ETN","13547091","50","64.92","92.667","48.684","53.4102","92.473515","93.56766","53.23548","64.92","68.22","62.88","-7.83",""
"UPRO","ProShares UltraPro S&P500","2270481","50","64.109","89.1693","47.706","55.45307","74.05674","97.45183","48.63793","64.109","76.46","70.77","-7.44",""
