"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","6037562","50","82.998","93.7592","99.099","56.13658","100","98.92589","78.17483","82.998","30.72","28.68","-6.64",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","39073405","50","72.576","99.8","59.893","58.03498","62.22315","100","72.30645","72.576","37.58","37.88","0.8",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","507593","50","72.001","99.8","57.005","59.19805","55.25639","100","42.88463","72.001","27.56","27.52","-0.15",""
"UYG","ProShares Ultra Financials","27818668","50","71.138","96.7143","60.644","56.05519","78.931945","87.04878","54.96529","71.138","69.34","70.9","2.25",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","115690","50","71.105","97.4353","59.996","55.8847","100","99.94764","50.87988","71.105","135.14","130.39","-3.51",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","2800174","50","70.974","99.8","53.932","59.19124","58.029815","100","66.59283","70.974","29.39","29.37","-0.07",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","1050634","50","70.572","99.8","56.212","55.70436","69.45988","100","66.34233","70.572","34.96","36.14","3.38",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","117274","50","70.327","99.8","51.481","59.70126","59.044645","100","68.30498","70.327","28.4","28.41","0.04",""
"XDJA","Innovator U.S. Equity Accelerated ETF - January","227200535","50","68.934","99.8","48.6","58.40097","70.521665","100","33.08757","68.934","27.35","27.19","-0.59",""
"NAIL","Direxion Daily Homebuilders & Supplies Bull 3X Shares","1167813","50","68.417","92.9822","56.479","55.78911","45.38817","43.59637","60.23914","68.417","131.78","146","10.79",""
"XTJA","Innovator U.S. Equity Accelerated Plus ETF - January","8477403","50","68.186","99.8","47.224","57.53514","68.28996","100","77.83576","68.186","26.73","26.58","-0.56",""
"SCDL","ETRACS 2x Leveraged U.S. Dividend Factor TR ETN","3957490","50","67.94","86.6078","67.972","49.2402","77.229425","78.39047","58.94673","67.94","38.11","39.22","2.91",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","19547376","50","67.938","86.8614","62.685","54.26657","98.45739","100","63.52099","67.938","37.52","34.43","-8.24",""
"SSO","ProShares Ultra S&P 500","139061","50","67.909","96.7233","50.308","56.69475","100","99.87045","53.59573","67.909","84.92","82.1","-3.32",""
"SPXL","Direxion Daily S&P 500 Bull 3X Shares","1138427","50","67.731","95.6455","51.054","56.49273","100","99.71815","53.98114","67.731","151.77","144.04","-5.09",""
"IWDL","ETRACS 2x Leveraged US Value Factor TR ETN","140505","50","67.589","89.7893","56.949","56.0284","65.161725","79.54013","49.38698","67.589","37.15","37.55","1.08",""
"FNGU","MicroSectors FANG+ Index 3X Leveraged ETN","151329843","50","67.48","96.0787","53.173","53.18748","100","97.63615","55.71604","67.48","449.79","384.87","-14.43",""
"UXI","ProShares Ultra Industrials","4451927","50","67.375","89.3298","57.083","55.71294","21.71762","39.89685","53.97466","67.375","33.83","33.99","0.47",""
"ROM","ProShares Ultra Technology","11602823","50","67.365","87.0931","55.699","59.30229","100","96.49215","56.84619","67.365","67.96","63.33","-6.81",""
"BULZ","MicroSectors Solactive FANG Innovation 3X Leveraged ETN","22659552","50","67.263","90.4161","56.107","55.26681","100","96.29298","52.57394","67.263","158.22","137.11","-13.34",""
"FAS","Direxion Daily Financial Bull 3X Shares","4497405","50","67.201","93.6041","52.406","55.59399","77.389265","82.4951","53.84456","67.201","114","117.37","2.96",""
"CONL","GraniteShares 2x Long COIN Daily ETF","2438903","50","67.067","99.2811","52.221","49.69894","70.601645","34.17869","47.9795","67.067","60.03","51.66","-13.94",""
"INDL","Direxion Daily MSCI India Bull 2X Shares","33026926","50","66.962","85.4513","56.639","58.79478","100","100","61.46392","66.962","71.53","72.42","1.24",""
"USML","ETRACS 2x Leveraged MSCI US Minimum Volatility Factor TR ETN","125536030","50","66.957","96.1868","49.353","55.33114","91.18636","100","28.06487","66.957","36.68","36.9","0.6",""
