"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","30610159","95.85","77.67","99.8","77.724","55.48676","100","100","63.39044","77.67","29.75","30.82","3.6",""
"FBGX","UBSAG FI Enhanced Large Cap Growth ETN","21867950","100","76.139","99.8","72.105","56.51075","100","100","57.86923","76.139","943.29","943.29","0",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","37221","100","73.082","95.9044","69.077","54.26361","100","100","66.01685","73.082","34.17","37.47","9.66",""
"ROM","ProShares Ultra Technology","1033587","100","73.073","99.8","59.471","59.94876","100","100","57.64456","73.073","70.68","74.04","4.75",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","210356587","98.3","72.317","99.8","61.289","55.86302","100","100","51.35799","72.317","133.42","136.5","2.31",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","7246682","5.5","72.166","99.8","58.918","57.78104","100","100","74.5648","72.166","37.72","37.76","0.11",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","3478881","5.25","71.964","99.8","55.666","60.42613","100","100","37.59183","71.964","27.51","27.56","0.18",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","18181179","1.2","71.484","99.8","54.234","60.41667","100","100","70.57566","71.484","29.26","29.31","0.17",""
"TECL","Direxion Daily Technology Bull 3X Shares","6176","100","71.187","99.8","53.863","59.89751","100","100","52.15567","71.187","98.58","105.85","7.37",""
"BULZ","MicroSectors Solactive FANG Innovation 3X Leveraged ETN","1316049","100","71.174","99.8","57.991","55.73097","100","98.6639","54.68574","71.174","164.5","188.82","14.78",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","125024","1.8","70.857","99.8","53.283","59.4875","100","100","69.14068","70.857","28.3","28.35","0.18",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","130621452","6.15","70.777","99.8","55.854","56.678","100","100","59.11631","70.777","36.09","36.19","0.28",""
"GGLL","Direxion Daily GOOGL Bull 2X Shares","3793935","100","70.471","96.0805","57.727","57.60532","57.244975","100","59.10059","70.471","48.4","51.61","6.63",""
"LTL","ProShares Ultra Communication Services","14098185","39.95","70.372","99.8","54.013","57.30332","100","100","31.02333","70.372","70","71.16","1.66",""
"TQQQ","ProShares UltraPro QQQ","19631437","100","70.083","99.8","53.101","57.34812","100","100","54.24467","70.083","75.29","81.63","8.42",""
"FNGU","MicroSectors FANG+ Index 3X Leveraged ETN","3577325","100","69.88","99.8","55.8","54.03893","100","100","56.08163","69.88","459.5","543.03","18.18",""
"AMZU","Direxion Daily AMZN Bull 2X Shares","2095225","100","69.829","99.5891","57.647","52.25031","64.87755","75.93124","59.78018","69.829","39","39.73","1.87",""
"QLD","ProShares Ultra QQQ","73931178","100","69.569","99.8","52.194","56.71249","100","100","55.08684","69.569","101.24","106.92","5.61",""
"SSO","ProShares Ultra S&P 500","877330","100","69.497","99.8","51.945","56.74698","100","100","51.28817","69.497","83.52","85.74","2.66",""
"SPXL","Direxion Daily S&P 500 Bull 3X Shares","2065800","100","69.446","99.8","52.022","56.5154","100","100","52.15368","69.446","148.46","154.21","3.87",""
"XDJA","Innovator U.S. Equity Accelerated ETF - January","455121","24.9","69.213","99.8","48.685","59.15543","100","100","36.28137","69.213","27.15","27.32","0.63",""
