[Stock_List]SymbolExchange	sortino_ratio_raw	sortino_ratio_normalised	ta_score	risk_score	combo_score	CQR	Beta
REW	-3.934	30.2	39.92	22.03	27.09	5	-2.31
ERY	-2.032	41.426	29.64	24.86	28.22	5	-0.03
TECS	-4.214	30.2	43.59	28.73	30.52	5	-3.52
GGLS	-2.589	34.972	24.7	41.55	32.2	5	-0.94
DRIP	-1.672	45.601	33.28	38.64	32.84	0	-0.07
SQQQ	-3.012	30.2	45.06	28.47	33.2	5	-3.39
DUG	-2.089	40.77	28.34	41.52	33.37	5	-0.02
MSFD	-3.476	30.2	42.5	36.41	34.4	5	-0.72
QID	-2.966	30.594	44.08	34.98	34.68	5	-2.29
