"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ESUS","ETRACS 2x Leveraged MSCI US ESG Focus TR ETN","5298305","100","82.447","94.4243","97.771","55.14428","92.091125","100","82.38902","82.447","32.19","35.29","9.63",""
"XDEC","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - December","22126019","3.9","74.629","99.8","65.351","58.73663","73.048565","100","85.63674","74.629","36.91","37.1","0.51",""
"XTJA","Innovator U.S. Equity Accelerated Plus ETF - January","605950","9.55","72.613","99.1237","60.002","58.71397","77.778025","100","57.29535","72.613","27.34","27.57","0.84",""
"XDJA","Innovator U.S. Equity Accelerated ETF - January","22070619","11.5","72.26","99.588","58.371","58.8217","77.40649","100","59.38848","72.26","28.06","28.29","0.82",""
"QTOC","Innovator Growth Accelerated Plus ETF - October","42573","39.8","72.189","99.8","56.108","60.65893","87.272145","99.40155","62.94425","72.189","28.1","29.19","3.88",""
"UYG","ProShares Ultra Financials","1945796","100","71.897","99.8","58.36","57.53141","69.835705","100","62.64166","71.897","79.95","89.12","11.47",""
"XSEP","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September","775569","15.6","71.098","99.8","55.383","58.11086","74.626135","99.87091","48.34401","71.098","38.28","38.91","1.65",""
"XBOC","Innovator U.S. Equity Accelerated 9 Buffer ETF - October","197508","23.6","70.423","99.8","51.344","60.12468","62.434065","96.55848","60.588","70.423","29.59","30.29","2.37",""
"SCDL","ETRACS 2x Leveraged U.S. Dividend Factor TR ETN","250728458","39.75","70.106","93.6897","65.661","50.96731","62.701685","100","50.20066","70.106","40.91","43.65","6.7",""
"SPUU","Direxion Daily S&P 500 Bull 2x Shares","5293394","100","69.492","96.2542","55.539","56.68194","97.91523","100","63.93938","69.492","141.45","154.89","9.5",""
"FAS","Direxion Daily Financial Bull 3X Shares","14404909","100","69.395","99.8","50.739","57.64474","71.036455","100","58.74421","69.395","138.99","161.31","16.06",""
"LTL","ProShares Ultra Communication Services","466779","83.1","68.702","99.1314","49.234","57.7417","100","100","70.03835","68.702","76.96","83.12","8",""
"XTOC","Innovator U.S. Equity Accelerated Plus ETF - October","47481976","29.65","68.221","99.8","44.5","60.36275","76.486525","96.91883","61.13478","68.221","28.74","29.54","2.78",""
"QTJA","Innovator Growth Accelerated Plus ETF - January","123676","21.5","68.211","90.1533","57.551","56.92732","100","100","66.66065","68.211","24.52","24.87","1.43",""
"DUSL","Direxion Daily Industrials Bull 3X Shares","228127139","100","68.175","97.7553","52.511","54.25967","93.11356","100","62.4714","68.175","61.9","73.32","18.45",""
"XBJA","Innovator U.S. Equity Accelerated 9 Buffer ETF - January","213620","8.85","68.144","99.4547","46.865","58.11284","73.326575","100","75.83699","68.144","28.38","28.59","0.74",""
"SKYU","ProShares Ultra Nasdaq Cloud Computing ETF","3471056","100","67.756","94.8553","52.031","56.38307","100","100","65.96932","67.756","29.6","35.65","20.44",""
"DDM","ProShares Ultra Dow 30","57185100","92.35","67.748","94.0189","52.046","57.17763","76.228645","99.75377","55.23399","67.748","93.58","102.55","9.59",""
"OOTO","Direxion Daily Travel & Vacation Bull 2X Shares","8375506","100","67.746","86.6615","62.129","54.44691","100","100","66.7917","67.746","16.94","18.72","10.51",""
"NVDL","GraniteShares 2x Long NVDA Daily ETF","25943000","100","67.334","98.0326","47.792","56.1764","100","97.9159","54.35586","67.334","72.3","83.19","15.06",""
"UDOW","ProShares UltraPro Dow 30","9688149","100","67.242","92.975","51.257","57.49298","77.634635","99.43045","56.09467","67.242","92.66","106.1","14.5",""
"SSO","ProShares Ultra S&P 500","3541346","100","67.04","95.7247","47.874","57.52156","96.885615","100","56.53128","67.04","88.66","97.09","9.51",""
"UCC","ProShares Ultra Consumer Discretionary","43405940","100","67","88.6152","56.81","55.57337","69.650575","100","44.81254","67","41.33","48.08","16.33",""
"SPXL","Direxion Daily S&P 500 Bull 3X Shares","132946724","100","66.913","94.8663","47.979","57.89308","94.557715","100","58.93639","66.913","159.25","182.23","14.43",""
"WEBL","Direxion Daily Dow Jones Internet Bull 3X Shares","34230238","100","66.609","90.1478","52.78","56.89776","100","100","55.04071","66.609","20.88","24.44","17.05",""
"IWFL","ETRACS 2x Leveraged US Growth Factor TR ETN","3139775","100","66.604","85.9628","57.03","56.81947","84.715995","98.02643","43.56613","66.604","42.76","45.83","7.18",""
"UPRO","ProShares UltraPro S&P500","199173","100","66.351","94.7911","46.89","57.37177","93.995945","100","58.29394","66.351","83.71","95.78","14.42",""
"CONL","GraniteShares 2x Long COIN Daily ETF","1181581","100","66.345","92.9131","57.731","48.39123","55.13026","47.74354","55.04413","66.345","22.93","48.62","112.04",""
"DPST","Direxion Daily Regional Banks Bull 3X Shares","89234152","100","66.265","91.3298","55.78","51.68564","72.49642","92.00499","61.85815","66.265","106.18","139.66","31.53",""
"WANT","Direxion Daily Consumer Discretionary Bull 3X Shares","172131","100","66.133","87.8107","55.116","55.47081","66.821385","100","63.46656","66.133","39.41","49.44","25.45",""
"FNGO","MicroSectors FANG+ Index 2X Leveraged ETN","19578664","100","66.088","91.7764","49.738","56.74895","83.280425","99.96027","55.32807","66.088","74.5","83.35","11.88",""
"CHAU","Direxion Daily CSI 300 China A Share Bull 2x Shares","3384631","-76.55","65.947","70.2366","82.034","45.57083","100","100","56.22594","65.947","16.42","16.37","-0.3",""
"HDLB","ETRACS Monthly Pay 2x Leveraged US High Dividend Low Volatility ETN Series B","1609292","3.35","65.932","84.7149","60.117","52.96511","50","100","40.01937","65.932","14.35","14.75","2.79",""
"AAPU","Direxion Daily AAPL Bull 2X Shares","643095","100","65.897","80.9571","62.544","54.1897","84.95536","74.48679","56.39359","65.897","33.75","35.71","5.81",""
"BULZ","MicroSectors Solactive FANG Innovation 3X Leveraged ETN","176375","100","65.689","86.9199","51.679","58.46957","73.820375","100","57.5204","65.689","139.4","174.02","24.84",""
"FNGU","MicroSectors FANG+ Index 3X Leveraged ETN","154510","100","65.511","91.487","50.433","54.61247","80.238155","99.24954","54.47336","65.511","432.57","513.49","18.71",""
"MVV","ProShares Ultra MidCap 400","82929","100","65.345","88.106","54.272","53.65558","83.175185","100","55.49207","65.345","67.81","76.53","12.86",""
"IWDL","ETRACS 2x Leveraged US Value Factor TR ETN","526236","78.2","65.275","95.4712","46.076","54.27823","57.375925","99.81665","64.14182","65.275","39.49","42.81","8.41",""
"QLD","ProShares Ultra QQQ","52735","100","65.149","89.038","46.858","59.55063","83.24158","100","54.4071","65.149","99.4","110.6","11.27",""
"NVDU","Direxion Daily NVDA Bull 2X Shares","672834","100","65.075","91.1464","47.036","57.04334","100","98.02928","55.73137","65.075","116.55","134.48","15.38",""
"FNGG","Direxion Daily NYSE FANG+ Bull 2X Shares","28486154","100","64.995","91.6489","47.226","56.10939","82.22157","99.82137","57.36197","64.995","146.32","164.43","12.38",""
"TQQQ","ProShares UltraPro QQQ","9997289","100","64.995","87.9822","47.375","59.62749","78.57781","100","55.95152","64.995","70.64","82.75","17.14",""
"ROM","ProShares Ultra Technology","15137","100","64.815","83.4015","51.451","59.593","77.06448","99.43651","51.35536","64.815","65.49","73.18","11.74",""
"GBTC","Grayscale Bitcoin Trust ETF","236061","100","64.736","96.5404","47.269","50.39961","81.80446","93.5421","50.55579","64.736","54.52","61.05","11.98",""
"NAIL","Direxion Daily Homebuilders & Supplies Bull 3X Shares","418905","60.6","64.654","85.1695","54.401","54.39172","53.194415","67.88827","62.97206","64.654","131.31","141","7.38",""
"FLYU","MicroSectors Travel 3x Leveraged ETN","412676","100","64.611","85.3165","56.088","52.42702","100","100","49.01064","64.611","50.71","58.35","15.07",""
"TSLL","Direxion Daily TSLA Bull 2X Shares","513774","100","64.548","85.1553","58.217","50.2715","62.36464","82.28295","59.61958","64.548","11.34","19.06","68.08",""
"DFEN","Direxion Daily Aerospace & Defense Bull 3X Shares","246769","100","64.512","87.9704","48.48","57.085","59.767475","91.54165","59.05417","64.512","31.72","39.1","23.27",""
"TPOR","Direxion Daily Transportation Bull 3X Shares","85750485","100","64.137","80.9604","58.724","52.72727","97.871545","100","57.11296","64.137","32.98","38.13","15.62",""
"UPW","ProShares Ultra Utilities","64938594","-6.85","63.668","85.4093","50.332","55.26189","50.455285","95.59376","59.87245","63.668","75.39","78.75","4.46",""
"BIB","ProShares Ultra Nasdaq Biotechnology","24914776","83.75","63.637","80.1433","59.051","51.71717","22.55438","11.25596","56.21497","63.637","62.22","66.86","7.46",""
"USD","ProShares Ultra Semiconductors","29953","100","63.618","91.3176","42.989","56.54792","93.53338","98.49123","52.25888","63.618","64.54","73.81","14.36",""
"UXI","ProShares Ultra Industrials","15332","96.4","63.456","98.6091","37.037","54.7221","92.433595","100","47.47899","63.456","37.92","42.2","11.29",""
"CLDL","Direxion Daily Cloud Computing Bull 2X Shares","104282","100","63.369","86.9259","46.768","56.4139","100","100","65.56199","63.369","11.62","13.7","17.9",""
"UCYB","ProShares Ultra Nasdaq Cybersecurity ETF","40838588","100","63.044","86.4197","44.957","57.75583","84.37295","100","50.81694","63.044","44.16","49.24","11.5",""
"TECL","Direxion Daily Technology Bull 3X Shares","2374569","100","62.854","82.7385","47.105","58.7189","74.475645","97.43273","52.50468","62.854","83.71","98.65","17.85",""
"URTY","ProShares UltraPro Russell 2000","1488906","100","62.716","85.5813","50.227","52.33999","65.879775","97.95247","57.84384","62.716","49.58","63.39","27.85",""
"UWM","ProShares Ultra Russell 2000","330118395","100","62.706","86.3891","49.996","51.73392","67.02312","99.52509","60.71678","62.706","41.65","49.23","18.2",""
"UMDD","ProShares UltraPro MidCap 400","1042973","100","62.522","87.3634","47.803","52.40108","81.02369","100","60.7199","62.522","26.73","32.12","20.16",""
"TNA","Direxion Daily Small Cap Bull 3X Shares","171388636","100","62.5","85.5499","49.441","52.51047","66.363095","98.36262","58.00381","62.5","42.11","53.88","27.95",""
"UPV","ProShares Ultra FTSE Europe","15334984","38.15","62.435","70.2294","65.553","51.52345","28.773195","21.00362","33.04296","62.435","61.9","59.71","-3.54",""
"UGE","ProShares Ultra Consumer Staples","43669824","3.15","62.428","78.4895","57.419","51.37522","50","40.73128","66.82915","62.428","18.96","19.09","0.69",""
"UTSL","Direxion Daily Utilities Bull 3X Shares","27794137","-13.25","62.384","85.2117","47.136","54.80365","50","94.56504","60.55211","62.384","34.49","36.85","6.84",""
"MTUL","ETRACS 2x Leveraged MSCI US Momentum Factor TR ETN","546231","98.75","62.255","89.2866","43.005","54.47417","88.266025","100","74.9613","62.255","29.14","31.18","7",""
"XDOC","Innovator U.S. Equity Accelerated ETF - October","25971878","30.85","62.232","99.8","29.824","57.07205","78.946645","96.62772","53.93524","62.232","29.51","30.52","3.42",""
"MIDU","Direxion Daily Mid Cap Bull 3X Shares","1728541","100","62.085","87.0281","44.718","54.50899","80.817185","100","68.23091","62.085","53.18","63.62","19.63",""
"SHNY","MicroSectors Gold 3X Leveraged ETNs","44404","-8","62.046","87.1899","47.971","50.97739","89.70716","100","58.68193","62.046","50.01","46.64","-6.74",""
"PILL","Direxion Daily Pharmaceutical & Medical Bull 3X Shares","3102233","100","61.734","82.1339","50.922","52.14486","65.901265","100","57.40033","61.734","9.01","10.13","12.43",""
"TSL","GraniteShares 1.25x Long Tesla Daily ETF","3290389","100","61.664","77.0447","58.12","49.82705","64.720995","90.23084","59.10912","61.664","9.84","13.79","40.14",""
"QULL","ETRACS 2x Leveraged MSCI US Quality Factor TR ETN","2547176","91.8","61.562","97.8113","33.124","53.75006","75.33217","98.59591","43.39109","61.562","47.92","52.93","10.45",""
"FBL","GraniteShares 2x Long META Daily ETF","6222","100","61.529","84.1606","46.745","53.68077","90.44799","100","58.62817","61.529","31.41","34.04","8.37",""
"XPP","ProShares Ultra FTSE China 50","14266","-26.15","61.509","75.5039","59.762","49.26139","100","100","59.84396","61.509","20.76","19.82","-4.53",""
"AMZU","Direxion Daily AMZN Bull 2X Shares","24625","100","61.459","83.6934","48.257","52.42572","51.711115","97.93419","49.00022","61.459","35.36","39.62","12.05",""
"BITX","2x Bitcoin Strategy ETF","26969115","100","61.425","85.0891","51.071","48.11514","82.40658","81.74418","51.34959","61.425","31.66","39.33","24.23",""
