"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"GRZ.V","GOLD RESERVE INC","22968","51.35","77.358","99.8","83.15","49.12414","100","100","73.18113","77.358","6.06","5.91","-2.48",""
"ARTG.V","ARTEMIS GOLD INC","519996","36.95","71.743","99.8","69.357","46.07243","62.910875","99.68759","60.63481","71.743","9.81","10.52","7.24",""
"K.TO","KINROSS GOLD CORP.","82408706","93.65","70.821","99.2099","59.098","54.15521","54.917315","100","67.03887","70.821","11.45","11.54","0.79",""
"SFR.V","SANDFIRE RESOURCES AMERICA INC","682","-238.75","68.71","85.8707","86.112","34.14581","72.749105","86.36487","79.98502","68.71","0.31","0.35","12.9",""
"TKO.TO","TASEKO MINES LTD.","3250","100","67.354","94.7514","60.408","46.90121","50","78.00154","61.49646","67.354","3.41","3.57","4.69",""
"ELD.TO","ELDORADO GOLD CORPORATION","480891","62.15","66.671","89.9075","55.761","54.34343","50.78155","85.10895","56.85287","66.671","20.45","21.6","5.62",""
"OSI.V","OSINO RESOURCES CORP","119420211","-5.15","66.151","99.8","56.878","41.77537","33.177775","38.80398","50.8678","66.151","1.75","1.79","2.29",""
"AEM.TO","AGNICO EAGLE MINES LIMITED","273","96.9","66.102","88.6599","54.236","55.41069","50","99.2315","65.3304","66.102","91.64","95.14","3.82",""
"LUN.TO","LUNDIN MINING CORP.","13982620","89.75","66.071","92.878","52.667","52.66716","50","49.79894","51.73328","66.071","15.39","15.96","3.7",""
"MKO.V","MAKO MINING CORP","44919","-2.35","65.983","95.888","57.209","44.8509","50","84.52154","70.13488","65.983","3.25","3.56","9.54",""
"AGI.TO","ALAMOS GOLD INC CLS A","1166377","67.7","65.631","90.469","53.475","52.94802","50","97.30511","57.85348","65.631","21.75","22.59","3.86",""
"IMG.TO","IAMGOLD CORP","4700","90.35","65.396","89.558","58.77","47.86105","50","73.60807","58.62093","65.396","5.2","5.43","4.42",""
"VZLA.V","VIZSLA SILVER CORP","36792","-9.2","64.868","84.2155","64.796","45.5935","84.84559","100","67.77196","64.868","2.38","2.4","0.84",""
"CAD.V","COLONIAL COAL INTERNATIONAL COR","101118","49","64.793","94.2655","57.11","43.00468","54.16839","51.4969","52.0109","64.793","2.47","2.68","8.5",""
"RGD.V","REUNION GOLD CORPORATION","8454","28.35","64.267","87.3788","72.161","33.26238","50","100","74.74824","64.267","0.69","0.71","2.9",""
"CCO.TO","Cameco Corporation","741192","54.5","64.157","87.9428","52.515","52.01281","50","93.25847","57.54951","64.157","71.4","68.02","-4.73",""
"OGN.V","OROGEN ROYALTIES INC","1611733","41.95","63.978","99.8","53.717","38.41755","84.8023","100","57.23345","63.978","1.15","1.11","-3.48",""
"REG.V","REGULUS RESOURCES INC","13036","-67.85","63.854","93.0475","56.261","42.25436","64.93501","100","66.65081","63.854","2.17","1.89","-12.9",""
"NGD.TO","NEW GOLD INC.","1306","100","63.574","95.1388","50.569","45.01503","65.13718","100","63.24893","63.574","2.75","2.94","6.91",""
"CVV.V","CANALASKA URANIUM LTD","890","50.1","62.931","84.996","67.921","35.87485","12.53554","9.83867","55.17969","62.931","0.58","0.58","0",""
"AXM.V","AXMIN INC","115","50","62.88","78.5394","93.269","16.83097","50","100","39.67257","62.88","0.02","0.02","0",""
"AFR.V","AFR NUVENTURE RESOURCES INC","86757","50","62.593","68.6509","99.177","19.95086","40.697675","17.27475","32.7816","62.593","0.015","0.01","-33.33",""
"CUU.V","COPPER FOX METALS INC","135109","79.75","62.251","78.5193","77.635","30.59781","50","87.22874","68.9041","62.251","0.28","0.28","0",""
"WPM.TO","WHEATON PRECIOUS METALS CORP","83547","64","61.493","83.7805","48.33","52.36955","50","92.44446","51.69186","61.493","72.9","76.05","4.32",""
"TECK-B.TO","TECK RESOURCES LIMITED CL B","10830859","92.45","61.108","84.0495","49.545","49.72949","50","72.02864","55.24588","61.108","66.93","68.74","2.7",""
"KNT.TO","K92 MINING INC","110299","70.8","60.979","78.7288","55.124","49.08303","50","96.9781","63.58462","60.979","7.84","8.1","3.32",""
"ABRA.V","ABRASILVER RESOURCE CORP","199967","100","60.812","87.6299","55.83","38.97709","50","92.75737","61.68535","60.812","2.19","2.62","19.63",""
"GOT.V","GOLIATH RESOURCES LIMITED","72763482","64.25","60.336","78.5587","62.216","40.23257","80.18308","96.10634","63.22078","60.336","0.92","0.97","5.43",""
"OLV.V","OLIVUT RESOURCES LTD.","54847","100","60.154","82.1414","67.129","31.19076","50","0","45.87426","60.154","0.05","0.07","40",""
"HPY.V","HAPPY CREEK MINERALS LTD.","2926","10.95","59.726","77.731","90.278","11.16758","94.12456","100","67.51434","59.726","0.04","0.05","25",""
"XTM.V","TRANSITION METALS CORP","254912","100","59.056","80.2023","67.882","29.08433","70.06489","98.04897","60.37758","59.056","0.07","0.085","21.43",""
"SCZ.V","SANTACRUZ SILVER MINING LTD","20781","97.15","59.051","80.7426","62.462","33.94888","54.7632","97.69184","55.58897","59.051","0.36","0.4","11.11",""
"LUM.V","LUMINA GOLD CORP","69753","-35.4","59.018","81.138","61.835","34.08044","31.992435","14.97887","50.88161","59.018","0.54","0.55","1.85",""
"ALS.TO","ALTIUS MINERALS CORPORATION","167448","59.55","58.916","69.7453","57.86","49.14314","49.51491","77.98431","56.84505","58.916","21.32","21.15","-0.8",""
"BSR.V","BLUESTONE RESOURCES INC","231660","-15.65","57.987","72.9425","65.578","35.44194","9.75674","0","52.28599","57.987","0.35","0.3","-14.29",""
"TMQ.TO","TRILOGY METALS INC","175236","-10.8","57.649","70.6809","63.263","39.00328","74.64124","72.14529","57.72504","57.649","0.62","0.67","8.06",""
"MGG.V","MINAURUM GOLD INC.","39340","75.4","57.587","82.5308","59.991","30.23933","31.750065","14.96737","44.87788","57.587","0.23","0.25","8.7",""
"ABX.TO","BARRICK GOLD CORPORATION","16617","95.9","57.269","70.387","49.568","51.85119","44.264165","44.15059","62.85544","57.269","23.25","23.78","2.28",""
"PPX.V","PPX MINING CORP","43159","47.05","57.243","83.4433","68.768","19.5184","50","14.77272","69.82956","57.243","0.06","0.06","0",""
"III.TO","IMPERIAL METALS CORP","13000","47.05","57.184","70.8385","58.947","41.76694","33.31129","4.44064","51.50405","57.184","2.13","2.15","0.94",""
"MTT.V","MAGNA TERRA MINERALS INC","13339","100","56.961","79.4349","75.268","16.18103","42.32902","9.55217","58.26777","56.961","0.02","0.03","50",""
"ALDE.V","ALDEBARAN RESOURCES INC","591","-21.65","56.914","75.7589","53.477","41.50663","50.13327","89.88593","55.82514","56.914","0.95","0.98","3.16",""
"CVW.V","CVW CLEANTECH INC","16019","42.4","56.86","73.4398","60.218","36.92128","100","100","68.33718","56.86","1","0.9","-10",""
"GGM.V","GRANADA GOLD MINE INC","7325158","83.8","56.722","87.0322","72.003","11.13191","43.935485","38.03404","72.56783","56.722","0.03","0.03","0",""
"ADZN.V","ADVENTUS MINING CORPORATION","26626","61.6","56.578","81.6318","56.339","31.76227","50","97.37248","74.92648","56.578","0.46","0.49","6.52",""
"XIM.V","XIMEN MINING CORP","6416","-96.75","56.112","65.5957","69.17","33.5701","14.021945","0","33.01148","56.112","0.11","0.11","0",""
"LRA.V","LARA EXPLORATION LTD","137279","-12.4","55.878","82.1029","51.894","33.6385","50","100","66.0805","55.878","1.04","0.99","-4.81",""
"EMX.V","EMX ROYALTY CORPORATION","63718","69.35","55.669","70.5174","53.475","43.01454","50","43.3454","62.55226","55.669","2.49","2.55","2.41",""
"RG.V","ROMIOS GOLD RESOURCES INC","29986","100","55.475","78.5068","77.912","10.00647","50","28.15394","26.12269","55.475","0.01","0.02","100",""
"EMO.V","EMERITA RESOURCES CORP","109830","100","55.405","80.508","46.027","39.68071","70.64397","98.88219","53.78509","55.405","0.56","0.64","14.29",""
"MGI.V","MAGNUM GOLDCORP INC","116921","-1104.1","55.123","73.6193","72.453","19.29734","50","34.61076","68.7189","55.123","0.02","0.01","-50",""
"MFG.V","MAYFAIR GOLD CORP","66315","34.8","54.672","70.6197","54.333","39.0643","16.651745","0","46.01025","54.672","1.9","1.96","3.16",""
"GMV.V","GMV MINERALS INC.","56084381","-66.95","54.567","76.9965","62.169","24.53574","3.048225","0","52.49345","54.567","0.13","0.12","-7.69",""
"NKL.V","NICKEL 28 CAPITAL CORP","15075","96.45","54.428","56.0338","72.781","34.46779","76.5815","91.00834","65.99883","54.428","0.74","0.67","-9.46",""
"RBX.V","ROBEX RESOURCES INC","23333","-74.9","54.327","70.1365","56.999","35.84411","50","87.10212","58.48596","54.327","2.71","2.85","5.17",""
"AMRQ.V","AMAROQ MINERALS LTD","28241","16.4","54.057","76.1887","43.826","42.15565","15.653385","0","23.13109","54.057","1.09","1.06","-2.75",""
"GSVR.V","GUANAJUATO SILVER COMPANY LTD","2254","81.6","53.97","68.4868","63.899","29.52451","83.575835","97.11131","62.43023","53.97","0.26","0.28","7.69",""
"VVC.V","VVC Exploration Corp.","8835","-12.05","53.878","67.8145","82.961","10.85808","29.4702","13.8688","27.76637","53.878","0.03","0.04","33.33",""
"DAN.V","ARIANNE PHOSPHATE INC","145821","20.85","53.842","68.5815","66.526","26.4192","17.624875","17.55318","43.36155","53.842","0.27","0.28","3.7",""
