"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"GRZ.V","GOLD RESERVE INC","19495","60.75","73.732","92.2192","80.516","48.46003","50","44.36041","68.08301","73.732","4.65","5.54","19.14",""
"ARTG.V","ARTEMIS GOLD INC","427730","46.95","72.444","99.8","69.841","47.69056","91.334405","100","65.97602","72.444","12.95","12.96","0.08",""
"K.TO","KINROSS GOLD CORP.","93187051","85.6","70.371","97.3113","58.311","55.48953","88.28638","99.71128","60.42246","70.371","12.46","12.37","-0.72",""
"AEM.TO","AGNICO EAGLE MINES LIMITED","205","61.7","70.357","98.0912","55.445","57.53535","100","100","61.51275","70.357","109","111.84","2.61",""
"IMG.TO","IAMGOLD CORP","894","94.4","69.495","97.7112","60.94","49.83493","100","94.25776","60.87649","69.495","6.88","7.03","2.18",""
"SFR.V","SANDFIRE RESOURCES AMERICA INC","95863360","100","68.714","84.8633","86.35","34.93004","88.49472","64.13852","50.53582","68.714","0.35","0.32","-8.57",""
"AGI.TO","ALAMOS GOLD INC CLS A","15942910","39.2","68.644","96.7862","54.911","54.23503","100","100","58.21081","68.644","26.1","26.54","1.69",""
"ELD.TO","ELDORADO GOLD CORPORATION","34611","65.05","67.073","91.1042","55.021","55.09436","92.04968","99.40124","52.54735","67.073","24.09","23.97","-0.5",""
"OSI.V","OSINO RESOURCES CORP","1142180","8.75","66.493","99.8","58.197","41.48206","99.27069","92.79952","49.95815","66.493","1.88","1.9","1.06",""
"CAD.V","COLONIAL COAL INTERNATIONAL COR","7563","14.2","66.353","98.7336","56.782","43.54472","100","100","59.09741","66.353","3.1","3","-3.23",""
"NGD.TO","NEW GOLD INC.","27738","100","66.211","99.8","53.169","45.66346","94.1509","99.73548","61.33376","66.211","3.48","3.58","2.87",""
"GOT.V","GOLIATH RESOURCES LIMITED","138484","100","65.881","91.7751","63.403","42.46366","100","100","66.31134","65.881","1.32","1.305","-1.14",""
"VZLA.V","VIZSLA SILVER CORP","12769","100","65.696","86.9305","62.814","47.34368","68.144","93.66183","66.59645","65.696","2.56","2.74","7.03",""
"REG.V","REGULUS RESOURCES INC","1760376","32","65.361","96.0482","57.253","42.78287","60.104365","100","55.80127","65.361","2.01","2.05","1.99",""
"OGN.V","OROGEN ROYALTIES INC","13381","50.05","64.218","99.8","54.35","38.50272","65.70041","100","63.95784","64.218","1.42","1.38","-2.82",""
"CVV.V","CANALASKA URANIUM LTD","391","100","63.904","86.7106","66.982","38.0202","95.96409","88.16078","59.08868","63.904","0.66","0.67","1.52",""
"WPM.TO","WHEATON PRECIOUS METALS CORP","691","69.45","63.111","87.0602","48.336","53.93644","100","95.68493","48.04414","63.111","80.61","83.91","4.09",""
"MKO.V","MAKO MINING CORP","0","39.7","63.041","89.5615","54.066","45.49493","28.68577","26.10803","53.12623","63.041","3.32","3.15","-5.12",""
"ALS.TO","ALTIUS MINERALS CORPORATION","49619","30.25","62.759","78.9065","58.803","50.56812","88.696285","72.35349","54.80567","62.759","23","23.4","1.74",""
"TKO.TO","TASEKO MINES LTD.","51151","100","62.683","85.0547","55.534","47.45898","15.605585","0","49.32508","62.683","3.19","3.1","-2.82",""
"AXM.V","AXMIN INC","12940","50","62.642","78.0271","92.905","16.99359","24.444445","100","68.19699","62.642","0.02","0.02","0",""
