"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ARTG.V","ARTEMIS GOLD INC","15202","100","72.038","99.8","68.529","47.78615","82.89429","100","60.94647","72.038","15.01","14.73","-1.87",""
"K.TO","KINROSS GOLD CORP.","423320","100","71.694","99.8","58.917","56.36561","89.60672","100","58.32477","71.694","14.85","14.62","-1.55",""
"AEM.TO","AGNICO EAGLE MINES LIMITED","95637151","56.8","70.923","99.8","55.931","57.03769","50","98.87312","53.78415","70.923","120.45","120.79","0.28",""
"IMG.TO","IAMGOLD CORP","302","100","69.948","99.3622","61.403","49.08007","67.129355","97.17623","61.75543","69.948","8.3","8.03","-3.25",""
"AGI.TO","ALAMOS GOLD INC CLS A","2519","89.5","69.416","99.8","54.986","53.46144","76.546145","100","54.31813","69.416","29.49","28.89","-2.03",""
"SFR.V","SANDFIRE RESOURCES AMERICA INC","111854734","-187.8","68.486","85.3005","86.502","33.65522","6.81855","10.06521","50.18845","68.486","0.28","0.33","17.86",""
"NGD.TO","NEW GOLD INC.","22626148","100","66.929","99.8","54.245","46.74255","100","100","62.90516","66.929","4.26","4.01","-5.87",""
"ABRA.V","ABRASILVER RESOURCE CORP","50035","100","66.748","96.1238","58.65","45.46933","100","100","58.83712","66.748","3.18","3.41","7.23",""
"VZLA.V","VIZSLA SILVER CORP","1953988","100","66.653","88.8082","61.35","49.79946","81.93226","92.69871","60.28302","66.653","3.21","3.12","-2.8",""
"REG.V","REGULUS RESOURCES INC","8694","15","66.63","98.004","59.129","42.75757","42.15503","78.09419","47.13338","66.63","2.09","2.15","2.87",""
"ALS.TO","ALTIUS MINERALS CORPORATION","33489","96.95","66.408","87.0014","59.186","53.03769","100","100","56.78518","66.408","27.25","26.43","-3.01",""
"ALDE.V","ALDEBARAN RESOURCES INC","210875","75.5","65.807","91.1838","65.484","40.75333","100","98.79883","65.85288","65.807","1.35","1.41","4.44",""
"ELD.TO","ELDORADO GOLD CORPORATION","7612","100","65.124","88.1858","52.606","54.58093","61.55624","96.57901","60.22402","65.124","26.08","24.18","-7.29",""
"GOT.V","GOLIATH RESOURCES LIMITED","2543060","91.85","64.83","88.6645","64.092","41.73245","50","96.34375","60.42565","64.83","1.29","1.23","-4.65",""
"WPM.TO","WHEATON PRECIOUS METALS CORP","14193","77.85","64.681","92.1119","48.096","53.83493","85.489195","98.72057","52.00281","64.681","93.06","91.91","-1.24",""
"LRA.V","LARA EXPLORATION LTD","3312","-21.85","64.666","99.8","55.752","38.44645","100","100","66.95976","64.666","1.4","1.6","14.29",""
"CVV.V","CANALASKA URANIUM LTD","1164","68.9","64.637","91.6307","62.36","39.92018","100","100","62.47816","64.637","0.79","0.82","3.8",""
"KNT.TO","K92 MINING INC","0","100","64.506","85.0871","57.294","51.13772","100","100","52.17312","64.506","9.61","9.24","-3.85",""
"OGN.V","OROGEN ROYALTIES INC","136966","15.9","62.984","99.8","49.504","39.64664","65.99307","100","56.16261","62.984","1.76","1.6","-9.09",""
"TKO.TO","TASEKO MINES LTD.","225844","100","62.937","83.1698","56.868","48.7726","80.24752","89.08868","56.45189","62.937","3.39","3.22","-5.01",""
"CCO.TO","Cameco Corporation","15111","100","62.71","84.6266","51.034","52.4681","79.49441","89.16497","54.61829","62.71","81","74.76","-7.7",""
"MKO.V","MAKO MINING CORP","16178623","99","62.234","86.7732","54.413","45.51667","29.0632","11.91209","37.97061","62.234","3.27","3.12","-4.59",""
