"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ARTG.V","ARTEMIS GOLD INC","18545","62.8","71.607","99.8","67.757","47.26287","83.39144","100","58.15155","71.607","13.88","12.9","-7.06",""
"K.TO","KINROSS GOLD CORP.","356237","95.85","69.959","96.227","58.067","55.58216","55.25348","96.49682","56.02845","69.959","13","12.79","-1.62",""
"AEM.TO","AGNICO EAGLE MINES LIMITED","99659439","56.2","69.399","96.4372","55.065","56.69475","55.37269","100","53.18392","69.399","112.44","110.63","-1.61",""
"IMG.TO","IAMGOLD CORP","167","100","68.832","97.0159","60.363","49.1185","100","100","55.24536","68.832","7.45","7.13","-4.3",""
"SFR.V","SANDFIRE RESOURCES AMERICA INC","1880","47","68.614","85.0631","86.607","34.17196","28.36806","10.14126","51.31925","68.614","0.29","0.32","10.34",""
"AGI.TO","ALAMOS GOLD INC CLS A","108024911","50.35","68.177","96.2468","54.378","53.90687","100","100","51.11865","68.177","28.32","26.98","-4.73",""
"ALS.TO","ALTIUS MINERALS CORPORATION","20913257","54.9","66.934","89.0122","59.436","52.35378","100","100","58.21525","66.934","25.86","26.5","2.47",""
"NGD.TO","NEW GOLD INC.","41339","100","66.804","99.8","54.036","46.576","100","100","62.37107","66.804","4.24","3.99","-5.9",""
"ELD.TO","ELDORADO GOLD CORPORATION","1825479","86.9","65.366","88.2179","52.732","55.14757","80.408115","95.44551","56.79656","65.366","23.77","23.8","0.13",""
"VZLA.V","VIZSLA SILVER CORP","14098","100","65.131","83.755","62.885","48.75289","65.279665","95.24971","62.95333","65.131","2.64","2.69","1.89",""
"REG.V","REGULUS RESOURCES INC","24116","35.6","65.089","93.8556","57.739","43.67289","85.99264","92.86595","50.01593","65.089","1.99","1.95","-2.01",""
"GOT.V","GOLIATH RESOURCES LIMITED","203206","96.3","65.073","89.8908","63.249","42.08032","66.556415","100","64.39206","65.073","1.3","1.25","-3.85",""
"CVV.V","CANALASKA URANIUM LTD","5613","100","64.619","90.3136","64.96","38.58389","77.91371","99.30495","67.06168","64.619","0.68","0.75","10.29",""
"TKO.TO","TASEKO MINES LTD.","2362026","100","64.311","87.2566","57.389","48.28677","33.107245","22.26451","50.18966","64.311","3.13","3.52","12.46",""
"OLV.V","OLIVUT RESOURCES LTD.","19167","-52.1","63.567","86.5368","73.504","30.65995","70.765595","66.85128","85.74976","63.567","0.09","0.1","11.11",""
"OGN.V","OROGEN ROYALTIES INC","3093","30.35","62.982","99.8","49.393","39.75203","83.0105","100","57.08953","62.982","1.53","1.54","0.65",""
"WPM.TO","WHEATON PRECIOUS METALS CORP","926","71.2","62.619","86.2815","47.823","53.75117","62.412895","99.94127","46.87429","62.619","84.85","84.45","-0.47",""
"CUU.V","COPPER FOX METALS INC","0","88.55","62.228","79.1195","77.066","30.497","82.76904","92.1249","42.54508","62.228","0.3","0.3","0",""
"MKO.V","MAKO MINING CORP","59386","56","62.057","87.2572","53.38","45.53427","0","2.21918","40.08128","62.057","3.04","3.09","1.64",""
"ABRA.V","ABRASILVER RESOURCE CORP","113425","100","61.135","85.5105","55.298","42.59768","67.95386","66.39849","46.71046","61.135","2.58","2.57","-0.39",""
"ABX.TO","BARRICK GOLD CORPORATION","14084","74.45","60.611","77.7287","50.948","53.15694","86.44679","100","54.02949","60.611","27.64","27.36","-1.01",""
"ALDE.V","ALDEBARAN RESOURCES INC","14978395","16.75","60.546","80.5788","60.938","40.12041","82.682885","62.98782","58.60054","60.546","1.08","1.11","2.78",""
"TMQ.TO","TRILOGY METALS INC","42639","13.1","60.494","68.3769","76.128","36.97773","44.10593","0","51.98756","60.494","0.67","0.61","-8.96",""
"CAD.V","COLONIAL COAL INTERNATIONAL COR","366666","67.6","60.442","83.4658","55.366","42.49322","50","50.06634","51.56243","60.442","2.55","2.31","-9.41",""
"CCO.TO","Cameco Corporation","73748583","100","60.275","79.4092","49.86","51.55654","32.84158","9.19547","52.89683","60.275","61.59","64.87","5.33",""
"TECK-B.TO","TECK RESOURCES LIMITED CL B","20504","100","60.204","81.1942","49.387","50.03006","35.458815","38.81027","51.4483","60.204","66.28","70.89","6.96",""
"KNT.TO","K92 MINING INC","1592","100","60.197","76.6914","52.707","51.19389","33.33533","49.16879","47.31275","60.197","8.16","7.85","-3.8",""
"HPY.V","HAPPY CREEK MINERALS LTD.","202364","-122.35","60.041","77.1617","90.13","12.83184","40.01035","34.46057","62.64547","60.041","0.06","0.05","-16.67",""
"LUN.TO","LUNDIN MINING CORP.","18221","100","59.783","79.6103","46.396","53.34417","16.90879","5.85066","40.66465","59.783","13.14","14.5","10.35",""
"SCZ.V","SANTACRUZ SILVER MINING LTD","58423","100","59.087","80.4033","63.418","33.44039","26.077195","11.2006","50.54035","59.087","0.34","0.36","5.88",""
"III.TO","IMPERIAL METALS CORP","9823","-6.3","58.915","74.9676","60.59","41.18748","28.1316","13.78002","57.43574","58.915","2.06","2.29","11.17",""
"MGG.V","MINAURUM GOLD INC.","35420","100","58.841","82.5184","63.4","30.60383","70.74455","41.29035","66.13245","58.841","0.25","0.25","0",""
"BSR.V","BLUESTONE RESOURCES INC","177813","51.2","58.426","75.8722","64.531","34.87399","49.824535","8.08935","28.7716","58.426","0.3","0.35","16.67",""
"GGM.V","GRANADA GOLD MINE INC","31372","100","58.212","90.3567","73.378","10.9009","74.128315","24.56088","73.61629","58.212","0.03","0.03","0",""
"XTM.V","TRANSITION METALS CORP","14455","-6.15","57.906","76.8584","69.103","27.75756","20.09316","6.93387","54.72165","57.906","0.065","0.07","7.69",""
"RG.V","ROMIOS GOLD RESOURCES INC","47396","-21.75","57.504","87.561","71.887","13.06453","87.5","78.43127","46.09052","57.504","0.02","0.02","0",""
"EMO.V","EMERITA RESOURCES CORP","16476","32.15","57.304","84.6125","47.963","39.33678","34.59471","57.5792","40.98575","57.304","0.69","0.68","-1.45",""
"MTT.V","MAGNA TERRA MINERALS INC","7072","-205.35","56.934","80.135","75.982","14.68446","22.07977","45.28963","59.08179","56.934","0.02","0.03","50",""
"CVW.V","CVW CLEANTECH INC","535","-11.9","56.782","71.7274","61.172","37.44555","31.011705","0","56.33232","56.782","0.87","0.82","-5.75",""
"LRA.V","LARA EXPLORATION LTD","80863","-2.05","56.772","84.5755","50.062","35.67862","84.798695","89.77212","50.2555","56.772","1.1","1.08","-1.82",""
"LUM.V","LUMINA GOLD CORP","8269829","100","56.676","77.0069","58.706","34.31522","50","23.10331","54.71166","56.676","0.53","0.54","1.89",""
"GRZ.V","GOLD RESERVE INC","76668","97.75","56.558","63.1512","60.661","45.86144","26.583425","0.00271","45.68334","56.558","4.84","2.1","-56.61",""
"GMV.V","GMV MINERALS INC.","10730","100","56.048","79.5722","64.836","23.73701","75.38529","92.524","61.67613","56.048","0.14","0.16","14.29",""
"OOR.V","OPUS ONE GOLD CORPORATION","105410","-135.65","55.913","84.6164","70.33","12.79245","87.820515","96.65803","74.4974","55.913","0.04","0.05","25",""
"AMRQ.V","AMAROQ MINERALS LTD","43433","29.65","55.767","81.76","42.803","42.73785","50","40.81478","55.41986","55.767","1.15","1.26","9.57",""
"MFG.V","MAYFAIR GOLD CORP","9827","25.85","55.695","70.0056","57.233","39.84619","27.15041","22.86645","52.98275","55.695","1.87","2.04","9.09",""
"AMM.TO","ALMADEN MINERALS LTD.","167663","-24.1","55.112","60.6735","84.662","20.00169","50","5.55556","79.02457","55.112","0.07","0.07","0",""
"EMX.V","EMX ROYALTY CORPORATION","106277","67.05","54.849","67.9181","54.097","42.53067","12.71476","12.72436","51.37782","54.849","2.49","2.43","-2.41",""
"ADZ.V","ADAMERA MINERALS CORP","49689","22.2","54.813","76.5546","62.711","25.17239","77.79572","98.29928","42.67762","54.813","0.15","0.145","-3.33",""
"SLI.V","STANDARD LITHIUM LTD","48089421","100","54.524","64.4444","52.903","46.22518","61.855585","45.27998","59.37362","54.524","1.94","2.26","16.49",""
"BTO.TO","B2Gold Corp.","21173","89.2","54.284","68.7204","47.225","46.90515","55.57898","80.39416","54.94565","54.284","4.55","4.33","-4.84",""
"NG.TO","NOVAGOLD RES INC.","23392","100","54.208","70.1292","45.057","47.43829","50","71.28752","54.17682","54.208","5.78","5.69","-1.56",""
"ROX.V","CANSTAR RESOURCES INC","1822","72.05","54.193","76.7012","73.74","12.13919","100","100","39.08755","54.193","0.05","0.05","0",""
"PLY.V","PLAYFAIR MINING LTD","638","100","54.191","75.6056","77.254","9.71442","7.685355","0.25069","75.17905","54.191","0.01","0.01","0",""
"RBX.V","ROBEX RESOURCES INC","11143","47.95","54.07","69.9055","55.088","37.21519","10.681965","69.61195","50.74502","54.07","2.8","2.76","-1.43",""
"ELE.V","ELEMENTAL ALTUS ROYALTIES CORP","218562","74.6","53.958","70.6951","51.686","39.4915","65.540275","65.76599","56.31568","53.958","1.16","1.21","4.31",""
"NKG.V","NEVADA KING GOLD CORP","44066","100","53.739","68.8019","62.834","29.58062","76.48081","96.71868","63.4564","53.739","0.37","0.33","-10.81",""
"NKL.V","NICKEL 28 CAPITAL CORP","7096","13.6","53.672","58.3503","68.078","34.58874","36.86861","12.43912","54.15273","53.672","0.7","0.66","-5.71",""
"TUD.V","TUDOR GOLD CORP","34497","42.75","53.648","73.419","50.307","37.21902","100","100","59.50743","53.648","1.13","1.01","-10.62",""
"SLVR.V","SILVER TIGER METALS INC","210200","100","52.807","75.8475","47.939","34.63415","20.344735","30.18409","56.03772","52.807","0.235","0.255","8.51",""
"KC.V","KUTCHO COPPER CORP","1022","31.55","52.709","68.2732","62.38","27.47451","23.37889","1.46701","34.08161","52.709","0.105","0.135","28.57",""
"GPH.V","GRAPHITE ONE INC","56955","74.7","52.687","60.6074","58.667","38.78545","50","73.54011","52.61067","52.687","0.76","0.76","0",""
"MTA.V","METALLA ROYALTY AND STREAMING L","11921250","100","52.667","64.388","48.882","44.73121","84.21722","75.71113","55.27719","52.667","4.45","4.31","-3.15",""
"FNV.TO","FRANCO-NEVADA CORPORATION","2364","53.45","52.621","64.9185","41.848","51.09731","43.09858","43.25249","50.71837","52.621","173.44","169.64","-2.19",""
"XIM.V","XIMEN MINING CORP","45689190","80.15","52.527","67.6303","54.676","35.27395","26.03813","1.099","35.58831","52.527","0.105","0.115","9.52",""
"CKG.V","CHESAPEAKE GOLD CORP.","3066","100","52.51","73.1819","42.63","41.7186","50","0.35703","43.21767","52.51","1.97","1.87","-5.08",""
"G.TO","AUGUSTA GOLD CORP","5927707","100","52.004","70.5919","47.113","38.30797","38.824925","19.90144","57.03418","52.004","0.92","0.91","-1.09",""
"GSVR.V","GUANAJUATO SILVER COMPANY LTD","30171","100","51.902","66.7559","58.608","30.34343","8.337395","0.9822","49.25875","51.902","0.24","0.24","0",""
"AXM.V","AXMIN INC","2648","50","51.538","72.476","56.823","25.31439","0","0","32.5","51.538","0.015","0.015","0",""
"VVC.V","VVC Exploration Corp.","85107","-45.3","51.535","65.2698","80.659","8.67643","12.21766","0","67.58069","51.535","0.03","0.03","0",""
"DBG.V","DOUBLEVIEW GOLD CORP","180724","100","51.504","70.6495","45.533","38.33062","62.57648","90.51014","48.62368","51.504","0.43","0.43","0",""
"LA.V","LOS ANDES COPPER LIMITED","35925","4.45","51.419","56.2478","59.008","39.00153","16.521915","1.18408","42.27696","51.419","8","8.44","5.5",""
"LME.V","LAURION MINERAL EXPLORATION INC","43647","-65.5","51.258","67.0805","54.73","31.96354","67.940275","90.25235","45.38271","51.258","0.38","0.39","2.63",""
"BRC.V","BLACKROCK SILVER CORP","16272","100","51.111","75.9425","44.335","33.05543","95.71625","92.73653","53.34657","51.111","0.38","0.35","-7.89",""
"DAN.V","ARIANNE PHOSPHATE INC","53469","92.35","50.59","60.7766","66.007","24.9849","39.603665","2.23773","40.56334","50.59","0.2","0.2","0",""
"AMX.V","AMEX EXPLORATION INC","35532434","62.9","50.156","64.8265","42.661","42.97906","27.25366","32.30538","43.17622","50.156","1.2","1.17","-2.5",""
"BCM.V","BEAR CREEK MINING CORP.","91735","100","49.999","71.5939","36.944","41.45849","88.035025","65.56605","50.80213","49.999","0.4","0.35","-12.5",""
"ROS.V","ROSCAN GOLD CORPORATION","79756","-16.35","49.372","68.7053","62.547","16.86436","79.587565","76.20956","62.15859","49.372","0.1","0.1","0",""
"LITH.V","LITHIUM CHILE INC","69871","17.75","49.156","64.1958","48.567","34.70428","31.44444","0","29.01411","49.156","0.52","0.56","7.69",""
"PPX.V","PPX MINING CORP","172","18.3","49.068","82.3464","47.623","17.235","0","0","41.95858","49.068","0.04","0.05","25",""
"CNC.V","CANADA NICKEL COMPANY INC","365","86.7","48.796","64.0344","45.448","36.90564","50","19.26281","41.29757","48.796","1.15","1.13","-1.74",""
"RCK.V","ROCK TECH LITHIUM INC","114490","36.2","48.773","62.2088","43.102","41.00813","18.87595","0","58.90304","48.773","1.18","1.2","1.69",""
"ODV.V","OSISKO DEVELOPMENT CORP","3691","49.8","48.747","58.9973","47.584","39.65949","86.49542","88.36913","54.73009","48.747","2.96","3.12","5.41",""
"LEM.V","LEADING EDGE MATERIALS CORP","102006","35.7","48.402","67.5019","47.362","30.34182","55.903835","28.36297","58.53393","48.402","0.105","0.11","4.76",""
"ELBM.V","ELECTRA BATTERY MATERIALS CORP","569","100","48.379","70.0046","40.164","34.96857","100","97.74939","60.95859","48.379","0.85","0.79","-7.06",""
"MAI.V","MINERA ALAMOS INC","949004","69.65","48.349","69.3879","48.784","26.87361","42.24138","25.33376","41.48469","48.349","0.32","0.32","0",""
"NFG.V","NEW FOUND GOLD CORP","1344400","100","48.102","54.9351","45.698","43.67184","50","1.79835","40.81132","48.102","3.55","3.6","1.41",""
"ZNX.V","ZINCX RESOURCES CORP","10646","-21.95","48.02","71.5624","57.238","15.2601","65.11112","30.14187","34.53852","48.02","0.09","0.09","0",""
"DME.V","DESERT MOUNTAIN ENERGY CORP","5276187","62.35","47.965","68.7505","42.535","32.60874","73.912755","83.16013","36.22996","47.965","0.41","0.39","-4.88",""
"MGI.V","MAGNUM GOLDCORP INC","59393","100","47.626","76.882","46.567","19.4299","60.25641","28.07997","60.73014","47.626","0.015","0.015","0",""
"MKA.V","MKANGO RESOURCES LTD.","27631","-145.3","47.561","68.3512","48.64","25.69125","72.34946","76.53759","26.44183","47.561","0.12","0.12","0",""
"FF.TO","FIRST MINING GOLD CORP","61108","29.2","47.233","67.4345","46.365","27.89948","80.191075","94.24089","45.07899","47.233","0.14","0.135","-3.57",""
"ETL.V","E3 LITHIUM LTD","52026","69.55","46.716","57.6796","40.614","41.85366","50","28.00189","42.40764","46.716","1.2","1.19","-0.83",""
"SALT.V","ATLAS SALT INC","95131","49.05","46.637","59.9136","42.55","37.44666","69.01503","99.60492","46.27749","46.637","0.68","0.69","1.47",""
"AWE.V","THUNDERSTRUCK RESOURCES LTD","183710","-115.35","46.472","66.3284","41.279","31.80968","36.305765","6.00627","46.52365","46.472","0.05","0.045","-10",""
"SGML.V","SIGMA LITHIUM CORPORATION","113452","100","45.652","52.4691","39.705","44.78049","50","19.00295","40.84239","45.652","15.5","17","9.68",""
"CMD.V","COMMANDER RESOURCES LTD","514","27.15","45.638","69.6137","52.98","14.32022","6.18421","4.09601","77.15928","45.638","0.06","0.06","0",""
"NOU.V","NOUVEAU MONDE GRAPHITE INC","4990","67.6","45.471","46.3127","51.166","38.93471","50","0","35.36585","45.471","1.91","2.1","9.95",""
