"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"ARTG.V","ARTEMIS GOLD INC","14626","93.5","72.33","99.8","68.814","48.37546","70.2663","100","58.82865","72.33","13.42","14.84","10.58",""
"K.TO","KINROSS GOLD CORP.","340813","100","71.704","99.8","59.078","56.23454","74.576185","97.37139","57.59646","71.704","13.7","14.64","6.86",""
"AEM.TO","AGNICO EAGLE MINES LIMITED","99080003","54.15","70.866","99.8","55.887","56.90958","50","98.63393","54.31356","70.866","109.83","119.01","8.36",""
"IMG.TO","IAMGOLD CORP","303","97.35","70.279","99.8","61.783","49.25253","71.02929","96.76319","60.35006","70.279","6.82","8.23","20.67",""
"AGI.TO","ALAMOS GOLD INC CLS A","2618","73.9","69.788","99.8","55.377","54.18773","72.697475","100","52.75902","69.788","27.16","29.02","6.85",""
"ALS.TO","ALTIUS MINERALS CORPORATION","108699015","83.75","68.28","91.6627","60.363","52.81498","100","100","55.97534","68.28","25.7","27.24","5.99",""
"SFR.V","SANDFIRE RESOURCES AMERICA INC","22782811","100","67.608","83.3123","86.4","33.11141","12.736175","0","46.42657","67.608","0.27","0.28","3.7",""
"VZLA.V","VIZSLA SILVER CORP","47051","100","67.235","88.3766","63.848","49.47918","67.74241","83.46787","64.62656","67.235","2.8","3.08","10",""
"NGD.TO","NEW GOLD INC.","2058088","100","67.094","99.8","54.619","46.86376","100","100","63.41327","67.094","3.88","4.19","7.99",""
"ELD.TO","ELDORADO GOLD CORPORATION","8644","100","66.868","91.741","53.524","55.33875","50","91.16311","61.01181","66.868","23.58","25.71","9.03",""
"REG.V","REGULUS RESOURCES INC","36389","33.1","66.077","96.4884","58.487","43.25424","43.144985","76.48322","45.14538","66.077","2.01","2.08","3.48",""
"GOT.V","GOLIATH RESOURCES LIMITED","210286","92.3","65.734","90.9234","64.521","41.75905","50","98.00202","62.2065","65.734","1.24","1.28","3.23",""
"KNT.TO","K92 MINING INC","7341","100","65.226","86.2358","57.683","51.75856","98.122015","90.0791","53.56908","65.226","9.24","9.5","2.81",""
"ALDE.V","ALDEBARAN RESOURCES INC","2606626","43.9","64.868","89.3186","64.517","40.76749","97.677785","91.10942","66.16027","64.868","1.16","1.35","16.38",""
"WPM.TO","WHEATON PRECIOUS METALS CORP","16225","65.9","64.812","92.0515","48.284","54.10002","67.447545","97.99301","53.28634","64.812","84.31","91.81","8.9",""
"CCO.TO","Cameco Corporation","3211","100","64.43","88.2119","51.896","53.18256","63.308645","68.55207","55.29595","64.43","68.75","80.13","16.55",""
"ABRA.V","ABRASILVER RESOURCE CORP","1047","100","64.271","91.4778","56.746","44.58832","93.36428","89.2236","56.30013","64.271","2.83","3.02","6.71",""
"CVV.V","CANALASKA URANIUM LTD","0","83.05","64.11","90.3279","62.587","39.41463","95.371835","99.4239","61.75468","64.11","0.69","0.78","13.04",""
"OGN.V","OROGEN ROYALTIES INC","89359","-7.7","63.463","99.8","50.537","40.0513","67.856925","100","55.35247","63.463","1.48","1.71","15.54",""
"TKO.TO","TASEKO MINES LTD.","178730","100","63.354","84.196","56.942","48.92437","68.940355","68.70607","56.33788","63.354","3.49","3.31","-5.16",""
"MKO.V","MAKO MINING CORP","14451","83.65","62.994","88.9789","54.437","45.56533","6.655905","1.53162","37.26132","62.994","3.1","3.25","4.84",""
"ABX.TO","BARRICK GOLD CORPORATION","15848870","79.8","62.131","81.3786","51.891","53.12343","52.72881","100","56.51135","62.131","27.78","28.88","3.96",""
"LRA.V","LARA EXPLORATION LTD","40549","-38.6","62.044","93.7201","55.095","37.31641","100","100","60.77353","62.044","1.22","1.36","11.48",""
"TMQ.TO","TRILOGY METALS INC","244614","-7.45","61.759","77.5277","69.358","38.39087","46.08809","8.44925","60.28488","61.759","0.7","0.87","24.29",""
"CUU.V","COPPER FOX METALS INC","72784054","100","61.494","78.0084","76.889","29.58363","88.736485","90.44243","46.42868","61.494","0.28","0.28","0",""
"GRZ.V","GOLD RESERVE INC","24136","100","61.251","71.7352","64.975","47.04266","9.886025","0","40.56302","61.251","3.55","3.58","0.85",""
"GGM.V","GRANADA GOLD MINE INC","942","100","61.093","95.7675","75.503","12.00862","82.929515","68.78858","83.48628","61.093","0.03","0.05","66.67",""
"SCZ.V","SANTACRUZ SILVER MINING LTD","182053","100","60.596","83.9267","64.222","33.63999","73.039715","54.39748","54.17387","60.596","0.39","0.41","5.13",""
"MGG.V","MINAURUM GOLD INC.","14554","100","60.134","84.5037","65.332","30.56588","87.66607","75.53246","67.63812","60.134","0.26","0.27","3.85",""
"HPY.V","HAPPY CREEK MINERALS LTD.","89643","-12.35","59.899","77.075","89.392","13.22918","30.331265","26.23793","62.89565","59.899","0.05","0.05","0",""
"TECK-B.TO","TECK RESOURCES LIMITED CL B","9547","100","59.691","79.1967","49.868","50.00936","83.038265","73.50117","52.40192","59.691","69.46","69.66","0.29",""
"LUN.TO","LUNDIN MINING CORP.","33296","100","59.689","78.9837","46.508","53.57674","50","40.09441","45.28272","59.689","14.49","14.47","-0.14",""
"BSR.V","BLUESTONE RESOURCES INC","230537","85.45","59.31","77.5692","64.546","35.81462","75.57064","75.36969","37.93546","59.31","0.38","0.39","2.63",""
"CAD.V","COLONIAL COAL INTERNATIONAL COR","29537","100","59.268","79.7835","55.992","42.0271","25.042315","0.33972","53.20117","59.268","2.41","2.2","-8.71",""
"LUM.V","LUMINA GOLD CORP","17937","100","59.227","81.3603","61.009","35.31166","57.639375","66.6197","59.36627","59.227","0.58","0.6","3.45",""
"BRC.V","BLACKROCK SILVER CORP","42274","100","58.279","88.4909","52.216","34.13057","100","99.61424","70.8514","58.279","0.4","0.51","27.5",""
"SLVR.V","SILVER TIGER METALS INC","14091","100","57.793","84.9432","52.388","36.04927","100","89.79828","71.37117","57.793","0.335","0.34","1.49",""
"OLV.V","OLIVUT RESOURCES LTD.","8363","100","57.74","77.8721","66.896","28.45094","89.092735","92.22214","46.48563","57.74","0.07","0.06","-14.29",""
"SLI.V","STANDARD LITHIUM LTD","518","100","57.694","69.8177","56.804","46.4607","96.38798","93.19239","67.00037","57.694","2.97","2.64","-11.11",""
"XTM.V","TRANSITION METALS CORP","83105","-107.6","57.691","75.9567","68.941","28.17497","28.95551","13.31304","34.07493","57.691","0.06","0.065","8.33",""
"AMRQ.V","AMAROQ MINERALS LTD","8479950","-0.2","57.579","86.2986","43.646","42.79258","86.06295","87.63816","55.88157","57.579","1.41","1.4","-0.71",""
"EMX.V","EMX ROYALTY CORPORATION","78421","86.9","57.482","73.7082","56.234","42.50308","60.53892","55.64992","52.14871","57.482","2.55","2.67","4.71",""
"CVW.V","CVW CLEANTECH INC","8323","-35.3","57.347","72.4065","62.123","37.51237","26.747715","0","50.00316","57.347","0.82","0.83","1.22",""
"RG.V","ROMIOS GOLD RESOURCES INC","96362","-470.9","57.187","86.9964","71.831","12.73319","53.125","87.33125","45.78851","57.187","0.02","0.02","0",""
"MTA.V","METALLA ROYALTY AND STREAMING L","54323","100","57.173","74.9349","51.474","45.10865","100","100","53.67689","57.173","4.84","5.29","9.3",""
"MTT.V","MAGNA TERRA MINERALS INC","10071","-495.65","56.997","80.3235","75.95","14.71807","20.20202","19.03436","48.04705","56.997","0.02","0.03","50",""
"EMO.V","EMERITA RESOURCES CORP","171404","28.3","56.917","84.4518","48.039","38.26164","68.28984","82.09836","44.64566","56.917","0.68","0.67","-1.47",""
"BTO.TO","B2Gold Corp.","118114","100","56.722","73.5606","48.563","48.04237","94.117275","93.71978","58.63422","56.722","4.33","4.75","9.7",""
"NKL.V","NICKEL 28 CAPITAL CORP","61704","-14.35","56.475","65.7596","67.538","36.12653","42.91852","33.94048","53.47207","56.475","0.75","0.8","6.67",""
"MAI.V","MINERA ALAMOS INC","48587444","100","56.354","77.5198","63.616","27.92609","90.55882","83.08808","56.89655","56.354","0.37","0.4","8.11",""
"ELE.V","ELEMENTAL ALTUS ROYALTIES CORP","22066","81.7","56.049","74.6022","53.822","39.7221","100","98.35338","57.95459","56.049","1.14","1.28","12.28",""
"NKG.V","NEVADA KING GOLD CORP","23184","100","55.994","73.3617","63.445","31.17642","50","97.73991","68.50496","55.994","0.35","0.39","11.43",""
"BCM.V","BEAR CREEK MINING CORP.","1503","100","55.93","83.5493","40.838","43.40379","100","96.63169","65.90472","55.93","0.48","0.6","25",""
"PLY.V","PLAYFAIR MINING LTD","1488","100","55.43","78.959","77.305","10.02682","4.34363","18.96539","75.51983","55.43","0.02","0.02","0",""
"MFG.V","MAYFAIR GOLD CORP","10429","-16.85","55.358","67.8399","59.132","39.1009","72.9331","70.25481","57.07377","55.358","1.95","1.98","1.54",""
"GMV.V","GMV MINERALS INC.","203946","100","55.303","77.7777","64.493","23.6368","92.737845","99.79662","64.42082","55.303","0.15","0.15","0",""
"FNV.TO","FRANCO-NEVADA CORPORATION","21883","54.2","55.286","70.4533","42.98","52.42375","50","57.80954","56.07837","55.286","169.9","182.46","7.39",""
"MGI.V","MAGNUM GOLDCORP INC","6303","-134.8","55.215","79.4436","66.004","20.19715","100","89.91355","84.16347","55.215","0.015","0.02","33.33",""
"GPH.V","GRAPHITE ONE INC","49103","83.7","55.006","66.4557","59.098","39.46449","50","52.99486","55.34593","55.006","0.83","0.88","6.02",""
"AMM.TO","ALMADEN MINERALS LTD.","220109","54.45","54.934","61.2018","84.749","18.85231","49.16821","17.63683","84.64071","54.934","0.06","0.07","16.67",""
"ADZ.V","ADAMERA MINERALS CORP","1668","11.8","54.862","76.457","63.212","24.9159","81.80085","99.98208","47.61722","54.862","0.155","0.14","-9.68",""
"TUD.V","TUDOR GOLD CORP","880912","6.35","54.631","74.6547","50.8","38.43705","100","100","57.55479","54.631","1.02","1.04","1.96",""
"OOR.V","OPUS ONE GOLD CORPORATION","13786434","-177.25","54.57","83.3556","68.734","11.62039","93.203885","98.77607","65.13011","54.57","0.05","0.05","0",""
"RBX.V","ROBEX RESOURCES INC","3358","38.75","54.354","69.9551","55.321","37.78673","9.29319","17.71349","51.59965","54.354","2.71","2.74","1.11",""
"ROX.V","CANSTAR RESOURCES INC","44927688","67.05","54.099","76.5882","74.226","11.48262","50","100","38.69772","54.099","0.05","0.05","0",""
"NG.TO","NOVAGOLD RES INC.","5141","100","53.404","67.534","44.082","48.59621","43.07655","8.57831","51.97614","53.404","4.8","5.23","8.96",""
"GSVR.V","GUANAJUATO SILVER COMPANY LTD","7185123","100","52.686","68.9699","58.942","30.14536","30.68809","5.55015","45.45474","52.686","0.25","0.26","4",""
"CKG.V","CHESAPEAKE GOLD CORP.","25461","100","52.67","73.2289","43.061","41.7196","50","2.8415","48.50791","52.67","1.75","1.87","6.86",""
"XIM.V","XIMEN MINING CORP","3279","-29.85","52.669","68.2801","54.445","35.28177","49.443445","4.99896","37.83177","52.669","0.1","0.115","15",""
"LITH.V","LITHIUM CHILE INC","175049","43.15","52.332","70.6131","51.667","34.71517","50","42.06939","47.13874","52.332","0.68","0.66","-2.94",""
"LME.V","LAURION MINERAL EXPLORATION INC","148250","-121.8","51.89","67.9318","55.121","32.61789","62.44659","80.59982","51.60892","51.89","0.42","0.4","-4.76",""
"VVC.V","VVC Exploration Corp.","54067","100","51.788","65.7343","81.227","8.40245","7.88889","9.01267","68.18917","51.788","0.04","0.03","-25",""
"KC.V","KUTCHO COPPER CORP","44364","-20.75","51.318","65.9019","60.121","27.93069","36.051895","10.56334","64.46858","51.318","0.135","0.115","-14.81",""
"DBG.V","DOUBLEVIEW GOLD CORP","30136","-18","51.053","69.7503","45.327","38.08229","58.2145","97.02994","50.56611","51.053","0.425","0.42","-1.18",""
"AMX.V","AMEX EXPLORATION INC","74750","2.3","51.006","66.4956","42.671","43.85021","0.393785","0","47.80996","51.006","1.2","1.28","6.67",""
"G.TO","AUGUSTA GOLD CORP","34067836","100","50.785","67.6174","47.429","37.30924","52.38187","46.84276","53.43713","50.785","0.83","0.81","-2.41",""
"NGC.V","NORTHERN GRAPHITE CORPORATION","155196","49.1","50.428","63.5343","55.077","32.67418","36.106595","8.39149","41.74991","50.428","0.085","0.115","35.29",""
"LA.V","LOS ANDES COPPER LIMITED","95866","23.2","50.294","54.5377","57.852","38.49267","40.484475","0","47.44138","50.294","8.15","8.1","-0.61",""
"LI.V","AMERICAN LITHIUM CORP","81605","100","50.161","65.0247","51.094","34.36413","71.08805","73.22572","51.26509","50.161","1.19","1.11","-6.72",""
"AXM.V","AXMIN INC","733","50","50.006","72.2555","52.457","25.30649","0","0","32.5","50.006","0.015","0.015","0",""
"ODV.V","OSISKO DEVELOPMENT CORP","221","31.35","49.783","59.9134","48.81","40.62658","98.08284","87.66017","59.58361","49.783","2.98","3.12","4.7",""
"RCK.V","ROCK TECH LITHIUM INC","120421","-9.3","49.735","63.5514","43.675","41.97881","41.979105","3.74787","58.91042","49.735","1.31","1.24","-5.34",""
"LEM.V","LEADING EDGE MATERIALS CORP","3670","-138.05","49.672","66.8445","51.907","30.26418","57.68941","38.05125","51.71944","49.672","0.105","0.105","0",""
"ROS.V","ROSCAN GOLD CORPORATION","119856","53.5","49.533","69.0519","62.842","16.70376","100","98.91183","61.86075","49.533","0.09","0.1","11.11",""
"ELBM.V","ELECTRA BATTERY MATERIALS CORP","443","100","49.437","71.7979","40.676","35.83568","88.112385","100","60.05122","49.437","0.84","0.83","-1.19",""
"FF.TO","FIRST MINING GOLD CORP","814892","83.25","49.425","71.1285","48.718","28.42769","61.580365","70.14188","51.49947","49.425","0.135","0.15","11.11",""
"DAN.V","ARIANNE PHOSPHATE INC","1223906","100","49.295","59.9237","63.139","24.82203","50","17.49903","39.42803","49.295","0.21","0.19","-9.52",""
"NFG.V","NEW FOUND GOLD CORP","10999","86","49.245","57.1065","46.529","44.09953","50","2.77901","42.80938","49.245","3.38","3.75","10.95",""
"CNC.V","CANADA NICKEL COMPANY INC","5497904","92.85","48.133","62.0703","45.059","37.26829","52.2843","66.88469","38.83756","48.133","1.08","1.08","0",""
"AWE.V","THUNDERSTRUCK RESOURCES LTD","52131","-19","48.019","67.7465","44.451","31.85844","10.286095","9.68285","47.35994","48.019","0.06","0.05","-16.67",""
"ZNX.V","ZINCX RESOURCES CORP","24220","-84","47.586","71.4794","55.932","15.34801","72.487005","70.54976","32.09726","47.586","0.09","0.09","0",""
"MKA.V","MKANGO RESOURCES LTD.","53943","-236.05","47.552","68.5953","48.617","25.44443","44.196005","69.04058","38.27681","47.552","0.12","0.12","0",""
"SGML.V","SIGMA LITHIUM CORPORATION","44154","100","47.45","57.2801","40.431","44.63957","76.701145","80.27967","49.92994","47.45","18.69","19.65","5.14",""
"DME.V","DESERT MOUNTAIN ENERGY CORP","101289","100","47.362","67.4401","42.141","32.50569","93.13268","97.59012","38.7247","47.362","0.35","0.34","-2.86",""
"NOU.V","NOUVEAU MONDE GRAPHITE INC","172064","98.85","47.173","49.6119","51.531","40.37645","50","10.11817","33.18926","47.173","2.13","2.22","4.23",""
"CMD.V","COMMANDER RESOURCES LTD","151272","93.9","47.101","73.4086","52.705","15.18872","0","0.62355","79.90372","47.101","0.07","0.08","14.29",""
"ETL.V","E3 LITHIUM LTD","1232","44.4","46.819","58.2891","40.716","41.4506","50","3.52157","44.23756","46.819","1.19","1.22","2.52",""
"SALT.V","ATLAS SALT INC","5987","28.1","46.763","60.6401","42.726","36.92338","63.32364","100","52.56387","46.763","0.69","0.69","0",""
"AVU.V","AVRUPA MINERALS LTD.","15745","100","45.237","74.3187","35.352","26.04009","75.036075","89.52748","79.77316","45.237","0.03","0.03","0",""
"PPX.V","PPX MINING CORP","524","-190.05","45.107","79.2978","41.025","14.99761","25.53837","0","37.43078","45.107","0.04","0.04","0",""
"GBU.V","GABRIEL RESOURCES LTD","13832","100","45.008","91.6872","18.54","24.79559","26.47059","24.10215","64.74493","45.008","0.02","0.02","0",""
