"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"GRZ.V","","22841","100","77.497","99.8","83.373","49.3183","100","100","72.86181","77.497","6.01","6.12","1.83",""
"ARTG.V","","615236","72.9","71.789","99.8","69.065","46.50308","77.485755","100","61.75469","71.789","9.87","10.09","2.23",""
"K.TO","","89311293","100","68.789","94.3695","58.861","53.13624","50.85799","100","65.16548","68.789","10.14","10.43","2.86",""
"SFR.V","","961","-352","68.578","86.0511","86.067","33.61566","68.61654","95.98931","79.86894","68.578","0.31","0.33","6.45",""
"TKO.TO","","3192","100","67.221","94.4813","60.213","46.96822","50","92.56722","61.48177","67.221","3.23","3.52","8.98",""
"REG.V","","640187","42.2","66.829","99.8","57.212","43.47476","50","100","70.34182","66.829","1.9","2.45","28.95",""
"ELD.TO","","125199904","68.5","66.018","87.9124","55.87","54.27248","50","96.16625","54.12542","66.018","20.23","20.56","1.63",""
"CCO.TO","Cameco Corporation","255","73.1","65.669","91.0551","53.627","52.32619","50","100","56.73528","65.669","70.79","70.73","-0.08",""
"OSI.V","","15236420","-10.7","65.259","99.8","54.697","41.28122","31.912045","71.19361","57.63677","65.259","1.77","1.74","-1.69",""
"VZLA.V","","44369","61.95","65.076","84.4832","66.097","44.64844","81.94361","100","63.44116","65.076","2.28","2.38","4.39",""
"AGI.TO","","1370628","91.95","64.777","87.7304","53.314","53.288","50","99.05481","56.65968","64.777","20.93","21.55","2.96",""
"RGD.V","","5428","56.5","64.632","85.9943","75.137","32.76571","64.4042","100","78.79487","64.632","0.62","0.68","9.68",""
"MKO.V","","24113","3.4","64.627","93.4226","56.506","43.95279","50","99.6046","69.74902","64.627","3.36","3.35","-0.3",""
"IMG.TO","","117162","100","64.355","87.4016","58.543","47.11998","50","93.79055","59.67901","64.355","4.92","5.08","3.25",""
"LUN.TO","","8010","67.7","64.318","87.9395","52.927","52.08672","50","81.10757","50.67931","64.318","14.54","14.47","-0.48",""
"OGN.V","","818500","30.9","64.289","99.8","55.359","37.70829","100","100","57.33317","64.289","1.11","1.08","-2.7",""
"AEM.TO","","1590700","100","64.265","84.5091","53.853","54.43213","50","100","64.83846","64.265","88.26","89.27","1.14",""
"CVV.V","","14235","95.85","63.559","86.4512","68.282","35.94284","34.97709","11.26287","53.80842","63.559","0.56","0.61","8.93",""
"AXM.V","","1388","50","62.925","78.677","93.335","16.76193","52.22222","100","39.74136","62.925","0.02","0.02","0",""
"NGD.TO","","1024","100","62.112","91.5154","50.195","44.62676","50.742355","100","61.4253","62.112","2.69","2.68","-0.37",""
"AFR.V","","125","50","61.95","68.0218","99.041","18.78788","64.55696","41.03465","32.37638","61.95","0.015","0.01","-33.33",""
"CUU.V","","101597","100","61.729","77.5297","77.641","30.01546","92.291635","95.86985","67.89556","61.729","0.25","0.26","4",""
"CAD.V","","137575","91.65","61.414","86.1935","56.002","42.04582","80.7777","78.24119","47.22416","61.414","2.39","2.25","-5.86",""
"OLV.V","","89711","50","60.753","83.7147","67.123","31.42208","19.9515","0","62.80026","60.753","0.06","0.07","16.67",""
"HPY.V","","11563792","38.8","60.4","79.3834","90.208","11.60723","74.54308","100","67.76881","60.4","0.06","0.06","0",""
"WPM.TO","","64056","75.1","60.395","80.9307","48.505","51.74871","50","99.56237","47.75195","60.395","72.53","72.58","0.07",""
"RG.V","","235988","50","60.001","77.775","92.561","9.66649","75","100","19.19573","60.001","0.02","0.02","0",""
"LUM.V","","74516284","1.85","59.865","83.1189","61.931","34.54643","39.19779","59.12428","49.66684","59.865","0.56","0.57","1.79",""
"GOT.V","","61951","100","59.811","77.2498","61.64","40.54299","66.72052","98.76803","62.02779","59.811","0.98","0.95","-3.06",""
