"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"BASF.NS","BASF India Limited","126693702","-6.9","79.304","99.8","82.303","55.80981","50","100","75.90692","79.304","6920","8182.95","18.25",""
"GROBTEA.NS","The Grob Tea Company Limited","240997433","-164.1","79.236","98.1301","91.357","48.22224","96.245","98.80604","78.69624","79.236","1008.2","1456.25","44.44",""
"PILANIINVS.NS","Pilani Investment and Industries Corporation Limited","912360087","64.45","79.213","99.8","85.399","52.43853","58.354025","100","78.87966","79.213","5566.8","5304.8","-4.71",""
"WOCKPHARMA.NS","Wockhardt Limited","3580125801","68.55","79.187","99.8","85.833","51.92806","50","100","71.38727","79.187","1006.75","965.5","-4.1",""
"SUVENPHAR.NS","Suven Pharmaceuticals Ltd","208939633","5.5","78.553","99.8","83.178","52.67997","50","100","80.0801","78.553","1180","1199.85","1.68",""
"SOLARA.NS","Solara Active Pharma Sciences Limited","323058810","58.65","78.09","97.6712","87.922","48.67603","56.91229","100","74.11964","78.09","815","758.7","-6.91",""
"DICIND.NS","DIC India Limited","73413237","100","77.733","99.8","82.733","50.66667","81.00673","100","80.62518","77.733","730","723","-0.96",""
"SUMMITSEC.NS","Summit Securities Limited","339322362","95.1","77.652","99.8","78.94","54.21729","90.257875","100","79.60506","77.652","2768.5","2652.4","-4.19",""
"BSE.NS","BSE Limited","715026044","-3.8","77.311","99.8","79.369","52.76373","100","100","74.67959","77.311","3760","4108.15","9.26",""
"SEAMECLTD.NS","Seamec Limited","5770995","50.2","77.288","99.778","82.226","49.85957","50","61.54709","72.79944","77.288","1475.7","1404.1","-4.85",""
"GODFRYPHLP.NS","Godfrey Phillips India Limited","4434954","32.6","77.19","99.8","83.609","48.15965","100","100","70.65214","77.19","7172.35","6627.4","-7.6",""
"DHUNINV.NS","DHUNSERI INVESTMEN","45069452","-9.4","77.056","99.8","81.751","49.61813","100","100","79.98878","77.056","2341.45","2275.35","-2.82",""
"OFSS.NS","Oracle Financial Services Software Limited","266360073","66.75","77.02","99.8","78.495","52.76472","50","99.68518","69.59959","77.02","11417","10951.2","-4.08",""
"HONDAPOWER.NS","HONDA INDIA POWER","51397541","23.6","76.991","92.8965","82.94","55.13575","46.385295","48.38892","78.40339","76.991","3954","4030.35","1.93",""
