[Stock_List]SymbolExchange	sortino_ratio_raw	sortino_ratio_normalised	ta_score	risk_score	combo_score	CQR	Beta	OutlierPC	CloseToSMA6Ratio	UltraShortTerm_Score
NAHARINDUS.NS	-0.663	57.308	42.77	38.89	41.34	0	0.26	37.45	1.004	61.567
NAHARPOLY.NS	-0.572	58.368	30.2	20.8	32.42	0	0.66	15.13	0.945	46.984
NAHARSPING.NS	-1.933	42.581	48.51	33.06	39.75	0	0.76	35.78	1.005	70.874
NATCOPHARM.NS	1.566	83.166	49.16	58.46	53.53	5	0.94	33.83	0.972	63.984
NATHBIOGEN.NS	-0.318	61.316	40.62	27.97	39.97	5	0.92	29.52	0.975	61.726
NAVINFLUOR.NS	3.803	99.8	64.67	73.89	73.01	5	0.43	75.59	1.017	62.735
NCLIND.NS	0.538	71.239	45.65	38.57	44.13	5	0.99	40.61	0.985	56.266
NDGL.NS	-0.461	59.655	21.7	30.4	35.82	5	1.32	28.18	0.984	29.225
NESCO.NS	4.606	99.8	56.6	61.85	60.51	5	1.59	55.26	0.991	66.872
NEWGEN.NS	-3.417	30.2	34.52	36.5	35.22	5	1.09	28.37	0.985	61.131
NILKAMAL.NS	0.592	71.871	64.79	78.32	65.85	5	0.2	84.47	1.02	61.295
NIPPOBATRY.NS	-1.144	51.725	45.38	42.72	47.25	5	0.8	41.83	0.981	71.149
NMDC.NS	0.251	67.913	53.65	57.66	54.18	5	0.94	65.13	0.996	66.547
NOCIL.NS	0.302	68.499	39.89	27.52	32.8	0	0.87	22.88	0.976	65.867
NRAIL.NS	1.728	85.047	50.8	36.86	46.8	5	-0.04	38.93	1.006	66.234
NSIL.NS	-0.711	56.749	37.39	32.87	44.8	5	0.52	14.08	0.975	54.292
NTPC.NS	-0.508	59.109	42.04	38.61	39.61	5	1.08	30.84	0.992	63.984
NUCLEUS.NS	-3.669	30.2	28.98	23.05	28.97	5	0.34	19.35	0.963	49.168
OAL.NS	0.033	65.388	48.12	44.21	43.03	5	0.17	46.64	0.97	59.726
OBEROIRLTY.NS	-0.43	60.011	41.8	44.97	41.62	5	0.75	19.53	0.967	66.335
OFSS.NS	0.302	68.507	39.07	53.57	52.4	5	0.84	32.75	0.993	50.422
OIL.NS	0.367	69.262	51.06	42.12	49.2	5	0.2	43.49	0.997	71.029
OMAXAUTO.NS	6.367	99.8	63.86	85.61	67.63	0	0.02	77.12	1.095	28.719
ORIENTPPR.NS	-0.359	60.838	41.09	29.81	37.83	0	1.25	25.76	0.983	61.845
PANACEABIO.NS	-2.268	38.689	55.47	46.37	53.01	5	0.15	54.34	1.007	80.717
PANAMAPET.NS	-1.061	52.695	36.62	26.24	31.86	5	0.18	32.08	0.986	59.519
PERSISTENT.NS	-0.707	56.794	37.51	51.16	39.34	5	1.48	25.18	0.972	60.497
PETRONET.NS	-1.03	53.05	28.42	37.39	37.05	5	0.95	14.6	0.969	31.097
PFC.NS	0.097	66.127	48.96	37.47	45.07	0	1.42	29.74	0.991	67.515
PILANIINVS.NS	1.904	87.088	36.68	36.92	43.02	5	1.58	26.75	0.991	60.289
PLASTIBLEN.NS	0.164	66.9	30.42	29.13	30.23	5	1.29	25.55	0.984	49.568
PNBGILTS.NS	1.369	80.882	69.44	75.32	67.5	0	1.3	75.28	1.026	73.052
PNBHOUSING.NS	-0.503	59.16	28.82	45.15	40.09	5	1.68	15.72	0.969	49.635
PNCINFRA.NS	1.038	77.046	66.91	54.03	57.17	5	0.96	76.07	1.027	77.674
PODDARMENT.NS	-0.8	55.716	31.74	28.01	38.85	5	0.96	34.37	0.997	46.121
POLYCAB.NS	3.47	99.8	60.98	63.22	61.11	5	0.94	67.94	1.013	68.832
POLYPLEX.NS	-2.617	34.639	39.29	26.05	38.23	0	-0.02	34.62	0.998	67.753
POWERGRID.NS	0.142	66.653	38.94	53.18	50.06	5	1.42	29.83	0.992	60.976
POWERMECH.NS	-0.865	54.966	35.11	26.16	40.54	5	0.65	15.72	0.965	53.081
PPL.NS	-1.578	46.698	26.52	23.91	22.17	5	0.76	12.05	0.973	49.764
PRAENG.NS	-0.564	58.459	37.86	28.51	39.25	0	-0.43	24.81	0.978	53.402
PRECWIRE.NS	-0.379	60.6	40.75	28.26	38.46	5	-0.01	21.02	0.973	64.823
PRIMESECU.NS	1.664	84.299	40.64	74.1	66.77	0	-0.1	33.7	0.989	36.225
PRINCEPIPE.NS	0.33	68.831	45.29	44.12	51.2	5	2.18	30.94	0.996	68.343
PSPPROJECT.NS	3.627	99.8	46.05	49.8	49.54	5	0.95	50.9	0.982	44.299
PTC.NS	0.522	71.054	58.36	70.67	59.97	0	0.43	61.76	0.998	62.901
PUNJABCHEM.NS	4.897	99.8	84.69	90.54	83.85	5	0.55	95.22	1.147	92.323
QUESS.NS	-1.435	48.351	41.46	37.11	35.83	5	-0.08	25.56	0.983	57.383
QUICKHEAL.NS	1.27	79.735	48.94	32.49	40.04	5	1.24	26.56	0.983	74.742
RADICO.NS	1.269	79.723	37.95	44.59	49.17	5	-0.78	49.2	0.989	39.529
RAIN.NS	1.712	84.864	67.26	76.81	68.44	5	0.6	72.84	1.011	74.062
RAJESHEXPO.NS	-0.386	60.522	36.59	44.92	45.2	5	1.16	20.31	0.986	51.075
RAJRATAN.NS	-1.037	52.971	30.29	24.27	29.75	5	0.14	18.74	0.967	40.074
RAMCOCEM.NS	3.306	99.8	67.79	72.41	67.74	5	0.6	70.2	1.013	72.219
RAMCOIND.NS	2.084	89.172	53.46	44.53	49.14	5	0.33	53.06	1.0	59.773
RANASUG.NS	-1.636	46.018	23.69	14.39	19.05	5	0.58	17.77	0.969	35.781
RANEHOLDIN.NS	0.965	76.199	41.08	57.74	50.63	5	0.48	44.44	0.998	48.891
RATNAMANI.NS	-1.587	46.588	27.04	19.4	28.31	5	0.53	18.29	0.971	49.412
RAYMOND.NS	1.799	85.868	43.27	42.52	42.06	5	-0.02	32.44	0.976	62.595
RECLTD.NS	-0.122	63.588	46.79	57.03	50.28	0	1.15	58.95	1.004	66.976
REDINGTON.NS	1.287	79.934	38.65	30.62	39.2	5	0.42	17.63	0.963	49.745
REFEX.NS	-1.233	50.695	43.59	31.28	39.04	5	0.4	26.18	0.991	70.857
RELIANCE.NS	0.072	65.837	48.68	52.45	48.57	5	1.14	33.48	1.008	69.288
RELINFRA.NS	1.223	79.19	51.83	42.77	49.88	0	1.24	23.58	0.962	84.137
REPCOHOME.NS	1.105	77.821	39.4	32.53	40.51	5	0.61	22.9	0.967	60.778
RGL.NS	-2.633	34.455	39.91	32.77	39.87	5	0.58	26.94	0.993	61.913
RICOAUTO.NS	-0.836	55.304	49.16	38.03	42.66	0	0.81	30.87	0.997	74.585
RITES.NS	-0.927	54.248	35.0	20.97	32.28	5	0.75	21.27	0.978	61.339
RPGLIFE.NS	0.463	70.374	44.91	37.42	44.16	5	-0.23	12.05	0.929	58.723
RPOWER.NS	1.107	77.838	50.89	40.36	49.09	0	2.02	21.23	0.96	85.699
RSWM.NS	-0.711	56.752	47.56	36.4	46.08	0	0.82	37.78	1.012	71.998
RUPA.NS	0.045	65.519	47.9	48.89	45.03	5	1.18	43.72	1.001	63.158
SADBHAV.NS	-2.065	41.042	41.63	41.41	38.25	5	0.38	32.59	0.954	62.382
SAGCEM.NS	0.182	67.108	47.19	55.19	49.17	5	0.72	37.72	0.978	66.25
SAKSOFT.NS	0.966	76.208	59.23	48.58	50.7	5	0.65	34.92	0.989	77.168
SALASAR.NS	-3.119	30.2	34.97	27.3	29.37	5	0.1	30.49	0.983	59.827
SALZERELEC.NS	-2.958	30.692	24.45	16.63	17.45	5	0.02	17.89	0.964	43.945
SANDESH.NS	-1.085	52.415	51.52	30.59	36.81	5	-0.11	49.83	1.0	56.984
SANWARIA.NS	-3.443	30.2	27.91	11.4	17.13	0	-0.79	30.7	0.991	30.357
SARDAEN.NS	0.468	70.432	53.58	48.57	49.13	5	0.42	60.06	1.005	72.721
SAREGAMA.NS	-2.52	35.767	41.18	27.27	31.46	5	-0.22	31.02	0.984	68.767
SASKEN.NS	-0.456	59.706	51.02	45.0	45.33	0	-0.16	55.54	0.997	55.793
SATIN.NS	-1.465	48.001	29.11	21.51	28.64	5	0.48	17.39	0.958	39.691
SBIN.NS	0.089	66.036	39.48	50.62	47.49	5	0.67	25.95	0.988	61.653
SCI.NS	0.538	71.238	43.0	32.5	43.5	5	0.61	26.57	0.985	64.697
SEAMECLTD.NS	-2.376	37.444	23.72	34.85	28.6	5	0.13	9.18	0.952	39.657
SESHAPAPER.NS	-0.441	59.883	36.99	32.68	39.63	5	0.65	25.68	0.99	58.494
SHAKTIPUMP.NS	0.656	72.612	45.5	31.08	41.93	5	1.12	22.98	0.986	69.59
SHARDACROP.NS	3.748	99.8	78.19	96.76	88.85	5	-1.98	88.18	1.155	79.644
SHARDAMOTR.NS	1.155	78.4	51.54	57.09	51.58	5	0.28	36.3	0.948	53.268
SHREYANIND.NS	0.84	74.747	41.31	37.97	42.64	5	0.7	45.88	0.975	38.067
SILINV.NS	-1.002	53.379	27.2	36.32	33.17	0	0.56	19.09	0.986	48.129
SIYSIL.NS	-0.917	54.361	44.38	32.0	41.87	5	1.11	24.25	0.976	65.795
SOBHA.NS	2.279	91.437	35.14	44.24	42.91	5	0.03	45.08	0.964	38.806
SOLARA.NS	3.731	99.8	43.0	64.05	53.52	5	0.55	40.49	0.966	38.73
SONATSOFTW.NS	0.323	68.751	40.39	41.44	47.25	5	1.21	31.66	0.975	63.273
SOTL.NS	0.056	65.648	47.56	40.94	44.4	0	0.65	33.97	1.003	67.666
SOUTHBANK.NS	0.51	70.916	41.86	36.44	47.64	0	0.24	36.16	1.001	57.551
SPANDANA.NS	-0.752	56.28	38.18	29.51	33.6	5	1.28	23.66	0.961	50.962
SRF.NS	1.246	79.449	48.06	58.02	54.84	5	0.85	33.09	1.0	66.564
SRHHYPOLTD.NS	1.211	79.053	53.72	41.74	47.99	5	0.67	36.08	0.982	73.799
SSWL.NS	0.146	66.689	33.64	26.28	39.33	5	0.15	20.13	0.97	51.535
STARPAPER.NS	-0.753	56.266	39.05	47.59	42.84	5	0.64	29.4	0.988	47.997
STEELXIND.NS	4.658	99.8	65.8	78.21	71.84	5	1.01	64.59	1.023	65.589
SUDARSCHEM.NS	4.498	99.8	73.99	86.68	75.95	5	0.43	97.4	1.09	73.681
SUMMITSEC.NS	-0.127	63.523	46.52	77.48	62.66	5	1.06	46.32	0.992	54.835
SUNDARMFIN.NS	-0.629	57.701	25.88	27.3	32.67	5	0.97	4.99	0.944	27.544
SUNDRMBRAK.NS	0.546	71.337	52.99	61.64	50.67	5	0.52	59.21	0.953	51.968
SUNFLAG.NS	1.271	79.744	44.21	28.85	40.92	0	1.6	24.61	0.982	66.691
SUNTV.NS	-2.557	35.343	39.56	41.97	39.4	5	0.33	42.31	0.989	66.163
SUPERHOUSE.NS	-0.145	63.321	37.36	48.94	53.55	5	-0.04	32.58	0.991	52.086
SURYAROSNI.NS	0.515	70.972	57.99	51.61	58.27	5	1.51	64.04	1.007	68.141
SUVENPHAR.NS	0.123	66.425	53.13	74.14	64.11	5	-0.64	76.2	1.024	40.598
SWARAJENG.NS	0.872	75.121	46.54	41.09	44.5	5	1.61	39.76	0.962	58.27
SWELECTES.NS	2.536	94.416	50.67	62.89	53.34	5	0.85	60.89	0.962	29.462
SWSOLAR.NS	0.505	70.862	47.32	36.87	43.99	5	0.69	27.65	0.98	71.39
TAKE.NS	2.255	91.163	55.39	41.91	45.45	5	0.2	48.07	0.978	33.583
TATACHEM.NS	2.741	96.792	73.18	82.64	70.49	5	0.84	94.7	1.042	82.47
TATAPOWER.NS	0.329	68.811	44.4	52.35	50.35	0	1.2	41.68	1.001	57.417
TATASTEEL.NS	0.697	73.088	56.42	47.9	50.89	5	0.76	49.83	0.998	65.323
TCI.NS	1.984	88.019	50.43	67.69	57.56	5	0.02	49.15	0.987	58.149
TCPLPACK.NS	-1.165	51.489	59.41	54.14	49.62	5	-0.2	67.35	1.022	79.334
TDPOWERSYS.NS	0.095	66.101	59.03	43.82	47.76	5	0.53	49.55	1.021	78.032
TECHM.NS	-1.166	51.475	31.94	22.08	27.79	5	0.9	22.28	0.974	59.55
TECHNOE.NS	0.399	69.628	50.06	35.59	45.49	5	0.88	30.02	0.999	74.849
TEXINFRA.NS	-0.272	61.841	44.23	38.42	36.07	0	0.62	31.89	1.0	64.535
THANGAMAYL.NS	-0.4	60.355	50.3	41.55	45.26	5	0.64	33.95	0.998	73.762
THEMISMED.NS	-2.162	39.915	39.35	23.38	29.91	5	0.63	16.85	0.96	70.411
TI.NS	4.301	99.8	68.27	88.7	81.05	5	-0.17	74.24	1.036	57.238
TIIL.NS	2.534	94.392	46.22	54.03	49.54	0	0.96	55.95	0.986	37.358
TIL.NS	1.128	78.083	53.61	36.62	47.46	5	0.49	28.76	0.999	82.133
TNPETRO.NS	1.718	84.928	50.84	46.63	54.47	0	-0.62	31.99	0.977	73.532
TORNTPHARM.NS	4.582	99.8	75.74	85.95	78.74	5	0.15	87.56	1.048	71.727
TORNTPOWER.NS	-0.995	53.461	22.87	34.75	32.86	5	0.7	26.13	0.988	39.365
TPLPLASTEH.NS	-1.19	51.192	31.78	37.19	33.67	5	0.79	27.28	0.994	53.919
TRIGYN.NS	-1.341	49.444	31.25	26.01	33.08	5	0.87	18.53	0.982	51.855
TRIVENI.NS	-3.796	30.2	44.72	33.17	38.59	0	-0.03	46.67	0.998	65.911
TTKHLTCARE.NS	0.376	69.367	39.68	30.55	34.21	5	-0.16	14.91	0.959	35.688
TVSSRICHAK.NS	1.105	77.823	47.15	58.51	55.62	5	0.4	35.57	1.009	57.608
TVTODAY.NS	-0.709	56.77	30.03	42.03	42.7	5	0.51	7.14	0.929	47.799
UFLEX.NS	-1.747	44.73	33.82	16.89	31.84	0	0.46	30.75	0.996	50.074
UFO.NS	0.584	71.769	46.76	30.58	35.68	5	1.07	31.79	0.989	63.553
ULTRACEMCO.NS	2.964	99.387	45.42	57.04	50.98	5	1.1	25.04	0.996	56.82
UNIVCABLES.NS	2.785	97.302	34.64	38.1	38.26	0	1.38	19.17	0.978	46.237
UNIVPHOTO.NS	0.621	72.204	40.48	48.06	43.59	5	-1.12	31.86	0.983	45.409
UPL.NS	4.672	99.8	57.68	78.59	61.15	5	0.28	69.21	1.0	43.403
UTTAMSUGAR.NS	-2.565	35.245	38.18	25.44	32.23	0	0.85	27.0	0.994	69.202
VADILALIND.NS	-0.53	58.857	38.62	50.51	44.84	5	0.99	46.34	0.969	55.247
VAIBHAVGBL.NS	-1.196	51.124	39.3	44.13	46.05	5	0.73	32.05	0.991	63.383
VEDL.NS	0.026	65.296	42.8	34.83	40.66	5	1.43	31.09	0.985	60.008
VENKEYS.NS	-2.758	33.011	22.7	16.59	16.24	5	0.12	17.18	0.983	38.918
VENUSREM.NS	4.579	99.8	54.1	46.01	50.74	5	-0.54	57.31	0.992	62.301
VHL.NS	0.258	67.991	35.74	46.87	51.38	5	0.63	26.95	0.994	50.809
VINDHYATEL.NS	-0.492	59.298	41.1	27.71	36.48	5	0.72	20.31	0.976	66.93
VIPULLTD.NS	-2.634	34.441	42.8	24.02	31.46	0	0.17	27.45	0.977	81.401
VISAKAIND.NS	-0.18	62.918	45.61	31.04	44.04	5	0.67	33.5	0.998	63.926
VISHNU.NS	-0.2	62.685	60.52	40.38	48.62	5	1.04	66.38	1.03	72.116
VLSFINANCE.NS	-0.901	54.545	38.88	31.6	34.81	5	1.26	23.33	0.983	67.978
VOLTAMP.NS	2.431	93.205	66.81	57.66	57.54	5	0.38	44.5	1.02	89.813
VSSL.NS	-0.14	63.372	60.36	63.18	60.18	5	1.61	65.49	1.012	67.346
VSTIND.NS	0.307	68.564	44.71	33.97	41.96	5	0.24	32.91	0.993	61.617
VSTTILLERS.NS	2.655	95.799	70.31	67.3	64.81	5	0.41	66.52	1.006	78.178
VTL.NS	-1.016	53.212	32.35	26.93	37.09	0	0.48	13.8	0.967	52.228
WABAG.NS	-0.3	61.516	56.38	64.06	59.95	5	0.14	69.26	0.998	67.643
WANBURY.NS	-1.156	51.59	51.5	39.99	43.05	5	-0.62	32.07	1.007	83.922
WEBELSOLAR.NS	0.467	70.414	56.86	56.95	54.3	5	2.4	60.59	0.996	68.567
WELCORP.NS	2.376	92.566	64.74	56.69	57.26	5	1.73	58.68	1.026	87.874
WELENT.NS	0.448	70.196	50.26	30.4	44.14	5	1.44	28.83	0.994	73.409
WELINV.NS	4.223	99.8	33.39	37.88	40.28	5	0.69	33.54	0.985	35.0
WIPRO.NS	0.829	74.619	49.6	50.97	49.26	5	0.56	32.17	0.991	63.514
WOCKPHARMA.NS	3.712	99.8	43.97	62.18	56.16	5	-0.34	38.98	1.0	54.296
ZENSARTECH.NS	-0.227	62.372	45.01	55.59	56.6	5	0.8	33.16	0.999	64.539
