"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"PILANIINVS.NS","Pilani Investment and Industries Corporation Limited","84642804","58.6","80.526","99.8","87.868","53.91082","60.46105","97.59699","83.53305","80.526","4140","5036.5","21.65",""
"OFSS.NS","Oracle Financial Services Software Limited","80952736","46","79.394","99.8","86.334","52.04927","71.94373","77.2357","65.56244","79.394","9660.05","9882.25","2.3",""
"WOCKPHARMA.NS","Wockhardt Limited","1491379234","50.6","79.319","99.8","85.581","52.57748","68.81821","68.12777","73.62404","79.319","580","686.6","18.38",""
"GRSE.NS","GARDEN REACH SHIPB","9751287803","71.15","78.672","99.8","83.626","52.59029","100","100","86.43749","78.672","1724.1","2099.1","21.75",""
"HINDZINC.NS","HINDUSTAN ZINC","88891122","66","78.453","99.8","84.401","51.1594","100","100","78.93414","78.453","662.1","669.65","1.14",""
"COCHINSHIP.NS","Cochin Shipyard Limited","89966680","57.2","77.784","99.8","79.667","53.88519","100","100","78.81637","77.784","2136.35","2215.15","3.69",""
"CHENNPETRO.NS","Chennai Petroleum Corp Ltd","115162878","80.4","77.569","99.5304","79.09","54.08524","61.164655","77.13268","64.98819","77.569","972","982.1","1.04",""
"KSL.NS","Kalyani Steels Limited","474489128","26.25","77.417","99.8","81.531","50.91993","25.56732","29.94463","73.9063","77.417","910","931.45","2.36",""
"GANESHHOUC.NS","Ganesh Housing Corp Ltd","372643896","66.8","77.178","99.8","82.813","48.92239","77.760865","98.75856","67.67554","77.178","970","950.65","-1.99",""
"BASF.NS","BASF India Limited","4491281","69.9","77.119","99.8","77.81","53.74624","93.48259","100","74.97538","77.119","5196.9","5084.3","-2.17",""
"KSB.NS","KSB Limited","1975792","39","77.037","97.1209","78.127","55.86401","53.171145","100","62.39475","77.037","4876.15","4696.7","-3.68",""
"JUBLINDS.NS","JUBILANT INDUSTRIE","18030981","21.1","76.879","99.8","83.586","47.25006","76.90731","84.84885","77.27187","76.879","1564","1614","3.2",""
"FINCABLES.NS","Finolex Cables Limited","206435664","39.7","76.75","99.8","79.541","50.91008","100","100","80.9754","76.75","1561.5","1559.4","-0.13",""
"NEWGEN.NS","Newgen Software Technologies Limited","56027759","27.7","76.564","99.8","78.128","51.76546","67.31821","100","71.56561","76.564","1020","971.75","-4.73",""
"KIRLOSBROS.NS","Kirloskar Brothers Limited","11368534","77.9","76.339","99.8","72.65","56.56664","100","100","70.43937","76.339","2123.25","2121.85","-0.07",""
"QUICKHEAL.NS","Quick Heal Technologies Limited","1420860342","65.8","76.285","99.5225","82.557","46.77507","36.43238","31.26227","59.1916","76.285","527.8","495.95","-6.03",""
"FORCEMOT.NS","Force Motors Limited","112756155","54.5","76.234","99.8","77.055","51.8456","50","99.37412","69.75554","76.234","8900","8965.4","0.73",""
"PNBGILTS.NS","PNB Gilts Ltd","16659775","56.15","76.23","97.7011","81.468","49.52057","72.519115","63.71394","78.57465","76.23","117.4","145.07","23.57",""
"NSIL.NS","Nalwa Sons Investments Limited","17330533","63.1","76.199","99.8","79.318","49.4782","51.167075","86.22638","76.77344","76.199","3578","4361.15","21.89",""
"SEAMECLTD.NS","Seamec Limited","2693816624","59.15","76.173","95.7071","84.109","48.70264","92.99224","75.45464","78.22258","76.173","1150","1266.05","10.09",""
"SUMMITSEC.NS","Summit Securities Limited","60714925","45.9","76.116","99.8","75.759","52.79034","73.53814","96.49164","75.93385","76.116","1610","1828.55","13.57",""
"SOBHA.NS","Sobha Limited","104121066","60.8","75.977","99.8","77.643","50.48928","80.39695","100","65.58945","75.977","2063.5","1956.65","-5.18",""
"SUDARSCHEM.NS","SUDARSHAN CHEMICAL","1103275050","38.2","75.969","99.8","78.293","49.81523","78.385035","100","76.23447","75.969","875.35","901.15","2.95",""
"GLENMARK.NS","GLENMARK PHARM","4187212","35.7","75.889","99.8","72.146","55.72013","71.722645","100","72.61864","75.889","1230.6","1230.5","-0.01",""
"KICL.NS","KALYANI INVESTMENT","34877453","49","75.755","99.8","73.535","53.93052","90.32174","99.56103","78.2098","75.755","5050","6298.45","24.72",""
"SUVENPHAR.NS","Suven Pharmaceuticals Ltd","142456804","5.25","75.74","96.6251","80.141","50.45479","78.82769","80.5364","76.06624","75.74","719","804","11.82",""
"TIDEWATER.NS","Tide Water Oil Co. (India) Limited","68209227","53","75.738","99.8","75.485","51.92905","72.074035","100","67.12194","75.738","1950.05","2291.25","17.5",""
"ITI.NS","ITI Ltd","90042260","63.5","75.707","96.1508","84.776","46.19364","65.21524","98.32574","79.72565","75.707","303.8","308.9","1.68",""
"ALLSEC.NS","Allsec Technologies Limited","31096073","32.8","75.567","99.8","78.324","48.57847","100","100","77.55034","75.567","1150.4","1154.05","0.32",""
"HONDAPOWER.NS","HONDA INDIA POWER","168795295","37.5","75.497","94.367","79.993","52.13205","100","100","76.97498","75.497","3750","3736.15","-0.37",""
"20MICRONS.NS","20 Microns Ltd","100506898","61.35","75.314","99.8","77.33","48.81301","100","99.90836","78.04005","75.314","216","220.77","2.21",""
"DBL.NS","Dilip Buildcon Limited","83648658","87.75","75.286","95.7176","79.673","50.4676","60.65164","71.06049","74.63167","75.286","526","524.45","-0.29",""
"BDL.NS","BHARAT DYNAMICS LT","417039007","43.9","75.282","99.8","70.984","55.06282","100","100","76.65492","75.282","1518.1","1596.6","5.17",""
"BSE.NS","BSE Limited","2968278733","45.85","75.254","99.8","73.936","52.02464","50","57.73225","55.20709","75.254","2550","2582.55","1.28",""
"VSSL.NS","VARDHMAN SPECIAL S","94914512","47.4","75.221","98.5775","76.083","51.00172","72.827715","100","80.42238","75.221","323.3","312.5","-3.34",""
"KSCL.NS","Kaveri Seed Company Limited","1946645898","29.1","75.157","96.4964","76.936","52.03745","76.30187","100","67.89151","75.157","968","934.4","-3.47",""
"RAYMOND.NS","Raymond Limited","40690460","51.45","75.127","99.8","75.7","49.88224","86.011185","100","77.53813","75.127","2533.2","2922.8","15.38",""
"LGBBROSLTD.NS","L.G. Balakrishnan & Bros Limited","71259996","46.75","75.065","97.0474","76.222","51.92708","50","69.75696","63.91841","75.065","1265.2","1429.2","12.96",""
"ASAHISONG.NS","Asahi Songwon Colors Limited","3749558062","27.8","75.015","99.8","77.174","48.07194","83.76931","100","77.1983","75.015","425.4","454.3","6.79",""
"SHAKTIPUMP.NS","SHAKTI PUMPS INDIA","216182501","31.9","74.977","99.8","72.796","52.33604","95.61291","100","62.95024","74.977","3467.85","3664.7","5.68",""
"WABAG.NS","VA TECH WABAG LTD","2634612929","71.85","74.895","99.8","72.04","52.84454","72.386445","100","69.1201","74.895","1157.45","1280.9","10.67",""
"ASAL.NS","Automotive Stampings & Assemblies Ltd","426916725","94.7","74.804","99.8","78.394","46.21927","64.686735","100","80.62108","74.804","1028.7","1025.95","-0.27",""
"GULFOILLUB.NS","GULF OIL LUBRICANT","211534244","44.2","74.721","99.8","71.962","52.40207","35.53916","59.93126","70.61102","74.721","1012.65","1217.3","20.21",""
"ZENSARTECH.NS","ZENSAR TECHNOLOGIE","1321910062","32.55","74.657","99.8","73.813","50.35822","83.240495","98.88489","75.42654","74.657","752.05","747.35","-0.62",""
"APARINDS.NS","Apar Industries Limited","929002672","42.95","74.602","99.8","69.817","54.18872","50","100","66.5206","74.602","8340.05","8473.45","1.6",""
"KIRLOSIND.NS","Kirloskar Industries Limited","11054189","40.3","74.558","99.8","71.843","52.03153","96.585755","100","65.44519","74.558","6190","6001.65","-3.04",""
"CHOLAHLDNG.NS","Cholamandalam Financial Holdings Limited","81838021","21.4","74.521","99.8","74.919","48.84257","93.81914","99.60491","65.19756","74.521","1289.75","1453.5","12.7",""
"PPL.NS","Prakash Pipes Limited","2663300901","36.5","74.434","99.4417","73.976","49.88421","86.30205","92.53535","64.19026","74.434","450","452.4","0.53",""
"GICRE.NS","GENERAL INSURANCE","661461","33.65","74.356","94.3395","77.798","50.92979","76.41907","95.56376","62.14999","74.356","405","378.75","-6.48",""
"TORNTPOWER.NS","TORRENT POWER","8973451","53.5","74.343","99.8","69.882","53.34812","50","100","70.4139","74.343","1503.9","1498.4","-0.37",""
"BIL.NS","BHARATIYA INTL LTD","266993885","39.4","74.336","99.8","77.287","45.91968","50","100","81.5524","74.336","464","476.95","2.79",""
"FINPIPE.NS","Finolex Industries Limited","339934963","55.65","74.265","99.8","74.71","48.28381","87.91523","100","72.04301","74.265","333.75","325.45","-2.49",""
"SASKEN.NS","Sasken Technologies Ltd","5678745195","79.75","74.21","91.1839","80.299","51.14856","25.884575","35.64471","71.97037","74.21","1566.25","1785.35","13.99",""
"MANINDS.NS","Man Industries (India) Ltd","185310445","30.9","74.155","99.8","73.405","49.26041","26.47819","42.28532","57.35624","74.155","393","413.2","5.14",""
"JKTYRE.NS","JK Tyre & Industries Ltd","103825263","61.95","74.145","97.243","74.211","50.98103","40.766375","3.98011","59.74008","74.145","398.05","429.75","7.96",""
"THANGAMAYL.NS","Thangamayil Jewellery Limited","9745143","33.1","74.121","99.8","71.469","51.09534","86.849265","89.58394","72.77727","74.121","1639.15","1720.75","4.98",""
"ALBERTDAVD.NS","Albert David Ltd","8791633","49.4","74.033","98.9906","72.713","50.39665","68.564835","79.98061","57.38017","74.033","1353.95","1361.25","0.54",""
"EIMCOELECO.NS","Eimco Elecon (India) Limited","118403309","37.6","73.963","99.8","70.596","51.49347","50","99.95615","70.23726","73.963","2378.9","2375.9","-0.13",""
"GODFRYPHLP.NS","Godfrey Phillips India Limited","2242079","31.35","73.937","99.8","72.897","49.11259","100","100","70.85147","73.937","4260","4124.5","-3.18",""
"OIL.NS","Oil India Limited","286095560","69.65","73.903","99.8","65.986","55.92412","77.37843","94.4606","62.1768","73.903","704.95","723.05","2.57",""
"BFINVEST.NS","BF INVESTMENT LTD","2290718","51.15","73.667","93.536","82.459","45.00714","84.83064","95.90079","80.21004","73.667","612.9","686.85","12.07",""
"HERITGFOOD.NS","Heritage Foods Limited","5729173857","43.8","73.626","99.8","68.585","52.49273","100","100","69.33166","73.626","564.75","561.15","-0.64",""
"CAREERP.NS","CAREER POINT LTD","3404149646","45.3","73.625","99.8","74.919","46.15718","50","100","57.98295","73.625","401.8","390.65","-2.78",""
"TPLPLASTEH.NS","TPL Plastech Limited","1973363958","35","73.582","99.8","76.183","44.76275","50","100","66.67504","73.582","92.05","87.9","-4.51",""
"CDSL.NS","CENTRAL DEPOSITORY","410865","51.5","73.461","99.8","71.775","48.8071","55.70577","98.67166","61.28566","73.461","2025","2387.25","17.89",""
"INTELLECT.NS","INTELLECT DESIGN A","742236725","18.65","73.421","91.9046","76.841","51.51712","37.919925","24.11364","71.60378","73.421","1044","1068.1","2.31",""
"BANCOINDIA.NS","Banco Products (India) Ltd","409478915","61.3","73.417","99.8","71.141","49.31067","65.48321","70.77821","62.89941","73.417","625.75","687.7","9.9",""
"IMFA.NS","INDIAN METALS & FE","26053144","100","73.409","95.9597","76.22","48.04829","55.497075","96.51977","61.17299","73.409","809.9","742.45","-8.33",""
"BAJAJ-AUTO.NS","Bajaj Auto Limited","44994939","20.3","73.387","99.8","64.166","56.19599","69.141475","100","56.39577","73.387","9580","9501.65","-0.82",""
"HSCL.NS","Himadri Speciality Chemical Ltd","3896524070","35.75","73.317","99.8","71.866","48.28578","67.404165","93.46964","58.17316","73.317","392","394.2","0.56",""
"WELINV.NS","WELSPUN INVESTMENT","585491342","0.4","73.248","99.8","72.793","47.15152","29.857885","13.85655","67.89972","73.248","772","798.1","3.38",""
"DHANUKA.NS","Dhanuka Agritech Limited","102437206","47.65","73.233","99.8","64.932","54.96822","69.901945","100","63.74607","73.233","1689","1685.9","-0.18",""
"INGERRAND.NS","INGERSOLL RAND","3183675","45.25","73.229","99.8","69.718","50.16901","92.001065","100","67.70258","73.229","4819.55","4574.35","-5.09",""
"ESCORTS.NS","ESCORTS KUBOTA LTD","85381623","20.5","73.201","99.8","65.772","54.03203","100","100","71.77211","73.201","4332.5","4146.5","-4.29",""
"HGINFRA.NS","H.G. INFRA ENGINEE","1117974193","92.8","73.183","99.8","69.052","50.6982","100","100","79.02297","73.183","1740","1763.35","1.34",""
"SOTL.NS","Savita Oil Technologies Ltd","125439961","54.45","73.181","92.5466","77.258","49.73934","50","89.42305","73.41268","73.181","525","557.6","6.21",""
"RPGLIFE.NS","RPG LIFE SCIENCES","2487256044","22.35","73.158","99.2648","69.99","50.22025","33.264865","53.13362","61.11362","73.158","1551","1642.25","5.88",""
"SALZERELEC.NS","Salzer Electronics Limited","1400172999","52.5","73.15","99.8","69.737","49.91279","50","67.11563","71.51421","73.15","870.1","900.2","3.46",""
"MPSLTD.NS","MPS Limited","2075087684","25.3","73.14","96.4519","74.754","48.21385","91.080825","99.248","63.40337","73.14","2023.4","1961.4","-3.06",""
"BBL.NS","Bharat Bijlee Limited","294615171","78.15","73.098","99.8","65.497","53.99557","100","100","68.33359","73.098","4780.1","4652.45","-2.67",""
"VLSFINANCE.NS","VLS Finance Limited","3319446853","40.85","73.041","92.7068","77.447","48.96871","67.05893","82.21719","68.39974","73.041","275","292.65","6.42",""
