"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"OFSS.NS","Oracle Financial Services Software Limited","62539137","49.25","79.36","99.8","86.414","51.86598","66.184035","61.57019","65.9812","79.36","9658","9738.9","0.84",""
"WOCKPHARMA.NS","Wockhardt Limited","81177971","49.15","79.08","99.8","85.96","51.47869","33.86283","35.18248","70.14412","79.08","575.2","577.3","0.37",""
"HINDZINC.NS","HINDUSTAN ZINC","1387890412","66.6","78.549","99.8","84.408","51.43927","100","100","78.8299","78.549","675.9","664.55","-1.68",""
"KSB.NS","KSB Limited","9542411768","41.45","77.743","98.086","78.951","56.19315","66.933765","100","62.48769","77.743","4725.35","4780.55","1.17",""
"COCHINSHIP.NS","Cochin Shipyard Limited","84973782","57.3","77.587","99.8","79.673","53.28899","100","100","78.33133","77.587","2020","2132.25","5.56",""
"CHENNPETRO.NS","Chennai Petroleum Corp Ltd","87660532","85.2","77.527","99.1165","79.104","54.36019","40.27924","59.23501","63.63574","77.527","985","968.85","-1.64",""
"KSL.NS","Kalyani Steels Limited","112110697","29.9","77.526","99.8","81.611","51.16728","26.10089","5.28715","73.85192","77.526","838","905.05","8",""
"GRSE.NS","GARDEN REACH SHIPB","459775122","63.5","77.393","99.8","80.42","51.95861","100","100","81.75885","77.393","1579.8","1644.25","4.08",""
"BASF.NS","BASF India Limited","374319210","75.8","77.301","99.8","78.135","53.96699","100","100","76.3821","77.301","4907.5","5196.9","5.9",""
"GANESHHOUC.NS","Ganesh Housing Corp Ltd","2634099","74.05","77.177","99.8","83.041","48.68884","76.84244","98.02889","67.34671","77.177","1012.2","959.6","-5.2",""
"JUBLINDS.NS","JUBILANT INDUSTRIE","1904603","22.35","76.952","99.8","84.132","46.92387","67.62279","69.54403","80.46585","76.952","1576.25","1540.3","-2.28",""
"PILANIINVS.NS","Pilani Investment and Industries Corporation Limited","13461434","63.05","76.896","97.105","80.293","53.28899","69.47238","96.32511","69.63727","76.896","3772.8","4003.4","6.11",""
"FINCABLES.NS","Finolex Cables Limited","172236956","43","76.86","99.8","79.603","51.17812","100","100","80.68581","76.86","1578.7","1568.4","-0.65",""
"QUICKHEAL.NS","Quick Heal Technologies Limited","51452562","71.5","76.774","99.8","82.722","47.79995","30.73102","16.56102","60.68638","76.774","438.9","531.8","21.17",""
"NEWGEN.NS","Newgen Software Technologies Limited","3782436","31.3","76.701","99.8","78.325","51.97832","79.665535","100","70.94304","76.701","925","1004.9","8.64",""
"KIRLOSBROS.NS","Kirloskar Brothers Limited","1265593860","81","76.52","99.8","72.877","56.88396","100","100","71.48248","76.52","2005","2123.25","5.9",""
"KSCL.NS","Kaveri Seed Company Limited","112920605","33.1","76.466","99.7346","77.367","52.29564","91.32403","100","69.38549","76.466","910","961.35","5.64",""
"FORCEMOT.NS","Force Motors Limited","19349787","59.4","76.379","99.8","77.231","52.10607","50","99.58525","69.62753","76.379","9079.95","8887.65","-2.12",""
"SOBHA.NS","Sobha Limited","16497136","61.2","76.074","99.8","77.755","50.66765","83.569285","100","65.06492","76.074","2127.71","2058.9","-3.23",""
"HONDAPOWER.NS","HONDA INDIA POWER","2586450141","41.5","76.04","95.7316","80","52.38729","100","99.334","76.98615","76.04","3122.2","3815.3","22.2",""
"GLENMARK.NS","GLENMARK PHARM","60509812","38.35","76.017","99.8","72.184","56.068","61.140835","100","71.16903","76.017","1226.15","1230.6","0.36",""
"SUDARSCHEM.NS","SUDARSHAN CHEMICAL","97068693","38.65","75.925","99.8","78.451","49.52353","78.99854","100","76.47842","75.925","818.2","885.95","8.28",""
"DBL.NS","Dilip Buildcon Limited","1081920249","95.45","75.905","97.638","79.861","50.21532","37.16909","60.38595","76.61872","75.905","498","541.75","8.79",""
"VSSL.NS","VARDHMAN SPECIAL S","3613002","52.35","75.757","99.8","76.234","51.23725","87.69341","100","80.1918","75.757","294.7","327.35","11.08",""
"GICRE.NS","GENERAL INSURANCE","34537096","38","75.72","97.3623","78.167","51.62947","67.253745","76.93418","65.4095","75.72","396","406.3","2.6",""
"ALLSEC.NS","Allsec Technologies Limited","127594024","35.8","75.481","99.8","78.347","48.29662","100","100","76.79221","75.481","1155","1141.3","-1.19",""
"ITI.NS","ITI Ltd","65431232","67.25","75.46","95.6533","84.883","45.84479","62.62715","95.75046","77.35001","75.46","306.55","304.05","-0.82",""
"BDL.NS","BHARAT DYNAMICS LT","81452912","44.1","75.254","99.8","71.071","54.89234","100","100","74.38879","75.254","1500","1530.45","2.03",""
"KIRLOSIND.NS","Kirloskar Industries Limited","24578920","45.25","75.164","99.8","73.831","51.86006","100","100","67.10282","75.164","6200","6151.65","-0.78",""
"20MICRONS.NS","20 Microns Ltd","183488877","64.35","75.16","99.5044","77.441","48.53511","100","99.87966","75.93571","75.16","184","213.77","16.18",""
"BSE.NS","BSE Limited","100252893","46.35","75.076","99.8","74.093","51.33481","50","87.59633","53.56862","75.076","2740","2560.2","-6.56",""
"SHAKTIPUMP.NS","SHAKTI PUMPS INDIA","71981564","36.8","74.92","99.8","72.867","52.09165","100","100","59.47837","74.92","2595","3302.75","27.27",""
"ASAL.NS","Automotive Stampings & Assemblies Ltd","447253440","99.85","74.838","99.8","78.442","46.27248","78.00819","100","84.1838","74.838","986.7","1028.85","4.27",""
"ZENSARTECH.NS","ZENSAR TECHNOLOGIE","2830387909","35.75","74.774","99.8","73.934","50.58783","67.0887","98.53535","75.9496","74.774","719.7","752.05","4.49",""
"IMFA.NS","INDIAN METALS & FE","90815244","100","74.709","98.9322","76.51","48.68391","56.97201","96.4554","61.75321","74.709","792.55","795.05","0.32",""
"APARINDS.NS","Apar Industries Limited","1887006389","44.75","74.638","99.8","70.062","54.05075","50","100","65.91737","74.638","8575","8345.1","-2.68",""
"SWARAJENG.NS","Swaraj Engines Limited","39301413","28.45","74.63","99.8","69.274","54.81744","100","99.3302","69.05922","74.63","2778.25","3055.7","9.99",""
