"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"WOCKPHARMA.NS","Wockhardt Limited","208818277","66.15","79.584","99.8","85.883","53.06923","100","100","71.96035","79.584","870","956.6","9.95",""
"PILANIINVS.NS","Pilani Investment and Industries Corporation Limited","92675558","64.65","79.506","99.8","86.508","52.20892","100","100","81.33293","79.506","4950.1","4901.25","-0.99",""
"BASF.NS","BASF India Limited","1347845251","18.7","79.269","99.8","82.822","55.18404","85.89188","100","80.33916","79.269","5945","7327.05","23.25",""
"OFSS.NS","Oracle Financial Services Software Limited","6972974510","88.1","78.739","99.8","84.477","51.9389","95.28368","100","60.78583","78.739","9910.65","10564.1","6.59",""
"SEAMECLTD.NS","Seamec Limited","69890135","32.95","78.249","99.8","83.913","51.03523","100","100","79.53779","78.249","1462.4","1524.45","4.24",""
"SUVENPHAR.NS","Suven Pharmaceuticals Ltd","155235314","49.95","78.029","99.8","83.137","51.15053","100","100","77.09071","78.029","922.05","972.55","5.48",""
"20MICRONS.NS","20 Microns Ltd","141486870","100","77.769","99.8","85.627","47.88076","100","100","84.96825","77.769","280.05","326.9","16.73",""
"CENTENKA.NS","Century Enka Ltd","384697127","-9.05","77.555","96.0881","82.572","54.00544","50","79.7992","85.45206","77.555","575","776.85","35.1",""
"DICIND.NS","DIC India Limited","425472482","-3.85","77.423","96.6211","83.748","51.90047","89.441885","100","79.53147","77.423","581","674.25","16.05",""
"GRSE.NS","GARDEN REACH SHIPB","9194118","100","77.384","99.8","81.471","50.88051","93.92898","100","78.232","77.384","2216.1","2055.05","-7.27",""
"KSCL.NS","Kaveri Seed Company Limited","3750573","6.8","77.158","99.8","77.962","53.71274","63.96628","100","75.62803","77.158","1041.1","1097.6","5.43",""
"JUSTDIAL.NS","Just Dial Limited","22540168","84.8","77.134","99.8","84.878","46.72382","92.78229","98.47477","81.75804","77.134","1190","1291.75","8.55",""
"COCHINSHIP.NS","Cochin Shipyard Limited","373506759","99.9","76.986","99.8","79.136","52.02168","50","100","76.09494","76.986","2416.1","2379.8","-1.5",""
"HINDZINC.NS","HINDUSTAN ZINC","46950835","22.95","76.958","97.4989","83.583","49.79157","50","79.53248","77.57377","76.958","626.05","594","-5.12",""
