"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"PILANIINVS.NS","Pilani Investment and Industries Corporation Limited","91562991","59.05","79.899","99.8","86.95","52.94802","75.53461","98.64504","78.82368","79.899","5146.1","5089.65","-1.1",""
"WOCKPHARMA.NS","Wockhardt Limited","99967651","53","79.566","99.8","85.934","52.96378","97.60493","95.48983","70.13594","79.566","914","857.25","-6.21",""
"OFSS.NS","Oracle Financial Services Software Limited","1396482508","48.8","79.531","99.8","86.4","52.3932","98.99387","94.24314","65.81158","79.531","10478.9","10556.85","0.74",""
"GRSE.NS","GARDEN REACH SHIPB","9568365647","71.3","78.878","99.8","83.867","52.96674","100","100","86.02901","78.878","2716.9","2588.2","-4.74",""
"SEAMECLTD.NS","Seamec Limited","77758041","53.3","78.354","99.8","85.258","50.00443","97.97635","93.46224","82.03833","78.354","1385","1561.15","12.72",""
"HINDZINC.NS","HINDUSTAN ZINC","104595453","63.95","78.169","99.8","84.098","50.60951","54.474705","100","78.6507","78.169","698","664.65","-4.78",""
"COCHINSHIP.NS","Cochin Shipyard Limited","125655602","56.4","77.854","99.8","80.007","53.75413","87.56054","100","80.35654","77.854","2849.95","2828.75","-0.74",""
"KSL.NS","Kalyani Steels Limited","370489315","24.55","77.848","99.8","81.53","52.21286","82.783555","72.44888","70.96082","77.848","989.95","1024.45","3.49",""
"CHENNPETRO.NS","Chennai Petroleum Corp Ltd","275363194","77.8","77.521","99.8","79.239","53.52254","70.006825","92.3486","65.14206","77.521","962","1046.85","8.82",""
"BASF.NS","BASF India Limited","5483150","64.3","77.224","99.8","77.256","54.61542","75.413895","100","75.46006","77.224","5440","5637.7","3.63",""
"GANESHHOUC.NS","Ganesh Housing Corp Ltd","2459528","61.15","77.025","99.8","82.324","48.95196","100","99.77145","65.72023","77.025","1065.95","1005.65","-5.66",""
"HONDAPOWER.NS","HONDA INDIA POWER","19834550","32.85","76.978","98.1426","80.486","52.30451","100","100","77.51688","76.978","4179.95","4053.1","-3.03",""
"SUVENPHAR.NS","Suven Pharmaceuticals Ltd","317556072","4.8","76.943","99.8","80.542","50.4883","95.183535","95.19605","76.11695","76.943","812.5","848.1","4.38",""
"JUBLINDS.NS","JUBILANT INDUSTRIE","64686497","23.45","76.718","99.8","83.333","47.02242","84.41743","100","59.26576","76.718","1600.5","1525.85","-4.66",""
"KSB.NS","KSB Limited","12233905","40.3","76.715","96.8053","77.692","55.64622","50","100","60.73997","76.715","4982","4714.2","-5.38",""
"FINCABLES.NS","Finolex Cables Limited","1475960997","38.9","76.653","99.8","79.339","50.82138","100","100","80.93514","76.653","1666.5","1583.65","-4.97",""
"NEWGEN.NS","Newgen Software Technologies Limited","77228056","30.95","76.541","99.8","78.037","51.78615","53.802465","100","72.82677","76.541","934.4","1015","8.63",""
