"Symbol","Company Name","ADTValue","AggregateScore","Sortino","Beta","BullishVolume","PriceUp","TDI","TII","MFI"
"IOC.NS","Indian Oil Corp Ltd","3119663912","60.817","86.491","75.75","49.876","54.88889","0","5.1028","53.61105",""
"IOLCP.NS","IOL Chemicals and Pharmaceuticals Limited","395162925","59.591","74.5419","100","76.361","45.55556","35.41691","16.16336","75.34893",""
"IPCALAB.NS","IPCA LABORATORIES","648733338","61.672","95.0495","17.45","49.656","50.88889","74.63144","100","69.39748",""
"ITC.NS","ITC LTD","5799972981","46.098","93.8251","22.3","49.263","51.11111","42.296635","27.79883","62.98125",""
"ITI.NS","ITI Ltd","940036280","67.398","99.8","52.05","86.985","44.88889","0","2.98267","85.08029",""
"JASH.NS","Jash Engineering Limited","105563927","58.54","99.8","-17.7","52.597","48","88.431315","88.79611","61.42565",""
"JAYAGROGN.NS","Jayant Agro-Organics Limited","10625322","51.855","88.1694","30.6","67.58","48.66667","19.0369","7.46839","58.57667",""
"JAYSREETEA.NS","Jay shree Tea & Industries Ltd","81407397","63.749","78.8568","73.35","79.618","45.77778","56.42407","83.56012","72.22902",""
"JBCHEPHARM.NS","J. B. Chemicals & Pharmaceuticals Limited","385421196","51.554","99.8","39.95","67.438","51.11111","30.668695","11.84236","52.07721",""
"JINDALPOLY.NS","JINDAL POLY FILMS","55368351","50.547","71.3078","33.55","77.258","44.88889","23.956795","8.62002","66.11828",""
"JINDALSTEL.NS","JINDAL STEEL & PWR","2397873010","48.601","84.6432","47.95","50.283","52.22222","39.931475","35.41157","49.55926",""
"JINDRILL.NS","Jindal Drilling & Industries Ltd","34354047","61.002","99.4958","28.25","71.124","47.77778","20.59291","49.24262","72.30894",""
"JKCEMENT.NS","J.K. Cement Limited","576808858","50.621","87.5487","38.25","56.25","52.66667","24.30285","14.2229","54.01292",""
"JKLAKSHMI.NS","JK Lakshmi Cement Limited","142753335","39.103","68.0404","18","58.89","47.77778","50","34.2419","46.77091",""
"JKPAPER.NS","JK Paper Ltd","386432066","48.539","70.9492","10.75","79.527","46.22222","65.3119","31.2907","70.40983",""
"JKTYRE.NS","JK Tyre & Industries Ltd","344301305","50.539","96.3666","51.6","71.861","49.33333","39.42415","2.3715","61.08547",""
"JMFINANCIL.NS","JM Financial Ltd","3484091753","74.286","91.8456","66.05","75.26","50.66667","83.780905","100","68.61772",""
"JOCIL.NS","JOCIL LTD","3655489","50.535","71.7045","38.25","68.167","48.22222","20.11594","2.02097","65.61501",""
"JSWSTEEL.NS","JSW STEEL LTD","2215549130","64.443","82.5492","45.05","53.074","49.55556","82.452065","98.27248","57.69583",""
"JUSTDIAL.NS","Just Dial Limited","483423485","54.202","98.7398","35","80.365","48.22222","34.03179","8.72162","76.42689",""
"KAKATCEM.NS","Kakatiya Cement Sugar and Industries Limited","2227913","54.351","64.0095","47.55","68.171","48.88889","4.12244","0","60.08583",""
"KANORICHEM.NS","Kanoria Chemicals & Industries Ltd","51707006","57.379","67.0547","73.7","79.639","42.88889","50","59.4767","78.89357",""
"KEC.NS","KEC INTERNATIONAL","1184652272","64.29","98.5281","28.45","61.984","50.66667","69.55314","93.8367","77.45805",""
"KEI.NS","KEI Industries Limited","1518606194","49.124","99.8","-5.95","56.756","51.77778","4.66863","12.49987","38.32457",""
"KESORAMIND.NS","Kesoram Industries Ltd","158082342","57.86","99.8","53.35","64.665","51.33333","33.70082","52.90164","50.37252",""
"KICL.NS","KALYANI INVESTMENT","40194020","65.209","99.8","24.3","69.808","52","74.75493","96.22534","64.8205",""
"KIRLOSBROS.NS","Kirloskar Brothers Limited","376976752","58.104","99.8","63.1","71.639","53.77778","57.604115","39.74793","63.45749",""
"KIRLOSENG.NS","KIRLOSKAR OIL ENGI","328853561","62.033","99.8","73.6","63.876","52.88889","0","0","44.06845",""
"KIRLOSIND.NS","Kirloskar Industries Limited","16494728","60.993","99.8","44.8","72.841","50.22222","0","0","59.28817",""
"KNRCON.NS","KNR Constructions Limited","236629092","52.078","73.5163","66.4","65.227","45.55556","21.676385","0","57.20144",""
"KOHINOOR.NS","Kohinoor Foods Ltd","28334341","46.373","64.4475","16.75","74.479","40.22222","50.011845","60.50583","68.1793",""
"KPRMILL.NS","K.P.R. Mill Limited","438917949","67.489","99.8","12.35","73.621","49.55556","85.15209","97.78869","69.00583",""
"KSB.NS","KSB Limited","161920237","52.266","99.8","45.6","78.802","52.66667","29.53023","0","48.05576",""
"KSCL.NS","Kaveri Seed Company Limited","129336617","62.547","93.4043","49.05","75.456","51.55556","0.125465","0","68.61232",""
"KSL.NS","Kalyani Steels Limited","43222512","52.56","99.8","58.8","79.016","50.22222","50","29.88941","50.19539",""
"KTKBANK.NS","Karnataka Bank Ltd","362874211","46.652","84.548","29.55","66.217","46.44444","40.033745","23.31184","56.56202",""
"LAURUSLABS.NS","LAURUS LABS LTD","1459653674","56.131","82.0331","45.35","66.554","49.11111","50","79.83728","70.03306",""
"LGBBROSLTD.NS","L.G. Balakrishnan & Bros Limited","59180946","47.944","96.9384","23.65","75.454","51.77778","35.657595","3.4439","55.66193",""
"LICHSGFIN.NS","LIC Housing Finance Limited","1687431360","48.651","83.1827","64.8","52.512","53.77778","28.60971","0","43.50588",""
"LINCOLN.NS","Lincoln Pharmaceuticals Limited","58219932","46.81","96.9553","39.65","65.345","47.55556","42.153505","0.67998","61.79206",""
"LINDEINDIA.NS","Linde India Limited","633172267","59.177","99.8","37.8","70.591","46.88889","60.461645","80.32892","57.90946",""
"LOVABLE.NS","Lovable Lingerie Limited","2522772","59.725","69.1004","46.25","81.409","48.44444","3.219165","0","79.31001",""
"LT.NS","Larsen & Toubro Limited","8366733330","54.554","90.5844","58.1","47.889","55.77778","17.492735","13.10842","51.40174",""
"LUXIND.NS","Lux Industries Limited","188219511","51.388","78.8661","65.55","74.213","45.11111","37.975175","0.9022","71.02533",""
"MAANALU.NS","Maan Aluminium Limited","210861384","68.488","99.8","-10.5","75.714","46","100","99.23085","69.17386",""
"MAGADSUGAR.NS","MAGADH SUGAR & ENE","41071318","64.958","98.2263","100","68.887","50.88889","32.991805","31.60676","71.07887",""
"MAHLIFE.NS","Mahindra Lifespace Developers Limited","149234345","55.82","85.7408","37.05","63.423","47.77778","0","0","56.74774",""
"MAITHANALL.NS","Maithan Alloys Limited","61499666","47.459","67.7338","73.5","57.856","47.33333","39.02479","12.3272","51.5107",""
"MANGLMCEM.NS","Mangalam Cement Limited","71445241","58.404","99.8","28.95","64.391","51.33333","0","0","64.35388",""
"MANINDS.NS","Man Industries (India) Ltd","92594587","63.675","99.8","76.75","71.575","48","0.604545","0","50.80988",""
"MANUGRAPH.NS","Manugraph India Ltd","2586033","58.224","86.0224","90.15","65.125","43.55556","48.63176","42.86242","77.11827",""
"MARATHON.NS","Marathon Nextgen Realty Ltd","75339448","64.358","99.8","68.1","70.551","48.22222","70.15323","54.55317","68.9764",""
"MASTEK.NS","Mastek Limited","480358344","57.594","94.3039","48.95","75.004","48.44444","63.712025","52.33404","56.69887",""
"MAYURUNIQ.NS","MAYUR UNIQUOTERS L","43520115","52.609","91.4796","49.65","58.42","48.88889","23.701275","11.10171","56.12289",""
"MAZDA.NS","MAZDA LTD","8753048","45.862","98.9819","17.9","80.709","47.55556","50","19.4364","56.45048",""
"MBLINFRA.NS","MBL Infrastructures Limited","3324991","63.315","99.8","100","65.009","44","18.080785","0","70.55439",""
"MGL.NS","Mahanagar Gas Limited","1375957761","51.94","82.8396","25.1","47.961","54.22222","11.059655","12.63321","62.94575",""
"MOLDTKPAC.NS","MOLD-TEK PACKAGING","45397539","40.086","48.943","8.8","41.396","44.66667","0","0.06407","36.7311",""
"MONTECARLO.NS","Monte Carlo Fashions Limited","56666639","65.561","73.779","68.6","72.069","47.33333","65.39173","99.95845","66.40063",""
"MOTILALOFS.NS","MOTILAL OSWAL FINA","2635669515","63.771","77.0096","64.95","74.384","51.33333","54.311495","100","70.09537",""
"MPHASIS.NS","Mphasis Limited","2340490174","52.452","84.0163","52.9","62.932","52.22222","50","47.58705","67.50366",""
"MPSLTD.NS","MPS Limited","35492652","50.214","96.2518","30.2","73.965","47.11111","31.634105","4.75967","62.47545",""
"MRF.NS","MRF Limited","819449696","52.999","84.4697","37.95","49.789","52","7.128625","6.68776","54.35364",""
"MRO-TEK.NS","MRO-TEK realty Ltd","11049651","44.266","86.8148","18.4","76.783","42.76169","50","30.47922","54.6238",""
"MSPL.NS","MSP Steel & Power Ltd","90072633","61.524","99.8","62.05","57.832","50.22222","50","86.46285","74.2992",""
"MUTHOOTFIN.NS","Muthoot Finance Limited","1027814886","50.113","96.0607","29.75","57.263","53.33333","50","59.00773","55.37783",""
"NAHARCAP.NS","NAHAR CAPITAL AND","6857730","56.414","71.7948","59.8","69.6","47.77778","14.3989","6.69922","68.0265",""
"NAHARINDUS.NS","Nahar Industrial Enterprises Ltd","8358645","55.01","79.6487","46.9","76.667","45.55556","18.49363","1.04435","72.24027",""
"NAHARPOLY.NS","Nahar Poly Films Ltd","2871610","48.186","69.3932","31.55","70.657","44.88889","25.641485","0","72.09889",""
"NAHARSPING.NS","Nahar Spinning Mills Ltd","10547017","57.089","69.7066","73.15","70.533","46","11.570395","0","63.37339",""
"NATCOPHARM.NS","NATCO Pharma Limited","1008017670","42.995","99.8","8","64.437","53.55556","46.91513","1.87362","67.12703",""
"NATHBIOGEN.NS","NATH BIO-GENES (IN","3900912","50.161","75.1102","26.2","68.013","48.88889","17.20817","0","67.33165",""
"NAVINFLUOR.NS","Navin Fluorine International Limited","667247916","45.564","63.439","58.2","42.41","52.88889","50","48.59694","53.4143",""
"NCLIND.NS","NCL Industries Limited","20524245","48.39","76.5906","52.05","51.149","49.77778","24.18937","0","57.54306",""
"NDGL.NS","Naga Dhunseri Group Limited","4203797","71.437","99.8","13","64.061","46.88889","100","100","76.30794",""
"NESCO.NS","Nesco Limited","97528058","56.064","95.1695","53.35","68.203","47.11111","50","72.67293","55.94358",""
"NEWGEN.NS","Newgen Software Technologies Limited","586853962","74.082","99.8","72.55","77.815","51.33333","79.013365","100","59.04784",""
"NILKAMAL.NS","Nilkamal Limited","23290005","52.746","68.9093","33.95","71.939","44.44444","64.841825","79.62476","40.67401",""
"NIPPOBATRY.NS","INDO NATIONAL LTD","4405345","55.945","83.0124","41.3","65.927","45.55556","0","0.43593","55.3818",""
"NMDC.NS","NMDC LTD","2991502323","58.994","90.5364","62.3","54.563","50.44444","59.64148","81.59806","54.23296",""
"NOCIL.NS","NOCIL Ltd","156202569","46.835","76.051","35.2","69.016","47.11111","41.162475","15.22941","67.56064",""
"NRAIL.NS","N R Agarwal Industries Limited","6555137","43.209","77.696","26.55","54.053","45.33333","24.54482","0","47.92328",""
"NSIL.NS","Nalwa Sons Investments Limited","208771403","68.33","99.8","-0.3","67.136","50","100","100","61.67082",""
"NTPC.NS","NTPC LTD","6665438320","59.905","99.8","62","47.15","54.22222","59.69982","75.90818","60.85349",""
"OAL.NS","Oriental Aromatics Limited","50493661","61.559","86.0516","48.8","76.135","44","51.71977","97.4639","75.0252",""
"OBEROIRLTY.NS","OBEROI REALTY LTD","1978678105","77.24","99.8","71.5","53.74","55.55556","100","98.70185","61.38436",""
"OCCL.NS","Oriental Carbon & Chemicals Limited","5398720","44.866","60.9987","22.4","76.173","48.88889","33.513595","6.39821","66.2328",""
"OFSS.NS","Oracle Financial Services Software Limited","2627793530","64.705","99.8","62","79.943","54","62.33859","72.39631","60.1163",""
"OIL.NS","Oil India Limited","2892838897","55.119","99.8","56.75","63.795","53.77778","25.548","0","62.80407",""
"OMAXAUTO.NS","Omax Autos Ltd","4984245","52.121","93.7467","47.2","50.96","48.88393","13.235055","0","50.52445",""
"ORIENTPPR.NS","Orient Paper & Industries Ltd","35646796","51.703","67.5646","66.65","69.28","44.66667","24.59312","0","62.94281",""
"PANAMAPET.NS","PANAMA PETROCHEM L","28350238","51.268","68.9918","52.95","62.421","46.88889","12.22905","0","52.08359",""
"PERSISTENT.NS","Persistent Systems Limited","2463828573","68.32","99.8","58.65","57.019","54.44444","71.67399","100","64.98179",""
"PETRONET.NS","PETRONET LNG","1179891270","36.717","83.185","5.8","57.756","51.77778","50","5.29607","53.20324",""
"PFC.NS","Power Finance Corp Ltd","4724812543","64.091","99.8","91.95","49.587","54.66667","0","0","52.63531",""
"PILANIINVS.NS","Pilani Investment and Industries Corporation Limited","94907222","78.857","99.8","92.65","80.752","50.77951","80.00271","98.07755","69.93284",""
"PLASTIBLEN.NS","Plastiblends India Limited","5737400","56.255","85.0738","17.25","71.295","47.33333","0","0","72.83314",""
"PNBGILTS.NS","PNB Gilts Ltd","78977737","52.179","88.8607","34.95","79.241","47.77778","21.182705","0","56.79076",""
"PNBHOUSING.NS","PNB Housing Finance Limited","2265337641","53.75","94.1953","15.65","65.125","51.55556","50","82.16809","67.55526",""
"PNCINFRA.NS","PNC INFRATECH LTD","441973075","55.149","68.576","83.2","55.571","47.11111","9.24426","0.30578","49.76796",""
"PODDARMENT.NS","Poddar Pigments Limited","6287466","53.242","84.037","20.4","76.024","48.44444","5.90923","5.6595","49.94582",""
"POLYCAB.NS","Polycab India Limited","3174241139","62.162","94.6169","40.5","42.389","55.67929","89.392275","70.53377","52.62797",""
"POLYPLEX.NS","Polyplex Corp Ltd","155008453","45.309","59.35","59.25","69.478","40.44444","43.705015","8.88926","67.15982",""
"POWERGRID.NS","Power Grid Corporation of India Limited","4888039136","55.575","95.0535","53.05","51.618","54.44444","15.120895","15.16129","49.94302",""
"POWERMECH.NS","POWER MECH PROJECT","256171602","54.96","99.8","67.45","60.82","52.66667","45.524185","26.61251","68.4206",""
"PPL.NS","Prakash Pipes Limited","76213777","49.139","99.8","24.5","74.958","49.11111","50","28.00807","67.59379",""
"PRAENG.NS","Prajay Engineers Syndicate Ltd","2158311","41.378","99.8","9.9","55.969","44.66667","35.36468","0.17547","49.86338",""
"PRECWIRE.NS","PRECISION WIRES IN","242791246","70.173","97.4632","89.4","77.542","47.77778","52.16599","98.44428","76.25113",""
"PRIMESECU.NS","Prime Securities Ltd","29781587","59.845","99.8","26.85","62.098","55.77778","56.706695","98.7687","62.21021",""
"PRINCEPIPE.NS","Prince Pipes and Fittings Limited","106204747","39.747","55.7331","22.25","67.053","42.66667","27.597095","0","45.72215",""
"PSPPROJECT.NS","PSP PROJECTS LIMIT","53666176","50.363","62.2747","37.65","44.166","48.66667","0","0","59.78387",""
"PTC.NS","PTC India Ltd","379483325","57.516","84.9107","52.15","58.218","52.22222","0","0","55.11121",""
"PUNJABCHEM.NS","PUNJAB CHEM&CROP","10120350","42.778","67.0106","12.6","69.332","46","21.14211","0","46.78777",""
"QUESS.NS","Quess Corp Limited","290093180","49.298","95.9771","45.3","57.191","49.77778","50","21.5502","75.28755",""
"QUICKHEAL.NS","Quick Heal Technologies Limited","258253768","59.347","99.8","45.75","83.112","46.88889","50","64.03093","75.84746",""
"RADICO.NS","RADICO KHAITAN","867353388","62.453","99.8","19.25","64.358","48.66667","66.59815","100","71.89772",""
"RAIN.NS","Rain Industries Limited","439082340","50.305","64.4833","70.95","60.484","47.77778","48.90593","42.97712","63.27219",""
"RAJESHEXPO.NS","RAJESH EXPORTS","142397672","46.152","30.2","31.05","49.866","42","1.388815","0","72.72689",""
"RAJRATAN.NS","Rajratan Global Wire Ltd","19539442","42.816","49.6167","-1.35","52.229","44.44444","0","0","54.77032",""
"RAMCOCEM.NS","RAMCO CEMENTS(THE)","461810023","59.128","78.0101","21.9","54.329","51.11111","77.220265","98.89813","55.21025",""
"RAMCOIND.NS","Ramco Industries Limited","64955048","63.815","93.6663","69.4","71.104","48.66667","61.562285","71.08078","69.66269",""
"RANASUG.NS","RANA SUGARS LTD","11327837","45.662","61.4626","47.85","62.389","41.55556","26.97557","0","60.32448",""
"RANEHOLDIN.NS","Rane Holdings Limited","82840912","60.861","97.1746","65.85","74.536","49.11111","41.735315","47.57289","75.25374",""
"RATNAMANI.NS","Ratnamani Metals & Tubes Limited","130005875","47.092","95.3522","24.6","54.104","52.22222","32.41983","23.93839","44.26523",""
"RAYMOND.NS","Raymond Limited","566100872","52.36","71.3377","40","69.413","48","15.87208","0","69.51478",""
"RBL.NS","Rane Brake Lining Limited","7287140","48.826","82.6301","14.5","80.661","47.33333","46.767975","29.45623","80.73455",""
"RECLTD.NS","Rural Electrification Corp Ltd","4923303402","61.798","99.8","88.4","53.221","58","11.928785","0","57.02413",""
"REDINGTON.NS","Redington (India) Limited","393787566","54.579","70.1774","33.65","64.04","47.55556","0","7.2687","59.36057",""
"RELIANCE.NS","Reliance Industries Limited","22965776121","58.445","71.8812","100","45.655","51.55556","0","0.67204","39.35354",""
"RELINFRA.NS","Reliance Infrastructure Ltd","2826645533","74.885","88.1077","97.15","64.852","47.11111","81.438455","100","64.09731",""
"REPCOHOME.NS","Repco Home Finance Limited","94154905","45.652","94.8347","25.25","69.321","48.66667","37.18238","5.17175","50.68287",""
"RGL.NS","Renaissance Global Limited","250900141","80.688","94.6104","73.5","77.542","44","100","100","75.16167",""
"RICOAUTO.NS","Rico Auto Industries Ltd","55435316","56.667","73.997","56.35","71.686","45.77778","0","0","48.85588",""
"RPGLIFE.NS","RPG LIFE SCIENCES","106146113","66.497","99.8","29.3","73.697","50.22222","68.80231","100","74.85808",""
"RPOWER.NS","Reliance Power Ltd","1742118179","70.63","99.8","25.35","68.599","44","95.113645","100","66.43563",""
"RSWM.NS","RSWM Ltd","16673052","49.673","71.0124","35","64.979","44.66667","17.77217","0","67.60063",""
"RUPA.NS","Rupa & Company Limited","59760566","60.715","68.0087","67.95","76.088","46.66667","0","0","66.2934",""
"SADBHAV.NS","SADBHAV ENGINEERIN","80288681","42.156","96.0729","-15.85","48.576","48.44444","50","58.26859","59.5775",""
"SAGCEM.NS","Sagar Cements Limited","14178636","47.06","67.0909","46.75","69.653","45.11111","26.688475","0.00022","54.19031",""
"SAKSOFT.NS","Saksoft Limited","199918019","57.672","98.5636","84","65.181","43.77778","43.97983","29.47044","70.66871",""
"SALASAR.NS","SALASAR TECHNO ENG","369827420","50.695","93.2657","75.5","60.693","41.77778","45.292225","16.30909","57.90721",""
"SALZERELEC.NS","Salzer Electronics Limited","104180742","62.849","99.8","59.95","68.48","49.11111","55.47606","84.04176","67.60859",""
"SANDESH.NS","The Sandesh Limited","27720011","51.581","85.3857","8.5","79.172","47.11111","33.86288","39.32987","69.29532",""
"SANWARIA.NS","Sanwaria Agro Oils Ltd","356388","30.099","68.9877","-10.75","30.204","36.16071","50","36.98189","49.10579",""
"SARDAEN.NS","Sarda Energy & Minerals Limited","360295779","63.445","99.8","28.95","67.274","54.44444","57.998945","100","77.64588",""
"SAREGAMA.NS","Saregama India Limited","1081480594","58.596","83.3837","-3.95","79.693","44.66667","84.29607","69.83493","67.9532",""
"SASKEN.NS","Sasken Technologies Ltd","43482995","63.762","92.1216","47.05","81.341","49.55556","70.803095","73.78044","60.87578",""
"SATIN.NS","SATIN CRCARE NET","59452507","51.01","69.4333","44.85","57.211","43.77778","0","0","41.79482",""
"SBIN.NS","State Bank of India","12434108986","46.479","80.5847","46.7","42.43","55.11111","50","44.68385","55.84285",""
"SCI.NS","The Shipping Corporation of India Limited","575772143","65.295","79.9652","100","71.335","47.11111","1.784295","0","62.22107",""
"SEAMECLTD.NS","Seamec Limited","39129905","60.084","87.7819","79.2","83.139","47.11111","21.476435","0","66.31186",""
"SESHAPAPER.NS","Seshasayee Paper and Boards Limited","10339185","56.317","72.1558","53.7","61.412","45.55556","0","0","61.39719",""
"SEYAIND.NS","Seya Industries Limited","233899","24.453","68.5153","-96.85","49.416","45.54974","40.578295","12.00484","73.69057",""
"SHAKTIPUMP.NS","SHAKTI PUMPS INDIA","257033477","59.353","99.8","-3.7","74.096","52","75.78459","80.71539","60.99009",""
"SHARDACROP.NS","SHARDA CROPCHEM","267658348","70.436","91.8228","35.95","72.414","48.22222","83.312955","99.89747","78.12009",""
"SHARDAMOTR.NS","SHARDA MOTOR INDUS","62852268","52.066","99.8","27.85","67.875","47.55556","14.027155","0","49.43657",""
"SILINV.NS","SIL Investments Ltd","30472522","70.403","94.313","34.8","65.896","48.22222","93.22877","98.61521","64.51498",""
"SOBHA.NS","Sobha Limited","382783873","52.861","99.8","76","72.9","48","45.363955","18.55722","45.49507",""
"SOLARA.NS","Solara Active Pharma Sciences Limited","86391709","66.705","92.0239","64.95","86.135","48.22222","52.80656","100","69.98815",""
"SONATSOFTW.NS","Sonata Software Limited","370781525","56.985","95.5783","41.2","69.333","47.33333","9.94247","0.36146","64.97046",""
"SOTL.NS","Savita Oil Technologies Ltd","29338713","59.16","87.4654","46.85","75.167","48.66667","3.0038","0","61.97621",""
"SOUTHBANK.NS","The South Indian Bank Ltd","310452205","48.683","76.9615","47.7","59.197","43.33333","16.53953","1.5488","45.11956",""
"SPANDANA.NS","Spandana Sphoorty Financial Limited","142439875","41.021","56.5968","19.3","40.294","46.88889","5.972905","0","36.01182",""
"SRF.NS","SRF Limited","1516832525","53.737","68.7919","52.45","50.951","55.11111","4.575055","0.41197","57.5957",""
"SRHHYPOLTD.NS","Sree Rayalaseema Hi-Strength Hypo Limited","129976641","81.204","83.6744","88.05","77.641","46.22222","100","100","72.83764",""
"SSWL.NS","Steel Strips Wheels Limited","47191087","51.658","80.8417","37.75","58.908","44.88889","8.33331","0","55.88457",""
"STARPAPER.NS","Star Paper Mills Limited","3680866","53.098","72.0253","37.9","69.778","49.33333","8.335575","0","59.32123",""
"STEELXIND.NS","STEEL EXCHANGE IND","38874030","51.153","63.4109","42.9","61.026","38.88889","0","0","51.84283",""
"SUDARSCHEM.NS","SUDARSHAN CHEMICAL","487070697","60.209","99.8","53.65","75.899","50.22222","50","76.32862","65.56201",""
"SUMMITSEC.NS","Summit Securities Limited","70913429","73.616","99.8","100","77.191","52.44444","56.967775","100","71.94134",""
"SUNDARMFIN.NS","Sundaram Finance Limited","407899313","57.07","99.8","32.35","59.423","51.55556","54.163095","94.90492","53.1319",""
"SUNDRMBRAK.NS","SUNDARAM BRAKE LIN","2229355","44.972","99.8","4.65","69.43","51.11111","49.78278","12.72006","76.6593",""
"SUNFLAG.NS","Sunflag Iron & Steel Co Ltd","82096720","56.571","86.5603","100","73.861","49.33333","50","13.16046","73.08067",""
"SUNTV.NS","Sun TV Network Limited","359608213","50.641","89.0591","37.15","63.236","52.44444","22.61493","4.76919","53.05529",""
"SUPERHOUSE.NS","Superhouse Limited","2632801","52.208","71.8078","60.6","75.612","47.77778","47.53462","37.90968","66.8189",""
"SURYAROSNI.NS","Surya Roshni Limited","246449195","58.101","97.5896","45.1","68.766","51.55556","50","77.15492","66.5431",""
"SUVENPHAR.NS","Suven Pharmaceuticals Ltd","471291011","62.224","99.8","26.85","80.414","51.77778","50","100","76.72374",""
"SWARAJENG.NS","Swaraj Engines Limited","42725446","51.316","98.9816","38.05","64.982","52.88889","33.098045","10.57117","59.93212",""
"SWELECTES.NS","SWELECT ENERGY SYS","133346314","61.45","99.8","76.9","71.155","47.77778","52.841715","60.51874","68.31681",""
"SWSOLAR.NS","Sterling and Wilson Solar Limited","1584136403","60.901","98.4228","85.15","57.418","47.77778","0","0","37.54167",""
"TAKE.NS","TAKE Solutions Limited","7762018","41.03","63.8129","26.65","68.397","40.44444","50","28.99324","58.91238",""
"TATACHEM.NS","Tata Chemicals Limited","2572232071","69.052","72.3509","32.85","69.076","53.33333","100","98.62352","57.13092",""
"TATAPOWER.NS","Tata Power Co Ltd","6539462414","66.921","94.2025","80.25","55.722","56.22222","71.596155","80.98093","57.87842",""
"TATASTEEL.NS","Tata Steel Limited","7145912835","45.237","76.5526","48.05","44.613","51.11111","50","50.48951","45.84212",""
"TCI.NS","TRANSPORT CORP OF","72288900","57.696","99.8","36.35","69.924","51.11111","50","74.05959","72.62655",""
"TCPLPACK.NS","TCPL PACKAGING LTD","22597972","59.819","99.8","47.2","73.348","49.11111","50","69.51112","79.76139",""
"TDPOWERSYS.NS","TD Power Systems Limited","223494790","55.453","99.8","42.1","70.494","51.11111","34.169805","28.31764","64.68438",""
"TECHM.NS","Tech Mahindra Limited","3790466013","57.995","95.4677","44.4","59.492","50.44444","50","97.78119","58.37684",""
"TECHNOE.NS","Techno Electric & Engineering Company Limited","276680137","55.26","99.8","36.8","63.476","50.22222","30.001625","44.5173","52.01018",""
"TEXINFRA.NS","Texmaco Infrastructure & Holdings Ltd","65743373","65.587","94.7332","90.8","67.008","48.66667","0","1.12715","56.7738",""
"THANGAMAYL.NS","Thangamayil Jewellery Limited","283408780","59.443","99.8","30.1","59.918","51.77778","67.63098","93.54424","45.69801",""
"TI.NS","Tilaknagar Industries Ltd","640247789","70.802","99.8","96.9","71.029","48","54.509635","95.60605","75.25988",""
"TIDEWATER.NS","Tide Water Oil Co. (India) Limited","39533092","63.14","98.052","82.1","71.645","49.55556","7.670555","0","55.97169",""
"TIIL.NS","Technocraft Industries (India) Ltd","58767605","54.402","99.8","67.5","69.367","49.44321","34.30884","1.31122","62.01329",""
"TIL.NS","TIL Limited","6009756","42.153","88.5414","49.9","25.784","56.36364","40.227075","2.72212","52.2112",""
"TIPSINDLTD.NS","Tips Industries Limited","304707493","59.671","99.8","26.1","59.259","53.11111","56.678865","100","66.06644",""
"TNPETRO.NS","Tamilnadu Petroproducts Ltd","15642719","53.958","65.1083","35.45","71.875","44.88889","0.801645","0","61.99031",""
"TORNTPHARM.NS","TORRENT PHARM","1318231600","47.19","99.8","14.3","55.568","54.66667","50","50.31463","55.67756",""
"TORNTPOWER.NS","TORRENT POWER","1775321939","64.717","99.8","28.75","71.788","52.22222","69.38435","91.95997","69.73352",""
"TPLPLASTEH.NS","TPL Plastech Limited","6427954","51.817","99.8","27.9","73.738","46","23.803425","0.79813","62.08631",""
"TRIVENI.NS","Triveni Engineering & Industries Ltd","443355233","51.841","82.6183","46.5","70.568","50.44444","41.380215","25.77439","69.74204",""
"TTKHLTCARE.NS","TTK HEALTHCARE","20508742","43.204","92.6677","8.6","61.443","46.88889","50","27.94289","64.88557",""
"TVSSRICHAK.NS","TVS SRICHAKRA LTD","16934298","54.796","71.4337","51.2","56.552","45.55556","0","0","58.83311",""
"TVTODAY.NS","TV TODAY NETWORK","47569616","52.031","61.0647","28.75","63.908","48.66667","0","0","61.82507",""
"UFLEX.NS","Uflex Ltd","87618790","51.142","71.3643","64.75","79.783","49.33333","47.67675","12.71603","75.40255",""
"ULTRACEMCO.NS","UltraTech Cement Limited","3451763806","52.633","97.7423","53.85","52.171","54.44444","27.178165","17.07847","47.50151",""
"UNIVCABLES.NS","Universal Cables Ltd","33010812","47.614","92.7344","73.2","64.817","46.44444","46.97498","0","50.05221",""
"UNIVPHOTO.NS","Universus Imagings Ltd","4037092","67.448","57.7965","91.5","76.371","43.55556","80.446965","66.32298","75.69386",""
"UPL.NS","UPL LIMITED","1050806731","41.395","55.3592","36.15","42.635","50.66667","35.991505","26.92119","50.01442",""
"UTTAMSUGAR.NS","Uttam Sugar Mills Ltd","68701486","53.772","70.7638","68.1","62.822","46.88889","43.132395","47.92185","66.1724",""
"VADILALIND.NS","VADILAL INDUSTRIES","52099752","56.687","82.6946","46.35","70.699","46.66667","0","0","50.39769",""
"VAIBHAVGBL.NS","VAIBHAV GLOBAL LTD","128588490","53.55","68.257","35.2","68.242","42.44444","0.34309","0","61.39098",""
"VEDL.NS","Vedanta Limited","5996828286","69.086","81.7999","68.85","43.664","52","92.411425","94.93112","57.53588",""
"VENKEYS.NS","Venky's (India) Limited","131787588","51.461","65.9568","60.3","67.815","45.55556","22.192935","0","64.98797",""
"VENUSREM.NS","VENUS REMEDIES LTD","12551698","50.112","99.8","63.95","58.965","45.91549","37.099305","0","56.35075",""
