[Stock_List]SymbolExchange	sortino_ratio_raw	sortino_ratio_normalised	ta_score	risk_score	combo_score	CQR
5066.KL	0	0	46.348	52.468	69.97068883583	0
5071.KL	0	0	61.25	75.918	82.28171938626	0
5075.KL	0	0	41.003	43.552	65.96935585831	0
5092.KL	0	0	38.976	73.029	67.07547772241	0
5094.KL	0	0	61.059	49.42	80.29951280674	0
5099.KL	0	0	43.018	46.488	67.41698893424	0
5104.KL	0	0	68.054	34.559	85.08135000862	0
5109.KL	0	0	33.221	59.411	62.62032308995	0
5111.KL	0	0	33.632	30.517	60.95020328112	0
5112.KL	0	0	34.863	59.954	63.55259364841	0
5120.KL	0	0	47.051	61.149	71.065635993	0
5125.KL	0	0	48.368	43.35	70.7714168927	0
5126.KL	0	0	39.967	49.439	65.70647162868	0
5127.KL	0	0	28.193	55.857	59.79670266336	0
5130.KL	0	0	47.816	30.531	69.78726697966	0
5131.KL	0	0	45.813	64.486	70.52014567937	0
5132.KL	0	0	57.859	47.064	77.76255969064	0
5133.KL	0	0	44.945	65.766	70.06652576687	0
5134.KL	0	0	56.953	64.605	78.22587008944	0
5138.KL	0	0	50.164	70.301	73.90011941865	0
5139.KL	0	0	50.428	49.027	72.52110995848	0
5140.KL	0	0	33.059	64.552	62.99145929696	0
5142.KL	0	0	71.013	75.926	89.78682721781	0
5147.KL	0	0	41.511	65.249	67.8699639096	0
5152.KL	0	0	70.396	48.52	87.56411337985	0
5158.KL	0	0	46.399	42.12	69.3724419132	0
5159.KL	0	0	37.937	49.189	64.47461643073	0
5161.KL	0	0	29.663	48.655	59.94123273048	0
5166.KL	0	0	29.833	41.349	32.30920102834	0
5171.KL	0	0	63.771	66.298	83.44056970899	0
5181.KL	0	0	67.108	50.973	94.66956147363	0
5185.KL	0	0	35.854	68.714	64.88801551627	0
5190.KL	0	0	38.534	51.361	64.97911098876	0
5191.KL	0	0	35.685	73.833	65.29959643834	0
5192.KL	0	0	38.705	64.104	66.0902116689	0
5197.KL	0	0	50.635	73.653	74.51262994828	0
5199.KL	0	0	46.07	56.255	70.05184617303	0
5200.KL	0	0	36.636	45.134	63.44709222683	0
5201.KL	0	0	51.897	50.183	73.62030034583	0
5205.KL	0	0	55.695	45.111	76.05973464252	0
5207.KL	0	0	37.899	33.063	39.17548695562	0
5208.KL	0	0	45.812	48.336	69.34704423867	0
5209.KL	0	0	37.81	76.282	66.73305790356	0
5223.KL	0	0	37.369	30.825	63.1027607736	0
5232.KL	0	0	62.053	52.659	81.24125881773	0
5236.KL	0	0	44.213	47.481	68.24726698916	0
5249.KL	0	0	27.193	41.275	29.87951731956	0
5253.KL	0	0	49.516	79.26	74.27804211205	0
5254.KL	0	0	60.313	75.926	81.58729154617	0
5257.KL	0	0	34.425	42.761	62.04551479269	0
5259.KL	0	0	41.694	45.151	66.49710360677	0
5272.KL	0	0	31.801	68.854	62.75334412954	0
5273.KL	0	0	36.659	53.255	39.98913393973	0
5355.KL	0	0	34.661	46.141	62.3938634025	0
5371.KL	0	0	37.857	66.094	65.7746909095	0
5436.KL	0	0	31.951	55.124	61.5982579692	0
5533.KL	0	0	38.897	20.638	63.64990214415	0
5568.KL	0	0	36.324	42.612	63.10985188511	0
5584.KL	0	0	32.736	71.714	63.51776521289	0
5592.KL	0	0	56.013	41.225	76.09475162749	0
5606.KL	0	0	67.642	63.636	86.25484802978	0
5606PA.KL	0	0	0	0	0	0
5665.KL	0	0	68.465	78.956	88.0256821572	0
5754.KL	0	0	59.932	24.605	88.72052280194	0
5789.KL	0	0	67.739	81.229	87.64933348686	0
5797.KL	0	0	62.436	63.776	82.24547484111	0
5827.KL	0	0	39.902	39.822	65.07603902789	0
5886.KL	0	0	44.538	54.209	68.90652258887	0
5908.KL	0	0	48.543	44.337	70.94605070199	0
6041.KL	0	0	64.82	66.386	84.25124028547	0
6068.KL	0	0	34.006	72.789	40.4134816972	0
6114.KL	0	0	48.552	73.601	73.10838769998	0
6149.KL	0	0	46.67281125	49.00319	111.37376825	0
