"Symbol","Company Name","Wtd Sortino Score"
"MTDL","Metrodata Electronics Tbk","-24.29567468498"
"VINS","Victoria Insurance Tbk PT","-24.957693102"
"BLUE","Berkah Prima Perkasa Tbk PT","-25.38200526017"
"BBSI","PT Bank Bisnis Internasional Tbk","-25.69544262629"
"GHON","Gihon Telekomunikasi Indonesia Tbk PT","-25.83620479306"
"IKAN","Era Mandiri Cemerlang Tbk PT","-26.30767149268"
"ANJT","Austindo Nusantara Jaya Tbk","-26.51709503944"
"LSIP","Perusahaan Perkebunan London Sumatra Indonesia Tbk PT","-26.82915282818"
"MAYA","Bank Mayapada Internasional","-26.98943842994"
"SIMP","Salim Ivomas Pratama Tbk","-27.18300025361"
"BAYU","Bayu Buana Tbk","-27.31242721446"
"WEHA","Weha Transportasi Indonesia TBK","-27.3382407639"
"PALM","Provident Agro Tbk","-27.95379038261"
"MEGA","Bank Mega Tbk","-28.12834463894"
"MGRO","Mahkota Group Tbk PT","-28.17903213861"
"BHAT","Bhakti Multi Artha Pt","-28.2026816574"
"GMFI","Garuda Maintenance Facility AeroAsia Tbk PT","-28.44223198803"
"ARCI","Archi Indonesia Tbk PT","-28.47693723772"
"ADMG","Polychem Indonesia Tbk","-28.58649272361"
"SMCB","Solusi Bangun Indonesia Tbk PT","-29.74409849088"
"PSKT","Red Planet Indonesia Tbk","-29.74701301529"
"EXCL","XL Axiata Tbk PT","-29.75413411694"
"AALI","Astra Agro Lestari Tbk","-30.00332699509"
"ACES","Ace Hardware Indonesia Tbk","-30.74107026926"
"KOBX","Kobexindo Tractors Tbk","-31.15447424649"
"KIJA","Kawasan Industri Jababeka Tbk","-31.56584716155"
"PNBS","Bank Panin Syariah Tbk","-32.74855027724"
"BRMS","Bumi Resources Minerals Tbk","-32.92062647844"
"ESTA","Esta Multi Usaha PT","-33.09745775915"
"TKIM","Pabrik Kertas Tjiwi Kimia Tbk","-33.10060391755"
"TCPI","Transcoal Pacific Tbk PT","-33.16740776166"
"INDR","Indorama Synthetics Tbk","-33.26097432513"
"ESSA","Surya Esa Perkasa Tbk","-33.31865555687"
"CSRA","Cisadane Sawit Raya Pt","-34.14791560921"
"TGRA","Terregra Asia Energy PT","-34.38769760129"
"AMIN","Ateliers Mecaniques D’Indonesie Tbk PT","-34.5065347569"
"DVLA","Darya-Varia Laboratoria Tbk","-34.82064714472"
"MTWI","Malacca Trust Wuwungan Insurance PT","-35.24116654174"
"KPIG","Mnc Land Tbk","-35.31628585952"
"DSFI","Dharma Samudera Fishing Tbk","-35.37521536618"
"NATO","Surya Permata Andalan Tbk PT","-36.61467083394"
"UNIC","Unggul Indah Cahaya Tbk","-36.84069821286"
"CPRO","Central Proteina Prima Tbk","-37.85774482712"
"VRNA","Verena Multi Finance Tbk","-38.20892880749"
"MLPT","Multipolar Technology Tbk","-39.1469371913"
"MNCN","Media Nusantara Citra Tbk PT","-39.20537445131"
"VICO","Victoria Investama Tbk","-39.49392834691"
"HRUM","Harum Energy Tbk PT","-40.57589307977"
"FPNI","Lotte Chemical Titan Tbk PT","-41.50986568917"
"BAJA","Saranacentral Bajatama Tbk","-41.534372859"
"BWPT","Eagle High Plantations Tbk","-41.53882156936"
"RUNS","Global Sukses Solusi Tbk PT","-43.15140524638"
"ZBRA","Dosni Roha Indonesia Tbk PT","-43.28458756915"
"INOV","Inocycle Technology Tbk PT","-43.409624447"
"FUJI","Fuji Finance Indonesia Tbk PT","-44.20490445158"
"MCOR","Bank Windu Kentjana Int","-44.4026407059"
"FREN","Smartfren Telecom Tbk","-44.77179926227"
"MDKA","Merdeka Copper Gold PT","-45.60761274335"
"BNLI","Bank Permata Tbk","-45.6534879261"
"PAMG","Bima Sakti Pertiwi Tbk PT","-45.76743774014"
"ATIC","Anabatic Technologies Tbk PT","-46.74598267303"
"BACA","Bank Capital Indonesia Tbk","-46.9760993473"
"BPTR","Batavia Prosperindo Trans Tbk PT","-47.54591219913"
"NOBU","Bank Nationalnobu Tbk","-47.58097024545"
"SMBR","Semen Baturaja Persero Tbk","-47.60652068577"
"TBIG","Tower Bersama Infrastructure Tbk PT","-48.23300718604"
"MARK","Mark Dynamics Indonesia Tbk PT","-48.23653349765"
"PEHA","Phapros Tbk PT","-49.3180844149"
"BANK","Bank Net Indonesia Syariah Tbk PT","-49.60211467987"
"ALDO","Alkindo Naratama Tbk","-50.21262323731"
"WOOD","Integra Indocabinet Tbk PT","-50.57728181308"
"PMMP","Panca Mitra Multiperdana Tbk PT","-50.95287168714"
"CSIS","PT Cahayasakti Investindo Sukses Tbk","-51.04182242335"
"PYFA","Pyridam Farma Tbk","-51.05518575685"
"TRIN","Perintis Triniti Properti PT","-51.50128322311"
"AKSI","Maming Enam Sembilan Mineral Tbk PT","-51.67732661083"
"PSAB","J Resources Asia Pasifik Tbk","-52.20213177304"
"GGRP","Gunung Raja Paksi","-52.83824965124"
"ASSA","Adi Sarana Armada Tbk","-52.83933554203"
"BCIC","Bank JTrust Indonesia Tbk PT","-53.04370241183"
"BTPS","Bank Tabungan Pensiunan Nasional Syariah PT","-53.16062843518"
"FORU","Fortune Indonesia Tbk","-53.34540571911"
"BVIC","Bank Victoria International","-54.43023151702"
"BKSW","Bank Qnb Indonesia Tbk","-54.63270359631"
"WIFI","Solusi Sinergi Digital Tbk PT","-55.10832526737"
"INPC","Bank Artha Graha Internasional","-56.34797664455"
"TRIM","Trimegah Securities Tbk","-56.68382459804"
"ACST","Acset Indonusa Tbk","-57.06023210721"
"SRTG","Saratoga Investama Sedaya","-58.41201671512"
"PSDN","Prasidha Aneka Niaga Tbk","-58.44886566197"
"MAIN","Malindo Feedmill Tbk","-58.64554487623"
"TRUK","Guna Timur Raya PT","-58.97359042457"
"SBMA","Surya Biru Murni Acetylene Tbk PT","-60.18487516046"
"SGER","Sumber Global Energy Tbk Pt","-60.86114132548"
"OILS","Indo Oil Perkasa PT","-61.9506352655"
"DNAR","Bank Dinar Indonesia Tbk PT","-62.51451748247"
"HOKI","Buyung Poetra Sembada Tbk PT","-63.04516428648"
"DKFT","Central Omega Resources Tbk PT","-63.17096485795"
"PZZA","PT Sarimelati Kencana Tbk","-63.65173480078"
"AGRS","Bank Agris Tbk","-64.68039726631"
"BULL","Buana Listya Tama Tbk PT","-65.93378327625"
"KINO","Kino Indonesia Tbk PT","-65.95633965051"
"PPRE","PP Presisi Tbk PT","-66.21148115634"
"TINS","Timah Persero Tbk","-67.08623839991"
"ARII","Atlas Resources Tbk","-67.11438903005"
"GSMF","Equity Development Investment","-67.76835996079"
"ZYRX","Zyrexindo Mandiri Buana PT Tbk","-68.31045181359"
"WTON","Wijaya Karya Beton","-69.35115045906"
"INCF","Indo Komoditi Korpora Tbk PT","-70.42178701625"
"RODA","Pikko Land Development Tbk","-71.25953728356"
"IATA","PT MNC Energy Investments Tbk","-71.33090038518"
"OASA","Protech Mitra Perkasa Tbk PT","-75.44177824984"
"TRUE","Triniti Dinamik PT Tbk","-75.67211114317"
"BMHS","Bundamedik Tbk PT","-75.83844445674"
"ESIP","Sinergi Inti Plastindo","-76.00565508209"
"KRAS","Krakatau Steel Persero Tbk","-78.35290148903"
"BCAP","Mnc Kapital Indonesia Tbk","-79.13577116967"
"TNCA","PT Trimuda Nuansa Citra Tbk","-82.04177829597"
"SATU","Kota Satu Properti Tbk PT","-83.01108816875"
"BUKA","PT Bukalapak.com","-83.05680805742"
"UANG","Pt Pakuan Tbk","-83.6678317933"
"JAST","Jasnita Telekomindo Tbk PT","-85.17180486728"
"SWAT","Sriwahana","-87.11931802724"
"SCMA","Surya Citra Media Tbk","-88.60677207025"
"JAWA","Jaya Agra Wattie Tbk","-89.13119858925"
"IRRA","Itama Ranoraya","-89.21193129088"
"DIVA","Nusantara Voucher Distribution Tbk PT","-89.5009416324"
"PTPP","Pembangunan Perumahan PT","-92.19272263477"
"BABP","Bank Mnc Internasional Tbk","-92.55036578149"
"MSKY","Mnc Sky Vision Tbk","-93.86016652152"
"WEGE","Wijaya Karya Bangunan Gedung Tbk PT","-93.93546570489"
"LINK","Link Net Tbk","-94.33857279567"
"AYLS","Agro Yasa Lestari PT Tbk","-95.23694805666"
"ATAP","Trimitra Prawara Goldland Tbk Pt","-99.63434868893"
"NIKL","Pelat Timah Nusantara Tbk","-99.81116737489"
"PTSP","Pioneerindo Gourmet International","-100.1012088845"
"PBRX","Pan Brothers Tbk","-101.4659738069"
"OPMS","Optima Prima Metal Sinergi","-101.6839691919"
"DGNS","Diagnos Laboratorium Utama PT Tbk","-102.0335115518"
"TOBA","TBS Energi Utama Tbk PT","-104.7859638422"
"BEBS","Berkah Beton Sadaya Tbk PT","-105.1102962066"
"BBKP","Bank Bukopin Tbk","-107.1556822932"
"INAF","Indofarma Tbk","-107.3676936584"
"POLA","Pool Advista Finance Tbk PT","-108.4393355386"
