[Stock_List]SymbolExchange	sortino_ratio_raw	sortino_ratio_normalised	ta_score	risk_score	combo_score	CQR	Beta	OutlierPC	CloseToSMA6Ratio	UltraShortTerm_Score
603043.SS	0.051	65.591	45.62	62.0	47.92	5	1.33	62.99	0.998	50.479
603063.SS	1.168	78.548	72.15	60.95	56.8	5	1.44	70.04	1.075	99.758
603068.SS	1.477	82.137	66.11	61.44	60.81	5	1.19	81.23	1.013	59.163
603096.SS	1.392	81.142	55.62	43.38	50.19	5	1.24	71.72	1.005	49.534
603100.SS	-0.568	58.407	38.89	43.8	34.45	5	0.88	42.38	0.985	44.663
603111.SS	1.246	79.456	54.03	65.94	55.13	0	1.23	63.08	0.996	49.232
603113.SS	1.369	80.884	52.44	66.45	60.45	5	1.18	52.29	0.978	53.25
603128.SS	0.801	74.289	47.83	70.41	58.21	5	1.86	67.28	0.996	48.524
603129.SS	2.652	95.765	59.73	81.72	76.42	5	1.19	56.27	1.051	60.764
603158.SS	0.16	66.858	50.87	54.88	47.43	0	1.21	58.24	0.996	46.811
603167.SS	1.787	85.728	35.45	38.61	43.65	0	1.29	25.7	0.978	34.769
603185.SS	4.359	99.8	73.76	76.07	62.67	5	1.23	65.8	1.011	76.757
603187.SS	2.203	90.554	50.51	53.63	47.99	5	1.21	56.09	0.992	44.564
603188.SS	1.237	79.354	62.77	74.88	67.14	0	1.41	72.5	1.007	55.173
603195.SS	-0.7	56.878	36.2	61.19	46.4	5	0.55	48.28	0.994	42.665
603197.SS	1.226	79.219	66.35	81.11	68.57	5	1.18	76.51	1.018	64.527
603198.SS	0.706	73.195	64.23	78.74	65.29	5	0.86	76.22	1.011	66.893
603203.SS	1.325	80.373	71.68	66.41	66.53	5	1.18	92.37	1.04	68.466
603218.SS	2.739	96.778	52.33	49.34	44.18	5	1.27	55.71	0.99	51.325
603222.SS	2.826	97.781	54.53	51.08	47.09	0	1.3	64.54	0.999	56.781
603225.SS	3.602	99.8	67.58	76.13	64.74	5	1.24	71.92	1.008	68.843
603259.SS	9.005	99.8	82.77	96.89	89.51	5	1.02	84.43	1.111	88.964
603260.SS	1.799	85.863	65.19	86.22	71.07	5	0.75	75.9	1.019	69.339
603267.SS	3.18	99.8	68.7	86.16	77.36	5	1.37	80.56	1.044	70.082
603288.SS	-2.175	39.773	39.33	44.35	36.74	5	0.63	48.87	0.988	41.982
603290.SS	2.284	91.492	64.52	80.74	64.64	5	1.4	77.6	1.014	65.566
603298.SS	2.367	92.456	42.62	50.65	45.89	5	1.31	39.9	0.98	46.642
603299.SS	2.434	93.237	51.62	70.15	52.13	5	1.35	65.91	0.991	41.628
603301.SS	3.045	99.8	56.2	76.84	63.03	5	1.28	74.31	1.006	53.042
603313.SS	0.454	70.261	32.12	45.25	48.86	5	0.33	28.72	0.988	33.846
603318.SS	0.727	73.438	50.76	45.17	43.79	0	1.36	57.87	0.993	50.129
603319.SS	0.25	67.903	47.57	56.6	46.67	5	1.08	60.76	0.976	44.479
603323.SS	1.308	80.178	27.89	28.61	40.75	5	1.0	22.22	0.986	34.484
603328.SS	4.436	99.8	66.92	79.83	66.33	0	1.16	75.8	1.038	59.364
603338.SS	1.919	87.259	59.19	73.68	63.66	5	1.1	71.52	1.009	57.792
603339.SS	1.925	87.33	53.57	70.39	59.71	5	1.32	58.89	0.999	54.424
603345.SS	-1.777	44.389	35.71	41.97	36.43	5	1.06	40.32	0.998	41.233
603358.SS	0.979	76.352	46.6	63.94	51.37	5	1.44	46.04	0.997	52.021
603369.SS	-1.343	49.423	46.77	62.26	50.59	0	0.36	59.6	0.988	62.962
603399.SS	1.641	84.04	59.19	59.54	51.51	0	1.32	64.11	1.003	45.739
603416.SS	-0.378	60.619	46.16	60.09	49.97	5	1.33	43.15	0.995	65.389
603444.SS	4.927	99.8	64.15	74.33	69.07	5	1.24	70.12	1.026	67.944
603466.SS	0.974	76.298	55.6	75.16	62.81	5	1.26	68.88	1.002	47.459
603501.SS	-0.229	62.345	46.25	47.11	42.92	5	1.34	58.0	0.997	57.215
603505.SS	1.326	80.382	52.4	65.07	52.67	5	1.31	65.62	0.995	49.051
603515.SS	1.267	79.701	65.8	71.5	69.48	5	1.24	67.69	1.009	75.797
603519.SS	0.124	66.434	43.41	49.63	45.34	0	1.27	43.11	0.993	44.52
603538.SS	5.325	99.8	80.81	69.14	71.75	5	1.11	83.68	1.062	94.216
603583.SS	-0.266	61.917	43.14	48.9	44.12	5	1.16	55.49	0.989	49.306
603585.SS	1.165	78.52	41.15	43.01	48.03	5	1.38	31.44	0.995	52.655
603589.SS	-1.167	51.464	42.39	57.92	46.84	5	1.09	54.47	0.994	47.306
603596.SS	-1.143	51.744	42.41	49.59	41.62	5	1.18	48.03	0.989	58.544
603599.SS	1.075	77.476	58.55	78.69	63.78	5	1.1	75.96	1.017	50.386
603601.SS	2.088	89.217	66.46	65.78	63.66	0	1.22	53.46	1.056	70.222
603605.SS	-0.964	53.815	48.86	63.21	51.65	5	0.95	65.74	1.0	61.72
603606.SS	0.197	67.287	33.78	43.08	36.6	5	1.16	25.44	0.985	57.383
603607.SS	-1.341	49.44	36.3	35.15	49.09	5	1.09	32.61	1.001	39.213
603613.SS	0.783	74.084	53.72	69.58	53.29	5	1.31	77.71	1.017	39.602
603618.SS	1.557	83.06	43.99	53.32	42.83	5	1.28	49.71	0.984	44.304
603636.SS	3.248	99.8	71.98	68.74	62.58	0	1.21	69.29	1.025	70.709
603659.SS	2.852	98.085	58.87	61.78	57.25	5	1.38	72.43	1.012	48.178
603662.SS	0.952	76.045	51.16	52.64	44.56	5	1.36	59.11	0.992	51.126
603666.SS	0.03	65.353	28.35	34.6	33.42	5	1.24	38.42	0.997	37.766
603669.SS	3.46	99.8	79.96	82.44	75.99	5	1.34	87.18	1.064	80.131
603678.SS	1.758	85.398	71.89	68.11	66.71	5	1.26	99.28	1.046	79.287
603680.SS	2.712	96.463	64.71	67.12	65.91	5	1.25	67.06	1.012	70.194
603681.SS	-0.81	55.61	49.24	64.36	57.26	5	0.95	77.56	1.029	36.387
603688.SS	1.875	86.75	62.5	49.64	56.63	5	0.18	50.68	1.007	67.509
603689.SS	1.432	81.607	47.05	60.13	46.84	5	1.19	49.87	0.993	51.819
603693.SS	0.148	66.717	41.21	34.56	43.39	5	0.04	33.23	0.991	49.184
603713.SS	2.051	88.787	47.82	71.82	57.42	5	1.33	61.62	0.993	47.922
603730.SS	-0.863	54.992	39.55	59.3	44.03	5	1.14	48.76	0.984	44.428
603733.SS	1.67	84.374	49.61	70.39	57.07	5	1.38	66.87	0.996	43.063
603766.SS	-0.043	64.506	33.38	29.59	39.13	0	1.43	25.22	0.988	47.422
603806.SS	4.562	99.8	82.56	81.41	69.12	5	1.24	87.96	1.069	98.902
603816.SS	1.967	87.815	56.59	77.48	62.91	5	1.21	70.92	1.002	55.911
603818.SS	1.254	79.552	36.1	42.41	42.83	0	1.58	31.67	0.994	37.838
603833.SS	-1.368	49.126	31.17	60.31	47.02	5	0.84	33.33	0.957	25.521
603866.SS	0.258	67.99	53.98	63.69	49.53	5	1.48	62.82	0.997	52.883
603877.SS	-0.969	53.758	37.18	60.66	48.29	5	0.71	42.84	0.985	41.891
603882.SS	1.046	77.132	68.74	74.6	64.8	5	1.37	80.87	1.03	75.147
603899.SS	1.033	76.978	52.45	61.91	59.74	5	1.49	74.73	1.007	49.259
603915.SS	0.666	72.724	55.27	54.39	54.44	5	1.27	61.99	1.001	52.433
603920.SS	4.114	99.8	73.33	83.87	72.76	5	1.16	85.63	1.067	69.445
603959.SS	2.759	97.009	31.46	45.44	44.5	5	0.59	29.72	0.988	38.501
603968.SS	2.74	96.782	54.83	73.31	65.78	5	1.23	77.68	1.017	32.755
603969.SS	1.396	81.192	53.74	62.34	55.45	0	1.32	62.64	0.973	47.973
603970.SS	0.142	66.651	48.07	64.07	56.5	5	1.67	68.87	0.999	46.603
603979.SS	3.599	99.8	54.47	70.82	63.63	5	1.35	65.38	0.99	52.001
603982.SS	0.752	73.719	42.35	30.75	39.5	5	1.12	36.35	1.002	51.707
603985.SS	0.798	74.257	60.69	60.52	60.13	5	1.44	69.55	1.012	67.712
603986.SS	1.204	78.969	53.56	64.31	57.85	5	1.28	62.08	1.012	50.148
603992.SS	3.848	99.8	75.17	93.27	82.03	5	1.29	83.42	1.092	75.238
603993.SS	3.272	99.8	66.48	83.46	69.03	0	1.38	72.04	1.009	68.072
603997.SS	-2.299	38.337	31.92	29.37	32.06	0	1.33	29.03	0.983	49.159
688002.SS	1.311	80.204	54.07	49.92	49.55	5	0.98	40.75	0.99	59.85
688036.SS	1.089	77.628	48.67	46.93	44.02	5	1.27	50.03	0.999	49.986
688111.SS	1.434	81.63	63.05	72.25	64.51	5	1.15	73.04	1.018	51.722
688169.SS	1.498	82.372	79.61	86.86	74.2	5	2.13	89.18	1.081	84.258
688186.SS	0.113	66.313	45.53	49.09	46.54	5	1.38	37.53	0.987	68.12
688188.SS	-0.158	63.165	46.08	53.77	45.95	5	1.38	66.11	0.996	52.851
688196.SS	1.191	78.815	34.91	52.23	45.06	5	2.45	28.9	0.976	38.35
688200.SS	0.35	69.058	65.95	67.05	61.15	5	0.59	88.24	1.044	85.373
688298.SS	5.368	99.8	57.06	69.16	55.17	5	1.96	65.26	1.0	58.006
688363.SS	0.52	71.027	56.27	70.87	55.41	5	1.61	66.08	0.998	62.579
688398.SS	-0.053	64.39	43.67	43.43	48.0	5	2.37	43.2	0.992	42.02
900901.SS	1.874	86.74	62.43	73.08	66.55	0	1.26	68.52	1.008	61.951
900902.SS	2.539	94.457	55.5	51.59	50.14	0	1.21	58.01	0.998	54.51
900904.SS	2.313	91.832	74.37	89.31	76.06	0	1.16	97.07	1.031	70.501
900917.SS	3.381	99.8	66.68	71.28	63.09	0	1.25	72.32	1.009	59.985
900941.SS	2.168	90.145	63.03	78.32	63.42	0	1.28	78.66	1.008	53.188
900943.SS	2.847	98.03	67.39	88.34	69.1	0	1.26	86.33	1.016	61.31
900946.SS	1.933	87.422	69.29	65.22	65.2	0	1.41	84.57	1.036	69.907
900948.SS	1.563	83.128	57.05	80.04	66.42	0	0.95	75.08	1.006	53.077
