"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"601985.SS","China National Nuclear Power Co., Ltd","378070965","40.5","72.173","99.8","64.113","52.60579","94.740525","100","59.92052","72.173","10.38","10.93","5.3",""
"601088.SS","China Shenhua Energy Company Limited","317343890","11.3","72.006","99.8","64.15","52.0683","93.793885","100","55.65013","72.006","43.23","45.4","5.02",""
"600025.SS","Huaneng Lancang River Hydropower Inc","90194819","32","71.663","99.8","61.224","53.96585","100","99.31789","55.85746","71.663","10.58","11.37","7.47",""
"601298.SS","Qingdao Port International Co., Ltd","153612209","51","71.3","98.9638","58.801","56.13607","54.51438","100","65.57491","71.3","9.31","9.7","4.19",""
"603979.SS","JCHX Mining Management Co.,Ltd","476943669","34.45","68.531","94.754","59.423","51.415","50","41.41175","51.86812","68.531","49.14","50.36","2.48",""
"601899.SS","Zijin Mining Group Company Limited","320543057","66","68.426","96.3845","58.699","50.19451","50","72.16762","59.52434","68.426","16.98","18.17","7.01",""
"601939.SS","China Construction Bank Corporation","987991639","18.3","67.822","90.6205","60.712","52.13462","64.563705","99.57266","58.76108","67.822","7.4","7.69","3.92",""
"601169.SS","Bank of Beijing Co., Ltd","2262195741","23.35","67.609","92.1172","58.31","52.3999","55.44941","84.47961","60.96876","67.609","5.81","5.92","1.89",""
"688169.SS","BEIJING ROBOROCK TECHNOLOGY CO","330526646","-21.35","67.198","93.4512","58.373","49.77085","50","86.23058","46.92547","67.198","393.19","378.81","-3.66",""
"601898.SS","China Coal Energy Company Limited","186225450","57.25","66.787","87.47","64.548","48.34354","83.14019","99.46151","53.27026","66.787","12.18","12.77","4.84",""
"600012.SS","Anhui Expressway Co Ltd","39536074","55.15","66.218","88.3256","57.514","52.81528","25.492155","16.66251","49.84859","66.218","13.65","14.06","3",""
"601919.SS","COSCO SHIPPING Holdings Co., Ltd","52292222","100","66.03","86.6898","58.812","52.58896","98.34332","100","65.94471","66.03","15","15.53","3.53",""
"600000.SS","Shanghai Pudong Development Bank Co., Ltd","30647018","27.25","65.737","91.0486","59.092","47.07152","86.59885","100","61.21367","65.737","8.22","8.5","3.41",""
"601225.SS","Shaanxi Coal Industry Company Limited","567741383","-0.25","65.663","85.6361","60.543","50.80921","100","99.03132","45.88121","65.663","25.29","26.28","3.91",""
"601168.SS","Western Mining Co.,Ltd","34224279","100","65.639","84.7091","59.057","53.15219","39.528825","8.52297","56.65265","65.639","17.31","17.98","3.87",""
"600362.SS","Jiangxi Copper Company Limited","145311422","97.7","65.61","80.3951","66.603","49.83123","50","39.22587","61.69022","65.61","23.26","23.53","1.16",""
"600350.SS","Shandong Hi-speed Company Limited","264569625","39.9","65.412","86.1395","56.964","53.13338","50","89.80599","57.75052","65.412","8.89","8.95","0.67",""
"603358.SS","Huada Automotive Technology Corp.,Ltd","185406447","88.5","65.137","88.7387","61.631","45.04201","50","100","60.85797","65.137","28.6","28.81","0.73",""
"600989.SS","Ningxia Baofeng Energy Group Co., Ltd","97654419","17.9","64.942","86.4265","58.303","50.09552","50","86.58708","59.85993","64.942","16.92","17.32","2.36",""
"601001.SS","Datong Coal Industry Co Ltd","87507982","100","64.812","83.7767","64.886","45.77184","70.54742","94.25451","57.48823","64.812","16.24","16.78","3.33",""
"600971.SS","Anhui Hengyuan Coal-Electricity Group Co., Ltd","103373530","100","64.634","81.1725","62.799","49.93121","22.59546","6.49002","56.68413","64.634","11.75","11.93","1.53",""
"601038.SS","First Tractor Company Limited","342212766","100","64.078","79.2835","62.703","50.24697","39.011115","12.55469","47.79534","64.078","15.45","15.38","-0.45",""
"600685.SS","CSSC Offshore & Marine Engineering (Group) Company Limited","129581539","100","63.511","74.6087","67.085","48.8394","78.47482","92.72738","58.92172","63.511","26.2","27.22","3.89",""
"600926.SS","Bank of Hangzhou Co., Ltd","527100165","56.65","63.359","83.0285","61.239","45.80846","55.265685","100","60.38242","63.359","12.97","13.47","3.86",""
"600183.SS","Shengyi Technology Co Ltd","618952490","41.85","63.169","80.9628","59.707","48.83742","86.98069","100","59.59564","63.169","20.2","20.31","0.54",""
"600368.SS","Guangxi Wuzhou Communications Co Ltd","211367017","100","63.115","83.1695","56.255","49.92032","50","98.51055","58.38179","63.115","3.49","3.65","4.58",""
"603920.SS","Olympic Circuit Technology Co., Ltd","94953245","-10.05","62.879","81.4381","60.096","47.10326","80.044755","90.70504","61.20341","62.879","18.98","21.69","14.28",""
"603225.SS","Xinfengming Group Co., Ltd","37577957","53.05","62.868","80.5403","58.869","49.19376","58.74088","70.72723","57.62292","62.868","15.36","14.74","-4.04",""
"601598.SS","Sinotrans Limited","35987917","100","62.664","77.6302","62.993","47.36847","12.19556","0","51.21507","62.664","5.44","5.51","1.29",""
"601838.SS","BANK OF CHENGDU CO LTD","1090779190","71.35","62.153","80.6897","59.127","46.64093","54.487865","99.47588","61.76582","62.153","15.14","15.5","2.38",""
"603298.SS","Hangcha Group Co., Ltd","33803392","100","61.897","78.6707","56.47","50.54887","28.46925","7.80377","49.17951","61.897","19.07","18.62","-2.36",""
"600098.SS","Guangzhou Development Group Incorporated","4066764","100","61.853","77.269","61.338","46.95273","50","77.84475","55.39213","61.853","6.16","6.71","8.93",""
"600737.SS","COFCO Tunhe Sugar Co Ltd","146250911","100","61.153","78.3683","55.937","49.15318","50","50.28968","57.57609","61.153","9.5","9.69","2",""
"601166.SS","Industrial Bank Co., Ltd","275691981","28.4","60.889","73.4508","61.177","48.0386","86.878775","100","56.72186","60.889","17.5","17.62","0.69",""
"600019.SS","Baoshan Iron & Steel Co., Ltd","982608984","66.4","60.687","79.221","58.225","44.61371","34.407395","41.14319","55.90097","60.687","6.56","6.99","6.55",""
"601601.SS","China Pacific Insurance (Group) Co., Ltd","208164148","18.65","60.645","76.8238","59.68","45.43232","75.16583","100","58.21513","60.645","27.89","28.61","2.58",""
"600406.SS","NARI Technology Co., Ltd","139231415","21.35","60.613","76.8484","59.139","45.85103","38.072975","39.99015","47.7427","60.613","24.21","24.7","2.02",""
"601058.SS","Sailun Jinyu Group Co Ltd","41061246","41.2","60.598","76.4083","54.646","50.73992","32.10233","2.28603","47.27117","60.598","13.6","13.19","-3.01",""
"600985.SS","Huaibei Mining Holdings Co.,Ltd","273073882","87.75","60.467","73.627","59.699","48.07523","34.30046","34.59801","48.11509","60.467","16.63","16.2","-2.59",""
"600993.SS","Mayinglong Pharmaceutical Group Co., LTD","340004102","100","60.444","71.9936","62.189","47.14873","50","88.43363","57.91574","60.444","26.5","25.92","-2.19",""
"601658.SS","Postal Savings Bank of China Co., Ltd","110108599","11.7","60.4","77.0842","59.24","44.87503","75.836965","85.89936","58.16111","60.4","5.03","5.17","2.78",""
"600415.SS","Zhejiang China Commodities City Group Co., Ltd","132807282","6","60.362","73.221","61.704","46.15986","15.296175","0","53.03371","60.362","7.55","7.37","-2.38",""
"600761.SS","Anhui Heli Co., Ltd","636450637","100","60.218","75.3542","56.64","48.66023","50","38.50036","48.81569","60.218","20.72","19.96","-3.67",""
"601577.SS","Bank of Changsha Co., Ltd","81853724","71.35","60.179","75.3492","60.359","44.8295","52.316385","72.74511","60.54198","60.179","7.91","8.16","3.16",""
"600036.SS","China Merchants Bank Co., Ltd","76276221","16.3","60.033","74.3606","59.761","45.97674","50","91.52182","51.93622","60.033","34.2","34.71","1.49",""
"600621.SS","Shanghai Chinafortune Co., Ltd","17539182","38.5","59.988","67.4294","64.671","47.8634","25.58131","1.67057","58.89432","59.988","12.73","11.81","-7.23",""
"600690.SS","Haier Smart Home Co., Ltd","909129393","-11.55","59.908","77.0373","55.178","47.50903","50","82.5548","51.25675","59.908","28.28","26.75","-5.41",""
"600789.SS","Shandong Lukang Pharmaceutical Co.,Ltd","18562539","100","59.81","68.6456","64.705","46.07968","59.10785","79.26152","48.79949","59.81","6.92","6.81","-1.59",""
"600006.SS","DongFeng Automobile Co. LTD","282677434","100","59.742","70.5185","63.508","45.19866","29.40826","0.87174","53.77386","59.742","6.26","6.26","0",""
"600177.SS","Youngor Group Co.,Ltd","24710257","52.55","59.663","69.9194","61.07","47.99901","50","47.86872","52.46104","59.663","7.11","7.08","-0.42",""
"603129.SS","ZHEJIANG CF MOTO POWER CO LTD","365796558","100","59.488","72.371","58.708","47.38629","50","85.55541","55.16729","59.488","139","138.39","-0.44",""
"600018.SS","Shanghai International Port (Group) Co., Ltd","377084031","73.15","59.474","77.6457","53.677","47.10022","50","95.20842","58.06566","59.474","5.62","6","6.76",""
"603662.SS","Keli Sensing Technology (Ningbo) Co.,Ltd","82395765","86.75","59.434","68.4569","63.821","46.02326","14.520365","0","49.12342","59.434","23.01","22.47","-2.35",""
"600531.SS","Henan Yuguang Gold&Lead Co., Ltd","122527905","100","59.382","70.6164","57.573","49.95793","50","59.0194","57.92038","59.382","6.23","6.46","3.69",""
"601808.SS","China Oilfield Services Limited","72153235","87.2","59.254","70.0677","60.397","47.2972","49.353875","27.48602","56.49565","59.254","16.79","16.37","-2.5",""
"600469.SS","Aeolus Tyre Co., Ltd","124931002","96.75","58.902","70.8258","58.286","47.59416","43.393875","28.75249","57.09679","58.902","5.73","5.88","2.62",""
"601233.SS","Tongkun Group Co Ltd","53820045","70.4","58.875","73.0408","57.313","46.27073","80.834195","100","55.19886","58.875","15.9","15.22","-4.28",""
"603501.SS","WILL SEMICONDUCTOR CO LTD SHANG","88567387","-8.45","58.736","71.4785","55.599","49.12942","71.77815","68.19545","59.50565","58.736","98.92","97.87","-1.06",""
"600348.SS","Yangquan Coal Industry (Group) Co., Ltd","164603400","74.65","58.734","69.522","60.917","45.76293","81.56712","92.72054","55.72398","58.734","10","9.81","-1.9",""
"600686.SS","Xiamen King Long Motor Group Co., Ltd","5108155367","100","58.676","71.4586","60.445","44.12571","50","27.49604","59.31858","58.676","7.12","7.33","2.95",""
"603299.SS","Jiang Su Suyan Jingshen Co.,Ltd","869826565","99.6","58.674","69.2976","58.059","48.66617","57.71477","98.77782","62.42745","58.674","9.42","9.93","5.41",""
"603693.SS","Jiangsu New Energy Development Co., Ltd","437257116","100","58.622","64.9726","65.041","45.85103","64.16887","94.16653","58.80989","58.622","11.4","11.6","1.75",""
"600508.SS","Shanghai Datun Energy Resourses Co Ltd","398737131","100","58.541","64.5544","64.516","46.55382","50","42.15822","48.91613","58.541","13.86","14.12","1.88",""
"600864.SS","Harbin Hatou Investment Co.,Ltd","191793920","100","58.54","62.6828","67.574","45.36402","37.12468","0","53.28515","58.54","4.73","4.74","0.21",""
"600038.SS","AVIC HELICOPTER CO LTD","22037326","69.2","58.432","65.4681","60.906","48.9211","50","43.8906","61.58869","58.432","40","39.47","-1.33",""
"600522.SS","Jiangsu Zhongtian Technology Co., Ltd","795082173","63.75","58.367","68.5204","59.728","46.85375","85.629655","100","59.62212","58.367","15.1","15.29","1.26",""
"688188.SS","SHANGHAI BOCHU ELECTRONIC TECH","149745054","20.6","58.301","73.5848","56.76","44.55729","12.61642","0","52.51114","58.301","184.56","177.72","-3.71",""
"600163.SS","Zhongmin Energy Co., Ltd","464881565","100","58.259","69.6936","62.421","42.6637","67.969645","99.12407","60.14261","58.259","4.61","5.22","13.23",""
"603323.SS","Jiangsu Suzhou Rural Commercial Bank Co., Ltd","310370189","79.65","58.25","71.4458","58.187","45.11656","50","73.41736","60.8084","58.25","4.79","4.85","1.25",""
"601163.SS","Triangle Tyre Co., Ltd","73540845","95.65","57.97","69.726","56.616","47.56941","18.65484","0","53.68682","57.97","15.14","14.83","-2.05",""
"603986.SS","GIGADEVICE SEMICONDUCTOR INC","306404343","2.7","57.918","67.0643","60.141","46.54986","100","100","62.56283","57.918","93.05","91.6","-1.56",""
"603689.SS","Anhui Province Natural Gas Development Co., Ltd","281193951","100","57.829","69.8819","57.171","46.43504","49.61881","35.7679","58.34012","57.829","8.05","8.64","7.33",""
"600458.SS","Zhuzhou Times New Material Technology Co., Ltd","944005639","100","57.827","66.7379","60.747","45.99753","47.889285","9.11789","58.29559","57.827","9.85","9.9","0.51",""
