"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"601985.SS","China National Nuclear Power Co., Ltd","368422620","-2.9","71.511","99.5469","62.068","52.91858","54.59625","100","58.0167","71.511","11.06","11.31","2.26",""
"600025.SS","Huaneng Lancang River Hydropower Inc","390515639","2.8","71.489","99.8","60.409","54.25786","60.698395","100","56.90091","71.489","11.91","11.78","-1.09",""
"601939.SS","China Construction Bank Corporation","81804301","-14.8","70.576","93.0643","63.742","54.92106","79.711225","100","60.29002","70.576","7.88","8.24","4.57",""
"601298.SS","Qingdao Port International Co., Ltd","167228328","23.75","69.349","91.9127","60.23","55.90466","50.264875","88.3346","61.63544","69.349","9.36","9.47","1.18",""
"600686.SS","Xiamen King Long Motor Group Co., Ltd","374653832","-53.75","68.266","91.8918","66.681","46.22519","100","100","56.03171","68.266","17.15","14.82","-13.59",""
"600012.SS","Anhui Expressway Co Ltd","311879473","17.75","67.265","89.6087","58.204","53.98323","87.974565","88.08206","55.8201","67.265","15.11","15.55","2.91",""
"600000.SS","Shanghai Pudong Development Bank Co., Ltd","609167355","17.75","67.088","93.0775","59.935","48.25043","70.573995","97.14775","59.28482","67.088","8.86","9","1.58",""
"600350.SS","Shandong Hi-speed Company Limited","1779089758","0.35","67.04","89.8108","58.002","53.30859","72.03095","77.72424","58.69388","67.04","9.31","9.66","3.76",""
"601088.SS","China Shenhua Energy Company Limited","179592482","49.3","66.458","85.0181","62.971","51.3853","14.242475","0.0835","50.39448","66.458","40.53","40.28","-0.62",""
"601898.SS","China Coal Energy Company Limited","112283362","79.25","66.301","85.3745","64.488","49.04152","38.59035","36.38661","58.36733","66.301","13.56","12.96","-4.42",""
"601169.SS","Bank of Beijing Co., Ltd","23539597","21.2","63.019","81.2873","56.158","51.61297","0","1.01489","51.15777","63.019","5.55","5.59","0.72",""
"603358.SS","Huada Automotive Technology Corp.,Ltd","31370539","100","62.617","82.9893","59.927","44.93471","31.267205","46.59204","55.07118","62.617","29.1","28.48","-2.13",""
"600018.SS","Shanghai International Port (Group) Co., Ltd","23583580","25.55","62.415","82.8308","56.731","47.68325","100","100","59.17977","62.415","6.27","6.35","1.28",""
"601225.SS","Shaanxi Coal Industry Company Limited","321857713","56.75","62.176","76.5795","58.794","51.15466","1.03119","0","47.23274","62.176","24.2","23.65","-2.27",""
"601899.SS","Zijin Mining Group Company Limited","19765630","100","61.981","80.4722","54.412","51.05865","4.89737","9.98841","47.97745","61.981","16.06","16.06","0",""
"600926.SS","Bank of Hangzhou Co., Ltd","90720072","16.3","61.803","78.4476","61.962","45.00074","37.06353","28.39475","61.8239","61.803","13.29","13.29","0",""
"600177.SS","Youngor Group Co.,Ltd","240405842","41.15","61.338","75.0536","60.72","48.23954","50","22.09728","56.11068","61.338","7.6","7.54","-0.79",""
"600368.SS","Guangxi Wuzhou Communications Co Ltd","117543762","43.7","61.319","78.7257","55.966","49.26602","58.67838","60.24199","53.76019","61.319","3.74","3.57","-4.55",""
"601838.SS","BANK OF CHENGDU CO LTD","108549608","30.6","61.209","75.7421","60.477","47.40708","28.63058","4.14968","59.47286","61.209","14.57","15.08","3.5",""
"600685.SS","CSSC Offshore & Marine Engineering (Group) Company Limited","74913515","67.9","61.195","69.1444","65.893","48.5464","58.4048","59.83567","56.574","61.195","26.8","25.59","-4.51",""
"600415.SS","Zhejiang China Commodities City Group Co., Ltd","61529007","65.85","61.103","76.1524","61.792","45.366","29.887755","6.46459","46.97366","61.103","7.32","7.93","8.33",""
"601168.SS","Western Mining Co.,Ltd","173789650","100","60.795","74.7106","56.696","50.97847","10.84165","0","45.80515","60.795","15.5","15.52","0.13",""
"603920.SS","Olympic Circuit Technology Co., Ltd","107521076","99.9","60.652","72.3421","62.146","47.46742","67.07569","68.65007","57.68356","60.652","19.4","18.87","-2.73",""
"601038.SS","First Tractor Company Limited","486535995","100","60.475","73.881","59.768","47.77629","16.511305","0","45.92195","60.475","14.3","14.37","0.49",""
"601001.SS","Datong Coal Industry Co Ltd","400573279","100","60.413","73.3642","63.479","44.39594","5.18609","0","51.44954","60.413","15.3","13.78","-9.93",""
"601166.SS","Industrial Bank Co., Ltd","185960318","2.2","60.353","71.6756","61.797","47.58624","25.506185","1.53766","57.70931","60.353","16.75","17.32","3.4",""
"600789.SS","Shandong Lukang Pharmaceutical Co.,Ltd","58175863","7.45","60.322","69.1734","65.966","45.82529","52.177635","31.33617","49.15447","60.322","7.51","6.95","-7.46",""
"600362.SS","Jiangxi Copper Company Limited","28089377","100","60.289","68.5293","63.272","49.06706","1.77829","0","47.82028","60.289","20.44","20.14","-1.47",""
"601919.SS","COSCO SHIPPING Holdings Co., Ltd","48952921","68","60.284","73.3062","56.659","50.88641","33.63919","0","60.00916","60.284","12.67","12.37","-2.37",""
"600993.SS","Mayinglong Pharmaceutical Group Co., LTD","1103101494","65.75","60.11","70.7301","62.582","47.01707","32.87986","7.07329","54.7964","60.11","26.88","25.91","-3.61",""
"600999.SS","China Merchants Securities Co., Ltd","30543102","33.05","60.032","76.6016","57.406","46.0876","87.38812","96.3035","53.11036","60.032","15.01","14.99","-0.13",""
"600183.SS","Shengyi Technology Co Ltd","3030612","56.25","59.898","73.1654","59.547","46.98144","34.7997","34.94855","55.26849","59.898","18.46","18.14","-1.73",""
"600006.SS","DongFeng Automobile Co. LTD","58113001","83.9","59.816","70.2003","63.78","45.46894","76.53082","60.92923","49.64034","59.816","6.66","6.28","-5.71",""
"688169.SS","BEIJING ROBOROCK TECHNOLOGY CO","152664363","41.65","59.76","74.5829","54.345","50.3509","0","0","42.14998","59.76","208.5","217.38","4.26",""
"600621.SS","Shanghai Chinafortune Co., Ltd","939706975","93.5","59.73","68.9646","63.613","46.61123","50","32.80473","56.88236","59.73","13.04","12.24","-6.13",""
"601601.SS","China Pacific Insurance (Group) Co., Ltd","151396803","31","59.647","74.737","58.903","45.30166","40.019885","48.83153","64.03178","59.647","27.84","28.7","3.09",""
"603979.SS","JCHX Mining Management Co.,Ltd","66924261","100","59.504","74.9869","51.753","51.77134","0","0","39.29712","59.504","41.54","41.39","-0.36",""
"601658.SS","Postal Savings Bank of China Co., Ltd","82741463","-24.9","59.424","73.8868","59.533","44.85127","34.827625","30.49817","60.67047","59.424","4.96","5.13","3.43",""
"600036.SS","China Merchants Bank Co., Ltd","179276562","10.2","58.858","69.5719","60.44","46.56273","20.264415","0.64852","51.42729","58.858","33.25","33.7","1.35",""
"603662.SS","Keli Sensing Technology (Ningbo) Co.,Ltd","272814366","100","58.673","67.1582","62.981","45.88072","31.47501","11.2412","51.44533","58.673","25.38","22.38","-11.82",""
"600406.SS","NARI Technology Co., Ltd","89551487","30.45","58.593","72.1813","58.224","45.37293","41.818695","43.35309","46.69989","58.593","23.69","23.76","0.3",""
"600710.SS","Sumec Corporation Limited","84494608","80.55","58.279","74.084","57.421","43.33185","40.24041","2.69614","49.44437","58.279","7.92","8.04","1.52",""
"601577.SS","Bank of Changsha Co., Ltd","345433910","33","58.119","69.6198","59.435","45.30364","1.65994","0","56.67641","58.119","7.67","7.84","2.22",""
"603129.SS","ZHEJIANG CF MOTO POWER CO LTD","59221648","68.9","58.078","68.214","57.112","48.90671","13.99033","1.20241","48.78796","58.078","128","126","-1.56",""
"603689.SS","Anhui Province Natural Gas Development Co., Ltd","52642129","40.95","58.063","69.9004","57.858","46.43207","78.442475","94.8816","50.56336","58.063","8.85","8.74","-1.24",""
"600038.SS","AVIC HELICOPTER CO LTD","6937478","66.85","57.992","64.2149","61.456","48.30503","43.269095","10.40393","61.47364","57.992","39.03","38.63","-1.02",""
"600864.SS","Harbin Hatou Investment Co.,Ltd","540716954","100","57.967","62.0959","67.308","44.49592","50","42.00052","53.31825","57.967","4.94","4.72","-4.45",""
"600989.SS","Ningxia Baofeng Energy Group Co., Ltd","10809653","100","57.925","71.0496","53.698","49.02747","2.462765","10.366","48.02593","57.925","15.34","15.27","-0.46",""
"600031.SS","Sany Heavy Industry Co., Ltd","172440025","56.75","57.766","69.7046","61.063","42.53007","37.349105","5.33411","55.95862","57.766","15.26","15.95","4.52",""
"600760.SS","AVIC SHENYANG AIRCRAFT CO LTD","16145884","40.95","57.753","64.4296","62.833","45.99555","65.4268","80.34326","57.8351","57.753","39.81","39.81","0",""
"601058.SS","Sailun Jinyu Group Co Ltd","289409856","100","57.345","70.101","53.077","48.85622","28.501695","0","40.37656","57.345","12.41","12.1","-2.5",""
"600908.SS","Wuxi Rural Commercial Bank Co.,Ltd","353675534","42.45","57.337","67.0938","58.653","46.2638","38.960155","5.45238","59.39932","57.337","5.17","5.34","3.29",""
"600511.SS","China National Medicines Corporation Ltd","46409690","54.1","57.219","65.765","56.38","49.51349","51.22643","39.81037","50.21562","57.219","33.8","31.08","-8.05",""
"600971.SS","Anhui Hengyuan Coal-Electricity Group Co., Ltd","69774322","100","57.098","65.1503","59.481","46.66271","0","0","44.59247","57.098","9.96","9.26","-7.03",""
"603606.SS","Ningbo Orient Wires & Cables Co.,Ltd","49590360","21.85","56.974","67.072","60.182","43.66741","50","68.49999","53.26392","56.974","48.3","45.9","-4.97",""
"601598.SS","Sinotrans Limited","78582578","84.55","56.967","64.1854","60.696","46.02029","0","0","44.59477","56.967","4.61","4.51","-2.17",""
"600764.SS","China Marine Information Electronics Company Limited","34112716","100","56.928","59.376","63.515","47.8931","41.656865","26.1042","50.49403","56.928","19.26","19.22","-0.21",""
"603323.SS","Jiangsu Suzhou Rural Commercial Bank Co., Ltd","47805497","44","56.906","70.3553","55.9","44.46127","43.76918","1.02004","58.38091","56.906","4.64","4.77","2.8",""
"600098.SS","Guangzhou Development Group Incorporated","148391396","70.1","56.725","66.9314","57.988","45.25415","0","0","45.16073","56.725","6.15","5.98","-2.76",""
"600690.SS","Haier Smart Home Co., Ltd","4152073087","65.75","56.721","69.2079","54.994","45.9609","17.383955","0","44.86642","56.721","24.18","24.73","2.27",""
"603607.SS","Zhejiang Jinghua Laser Technology Co.,Ltd","626748664","100","56.622","63.6653","60.172","46.0292","57.998765","23.34861","50.34285","56.622","12.49","11.98","-4.08",""
"600163.SS","Zhongmin Energy Co., Ltd","171530582","54.9","56.62","64.8308","61.113","43.91487","71.845445","86.07773","57.70784","56.62","5","4.77","-4.6",""
"601018.SS","Ningbo Zhoushan Port Company Limited","204103042","22.55","56.365","68.4496","56.73","43.91586","69.186265","91.7101","58.17161","56.365","3.63","3.61","-0.55",""
"601860.SS","Jiangsu Zijin Rural Commercial Bank Co.,Ltd","173014574","36","56.365","63.556","65.921","39.61693","50","4.40262","56.12112","56.365","2.53","2.54","0.4",""
"603298.SS","Hangcha Group Co., Ltd","9675277","100","56.131","67.3434","53.016","48.03366","0.78703","0","45.62076","56.131","16.55","15.9","-3.93",""
"600125.SS","China Railway Tielong Container Logistics Co Ltd","279320861","81.85","56.098","67.0907","52.02","49.18189","50","8.41369","58.37933","56.098","5.93","5.87","-1.01",""
"600188.SS","Yanzhou Coal Mining Company Limited","120352743","100","55.873","58.5066","60.202","48.90968","0","0","46.8729","55.873","14.55","13.88","-4.6",""
"603501.SS","WILL SEMICONDUCTOR CO LTD SHANG","386086513","47.25","55.855","65.1877","54.013","48.36328","23.508735","38.50107","55.90867","55.855","91.1","90.48","-0.68",""
"600276.SS","JIANGSU HENGRUI PHARMACEUTICALS","269215886","31.5","55.676","68.6858","50.75","47.59317","59.64122","61.24738","47.5436","55.676","43.21","43.62","0.95",""
