"Symbol","Company Name","ADTValue","AggregateScore","Sortino","Beta","BullishVolume","PriceUp","TDI","TII","MFI"
"603599.SS","Anhui Guangxin Agrochemical Co., Ltd","118922914","50.937","39.9631","56.15","49.339","43.65256","69.12074","82.13139","47.08451",""
"603605.SS","PROYA COSMETICS CO LTD","543131763","64.759","63.582","83.9","56.763","44.098","83.89548","86.08433","51.09591",""
"603606.SS","Ningbo Orient Wires & Cables Co.,Ltd","550359797","65.654","64.6236","42.7","57.371","43.20713","100","95.9004","55.77904",""
"603607.SS","Zhejiang Jinghua Laser Technology Co.,Ltd","211079445","73.274","78.4929","60.9","65.236","48.77506","100","100","59.51058",""
"603613.SS","BEIJING UNITED INFORMATION TECH","379363765","68.277","49.1732","71.85","53.189","43.65256","100","99.82733","60.24826",""
"603618.SS","Hangzhou Cable Co., Ltd","75073221","67.573","70.0331","49.95","48.155","49.66592","100","97.99167","57.21567",""
"603659.SS","SHANGHAI PUTAILAI NEW ENERGY TE","573347858","68.215","43.1824","85.35","57.81","40.97996","100","95.05501","55.12613",""
"603662.SS","Keli Sensing Technology (Ningbo) Co.,Ltd","597353673","76.077","99.8","50.8","66.772","48.77506","100","100","66.39026",""
"603666.SS","YIJIAHE TECHNOLOGY CO LTD","253812050","70.074","67.9632","67.85","54.425","46.10245","100","99.67872","54.49881",""
"603669.SS","Lionco Pharmaceutical Group Co., Ltd","54563358","70.86","73.731","49.1","59.7","43.87528","100","90.84838","78.76834",""
"603678.SS","FUJIAN TORCH ELECTRON TECHNOLOG","232275837","67.369","58.0234","65.25","60.151","44.98886","98.179415","89.0631","57.74665",""
"603680.SS","KTK Group Co., Ltd","30308109","70.784","71.6528","58.85","55.115","49.22049","100","100","60.64879",""
"603681.SS","Shanghai Yongguan Adhesive Products Corp., Ltd","47146281","60.617","50.7826","63.65","47.938","44.098","86.875925","91.95775","52.14221",""
"603688.SS","Jiangsu Pacific Quartz Co., Ltd","409534832","61.597","38.348","53.2","55.199","43.42984","98.872405","90.54641","52.71046",""
"603689.SS","Anhui Province Natural Gas Development Co., Ltd","45247910","57.663","73.9791","43.75","54.868","47.43875","70.67459","83.89058","58.36576",""
"603693.SS","Jiangsu New Energy Development Co., Ltd","62444590","46.142","59.9895","57.4","61.088","45.87973","53.04777","38.38144","54.15902",""
"603713.SS","MILKYWAY INTELLIGENT SUPPLY CHA","100912905","64.297","44.9332","67.85","51.625","42.09354","94.772575","95.70208","58.33121",""
"603730.SS","Shanghai Daimay Automotive Interior Co., Ltd","61218503","64.567","65.0108","46.05","62.082","44.76615","90.000585","100","54.05916",""
"603733.SS","Xianhe Co.,Ltd","103317492","64.318","52.4382","68.15","53.78","41.87082","92.086135","92.84305","56.97259",""
"603758.SS","Chongqing Qin'an M&E PLC","54133740","71.542","76.953","57.1","58.703","45.87973","100","96.97647","65.18482",""
"603806.SS","HANGZHOU FIRST APPLIED MATERIAL","662737746","64.585","44.7075","70.05","57.809","40.97996","94.189275","95.48529","54.68577",""
"603816.SS","Jason Furniture (Hangzhou) Co.,Ltd","323169978","64.503","59.2661","42.2","54.966","42.92135","100","95.73521","56.43215",""
"603833.SS","Oppein Home Group Inc","338833838","65.736","50.7394","51.4","55.23","41.20267","100","99.51783","62.06414",""
"603866.SS","TOLY BREAD CO LTD","97580752","64.148","41.2783","62.75","49.786","38.30735","100","97.99988","58.91364",""
"603877.SS","Ningbo Peacebird Fashion Co., Ltd","31653562","57.046","58.5576","67.4","57.798","44.32071","74.75355","71.99654","49.7455",""
"603882.SS","GUANGZHOU KINGMED DIAGNOSTICS G","313687823","69.038","43.1041","85.25","52.59","42.31626","100","98.9808","61.02528",""
"603899.SS","SHANGHAI MG STATIONERY INC","166146186","59.918","39.3685","67.95","49.711","41.20267","87.82326","91.51618","54.03139",""
"603915.SS","Jiangsu Guomao Reducer Co., Ltd","94802708","65.142","48.9849","75.2","54.1","44.76615","94.463895","95.86905","48.14698",""
"603920.SS","Olympic Circuit Technology Co., Ltd","956438428","74.539","93.9871","47.4","65.634","50.22422","100","99.39047","65.13959",""
"603959.SS","Hunan Baili Engineering Sci&Tech Co.,Ltd","52101401","57.909","40.2187","8.4","56.505","46.20536","96.22964","98.84815","62.72439",""
"603968.SS","Nantong Acetic Acid Chemical Co., Ltd","25397864","62.638","43.8705","56.7","54.633","43.20713","96.837985","93.59244","52.78453",""
"603970.SS","Sino-Agri Leading Biosciences Co.,Ltd","46411879","60.653","57.0907","60.95","61.906","43.42984","77.74814","87.99558","57.70171",""
"603979.SS","JCHX Mining Management Co.,Ltd","435456068","58.63","87.0906","38.9","50.951","52.11581","71.359975","93.39353","45.23768",""
"603982.SS","Nanjing Chervon Auto Precision Technology Co., Ltd","38784687","66.035","46.6345","61.15","55.066","44.098","100","95.47224","59.82182",""
"603985.SS","Jiangyin Hengrun Heavy Industries Co., Ltd","206019018","70.148","58.0731","71.55","55.849","46.10245","100","93.80029","65.66161",""
"603986.SS","GIGADEVICE SEMICONDUCTOR INC","1878977885","61.45","67.7021","65.5","55.6","47.66147","78.162045","82.87447","54.48563",""
"603992.SS","Xiamen Solex High-tech Industries Co., Ltd","67622081","66.992","78.4499","39.85","52.085","47.43875","100","93.75051","57.36786",""
"688002.SS","RAYTRON TECHNOLOGY CO LTD","436492330","76.741","81.4612","85.5","60.323","48.55234","100","100","61.35079",""
"688036.SS","SHENZHEN TRANSSION HOLDINGS CO","1042097221","74.084","76.5246","86.35","53.553","44.76615","100","100","57.39733",""
"688111.SS","BEIJING KINGSOFT OFFICE SOFTWAR","1519236123","75.248","74.4012","100","54.599","46.10245","100","99.13411","52.50102",""
"688169.SS","BEIJING ROBOROCK TECHNOLOGY CO","1111371301","67.652","86.3982","98.15","52.872","48.32962","76.842975","90.16703","43.95895",""
"688186.SS","Zhangjiagang Guangda Special Material Co., Ltd","54831888","71.727","50.1691","98.35","48.183","44.76615","100","99.78427","60.83432",""
"688188.SS","SHANGHAI BOCHU ELECTRONIC TECH","227837711","70.603","82.1129","65.8","55.018","44.54343","100","99.91479","46.8287",""
"688196.SS","Longyan Zhuoyue New Energy Co., Ltd","20881194","70.309","44.9883","90.25","60.481","43.87528","100","97.5045","55.06639",""
"688200.SS","BEIJING HUAFENG TEST & CONTROL","198591151","72.555","60.1387","100","57.187","43.87528","100","95.50207","51.18294",""
"688298.SS","Zhejiang Orient Gene Biotech Co., Ltd","111822717","64.467","45.0033","75.1","54.129","42.09354","90.276485","96.84907","57.54028",""
"688363.SS","BLOOMAGE BIOTECHNOLOGY CORPORAT","252661545","60.153","44.2477","100","46.599","43.87528","72.81252","79.69145","61.03254",""
"688398.SS","Fujian Supertech Advanced Material Co., Ltd","33871270","62.578","67.1734","90.6","51.101","48.32962","73.22538","83.31757","51.07271",""
