"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"600025.SS","Huaneng Lancang River Hydropower Inc","375663644","0.85","68.62","93.8088","58.291","53.75897","50","91.1516","54.03961","68.62","11.58","10.9","-5.87",""
"600012.SS","Anhui Expressway Co Ltd","391313252","6.05","67.857","90.7279","58.501","54.34355","100","99.67452","55.01133","67.857","15.49","16.03","3.49",""
"600686.SS","Xiamen King Long Motor Group Co., Ltd","83095625","-77.95","67.834","91.2998","66.256","45.94506","100","100","52.02004","67.834","13.44","14.55","8.26",""
"601898.SS","China Coal Energy Company Limited","173728543","58.15","66.622","85.1934","65.595","49.07831","60.450675","67.47511","60.03199","66.622","13.59","13.25","-2.5",""
"601985.SS","China National Nuclear Power Co., Ltd","386068412","-2.95","66.191","85.5392","61.043","51.99109","50","89.09557","54.94601","66.191","11.33","10.09","-10.94",""
"600350.SS","Shandong Hi-speed Company Limited","335605636","-15.3","65.515","86.5828","57.161","52.7998","86.312975","87.98251","57.30854","65.515","9.59","9.39","-2.09",""
"601298.SS","Qingdao Port International Co., Ltd","538510580","20.95","65.447","82.1697","58.404","55.76841","50","69.54396","58.41333","65.447","9.84","8.67","-11.89",""
"601088.SS","China Shenhua Energy Company Limited","1728637831","34.5","63.922","78.2496","62.639","50.8785","14.956755","0","46.93011","63.922","41.38","38.04","-8.07",""
"600415.SS","Zhejiang China Commodities City Group Co., Ltd","170754588","67.85","63.358","81.3675","61.91","46.79733","57.766965","49.30635","52.91338","63.358","8.14","8.62","5.9",""
"603920.SS","Olympic Circuit Technology Co., Ltd","116078701","100","63.121","78.5726","62.798","47.99209","36.25592","29.34797","60.08574","63.121","18.63","21.68","16.37",""
"600000.SS","Shanghai Pudong Development Bank Co., Ltd","22726348","16.9","62.298","82.5803","57.252","47.06063","69.46811","88.30347","54.15849","62.298","8.82","8.43","-4.42",""
"603358.SS","Huada Automotive Technology Corp.,Ltd","33527404","100","61.965","80.9094","60.304","44.68064","26.000275","19.1415","52.18175","61.965","28.2","27.55","-2.3",""
"601601.SS","China Pacific Insurance (Group) Co., Ltd","22752970","49.1","61.907","79.9036","59.92","45.89656","29.812405","49.00343","64.03435","61.907","28.55","30.99","8.55",""
"601939.SS","China Construction Bank Corporation","301450867","-19.7","61.868","74.9982","57.028","53.57684","67.01835","91.54442","52.36806","61.868","8.24","7.18","-12.86",""
"601038.SS","First Tractor Company Limited","18399008","90.45","61.862","77.5417","60.208","47.83568","50","1.63431","49.94758","61.862","14.61","15.32","4.86",""
"688169.SS","BEIJING ROBOROCK TECHNOLOGY CO","79857276","68","61.079","77.8129","54.562","50.86167","10.43774","0","41.97801","61.079","219","233.5","6.62",""
"601225.SS","Shaanxi Coal Industry Company Limited","247596780","69.9","61.05","73.3614","59.114","50.67558","6.61611","0","47.82123","61.05","23.99","22.8","-4.96",""
"600406.SS","NARI Technology Co., Ltd","120167652","32.25","60.928","78.09","59.12","45.57387","28.724375","34.11734","45.90143","60.928","23.3","25.11","7.77",""
"600789.SS","Shandong Lukang Pharmaceutical Co.,Ltd","114340232","-11.8","60.674","69.577","66.479","45.96684","60.893235","40.10793","49.39783","60.674","7.03","7.02","-0.14",""
"601001.SS","Datong Coal Industry Co Ltd","92788645","94.25","60.562","73.3641","63.753","44.57016","12.225885","0","56.73249","60.562","14.26","13.83","-3.02",""
"600018.SS","Shanghai International Port (Group) Co., Ltd","58119507","3.8","60.149","78.436","54.643","47.36847","87.26235","99.05475","56.5557","60.149","6.29","6.14","-2.38",""
"603662.SS","Keli Sensing Technology (Ningbo) Co.,Ltd","156968026","100","60.048","70.9119","63.288","45.94506","50","25.44646","51.17811","60.048","21.95","24.53","11.75",""
"600621.SS","Shanghai Chinafortune Co., Ltd","114222296","100","59.933","69.8995","63.602","46.29646","52.592395","47.57989","55.53078","59.933","11.95","12.49","4.52",""
"600999.SS","China Merchants Securities Co., Ltd","449011457","43.55","59.76","76.9805","56.51","45.78867","84.914415","100","50.38679","59.76","14.8","15.08","1.89",""
"600685.SS","CSSC Offshore & Marine Engineering (Group) Company Limited","376778915","67.45","59.756","65.9816","64.226","49.06112","21.69295","21.84678","56.21014","59.756","24.8","24.38","-1.69",""
"601899.SS","Zijin Mining Group Company Limited","187910175","100","59.749","74.4699","53.733","51.04479","0","0","49.43488","59.749","15.75","14.76","-6.29",""
"601169.SS","Bank of Beijing Co., Ltd","53571237","16.8","59.653","73.3053","54.495","51.15961","0","1.19849","48.96344","59.653","5.58","5.22","-6.45",""
"600368.SS","Guangxi Wuzhou Communications Co Ltd","27126146","33.95","59.456","74.3307","55.61","48.42861","69.343215","44.9604","51.90544","59.456","3.5","3.36","-4",""
"603129.SS","ZHEJIANG CF MOTO POWER CO LTD","52469114","77.8","59.352","70.7186","57.864","49.4729","6.608315","0.1353","49.42483","59.352","134.1","132.89","-0.9",""
"601168.SS","Western Mining Co.,Ltd","1094698535","100","59.312","71.1449","56.337","50.45286","0.505455","0","44.03242","59.312","15.12","14.5","-4.1",""
"601919.SS","COSCO SHIPPING Holdings Co., Ltd","31726200","50.5","59.093","71.0412","56.219","50.01831","26.61831","0","57.81671","59.093","12.32","11.85","-3.81",""
"601058.SS","Sailun Jinyu Group Co Ltd","4077350","100","58.956","73.6212","53.886","49.36204","32.809755","0.15695","38.50085","58.956","12.32","12.91","4.79",""
"600006.SS","DongFeng Automobile Co. LTD","54860795","79.75","58.933","67.8138","63.349","45.63623","75.895605","37.44172","50.29386","58.933","5.9","5.98","1.36",""
"600760.SS","AVIC SHENYANG AIRCRAFT CO LTD","164294719","30.3","58.835","66.8105","63.157","46.53799","74.226545","66.39","52.88806","58.835","40.35","40.8","1.12",""
"600362.SS","Jiangxi Copper Company Limited","885215528","100","58.661","64.6143","62.719","48.65033","0.18294","0","43.42203","58.661","19.8","18.98","-4.14",""
"600177.SS","Youngor Group Co.,Ltd","148444755","39.5","58.652","68.6327","59.93","47.39322","50","37.82619","49.12433","58.652","7.31","7.05","-3.56",""
"600183.SS","Shengyi Technology Co Ltd","60309385","70.25","58.576","70.2783","58.815","46.63499","9.29148","1.54564","55.86414","58.576","17.5","17.31","-1.09",""
