"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"601898.SS","China Coal Energy Company Limited","361993725","62.8","65.853","84.6324","64.678","48.2471","92.31013","98.15724","56.87138","65.853","12.67","12.93","2.05",""
"600025.SS","Huaneng Lancang River Hydropower Inc","362798745","-10","64.957","85.8162","56.255","52.79881","50","48.43268","51.61986","64.957","10.35","10.24","-1.06",""
"601985.SS","China National Nuclear Power Co., Ltd","84495811","-14.45","64.68","83.87","57.781","52.38802","50","27.87461","52.59168","64.68","9.65","9.99","3.52",""
"600012.SS","Anhui Expressway Co Ltd","173609645","20.3","64.667","82.4263","57.806","53.76993","87.286445","97.41137","53.29678","64.667","14.76","14.39","-2.51",""
"601038.SS","First Tractor Company Limited","389375565","82.6","64.527","82.9025","61.431","49.24821","50","29.12086","48.44306","64.527","15.14","16.75","10.63",""
"601088.SS","China Shenhua Energy Company Limited","335406133","36.5","64.292","80.0995","61.951","50.82603","26.18412","0","45.50319","64.292","36.93","38.5","4.25",""
"600686.SS","Xiamen King Long Motor Group Co., Ltd","556129184","-66.8","63.735","81.3243","65.482","44.39891","72.742915","91.81531","50.07901","63.735","11.6","10.9","-6.03",""
"600415.SS","Zhejiang China Commodities City Group Co., Ltd","1620444131","54.6","63.454","81.0658","61.937","47.36055","78.65431","86.40661","49.58218","63.454","8.56","8.67","1.29",""
"603358.SS","Huada Automotive Technology Corp.,Ltd","152309418","100","62.973","84.0985","60.778","44.04292","25.76471","15.47964","49.21652","62.973","29.01","29.18","0.59",""
"601298.SS","Qingdao Port International Co., Ltd","116713944","18.25","62.597","76.2453","56.393","55.15323","42.60417","25.04315","52.87716","62.597","8","8.12","1.5",""
"600406.SS","NARI Technology Co., Ltd","25170463","18.8","62.317","80.625","59.19","47.13586","50","67.63774","49.48709","62.317","25.6","25.74","0.55",""
"600000.SS","Shanghai Pudong Development Bank Co., Ltd","34608073","31.6","62.057","82.1747","57.2","46.79634","67.187015","69.18759","53.38557","62.057","8.21","8.51","3.65",""
"603129.SS","ZHEJIANG CF MOTO POWER CO LTD","21282927","77.95","62.004","76.3156","59.2","50.49542","30.920025","22.75992","49.54674","62.004","146.42","149.29","1.96",""
"603920.SS","Olympic Circuit Technology Co., Ltd","275543281","100","61.76","75.2383","61.954","48.0874","41.84857","18.0201","56.64666","61.76","20.69","20.22","-2.27",""
"601225.SS","Shaanxi Coal Industry Company Limited","16987025","75.8","61.663","75.335","59.014","50.63994","31.2147","0","50.52305","61.663","22.12","23.49","6.19",""
"601939.SS","China Construction Bank Corporation","67308437","-10.55","61.593","75.5134","56.141","53.12348","50","62.6371","53.27143","61.593","7.09","7.23","1.97",""
"601001.SS","Datong Coal Industry Co Ltd","250439827","100","61.532","75.6932","63.653","45.25019","40.868975","0","47.97153","61.532","13.4","14.37","7.24",""
"600350.SS","Shandong Hi-speed Company Limited","122157513","-33.7","61.364","77.5498","53.82","52.72259","100","93.14333","55.40785","61.364","9.03","8.65","-4.21",""
"688169.SS","BEIJING ROBOROCK TECHNOLOGY CO","113862410","75.75","61.354","77.8338","55.288","50.94086","45.277135","3.45702","39.0037","61.354","238","236.36","-0.69",""
"601919.SS","COSCO SHIPPING Holdings Co., Ltd","107456334","71.4","61.047","76.2621","56.808","50.07176","27.557355","0","52.36958","61.047","11.65","12.98","11.42",""
"601058.SS","Sailun Jinyu Group Co Ltd","52883268","100","60.941","77.6011","55.336","49.88567","50","18.37913","40.04871","60.941","13.71","13.85","1.02",""
"603662.SS","Keli Sensing Technology (Ningbo) Co.,Ltd","153168488","100","60.905","72.5619","64.564","45.58872","57.287505","74.9037","56.74748","60.905","25.18","25.62","1.75",""
"601168.SS","Western Mining Co.,Ltd","118597774","100","60.888","74.9167","56.919","50.82801","11.38977","0","44.50121","60.888","14.39","15.73","9.31",""
"601899.SS","Zijin Mining Group Company Limited","369143345","100","60.819","78.0365","53.373","51.04875","0","0","49.21295","60.819","14.24","15.88","11.52",""
"601601.SS","China Pacific Insurance (Group) Co., Ltd","350274946","64.9","60.771","77.7935","59.318","45.20267","76.08341","66.92353","56.99082","60.771","30","30.28","0.93",""
"600198.SS","Datang Telecom Technology Co., Ltd","191320361","100","60.726","80.5124","54.337","47.32888","92.608775","94.24334","59.00518","60.726","5.11","7.73","51.27",""
"600690.SS","Haier Smart Home Co., Ltd","49120159","93.95","60.62","76.985","58.554","46.3222","33.272425","3.91848","42.54229","60.62","25.18","27.23","8.14",""
"603979.SS","JCHX Mining Management Co.,Ltd","38111563","100","60.084","74.7653","53.755","51.73076","33.501155","0","36.54278","60.084","35.58","42.02","18.1",""
