"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"SCCC.BK","Siam City Cement PCL","190044","-3","75.399","90.5306","94.217","41.44848","75.651245","100","74.24277","75.399","162","173.5","7.1",""
"CCET.BK","CAL-COMP ELECTRONICS (THAILAND) PCL.","251317","-11.35","72.329","95.7171","76.355","44.91516","74.271275","87.96103","69.10325","72.329","4.58","5.15","12.45",""
"SSC.BK","Sermsuk PCL","4617","3.85","71.925","99.8","76.829","39.14571","55.43779","100","66.94244","71.925","62.5","63","0.8",""
"MCOT.BK","MCOT PCL","3467550","-12.9","71.518","99.8","77.804","36.94888","100","100","62.38623","71.518","5.15","8.7","68.93",""
"BCT.BK","BIRLA CARBON (THAILAND) PCL","141287821","13.35","71.315","77.0065","92.617","44.32094","54.01743","85.37271","82.76593","71.315","73","74","1.37",""
"QHOP.BK","QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND","289895","-6.95","71.001","77.113","97","38.89054","58.3426","76.83758","77.35422","71.001","3.26","3.5","7.36",""
"INTUCH.BK","Intouch Holdings PCL","9343651","16.8","70.959","99.8","68.092","44.98388","77.55378","100","73.58492","70.959","103","111.5","8.25",""
"MFC.BK","MFC ASSET MANAGEMENT PCL","3674723","48.6","70.725","86.4354","93.596","32.14437","100","100","85.02105","70.725","28","27.75","-0.89",""
"MONO.BK","MONO NEXT PCL","340614","-9.75","69.516","91.0867","78.178","39.28358","50","100","78.44233","69.516","1.82","1.77","-2.75",""
"GULF.BK","GULF ENERGY DEVELOPMENT PCL","1220692","33.2","68.627","98.4582","65.243","42.1803","73.761865","100","74.8446","68.627","63","68.25","8.33",""
"TRUE.BK","TRUE CORPORATION PCL","385826","36","68.207","99.8","62.06","42.76109","67.93284","100","67.95265","68.207","11.5","11.9","3.48",""
"WPH.BK","WATTANAPAT HOSPITAL TRANG PCL","1091513341","8.3","68.203","98.4702","66.858","39.28022","34.02017","26.23361","44.95251","68.203","12","10.9","-9.17",""
"MDX.BK","M.D.X. PCL","39195837","1.7","68.101","74.7525","90.746","38.80424","100","100","78.3141","68.101","3.78","3.9","3.17",""
"SAMTEL.BK","SAMTEL_SAMART TELCOMS","31646","50.65","66.839","87.6221","71.3","41.59352","64.69612","100","72.86371","66.839","5.45","5.95","9.17",""
"MBK.BK","MBK PCL","167911","25.25","66.804","85.208","74.903","40.3007","100","100","64.75175","66.804","18.2","20.4","12.09",""
"NDR.BK","N.D. Rubber PCL","1870299","-3.05","66.768","91.769","65.397","43.13652","92.936115","100","75.04931","66.768","2.8","3.12","11.43",""
"K.BK","KINGSMEN C.M.T.I. PCL","11748111","19","66.236","79.8509","81.829","37.02751","100","100","86.87904","66.236","1.41","1.41","0",""
"PG.BK","People's Garment PCL","115218","-6.85","65.27","70.8477","90.499","34.46337","68.278385","71.70127","70.43826","65.27","8.95","9","0.56",""
"PIN.BK","PINTHONG INDUSTRIAL PARK PCL","605634","36.45","65.235","81.9881","74.487","39.22904","100","99.81456","49.27506","65.235","6.15","5.75","-6.5",""
"SELIC.BK","Selic Corp PCL","1545270","15.35","65.12","78.8231","79.691","36.8461","75.38481","92.85946","58.57914","65.12","3.24","3.18","-1.85",""
"VARO.BK","Varopakorn PCL","1261251","-12","64.949","76.9968","84.398","33.45164","100","100","74.68274","64.949","4.92","4.96","0.81",""
"SKN.BK","S.KIJCHAI ENTERPRISE PCL","7658503","-8.6","64.794","77.1725","83.087","34.12392","28.091945","0","61.36218","64.794","5.6","5.6","0",""
"IT.BK","It City PCL","7207","10.8","64.743","82.2758","71.161","40.7933","50","99.48941","69.812","64.743","5.55","4.94","-10.99",""
"TRT.BK","Tirathai PCL","5008278","9.6","64.709","78.0186","77.238","38.87028","28.01003","0","61.43941","64.709","3.7","3.64","-1.62",""
"ADVANC.BK","Advanced Info Service PCL","466818","34.1","64.629","98.5842","53.896","41.40602","51.199595","100","62.10187","64.629","272","282","3.68",""
"NC.BK","Newcity (Bangkok) PCL","3292818","-25.75","64.377","79.1203","76.814","37.19562","100","100","83.1738","64.377","3.64","3.6","-1.1",""
"BA.BK","Bangkok Airways PCL","3990794","24.15","64.07","92.2222","55.07","44.91686","96.156125","100","44.6248","64.07","24.4","23.7","-2.87",""
"HTECH.BK","Halcyon Technology PCL","853422","20.1","63.784","90.2164","67.995","33.14018","87.081235","100","72.94125","63.784","4.3","4.6","6.98",""
"BH.BK","Bumrungrad Hospital PCL","1874951","29.7","63.543","85.0309","63.326","42.27151","100","100","49.78414","63.543","268","278","3.73",""
"PROEN.BK","PROEN CORP PCL","4154518","15.85","63.487","75.0854","73.501","41.87409","100","100","72.92312","63.487","3.88","3.76","-3.09",""
"CITY.BK","City Steel PCL","4435971","31.15","63.424","60.5874","97.255","32.42918","18.219735","0","20.00983","63.424","1.92","1.93","0.52",""
"MALEE.BK","Malee Group PCL","1160228","35.45","63.233","78.2043","66.513","44.98228","90.876085","100","52.90313","63.233","13.2","12","-9.09",""
"PPPM.BK","PP PRIME PCL","80019","-31.55","63.159","80.9773","81.843","26.65573","100","100","78.48116","63.159","0.84","1.07","27.38",""
"SCP.BK","Southern Concrete Pile PCL","3247887","21.45","63.077","78.418","70.937","39.87594","68.999425","63.42511","39.89565","63.077","6.45","6.5","0.78",""
"AIRA.BK","AIRA Capital PCL","5643388","-10.2","63.074","63.1565","88.065","38.00161","50","0","22.60633","63.074","1.42","1.46","2.82",""
"JTS.BK","JASMINE TECHNOLOGY SOLUTION PCL","38624","12.95","62.882","84.3474","58.758","45.54048","92.9159","100","55.11083","62.882","70.25","71.5","1.78",""
"PORT.BK","SAHATHAI TERMINAL PCL","106563860","31.95","62.873","65.4968","82.478","40.64386","50","11.01471","41.81276","62.873","1.56","1.4","-10.26",""
"TU.BK","Thai Union Group PCL","270955","-3.05","62.846","67.3535","48.523","40.52469","50","25.00796","42.02748","52.134","14.9","14.8","-0.67",""
"INSET.BK","INFRASET PCL","164622","24.75","62.812","76.7123","72.15","39.57318","100","96.07578","69.50779","62.812","3.1","2.84","-8.39",""
"CNT.BK","Christiani & Nielsen (Thai) PCL","520820","22.75","62.789","71.4069","83.151","33.8076","100","100","82.29215","62.789","1.29","1.26","-2.33",""
"WHAUP.BK","WHA Utilities and Power PCL","2379453","10.65","62.779","89.2872","56.282","42.76736","100","100","67.74546","62.779","5.05","5.3","4.95",""
"PRECHA.BK","Preecha Group PCL","4394223","-13.45","62.655","77.5129","76.191","34.26072","99.649025","95.75912","57.05023","62.655","1.22","1.18","-3.28",""
"LANNA.BK","THE LANNA RESOURCES PCL","737826994","-6.35","62.482","69.8783","77.863","39.70338","70.36194","100","77.77094","62.482","16.4","16","-2.44",""
"HPF.BK","HEMARAJ INDUSTRIAL PROPERTY AND LEASEHOLD FUND","91039500","6.45","62.264","74.6249","85.092","27.07534","87.05558","96.3369","46.38695","62.264","4.92","5","1.63",""
"SE.BK","SIAMEAST SOLUTIONS PCL","1197511","2.85","62.154","55.692","51.504","30.63242","93.541395","100","60.87393","45.943","0.74","0.71","-4.05",""
"THE.BK","The Steel PCL","144826","13.9","61.944","54.276","92.457","39.0996","58.798825","34.1972","72.35502","61.944","0.94","0.91","-3.19",""
"ICC.BK","I.C.C. INTERNATIONAL PCL","3995045","37.05","61.92","67.9429","77.838","39.98005","64.695515","67.41089","42.93214","61.92","32.5","32.75","0.77",""
"CPF.BK","Charoen Pokphand Foods PCL","404412","-4.4","61.896","87.4216","57.851","40.41587","73.772375","97.96143","52.69435","61.896","25.5","25.75","0.98",""
"PLANET.BK","PLANET COMMUNICATIONS ASIA PCL","2318454","-37","61.715","77.5265","72.978","34.64144","100","100","81.10642","61.715","1.07","1.1","2.8",""
"NEWS.BK","NEWS NETWORK CORPORATION PCL","23241919","100","61.7","99.8","68.206","17.09542","50","31.30413","84.54288","61.7","0.02","0.01","-50",""
"TMW.BK","Thai Mitsuwa PCL","1095976","11.8","61.676","77.6824","66.068","41.2772","82.89393","99.92964","56.48134","61.676","62.75","64","1.99",""
"STGT.BK","SRI TRANG GLOVES (THAILAND) PCL","120010","45.2","61.599","78.3142","65.791","40.69251","89.341905","96.63971","59.37197","61.599","11.3","10.4","-7.96",""
"DEMCO.BK","Demco PCL","40235809","-6.55","61.558","68.62","78.273","37.77974","6.201175","9.56269","81.97908","61.558","3.7","3.48","-5.95",""
"CPI.BK","Chumporn Palm Oil Industry PCL","173701","23","61.469","79.5495","69.923","34.93327","100","100","85.12794","61.469","2.98","3.24","8.72",""
"PT.BK","Premier Technology PCL","140038","9.05","61.422","81.8173","59.908","42.54128","100","100","53.11857","61.422","9.7","9.7","0",""
"JAS.BK","Jasmine International PCL","11898","42","61.384","74.2313","68.742","41.17986","31.49183","17.90169","47.86473","61.384","2.48","2.46","-0.81",""
"SCI.BK","SCI Electric PCL","18289838","9.25","61.197","70.0445","76.85","36.69569","100","100","67.9459","61.197","0.94","0.92","-2.13",""
"LUXF.BK","LUXURY REAL ESTATE INVESTMENT FUND","582757","36.65","61.122","75.5758","74.651","33.14026","94.364485","100","65.94179","61.122","8.05","8","-0.62",""
"NPK.BK","New Plus Knitting PCL","11941945","44.4","60.984","67.4471","70.621","44.88279","74.51695","97.50561","43.40735","60.984","13.6","13.5","-0.74",""
"UMI.BK","THE UNION MOSAIC INDUSTRY PCL","126999","-28.45","60.932","61.8939","86.442","34.46055","87.647305","99.57397","70.13883","60.932","0.93","0.84","-9.68",""
"F&D.BK","FOOD AND DRINKS PCL","1858217","12.35","60.864","81.9518","59.896","40.74403","80.8201","100","62.78772","60.864","43","43.5","1.16",""
"SAAM.BK","SAAM DEVELOPMENT PCL","2238090","-9.4","60.811","77.7874","64.975","39.67159","55.42845","91.38936","65.00288","60.811","8.7","8.75","0.57",""
"SAMART.BK","SAMART CORPORATION PCL","1647849","42.95","60.642","81.9223","56.811","43.19346","100","100","62.49828","60.642","7.2","7.05","-2.08",""
"GREEN.BK","Green Resources PCL","23210531","-11.4","60.572","73.1629","70.102","38.45166","64.9898","79.8185","53.09735","60.572","1.11","1.07","-3.6",""
"CHOW.BK","Chow Steel Industries PCL","5113523","-15.4","60.536","74.5263","68.146","38.93441","76.324725","74.45449","55.54053","60.536","2.56","2.46","-3.91",""
"NSL.BK","NSL FOODS PCL","459731333","3.85","60.525","85.7684","52.495","43.31013","100","99.84222","53.57157","60.525","36","34.5","-4.17",""
"SCN.BK","Scan Inter PCL","694147","63.6","60.508","58.3671","83.789","39.36839","51.24884","42.48367","84.19135","60.508","0.96","1.02","6.25",""
"MNIT.BK","MFC-NICHADA THANI PROPERTY FUND","2173719","-7.15","60.348","73.7013","67.449","39.89486","70.575695","88.63253","19.51258","60.348","2.24","2.24","0",""
"NFC.BK","NFC PCL","701995","30.05","60.311","60.2526","85.597","35.08455","97.38563","100","76.63065","60.311","2.24","2.14","-4.46",""
"CHEWA.BK","CHEWATHAI PCL","212097","-25.75","60.264","63.6433","85.97","31.17854","100","100","77.51293","60.264","0.48","0.47","-2.08",""
"ACG.BK","AUTOCORP HOLDING PCL","112456056","51.5","60.159","65.4853","74.743","40.24855","78.379625","83.19626","63.88371","60.159","1.11","1.12","0.9",""
"LHHOTEL.BK","LH HOTEL LEASEHOLD REIT","13108827","40.7","60.03","77.2429","62.887","39.9596","100","100","63.23922","60.03","13.3","13.4","0.75",""
"FPT.BK","FRASERS PROPERTY (THAILAND) PCL","157332874","-33.9","60.013","59.6468","85.769","34.62357","18.053855","1.42823","20.30199","60.013","13.2","13.2","0",""
"UEC.BK","Unimit Engineering PCL","679603167","27.6","60.013","66.2817","75.388","38.37046","50","0.04172","66.01252","60.013","1.44","1.46","1.39",""
"PR9.BK","PRARAM 9 HOSPITAL PCL","10595493","17.85","60.001","84.619","52.2","43.18359","100","100","56.7937","60.001","22.1","22","-0.45",""
"CI.BK","Charn Issara Development PCL","26705511","30.95","59.934","65.4699","81.548","32.78477","72.71763","97.39837","80.7087","59.934","0.59","0.56","-5.08",""
"W.BK","WOW FACTOR PCL","41246517","-28.4","59.777","64.0904","84.528","30.71363","53.839285","35.90233","58.54313","59.777","0.61","0.73","19.67",""
"CPH.BK","Castle Peak Holdings PCL","1024781979","-68.3","59.683","64.5093","79.383","35.15782","100","100","71.00652","59.683","14.8","14.2","-4.05",""
"EMC.BK","EMC_EMC","648932","-28.75","59.604","74.1138","85.717","18.98072","71.179035","94.86446","76.47403","59.604","0.08","0.09","12.5",""
"CSP.BK","CSP Steel Center PCL","275964024","-13.55","59.583","63.1718","80.776","34.80229","11.795675","1.61884","68.82002","59.583","0.76","0.82","7.89",""
"DELTA.BK","Delta Electronics (Thailand) PCL","272644874","11","59.575","86.8872","43.06","48.77751","50","100","68.05746","59.575","116.5","130.5","12.02",""
"AMARIN.BK","Amarin Printing And Publishing PCL","48079618","1.75","59.561","49.6996","94.463","34.52121","50","22.74628","31.53801","59.561","3.9","3.7","-5.13",""
"YUASA.BK","Yuasa Battery (Thailand) PCL","278100","-22.85","59.53","59.6311","86.418","32.54147","88.77391","95.79708","32.02932","59.53","11.3","11","-2.65",""
"VPO.BK","Vichitbhan Palmoil PCL","1064511102","37.2","59.49","67.0627","75.213","36.19457","100","100","73.37471","59.49","0.74","0.71","-4.05",""
"PPP.BK","Premier Products PCL","32512869","12.8","59.466","65.0626","72.323","41.0121","74.61104","87.24645","36.97065","59.466","1.72","1.73","0.58",""
