"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"SSC.BK","Sermsuk PCL","152889","41","72.929","99.8","75.597","43.38965","100","100","72.01424","72.929","62","62","0",""
"BCT.BK","BIRLA CARBON (THAILAND) PCL","185681","6.95","71.726","76.6385","92.926","45.61357","100","100","77.52343","71.726","75.5","73.75","-2.32",""
"WPH.BK","WATTANAPAT HOSPITAL TRANG PCL","2076","22.8","70.506","99.8","70.9","40.81834","50","70.90004","57.33322","70.506","10.4","11","5.77",""
"QHOP.BK","QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND","2072765","68.25","69.995","73.7387","96.758","39.48968","82.04987","70.5637","72.82284","69.995","3.28","3.2","-2.44",""
"SKN.BK","S.KIJCHAI ENTERPRISE PCL","35275147","10.6","67.304","83.2737","81.516","37.12178","50","100","63.3028","67.304","6","6.1","1.67",""
"TRUE.BK","TRUE CORPORATION PCL","187309","-1.95","67.119","99.0031","59.882","42.4723","86.928985","100","66.33243","67.119","9.2","10.2","10.87",""
"TRT.BK","Tirathai PCL","1700244","24.6","66.246","81.4995","78.011","39.22773","50","42.15504","65.26814","66.246","4.52","3.84","-15.04",""
"MONO.BK","MONO NEXT PCL","3419581","100","65.948","83.3156","78.184","36.34354","100","92.03659","72.37188","65.948","1.36","1.45","6.62",""
"IT.BK","It City PCL","32530","100","65.937","86.1859","71.022","40.60367","81.48422","91.00463","77.55735","65.937","5.05","5.2","2.97",""
"CCET.BK","CAL-COMP ELECTRONICS (THAILAND) PCL.","70035","78.7","65.73","81.8739","73.55","41.76677","50","87.68813","62.53177","65.73","3.36","3.36","0",""
"SCP.BK","Southern Concrete Pile PCL","103490","29.05","65.132","83.5114","72.253","39.63291","50","63.63196","57.55391","65.132","6.8","6.7","-1.47",""
"PORT.BK","SAHATHAI TERMINAL PCL","869943263","15.35","65.12","72.2064","82.642","40.51152","4.336015","0","82.78543","65.12","1.56","1.7","8.97",""
"MANRIN.BK","THE MANDARIN HOTEL PCL","31038376","-21.15","64.38","70.502","88.764","33.87384","34.375755","53.93643","64.75415","64.38","32.5","32","-1.54",""
"VIH.BK","SRIVICHAIVEJVIVAT PCL","3478","22.35","64.376","86.1227","72.205","34.80159","100","100","60.09893","64.376","10","10.1","1",""
"INTUCH.BK","Intouch Holdings PCL","18346","35.95","63.982","82.3649","65.824","43.75782","100","100","65.51413","63.982","81.75","83.25","1.83",""
"CITY.BK","City Steel PCL","623953","19.05","63.901","63.6464","98.102","29.95556","10.91075","0.43278","40.35985","63.901","2.14","2.06","-3.74",""
"THE.BK","The Steel PCL","6391427","15.35","63.573","56.1762","95.362","39.18165","50","0.2246","69.69309","63.573","0.96","1.02","6.25",""
"BA.BK","Bangkok Airways PCL","126077","37.25","62.954","85.1776","58.764","44.91891","50","86.63892","59.61308","62.954","19.8","19.9","0.51",""
"ICC.BK","I.C.C. INTERNATIONAL PCL","295795","26.4","62.726","67.7783","78.598","41.80288","14.782365","0","37.84935","62.726","32","31.75","-0.78",""
"MDX.BK","M.D.X. PCL","456868","42.5","62.696","61.891","90.278","35.91989","21.227625","0","61.97869","62.696","3.04","2.84","-6.58",""
"DEMCO.BK","Demco PCL","765451","-8.85","62.684","70.2324","77.809","40.01023","28.218875","5.50056","78.86342","62.684","3.56","3.7","3.93",""
