"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"CCET.BK","CAL-COMP ELECTRONICS (THAILAND) PCL.","186448","57.65","75.694","99.8","81.55","45.73164","100","99.9804","79.02239","75.694","5.55","6.95","25.23",""
"SCCC.BK","Siam City Cement PCL","209363","3.85","72.391","82.7468","93.66","40.765","50","100","74.97632","72.391","166.5","164.5","-1.2",""
"PLANET.BK","PLANET COMMUNICATIONS ASIA PCL","4925","-56.05","71.916","93.1519","86.279","36.31568","81.85879","100","86.88875","71.916","1.75","1.74","-0.57",""
"QHOP.BK","QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND","8137134","-4.95","71.33","77.606","97.206","39.17819","69.04318","80.39856","77.66664","71.33","3.5","3.56","1.71",""
"SSC.BK","Sermsuk PCL","170845067","2.9","71.085","99.8","76.227","37.22663","75.73677","100","62.19907","71.085","63","62.75","-0.4",""
"SAMTEL.BK","SAMTEL_SAMART TELCOMS","327103","38.9","70.964","95.401","75.409","42.08271","100","100","79.14351","70.964","6.9","6.9","0",""
"BCT.BK","BIRLA CARBON (THAILAND) PCL","17479622","11.25","70.247","75.0421","92.346","43.35401","43.538865","50.9582","81.00003","70.247","73","71.5","-2.05",""
"INTUCH.BK","Intouch Holdings PCL","2962504","28.2","68.98","95.0577","67.41","44.47254","99.57695","100","66.17874","68.98","105","102.5","-2.38",""
"IT.BK","It City PCL","334147","10.35","68.953","90.5666","74.325","41.96882","50","83.68711","74.4576","68.953","5.1","5.75","12.75",""
"MONO.BK","MONO NEXT PCL","1170913","-0.3","68.013","87.2449","78.237","38.55779","50","88.01572","76.48166","68.013","1.7","1.58","-7.06",""
"MDX.BK","M.D.X. PCL","378983","23.5","67.989","75.0596","90.178","38.73028","100","100","76.27939","67.989","4.08","3.9","-4.41",""
"PIN.BK","PINTHONG INDUSTRIAL PARK PCL","1340691114","40.6","67.935","88.439","74.796","40.56896","81.21751","100","57.01417","67.935","6.15","6.6","7.32",""
"WPH.BK","WATTANAPAT HOSPITAL TRANG PCL","40881055","5.45","67.806","98.0823","66.277","39.05889","84.79411","43.90245","45.51737","67.806","10.8","10.9","0.93",""
"TRUE.BK","TRUE CORPORATION PCL","48978","39.55","67.671","99.8","59.968","43.24492","68.12807","100","67.08055","67.671","12.2","12","-1.64",""
"MFC.BK","MFC ASSET MANAGEMENT PCL","156903","34.6","66.617","75.4746","92.685","31.6905","100","100","84.30068","66.617","28","25","-10.71",""
"BA.BK","Bangkok Airways PCL","1732676","24.25","66.232","96.2816","57.132","45.28326","79.726395","100","53.28206","66.232","25.75","25.5","-0.97",""
"VARO.BK","Varopakorn PCL","8964227","11.3","66.073","78.4036","84.708","35.10731","55.037435","100","74.20185","66.073","5.05","5.05","0",""
"TRT.BK","Tirathai PCL","91223","-6.35","65.959","80.5304","77.256","40.08958","40.99365","2.57969","46.83655","65.959","3.7","3.86","4.32",""
"SELIC.BK","Selic Corp PCL","489477","3","65.728","78.9576","81.475","36.75069","94.55589","100","63.83352","65.728","3.14","3.18","1.27",""
"GULF.BK","GULF ENERGY DEVELOPMENT PCL","1068113","40.05","65.726","92.8444","62.026","42.30823","68.786615","100","66.52054","65.726","66.25","64.75","-2.26",""
"INSET.BK","INFRASET PCL","1138445","12.7","65.645","84.3654","71.79","40.7803","100","98.48148","70.58455","65.645","3.08","3.42","11.04",""
