"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"TMW.BK","Thai Mitsuwa PCL","166044","-12.2","72.362","99.8","79.117","38.16844","65.14792","99.52017","58.87057","72.362","63","61.75","-1.98",""
"TRT.BK","Tirathai PCL","151302","-14.85","72.101","97.0402","80.986","38.27637","56.80144","100","68.52735","72.101","4.72","4.6","-2.54",""
"WPH.BK","WATTANAPAT HOSPITAL TRANG PCL","1603050","-51.35","72.096","99.8","75.054","41.43498","100","100","69.17503","72.096","12.5","12.3","-1.6",""
"BCT.BK","BIRLA CARBON (THAILAND) PCL","3413","12.7","71.831","77.201","92.868","45.42308","50","100","70.7836","71.831","67.25","74","10.04",""
"SSC.BK","Sermsuk PCL","5170356","-0.85","70.888","84.155","86.628","41.88224","92.56862","94.1657","83.64433","70.888","41.75","44","5.39",""
"CCET.BK","CAL-COMP ELECTRONICS (THAILAND) PCL.","47605509","-77.1","70.141","92.3997","76.584","41.44065","100","100","61.74732","70.141","4","3.92","-2",""
"BA.BK","Bangkok Airways PCL","235827","66.6","66.785","94.6105","60.994","44.74951","100","100","63.14239","66.785","21.2","21","-0.94",""
"PORT.BK","SAHATHAI TERMINAL PCL","1582821","-47.25","66.635","77.1513","82.98","39.77328","50","94.56785","83.93213","66.635","2","1.85","-7.5",""
"MALEE.BK","Malee Group PCL","3825445","83.4","66.37","88.1208","66.616","44.37308","63.12289","66.30263","67.02818","66.37","13.3","13.6","2.26",""
"SCP.BK","Southern Concrete Pile PCL","15452","28.6","66.248","85.0663","72.969","40.7081","78.649725","98.29106","69.8507","66.248","6.4","6.7","4.69",""
"CITY.BK","City Steel PCL","78865","35.5","65.183","66.6052","98.27","30.67341","39.69471","24.50163","42.85421","65.183","2.2","2.14","-2.73",""
"MANRIN.BK","THE MANDARIN HOTEL PCL","202725","34.8","64.776","71.9344","88.337","34.05801","58.776975","90.39333","83.01732","64.776","32.75","32.75","0",""
"HTECH.BK","Halcyon Technology PCL","666412540","35.45","64.621","79.3542","86.574","27.93499","100","100","81.36048","64.621","3.52","3.34","-5.11",""
"SELIC.BK","Selic Corp PCL","28629950","98.2","64.29","82.4719","73.225","37.17229","100","100","77.53385","64.29","3.42","3.28","-4.09",""
"TSTE.BK","Thai Sugar Terminal PCL","6187","-84.6","64.241","80.5708","73.225","38.92706","100","98.26528","41.29274","64.241","15.1","14.6","-3.31",""
"MDX.BK","M.D.X. PCL","28288","100","64.174","66.2525","90.589","35.68176","50","38.31522","72.52183","64.174","3.2","3.3","3.13",""
"PIN.BK","PINTHONG INDUSTRIAL PARK PCL","609580","68.35","64.112","78.6599","77.713","35.96293","23.74391","1.56192","73.07834","64.112","5.1","5.2","1.96",""
"ICC.BK","I.C.C. INTERNATIONAL PCL","16036063","7.8","64.099","71.1938","79.951","41.15195","44.711425","29.70961","66.28588","64.099","34.25","33","-3.65",""
"APCO.BK","Asian Phytoceuticals PCL","77120","100","63.911","85.6","67.717","38.41594","100","99.40773","74.56375","63.911","7.15","7.6","6.29",""
"SAPPE.BK","Sappe PCL","312843","25.15","63.634","94.5863","48.959","47.35738","100","100","61.30359","63.634","101","101.5","0.5",""
"BBGI.BK","BBGI PCL","537178","100","63.585","78.8489","71.513","40.39449","50","90.48944","69.66476","63.585","5.2","6.4","23.08",""
"JAS.BK","Jasmine International PCL","558527","76.7","63.559","79.0752","69.586","42.01478","50","98.7834","66.44585","63.559","3.12","3.02","-3.21",""
"SKN.BK","S.KIJCHAI ENTERPRISE PCL","2131068","-75.85","63.522","74.6525","79.865","36.04887","93.254475","100","59.94195","63.522","5.5","5.3","-3.64",""
"TFMAMA.BK","THAI PRESIDENT FOODS PCL","104404","-4.9","63.468","66.1819","82.336","41.88657","50","0","75.10366","63.468","204","204","0",""
"AIRA.BK","AIRA Capital PCL","2257702","-77.4","63.463","68.7591","86.312","35.31794","50","59.33867","76.60748","63.463","1.85","1.89","2.16",""
"CNT.BK","Christiani & Nielsen (Thai) PCL","3177951","100","63.145","62.2099","93.539","33.68479","35.920385","0","84.93972","63.145","1.03","1.06","2.91",""
"STA.BK","SRI TRANG AGRO-INDUSTRY PCL","4615112","-183.45","63.065","74.8322","68.852","45.51108","93.386515","95.60575","59.84009","63.065","23.4","21.6","-7.69",""
"QHOP.BK","QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND","417580","18.9","63.037","67.959","81.472","39.68031","28.12104","19.92072","31.03507","63.037","2.82","2.8","-0.71",""
"PRM.BK","PRIMA MARINE PCL","3159979","35.2","62.897","87.5307","58.838","42.32288","54.98855","100","71.04859","62.897","8.3","8.6","3.61",""
"KAMART.BK","Karmarts PCL","2528000","48.15","62.511","83.6649","58.69","45.17869","70.73569","99.42184","56.63393","62.511","13.8","13.5","-2.17",""
"TRUE.BK","TRUE CORPORATION PCL","3259211","-26.95","62.464","90.1626","55.623","41.60789","65.227015","100","66.86793","62.464","8.5","8.75","2.94",""
"CHOW.BK","Chow Steel Industries PCL","9837657","94.7","62.068","76.4639","71.303","38.4384","50","73.24947","76.88997","62.068","2.52","2.76","9.52",""
"NPK.BK","New Plus Knitting PCL","239906","-83.75","61.866","67.2076","74.576","43.81348","17.275155","0","76.0265","61.866","13.5","13.5","0",""
"GIFT.BK","Gratitude Infinite PCL","93681","100","61.864","74.8697","71.328","39.394","33.46746","0","60.54807","61.864","3.78","3.82","1.06",""
"TPOLY.BK","Thai Polycons PCL","1424770","100","61.707","70.3406","81.62","33.15986","37.67224","1.01388","79.088","61.707","1.05","1.07","1.9",""
"PT.BK","Premier Technology PCL","3285637","26.9","61.616","81.2887","62.969","40.58946","87.7228","98.68726","50.37322","61.616","8.7","8.85","1.72",""
"PRECHA.BK","Preecha Group PCL","87137","59.4","61.523","72.8044","78.795","32.97092","83.58573","99.44333","86.91","61.523","1.08","1.12","3.7",""
