"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"SSC.BK","Sermsuk PCL","148229","-0.15","72.402","99.8","75.448","41.95907","70.08234","100","61.28284","72.402","62","62","0",""
"SCCC.BK","Siam City Cement PCL","276131","21.95","71.712","80.2763","94.4","40.46108","99.676035","99.29268","73.1642","71.712","158.5","158.5","0",""
"BCT.BK","BIRLA CARBON (THAILAND) PCL","1584","16.3","71.376","76.4112","92.958","44.75834","81.08733","100","83.06504","71.376","73","73.25","0.34",""
"QHOP.BK","QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND","1338133","36.75","71.047","75.9063","97.064","40.17066","90.883365","99.43873","72.81354","71.047","3.38","3.38","0",""
"WPH.BK","WATTANAPAT HOSPITAL TRANG PCL","58019050","17.55","70.142","99.8","70.4","40.22461","36.536245","3.42672","58.87394","70.142","11.2","10.9","-2.68",""
"INTUCH.BK","Intouch Holdings PCL","142587","27.55","69.394","92.6087","71.806","43.76827","100","100","68.59357","69.394","84","90.5","7.74",""
"MONO.BK","MONO NEXT PCL","1228579","15.45","68.347","88.6855","77.637","38.71865","100","100","74.17072","68.347","1.79","1.7","-5.03",""
"TRUE.BK","TRUE CORPORATION PCL","3292701","4.45","67.484","99.8","60.544","42.10778","100","100","67.34815","67.484","10.4","10.7","2.88",""
"NC.BK","Newcity (Bangkok) PCL","57584","18.2","66.448","85.3713","76.848","37.12539","50","37.27196","70.74536","66.448","2.02","4.14","104.95",""
"CCET.BK","CAL-COMP ELECTRONICS (THAILAND) PCL.","249785","32.5","66.418","83.6098","73.377","42.26849","50","26.59701","61.8122","66.418","3.7","3.58","-3.24",""
"VARO.BK","Varopakorn PCL","131557","-16.45","66.191","82.3037","83.016","33.25427","89.508655","94.54107","72.22712","66.191","3.8","5.6","47.37",""
"IT.BK","It City PCL","1024812759","30.3","66.099","87.1369","70.226","40.93413","100","99.2089","71.07641","66.099","4.96","5.3","6.85",""
"PRECHA.BK","Preecha Group PCL","32108890","20","66.076","84.926","78.79","34.5119","100","100","86.33026","66.076","1.16","1.35","16.38",""
"MDX.BK","M.D.X. PCL","11516","17.35","65.651","68.6067","90.273","38.07251","26.15523","4.88694","74.97189","65.651","3.16","3.4","7.59",""
"SKN.BK","S.KIJCHAI ENTERPRISE PCL","116801","-9.9","65.563","77.7305","81.874","37.0856","66.659055","96.39086","62.44825","65.563","5.7","5.65","-0.88",""
"TRT.BK","Tirathai PCL","1112502","24.55","65.56","79.203","77.79","39.6883","8.703475","0","62.38203","65.56","3.78","3.74","-1.06",""
"CPH.BK","Castle Peak Holdings PCL","7871417","-68.5","65.188","72.7153","87.516","35.33354","52.64581","66.03564","82.82813","65.188","9.7","17.5","80.41",""
"BA.BK","Bangkok Airways PCL","823930","38.95","65.082","91.3332","59.759","44.15465","50","69.29544","58.45983","65.082","22.3","21.9","-1.79",""
"ADVANC.BK","Advanced Info Service PCL","493425","27.35","65.009","98.6841","55.386","40.95636","100","100","63.13179","65.009","250","269","7.6",""
"PORT.BK","SAHATHAI TERMINAL PCL","1046431","18.15","64.456","70.2865","82.574","40.50632","3.42174","0","64.89243","64.456","1.55","1.6","3.23",""
"MANRIN.BK","THE MANDARIN HOTEL PCL","848419","-13.45","64.409","70.2612","89.305","33.66076","12.67961","18.21545","65.20386","64.409","32","32","0",""
"MALEE.BK","Malee Group PCL","4009886","38.45","64.133","79.3588","67.986","45.05513","10.210415","4.156","53.26084","64.133","10.9","12","10.09",""
"THE.BK","The Steel PCL","10986","32.85","64.081","56.7836","95.374","40.08514","29.465065","2.47029","69.88005","64.081","0.98","1","2.04",""
"SCP.BK","Southern Concrete Pile PCL","2326438","1.9","63.989","79.7001","71.868","40.39992","58.83259","23.57244","57.25847","63.989","6.4","6.55","2.34",""
"PIN.BK","PINTHONG INDUSTRIAL PARK PCL","518756","32.6","63.878","77.7463","75.074","38.81367","27.078285","1.30354","48.08086","63.878","4.86","5.2","7",""
"CITY.BK","City Steel PCL","3145945","11.25","63.81","63.1049","98.105","30.22141","0","0","31.41255","63.81","2.02","2.04","0.99",""
"UMI.BK","THE UNION MOSAIC INDUSTRY PCL","711881","-18.45","63.474","66.9814","87.663","35.77892","75.040985","78.51674","71.73324","63.474","1.03","1.02","-0.97",""
"CNT.BK","Christiani & Nielsen (Thai) PCL","979133","35.9","63.331","72.0995","84.041","33.85135","63.57819","42.89032","80.27867","63.331","1.19","1.3","9.24",""
"K.BK","KINGSMEN C.M.T.I. PCL","1235169","46.5","63.313","71.1577","81.582","37.19851","77.2624","93.95051","84.67187","63.313","1.14","1.16","1.75",""
"TTB.BK","TMBTHANACHART BANK PCL","2114898","40.05","63.213","85.6893","63.637","40.31248","51.955425","72.45339","61.48799","63.213","1.86","1.96","5.38",""
"CMAN.BK","CHEMEMAN PCL","2265355","2.2","63.208","87.8889","65.404","36.33024","58.595055","63.72721","69.46979","63.208","2.34","2.64","12.82",""
"NFC.BK","NFC PCL","186951","64.65","62.982","67.6218","85.224","36.10035","49.166195","22.67631","77.61294","62.982","1.4","3.16","125.71",""
"TU.BK","Thai Union Group PCL","59618","19.85","62.893","69.2595","48.573","41.27008","29.49017","42.32253","51.95066","53.034","15.7","15.3","-2.55",""
"YUASA.BK","Yuasa Battery (Thailand) PCL","2494846","-7.75","62.669","65.9814","88.474","33.55153","30.72419","15.08074","70.78067","62.669","11","12","9.09",""
"MBK.BK","MBK PCL","4194452","30.25","62.557","74.0032","72.86","40.80903","62.741835","55.42086","66.18425","62.557","17.5","18.2","4",""
"CHOW.BK","Chow Steel Industries PCL","39530","33.6","62.554","77.034","71.672","38.95466","20.17798","4.64848","84.00399","62.554","2.56","2.68","4.69",""
"AIRA.BK","AIRA Capital PCL","112393745","33.75","62.435","62.9661","87.441","36.89745","0","0.82584","72.12841","62.435","1.43","1.46","2.1",""
"JTS.BK","JASMINE TECHNOLOGY SOLUTION PCL","233463","65.9","62.418","83.0138","59.04","45.19926","61.91573","63.94054","66.2609","62.418","66.25","66.75","0.75",""
"LANNA.BK","THE LANNA RESOURCES PCL","221224","33.3","62.36","70.5081","76.17","40.40221","79.737375","82.71618","77.78303","62.36","17.2","16.3","-5.23",""
"ICC.BK","I.C.C. INTERNATIONAL PCL","195544","16.65","62.267","66.8721","78.293","41.63712","50","0","30.44222","62.267","32","31.5","-1.56",""
"STA.BK","SRI TRANG AGRO-INDUSTRY PCL","1338235","45.4","62.141","74.1748","66.857","45.39048","50","24.63677","64.18019","62.141","22.1","21.3","-3.62",""
