"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"MFC.BK","MFC ASSET MANAGEMENT PCL","157223","30.3","75.692","97.142","98.336","31.59667","98.093645","98.95731","71.55924","75.692","22.3","28.25","26.68",""
"SCCC.BK","Siam City Cement PCL","257829","21.7","72.4","81.4192","94.631","41.14877","100","100","73.93428","72.4","159.5","159.5","0",""
"SSC.BK","Sermsuk PCL","4736","2.6","71.889","99.8","75.114","40.75358","50","100","61.13107","71.889","62.5","62.5","0",""
"BCT.BK","BIRLA CARBON (THAILAND) PCL","1569871","12.25","71.684","77.094","92.905","45.05229","52.009505","100","85.8635","71.684","74.25","74.25","0",""
"INTUCH.BK","Intouch Holdings PCL","91283330","27.85","70.744","95.1905","72.794","44.24639","80.230445","100","68.95989","70.744","90.5","92.5","2.21",""
"QHOP.BK","QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND","138507","11.05","70.268","73.8646","97.304","39.63456","62.634855","98.91863","74.91228","70.268","3.24","3.28","1.23",""
"WPH.BK","WATTANAPAT HOSPITAL TRANG PCL","3597214","13.9","69.74","99.8","69.342","40.07945","28.937605","1.36448","52.5994","69.74","10.7","11.4","6.54",""
"MONO.BK","MONO NEXT PCL","3409902","-3.45","68.659","89.3182","77.876","38.78413","50","100","79.76381","68.659","1.84","1.71","-7.07",""
"MDX.BK","M.D.X. PCL","310244","-0.85","68.432","74.735","92.005","38.55728","84.888655","73.02531","83.81855","68.432","3.34","3.92","17.37",""
"TRUE.BK","TRUE CORPORATION PCL","747252","7.65","67.974","99.8","61.041","43.07956","98.501155","100","70.53387","67.974","11","11.2","1.82",""
"CCET.BK","CAL-COMP ELECTRONICS (THAILAND) PCL.","355200","18.7","67.258","85.1384","72.84","43.79486","36.43595","19.82298","59.29556","67.258","3.78","3.78","0",""
"PIN.BK","PINTHONG INDUSTRIAL PARK PCL","1092625539","32","66.609","84.0379","76.096","39.69413","73.455815","75.59926","44.89416","66.609","6.4","5.95","-7.03",""
"STGT.BK","SRI TRANG GLOVES (THAILAND) PCL","29664008","41.95","66.228","89.2294","68.152","41.30231","82.97004","100","64.85272","66.228","12.2","12.4","1.64",""
"K.BK","KINGSMEN C.M.T.I. PCL","28257","42.35","66.016","78.8857","81.741","37.42239","75.75376","100","86.21398","66.016","1.38","1.39","0.72",""
"VARO.BK","Varopakorn PCL","157417","-26.7","65.804","80.4738","83.759","33.17975","100","100","74.67768","65.804","5.45","5.35","-1.83",""
"BA.BK","Bangkok Airways PCL","1817610","41.15","65.663","93.7265","58.22","45.04162","92.341265","94.67884","55.32804","65.663","23.9","23","-3.77",""
"SKN.BK","S.KIJCHAI ENTERPRISE PCL","8352184","-4.5","65.575","78.3229","82.583","35.81922","33.106525","17.61304","55.12543","65.575","5.55","5.7","2.7",""
"PORT.BK","SAHATHAI TERMINAL PCL","791766","18.25","65.379","72.4081","82.61","41.11931","30.68113","4.47159","53.6116","65.379","1.6","1.66","3.75",""
"NC.BK","Newcity (Bangkok) PCL","631296","-4.5","65.043","81.4314","76.155","37.54352","84.792385","86.9029","80.53197","65.043","3.98","3.76","-5.53",""
"MALEE.BK","Malee Group PCL","1468336","40.2","64.903","81.4775","67.624","45.60812","57.5251","63.19412","48.23764","64.903","12.7","13.1","3.15",""
"TRT.BK","Tirathai PCL","1361304","25.25","64.507","77.2943","77.576","38.64972","2.606015","0","56.94173","64.507","3.72","3.58","-3.76",""
"IT.BK","It City PCL","7069677","-8.1","64.472","82.1915","70.64","40.58532","72.737745","100","68.39692","64.472","4.88","4.9","0.41",""
"SCP.BK","Southern Concrete Pile PCL","9783","11.8","64.459","81.561","71.835","39.98","36.43974","26.88217","47.85729","64.459","6.75","6.75","0",""
"SELIC.BK","Selic Corp PCL","2631258","29.15","64.456","78.3612","77.967","37.04026","66.826995","35.29187","72.56848","64.456","3.18","3.16","-0.63",""
"NDR.BK","N.D. Rubber PCL","472321","8.75","64.233","85.5058","64.596","42.59689","100","100","81.52254","64.233","2.48","2.66","7.26",""
"CITY.BK","City Steel PCL","3509008","17.8","64.163","63.4639","98.064","30.96124","0","0","25.78355","64.163","2","2.04","2",""
"JTS.BK","JASMINE TECHNOLOGY SOLUTION PCL","3571802","47.35","63.574","85.344","59.25","46.12877","93.69329","100","64.39013","63.574","75.75","72.75","-3.96",""
"STA.BK","SRI TRANG AGRO-INDUSTRY PCL","935220","70.7","63.53","79.4423","65.176","45.97132","75.129655","97.92025","64.83373","63.53","23.3","24.2","3.86",""
"SE.BK","SIAMEAST SOLUTIONS PCL","1676427","32.85","63.439","57.8278","51.578","31.12555","91.431045","95.3143","59.44682","46.844","0.77","0.75","-2.6",""
"NEWS.BK","NEWS NETWORK CORPORATION PCL","3951303","100","63.393","99.8","72.891","17.48766","50","24.20478","74.01486","63.393","0.01","0.01","0",""
"CNT.BK","Christiani & Nielsen (Thai) PCL","4355561","34.3","63.194","72.4088","83.332","33.84006","100","99.25129","81.65586","63.194","1.38","1.3","-5.8",""
"THE.BK","The Steel PCL","880128","25.35","63.031","54.8517","95.049","39.1932","56.026575","19.16901","69.66647","63.031","0.99","0.95","-4.04",""
"ICC.BK","I.C.C. INTERNATIONAL PCL","74342","33.5","62.999","69.0571","78.19","41.75009","50","19.90769","37.58344","62.999","32.5","33.25","2.31",""
"PRECHA.BK","Preecha Group PCL","3077438","6.85","62.971","76.5204","78.236","34.15676","100","99.03289","65.29345","62.971","1.34","1.17","-12.69",""
"AIRA.BK","AIRA Capital PCL","5415859","21.65","62.958","63.8393","87.91","37.1245","13.874875","0","71.77918","62.958","1.46","1.51","3.42",""
"BH.BK","Bumrungrad Hospital PCL","37080","15.8","62.79","83.1408","63.369","41.86018","89.12724","98.13023","46.76171","62.79","272","272","0",""
"TMW.BK","Thai Mitsuwa PCL","117693946","38.9","62.668","78.3489","68.002","41.65331","58.49851","54.54187","60.96574","62.668","63.25","64.5","1.98",""
"ADVANC.BK","Advanced Info Service PCL","283172","25.45","62.659","91.2395","56.439","40.29947","84.1135","100","60.46376","62.659","260","264","1.54",""
"LANNA.BK","THE LANNA RESOURCES PCL","173366","25.5","62.562","70.8137","77.114","39.75795","100","100","77.85195","62.562","16.3","16.3","0",""
"UMI.BK","THE UNION MOSAIC INDUSTRY PCL","338288","-29.5","62.517","65.6381","86.418","35.49554","100","99.97648","70.0264","62.517","0.98","0.96","-2.04",""
"JAS.BK","Jasmine International PCL","2236445","60.95","62.442","77.6936","68.038","41.59478","29.45095","0.9597","47.5203","62.442","2.78","2.7","-2.88",""
"MBK.BK","MBK PCL","4418557","26.3","62.431","73.3188","73.348","40.62526","100","100","56.32638","62.431","18.3","18","-1.64",""
"TU.BK","Thai Union Group PCL","715374357","19.1","62.122","66.4139","47.613","40.66954","66.985695","80.65995","41.96745","51.565","15","14.7","-2",""
"CPH.BK","Castle Peak Holdings PCL","94614577","-74.9","62.1","68.8151","81.903","35.58056","96.909805","97.88532","72.5258","62.1","17","16","-5.88",""
"CHOW.BK","Chow Steel Industries PCL","1557714","23.75","61.837","75.3705","71.839","38.30274","85.187545","23.31836","83.39334","61.837","2.44","2.52","3.28",""
"HPF.BK","HEMARAJ INDUSTRIAL PROPERTY AND LEASEHOLD FUND","147409","8.65","61.821","74.0351","85.399","26.02995","100","94.29112","51.10879","61.821","5.05","4.98","-1.39",""
"TTB.BK","TMBTHANACHART BANK PCL","2783064","15.15","61.808","81.548","63.689","40.18809","100","100","63.2415","61.808","1.93","1.94","0.52",""
"NPK.BK","New Plus Knitting PCL","548115","76.95","61.801","68.153","72.365","44.88431","50","24.72655","53.4439","61.801","13.8","13.9","0.72",""
