[Stock_List]SymbolExchange	sortino_ratio_raw	sortino_ratio_normalised	ta_score	risk_score	combo_score	CQR
G20.SI	0	0	39.784	41.327	65.08824425048	0
H13.SI	0	0	67.407	79.172	78.289	0
H17.SI	0	0	35.884	57.455	48.674	0
H18.SI	0	0	59.641	44.512	75.29	0
H30.SI	0	0	34.812	44.837	48.674	0
H78.SI	0	0	39.892	66.827	61.221	0
I07.SI	0	0	48.073	64.686	60.144	0
I5H.SI	0	0	45.409	57.737	69.72802726458	0
I85.SI	0	0	57.562	46.123	77.49092621469	0
I9T.SI	0	0	53.382	65.55	75.73869650978	0
IX2.SI	0	0	44.505	53.014	68.801443318	0
J37.SI	0	0	61.425	64.362	68.551	0
J69U.SI	0	0	41.657	66.427	55.918	0
J85.SI	0	0	34.374	75.556	54.021	0
J91U.SI	0	0	35.267	48.217	49.194	0
K11.SI	0	0	44.566	78.018	59.005	0
K1Q.SI	0	0	44.277	39.889	54.505	0
K29.SI	0	0	67.808323125	66.33333333333	137.708323125	0
K2LU.SI	0	0	34.749	67.092	51.648	0
K3ID.SI	0	0	0	0	0	0
K3KD.SI	0	0	37.56188118812	3.333333333333	39.22854785479	0
K3TD.SI	0	0	37.56188118812	3.333333333333	39.22854785479	0
K71U.SI	0	0	35.584	59.014	51.365	0
L03.SI	0	0	50.955	44.228	57.532	0
L09.SI	0	0	40.00967554583	4.782600614846	42.40097585325	0
L17.SI	0	0	34.846	37.38	55.025	0
L19.SI	0	0	43.319	48.57	55.572	0
L38.SI	0	0	70.176	48.533	87.38799496504	0
L46.SI	0	0	64.475	32.113	82.15739561482	0
M03.SI	0	0	35.798	70.473	51.51	0
M1GU.SI	0	0	70.883	54.766	85.95	0
M44U.SI	0	0	35.285	44.444	49.998	0
ME8U.SI	0	0	41.608	42.963	54.028	0
MF6.SI	0	0	38.386	32.084	52.884	0
MV4.SI	0	0	43.584	45.66	55.559	0
N01.SI	0	0	29.442	49.061	46.903	0
N02.SI	0	0	61.1	37.968	72.589	0
N08.SI	0	0	44.563	58.522	69.23940476752	0
N2IU.SI	0	0	40.302	45.185	54.994	0
ND8U.SI	0	0	32.034	57.648	48.083	0
NS8U.SI	0	0	36.832	61.384	49.569	0
O10.SI	0	0	55.24	44.288	66.033	0
O32.SI	0	0	37.537	45.662	54.799	0
O39.SI	0	0	42.093	51.973	54.981	0
O5RU.SI	0	0	48.5	46.667	62.885	0
O9E.SI	0	0	60.749	34.86	64.216	0
OU8.SI	0	0	61.966	46.243	67.846	0
P19.SI	0	0	32.987	50.757	48.036	0
P36.SI	0	0	52.256	76.667	75.89264876133	0
P40U.SI	0	0	40.04	69.099	53.953	0
P52.SI	0	0	27.782	70.585	31.089	0
P74.SI	0	0	41.198	17.111	64.98942970122	0
P8Z.SI	0	0	51.283	78.451	62.33	0
P9D.SI	0	0	67.64	40.041	78.267	0
Q01.SI	0	0	38.932	58.189	52.26	0
Q1P.SI	0	0	38.992	67.338	53.127	0
Q5T.SI	0	0	34.935	65.314	50.48	0
R07.SI	0	0	42.116	43.04	66.63690569047	0
RE2.SI	0	0	35.389	36.222	46.898	0
RF1U.SI	0	0	43.149	43.704	55.132	0
RQ1.SI	0	0	74.739	37.27	81.832	0
