"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"FND.AX","FINDILIM FPO [FND]","42077","36.3","70.336","99.8","63.936","47.27237","100","100","62.15016","70.336","4.72","4.48","-5.08",""
"FPR.AX","FleetPartners Group Limited","508314","-13.05","66.689","88.3614","59.875","51.83149","50","29.93317","58.69301","66.689","3.46","3.59","3.76",""
"M4M.AX","MACRO FPO [M4M]","12258","3","64.544","99.8","65.392","28.441","50","98.73087","69.92581","64.544","0.036","0.031","-13.89",""
"AXN.AX","ALLI NCKL FPO [AXN]","36854","-22.95","61.441","68.0197","81.407","34.89757","48.157375","2.52487","65.72032","61.441","0.036","0.04","11.11",""
"HYT.AX","HYTERRA FPO [HYT]","43759","-7.5","60.505","89.5466","61.021","30.94635","100","100","69.1073","60.505","0.047","0.044","-6.38",""
"RG8.AX","REGALASIAN FPO [RG8]","8003","18.25","60.129","73.2065","66.925","40.2549","92.941465","100","63.54828","60.129","2.18","2.11","-3.21",""
"VTM.AX","VICTORY FPO [VTM]","40434","30.9","58.903","86.065","50.384","40.26115","100","100","57.86393","58.903","0.36","0.39","8.33",""
"USL.AX","UNICOSILVE FPO [USL]","3065511","54.25","58.857","83.4722","57.249","35.84845","63.89257","69.05078","50.45334","58.857","0.195","0.19","-2.56",""
"IMPQ.AX","EIVST IMPQ TMF UNITS","25750","43.65","57.233","68.2454","58.657","44.79724","7.02398","18.28967","51.41241","57.233","4.92","4.86","-1.22",""
"AGX1.AX","AT GBL SHR TMF UNITS","0","36.35","56.318","75.3525","45.599","48.00396","0","1.87087","60.37543","56.318","5.84","5.72","-2.05",""
"EINC.AX","BETAMCEINC TMF UNITS","41556","50.05","55.844","72.7706","45.49","49.27155","50","46.89827","49.65434","55.844","8.69","8.63","-0.69",""
"CZR.AX","COZIRONRES FPO [CZR]","825653","46.25","54.518","84.1438","44.79","34.61879","16.11697","45.71852","46.02286","54.518","0.28","0.275","-1.79",""
"MOM.AX","MOABMIN FPO [MOM]","1600540","-119.25","54.504","73.2714","71.427","18.81361","24.68915","29.06295","62.14573","54.504","0.007","0.006","-14.29",""
"ADG.AX","ADL GOLD FPO [ADG]","5327","-77.6","54.25","71.1525","72.073","19.52581","100","96.31194","75.57506","54.25","0.006","0.004","-33.33",""
"HLI.AX","HELIA GRP FPO [HLI]","3573976","70.4","54.213","71.288","42.765","48.58537","31.66487","44.88933","53.29929","54.213","3.85","3.95","2.6",""
"RINC.AX","BETAMCRINC TMF UNITS","160146","47.8","53.362","66.921","47.084","46.08002","41.20811","17.43714","41.78889","53.362","8.49","8.45","-0.47",""
"PVT.AX","PVTMETALS FPO [PVT]","60785","67.7","53.245","71.6452","55.225","32.86411","59.299685","51.44402","64.56418","53.245","0.021","0.02","-4.76",""
"ETR.AX","","26194","50","50.688","65.6003","59.352","27.11246","32.75806","0","31.58695","50.688","0.007","0.007","0",""
"RGN.AX","REGION GP STAPLED [RGN]","55833","50.5","49.801","62.8204","44.407","42.17689","50","44.0209","60.88137","49.801","2.22","2.23","0.45",""
"TVN.AX","TIVAN LTD FPO [TVN]","415634","-13","49.325","63.1595","48.069","36.74527","99.17207","95.58803","52.10946","49.325","0.058","0.056","-3.45",""
"PEL.AX","","3922","-46.25","49.297","79.1839","64.081","4.62735","30","1.9337","78.2072","49.297","0.01","0.01","0",""
"UNT.AX","UNITH FPO [UNT]","28449","21.1","49.14","66.1576","53.381","27.88115","32.48145","19.20756","46.87521","49.14","0.013","0.016","23.08",""
"LLI.AX","LOYALLITH FPO [LLI]","36026","95.35","49.061","55.403","52.983","38.79709","0","0","43.90981","49.061","0.145","0.125","-13.79",""
"KYP.AX","KINATICO FPO [KYP]","26377","0.35","48.282","71.0198","42.939","30.88587","50","29.90903","84.11438","48.282","0.098","0.105","7.14",""
"EEL.AX","ENRGELELTD FPO [EEL]","683618","-675.6","47.55","65.4841","55.114","22.0514","0","0","23.67211","47.55","0.002","0.002","0",""
"EMMG.AX","BETAMCEMMG TMF UNITS","6408545","1.5","45.723","76.9674","12.834","47.36832","79.39025","91.1743","15.79506","45.723","6.11","6.01","-1.64",""
"GCM.AX","GREENCRIT FPO [GCM]","131593","100","45.349","63.6723","48.933","23.44032","62.897485","62.14174","64.16662","45.349","0.004","0.003","-25",""
"BM8.AX","BATTERYAGE FPO [BM8]","278242","-170","42.702","57.2857","38.25","32.56986","71.35639","97.59197","50.86797","42.702","0.145","0.13","-10.34",""
"SVR.AX","Solvar Limited","95998","45.85","42.611","58.7758","23.875","45.18288","92.276955","98.62019","44.05488","42.611","1.025","1.03","0.49",""
"ETM.AX","ETRANSMIN FPO [ETM]","18258","-85.75","42.423","53.0062","42.389","31.87368","0","0","30.58323","42.423","0.021","0.02","-4.76",""
"NXD.AX","NEXTEDLIM FPO [NXD]","50148","24.35","41.315","40.7565","48.061","35.12678","14.5901","0","25.58222","41.315","0.17","0.175","2.94",""
"FBM.AX","FUTURE BAT FPO [FBM]","65848","100","40.151","54.2875","32.128","34.03603","0","0","40.27008","40.151","0.032","0.028","-12.5",""
"YAR.AX","YARIMINERA FPO [YAR]","1349","-296.05","37.07","58.5814","31.578","21.05124","33.41225","0","37.00711","37.07","0.004","0.003","-25",""
