"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"FND.AX","FINDILIM FPO [FND]","8667","96.15","69.02","99.8","60.9","46.35863","82.381385","87.92782","57.70942","69.02","5.06","4.97","-1.78",""
"M4M.AX","MACRO FPO [M4M]","478459","100","63.209","99.8","60.349","29.47851","0.322085","0.57963","57.33989","63.209","0.025","0.021","-16",""
"AXN.AX","ALLI NCKL FPO [AXN]","3899","40.75","62.817","71.9813","82.734","33.73696","85.243055","75.59398","55.77198","62.817","0.046","0.045","-2.17",""
"FPR.AX","FleetPartners Group Limited","10136","100","60.842","74.132","59.893","48.50062","34.25191","0","58.07725","60.842","3.02","3.11","2.98",""
"USL.AX","UNICOSILVE FPO [USL]","26532","44.35","60.791","89.2787","54.878","38.21758","100","97.58898","67.50259","60.791","0.23","0.25","8.7",""
"EINC.AX","BETAMCEINC TMF UNITS","4601","38.85","58.768","75.4624","49.701","51.14171","89.264445","100","57.90472","58.768","8.88","8.9","0.23",""
"AGX1.AX","AT GBL SHR TMF UNITS","30882","36.8","58.766","78.7881","48.149","49.36204","85.212675","88.94315","63.32352","58.766","6.12","6.08","-0.65",""
"IMPQ.AX","EIVST IMPQ TMF UNITS","33180","33.3","58.208","72.1139","55.51","46.99877","100","99.36523","56.52551","58.208","5.05","5.07","0.4",""
"VTM.AX","VICTORY FPO [VTM]","12806","-22.7","57.938","82.8116","49.381","41.62109","72.536285","96.85384","59.16005","57.938","0.39","0.37","-5.13",""
"RG8.AX","REGALASIAN FPO [RG8]","0","36.35","57.789","71.5858","58.382","43.39788","50","41.24926","58.71594","57.789","2.18","2.13","-2.29",""
"RINC.AX","BETAMCRINC TMF UNITS","5680","28.65","57.464","76.3776","47.594","48.42002","100","100","50.24665","57.464","9","8.99","-0.11",""
"HYT.AX","HYTERRA FPO [HYT]","574122","-274.5","57.14","87.8417","49.702","33.87674","90.044225","100","61.14872","57.14","0.056","0.049","-12.5",""
"PVT.AX","PVTMETALS FPO [PVT]","633155","-78.7","55.784","63.6986","71.009","32.6439","22.612205","0","73.7931","55.784","0.01","0.009","-10",""
"CZR.AX","COZIRONRES FPO [CZR]","5268","79.2","54.818","79.3386","49.326","35.79038","33.57508","12.85373","46.07907","54.818","0.27","0.26","-3.7",""
"HLI.AX","HELIA GRP FPO [HLI]","3877927","90.6","54.634","71.8385","42.947","49.11752","81.10848","96.91103","58.58247","54.634","4.05","4.18","3.21",""
"MOM.AX","MOABMIN FPO [MOM]","442500","-209.75","52.85","70.0932","70.678","17.77828","35.832405","29.30744","54.85213","52.85","0.004","0.004","0",""
"RGN.AX","REGION GP STAPLED [RGN]","40343","32.1","52.155","66.7859","47.428","42.24982","88.07068","99.84352","58.47118","52.155","2.29","2.28","-0.44",""
"KYP.AX","KINATICO FPO [KYP]","35115","-15.45","51.657","74.9712","49.543","30.45755","50","96.09181","76.69767","51.657","0.11","0.12","9.09",""
"ADG.AX","ADL GOLD FPO [ADG]","18080","-106.85","51.411","70.9711","63.563","19.69951","51.15101","7.76181","63.51748","51.411","0.004","0.004","0",""
"LLI.AX","LOYALLITH FPO [LLI]","121597","100","51.274","62.4348","53.137","38.2487","53.37915","57.37236","50.92139","51.274","0.15","0.145","-3.33",""
"ETR.AX","","1197","50","51.027","65.1849","61.571","26.32509","0","0","32.5","51.027","0.007","0.007","0",""
"UNT.AX","UNITH FPO [UNT]","17309","-8.1","49.478","68.5236","52.012","27.89958","53.482895","86.40024","49.40559","49.478","0.017","0.017","0",""
"SVR.AX","Solvar Limited","21875","77.55","49.165","70.4568","29.269","47.7694","79.2068","100","69.11883","49.165","1.295","1.33","2.7",""
"EEL.AX","ENRGELELTD FPO [EEL]","35334","51.2","49.061","70.822","55.894","20.46669","54.636135","45.53958","54.77455","49.061","0.002","0.002","0",""
"PEL.AX","","564288","50","48.479","78.341","63.601","3.494","10.97561","0","75.67519","48.479","0.01","0.01","0",""
"EMMG.AX","BETAMCEMMG TMF UNITS","6336038","28.05","48.097","81.706","13.652","48.93225","69.876025","90.97315","13.96619","48.097","6.52","6.51","-0.15",""
"GCM.AX","GREENCRIT FPO [GCM]","65400","-21.95","46.672","67.8544","51.058","21.10341","50","20.87963","63.42962","46.672","0.003","0.003","0",""
"TVN.AX","TIVAN LTD FPO [TVN]","454525","-61.15","46.598","61.0311","43.018","35.74482","48.87162","0.32477","41.93968","46.598","0.047","0.05","6.38",""
"ETM.AX","ETRANSMIN FPO [ETM]","58938","-98.6","45.074","58.3742","44.782","32.06701","69.42949","68.85666","32.35523","45.074","0.021","0.021","0",""
"NXD.AX","NEXTEDLIM FPO [NXD]","49409","-127.45","43.324","47.7007","49.078","33.19327","27.04218","9.7237","39.25182","43.324","0.115","0.125","8.7",""
"BM8.AX","BATTERYAGE FPO [BM8]","128026","-174.75","43.007","60.7029","34.814","33.50446","39.464325","1.05592","43.0956","43.007","0.115","0.11","-4.35",""
"FBM.AX","FUTURE BAT FPO [FBM]","52853","42.8","38.979","52.8884","31.913","32.13588","50","0.88169","43.66668","38.979","0.02","0.019","-5",""
"YAR.AX","YARIMINERA FPO [YAR]","604","-338.8","38.951","66.4761","30.181","20.19699","39.713215","27.90998","49.8589","38.951","0.004","0.004","0",""
