"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"M4M.AX","MACRO FPO [M4M]","42407","11","64.114","99.8","64.368","28.17411","50","94.6448","69.56418","64.114","0.031","0.031","0",""
"AXN.AX","ALLI NCKL FPO [AXN]","517625","29.05","61.18","67.2345","81.475","34.82918","45.6369","2.06402","65.28806","61.18","0.039","0.038","-2.56",""
"RG8.AX","REGALASIAN FPO [RG8]","6793","26.95","59.283","71.5512","66.047","40.2511","73.97524","97.91025","62.83765","59.283","2.12","2.09","-1.42",""
"HYT.AX","HYTERRA FPO [HYT]","32102","2.25","58.862","87.6636","58.441","30.4801","97.068025","100","63.56382","58.862","0.044","0.04","-9.09",""
"IMPQ.AX","EIVST IMPQ TMF UNITS","43753","44.25","57.346","68.663","58.685","44.68983","4.23539","8.62805","52.3661","57.346","4.91","4.88","-0.61",""
"VTM.AX","VICTORY FPO [VTM]","6487","71.65","56.92","81.8606","49.079","39.82065","100","100","55.33036","56.92","0.41","0.33","-19.51",""
"AGX1.AX","AT GBL SHR TMF UNITS","40736","29.75","56.649","75.4591","47.111","47.37837","0","0","55.96697","56.649","5.75","5.74","-0.17",""
"USL.AX","UNICOSILVE FPO [USL]","3061147","61.4","56.373","77.758","55.553","35.80944","75.280935","81.71233","49.54075","56.373","0.185","0.155","-16.22",""
"EINC.AX","BETAMCEINC TMF UNITS","3498028","47.8","56.327","73.5884","46.095","49.29686","59.576005","65.74637","53.02639","56.327","8.63","8.68","0.58",""
"ADG.AX","ADL GOLD FPO [ADG]","161876","-60.3","53.988","71.2045","71.343","19.41663","93.255685","85.70004","74.04223","53.988","0.004","0.004","0",""
"MOM.AX","MOABMIN FPO [MOM]","60779","50.65","53.865","71.5778","71.56","18.45754","44.174755","42.99337","61.4079","53.865","0.006","0.005","-16.67",""
"HLI.AX","HELIA GRP FPO [HLI]","28381","58.45","53.779","70.5596","42.593","48.18527","21.438365","19.79655","51.03631","53.779","3.95","3.87","-2.03",""
"CZR.AX","COZIRONRES FPO [CZR]","51140","13.8","53.21","81.3876","44.04","34.2012","17.531535","28.32703","46.00941","53.21","0.275","0.255","-7.27",""
"RINC.AX","BETAMCRINC TMF UNITS","318490","43.15","52.895","66.2383","46.505","45.94219","30.44924","19.46591","41.61318","52.895","8.38","8.42","0.48",""
"PVT.AX","PVTMETALS FPO [PVT]","4224","63.6","52.737","70.384","54.754","33.07307","69.017095","61.93301","63.64827","52.737","0.02","0.018","-10",""
"RGN.AX","REGION GP STAPLED [RGN]","22948","52.65","49.475","62.0251","44.034","42.36709","50","59.37316","58.10641","49.475","2.26","2.21","-2.21",""
"PEL.AX","","26606","-42.95","49.37","79.551","64.044","4.5158","28.666665","0","78.36365","49.37","0.01","0.01","0",""
"LLI.AX","LOYALLITH FPO [LLI]","25329","100","48.926","55.8945","52.854","38.03072","0","0","42.74845","48.926","0.12","0.125","4.17",""
"TVN.AX","TIVAN LTD FPO [TVN]","578064","-15.15","48.908","63.1846","47.361","36.17979","88.07887","87.32326","50.90539","48.908","0.056","0.056","0",""
"UNT.AX","UNITH FPO [UNT]","6538629","-26.75","48.754","64.8743","53.419","27.9686","35.192185","37.88784","50.82698","48.754","0.016","0.015","-6.25",""
"KYP.AX","KINATICO FPO [KYP]","126277","-15.35","48.492","72.4763","42.439","30.56038","73.9207","68.35869","82.42285","48.492","0.11","0.11","0",""
"EEL.AX","ENRGELELTD FPO [EEL]","314268","-527.7","47.392","65.4668","55.178","21.53129","0","0","21.88929","47.392","0.002","0.002","0",""
"EMMG.AX","BETAMCEMMG TMF UNITS","100028","15.95","46.279","77.3398","13.841","47.65607","100","99.71111","15.8835","46.279","6.03","6.11","1.33",""
"SVR.AX","Solvar Limited","16402","17.4","43.92","61.049","24.532","46.17768","92.611775","100","63.3349","43.92","1.04","1.095","5.29",""
"BM8.AX","BATTERYAGE FPO [BM8]","43610","-143.5","43.169","58.186","38.176","33.14452","52.933555","85.99266","50.67226","43.169","0.135","0.135","0",""
"NXD.AX","NEXTEDLIM FPO [NXD]","66559","42.15","41.313","41.3435","47.864","34.73286","29.273585","0","21.94874","41.313","0.175","0.18","2.86",""
"YAR.AX","YARIMINERA FPO [YAR]","1937","-230.55","36.767","58.6171","31.195","20.48896","31.721625","0","37.0471","36.767","0.003","0.003","0",""
