[Stock_List]SymbolExchange	sortino_ratio_raw	sortino_ratio_normalised	ta_score	risk_score	combo_score	CQR	Beta	OutlierPC	CloseToSMA6Ratio	UltraShortTerm_Score
FAR.AX	-0.614	57.883	49.13	38.78	38.75	5	1.31	61.38	0.979	37.5
FBM.AX	3.158	99.8	56.38	48.38	48.15	5	2.04	62.36	1.052	23.942
FBR.AX	2.038	88.64	67.3	41.81	46.27	5	0.21	60.87	1.059	87.5
FBU.AX	-0.837	55.289	46.98	51.53	43.96	5	0.83	42.03	1.001	60.525
FEG.AX	3.055	99.8	63.09	55.68	52.39	5	1.74	55.23	1.019	84.794
FEX.AX	-0.254	62.055	41.21	61.37	48.55	5	0.16	52.79	0.959	19.047
FG1.AX	0.049	65.573	52.75	46.94	46.3	5	0.86	34.97	1.0	71.121
FGG.AX	5.008	99.8	65.73	81.78	71.78	5	0.69	76.61	1.013	63.306
FGR.AX	2.134	89.754	61.28	57.89	54.41	5	0.52	78.18	1.083	41.987
FGX.AX	1.391	81.13	57.79	76.59	64.25	5	0.38	80.07	1.012	37.252
FHE.AX	0.904	75.487	55.11	57.98	51.49	5	0.85	73.09	1.033	42.331
FID.AX	1.396	81.193	59.54	69.18	60.31	5	0.96	62.14	0.991	58.075
FLC.AX	3.264	99.8	59.93	66.28	56.92	5	0.54	62.35	1.006	45.433
FLN.AX	3.225	99.8	81.68	72.36	73.29	5	0.27	83.91	1.091	89.211
FLT.AX	-0.304	61.474	33.99	44.72	40.73	5	1.31	14.01	0.971	26.781
FME.AX	1.859	86.566	31.41	48.59	45.49	5	1.49	28.56	0.85	10.965
FMG.AX	1.913	87.189	57.19	70.28	58.06	5	1.37	66.35	0.99	49.496
FML.AX	0.784	74.096	49.79	48.16	52.59	5	-0.98	57.52	0.979	50.0
FND.AX	-0.824	55.445	57.88	42.52	45.85	5	1.51	58.91	1.037	79.431
FPH.AX	0.008	65.088	61.21	55.76	52.2	5	0.7	62.29	1.014	62.197
FPR.AX	-0.476	59.477	34.86	44.55	40.4	5	1.38	23.16	0.976	29.14
FRE.AX	1.034	76.989	44.83	55.89	54.03	5	1.15	76.46	1.067	8.063
FRI.AX	-0.541	58.73	28.35	25.45	26.31	5	0.06	26.52	0.987	29.607
FWD.AX	-0.324	61.243	51.51	55.74	53.67	5	1.27	65.56	1.004	67.547
G88.AX	-1.02	53.165	37.38	25.57	30.89	5	0.5	33.87	0.947	37.5
GAL.AX	2.012	88.336	46.29	54.56	45.57	5	-0.38	51.25	0.964	35.484
GAP.AX	0.373	69.325	54.74	48.28	51.83	5	2.6	93.8	1.044	42.819
GAS.AX	-0.212	62.54	52.09	26.74	32.91	5	-1.25	58.39	1.0	37.5
GBR.AX	-0.565	58.447	35.5	29.57	27.36	5	0.43	29.75	0.968	48.972
GCI.AX	1.327	80.388	58.16	71.14	52.84	5	0.38	77.08	1.003	37.199
GCM.AX	3.11	99.8	39.45	51.95	49.0	5	2.24	53.92	0.933	9.073
GDG.AX	1.714	84.883	64.78	75.38	64.52	5	1.8	81.05	1.042	57.492
GED.AX	3.501	99.8	76.69	58.27	56.87	5	1.36	80.88	1.069	82.933
GEM.AX	-2.935	30.95	33.58	31.49	32.52	5	0.87	37.89	0.979	25.474
GEN.AX	-0.698	56.907	52.07	28.63	35.66	5	1.13	39.45	0.98	77.917
GL1.AX	1.277	79.813	70.13	47.41	53.22	5	-0.02	63.87	0.985	99.128
GLL.AX	3.19	99.8	55.69	52.55	47.1	5	3.37	57.1	0.896	26.136
GLN.AX	2.878	98.383	48.14	71.41	53.32	5	-0.87	54.24	0.955	24.415
GMD.AX	-1.521	47.358	34.97	19.27	34.95	5	0.91	21.41	0.954	51.551
GMG.AX	1.523	82.668	49.88	47.74	50.74	5	1.44	57.55	0.997	41.662
GNC.AX	0.798	74.26	57.98	57.58	58.83	5	0.91	59.66	1.009	68.856
GNE.AX	0.813	74.435	61.74	47.82	53.57	5	0.09	62.66	1.005	57.327
GNG.AX	4.018	99.8	58.45	77.52	66.12	5	1.08	68.1	1.012	35.951
GNP.AX	3.698	99.8	70.33	81.17	69.68	5	1.01	80.72	1.029	53.552
GOR.AX	-1.603	46.409	38.81	31.15	39.97	5	0.09	37.05	0.999	58.12
GPR.AX	5.628	99.8	68.66	61.19	58.86	5	0.41	70.02	1.035	70.833
GPT.AX	2.651	95.756	40.71	52.66	49.22	5	0.84	31.14	0.994	43.906
GRL.AX	1.406	81.305	41.46	53.34	46.28	5	2.16	48.13	0.88	4.021
GRR.AX	0.164	66.904	60.54	65.5	51.59	5	1.11	68.51	1.013	58.224
GRV.AX	1.206	78.99	72.44	66.32	65.31	5	1.55	77.74	1.142	85.584
GRX.AX	2.318	91.891	55.6	67.38	54.1	5	-0.14	72.95	1.01	36.724
GSN.AX	1.981	87.977	49.32	50.35	46.44	5	1.56	58.44	1.013	37.5
GSS.AX	-2.661	34.134	26.04	21.12	21.5	5	0.95	21.34	0.934	15.163
GTK.AX	-0.766	56.117	41.4	59.1	46.49	5	1.16	26.92	0.983	57.318
GTN.AX	-0.4	60.358	25.15	29.02	31.41	5	1.12	20.48	0.961	20.516
GTR.AX	0.647	72.51	58.69	47.81	48.55	5	1.35	45.9	1.0	87.5
GWA.AX	1.236	79.338	69.1	77.58	68.46	5	0.88	85.5	1.043	73.108
GWR.AX	3.224	99.8	71.53	68.97	61.6	5	0.29	75.95	1.051	86.504
HAV.AX	1.222	79.176	54.89	46.04	43.23	5	0.38	52.01	0.978	67.708
HCH.AX	1.66	84.255	43.11	42.64	39.49	5	1.61	36.17	0.966	40.727
HE8.AX	1.631	83.923	38.62	40.62	39.77	5	1.83	39.68	0.931	17.398
HFR.AX	2.346	92.213	80.42	66.38	68.19	5	6.48	100.0	1.315	100.0
HGO.AX	-0.648	57.482	36.3	29.44	28.83	5	2.52	30.04	0.96	20.42
HHR.AX	0.972	76.277	54.39	53.84	49.5	5	1.98	48.65	0.966	37.5
HIT.AX	1.474	82.096	59.14	63.62	55.2	5	0.29	81.65	1.041	31.386
HLI.AX	-0.02	64.767	34.12	35.85	39.07	5	1.22	50.54	0.985	52.649
HLO.AX	1.614	83.717	61.63	66.95	53.35	5	0.99	82.8	1.063	43.063
HLS.AX	-1.264	50.343	42.1	41.8	43.59	5	0.56	60.99	0.985	27.496
HM1.AX	3.119	99.8	63.74	78.02	61.64	5	1.08	73.97	1.013	50.047
HMC.AX	-1.352	49.313	25.9	24.99	30.16	5	1.95	32.36	0.977	21.912
HMX.AX	-0.553	58.588	33.59	40.69	39.07	5	1.23	37.15	0.971	24.415
HMY.AX	0.208	67.414	56.46	61.4	58.05	5	0.95	81.43	1.037	50.544
HNG.AX	-2.788	32.664	38.99	29.15	34.91	5	0.14	53.62	1.01	40.051
HOR.AX	2.517	94.198	64.41	51.26	59.81	5	1.66	67.73	1.05	63.467
HPG.AX	2.231	90.878	60.96	61.51	57.9	5	0.27	61.45	1.016	71.857
HRN.AX	0.469	70.44	44.42	50.76	52.03	5	0.9	53.82	0.998	36.353
HRZ.AX	-0.051	64.414	30.75	43.98	34.34	5	1.44	16.61	0.955	25.416
HSN.AX	4.001	99.8	66.6	65.97	61.59	5	1.03	66.09	1.003	64.971
HTG.AX	1.38	81.011	69.31	47.96	51.87	5	-1.17	85.36	1.2	100.0
HUB.AX	6.849	99.8	63.04	70.42	62.92	5	2.11	65.05	1.001	58.825
HUM.AX	3.705	99.8	40.25	42.96	37.86	5	0.82	27.41	0.972	42.447
HYT.AX	-3.059	30.2	32.22	15.3	23.77	5	0.77	27.86	0.95	42.708
HZN.AX	1.618	83.772	67.15	63.45	53.96	5	0.99	65.19	1.017	68.598
HZR.AX	-0.336	61.099	47.69	41.65	41.96	5	2.1	62.59	0.982	31.507
IAG.AX	-0.12	63.606	56.66	56.7	61.13	5	0.6	68.5	1.019	68.371
ICG.AX	5.201	99.8	56.6	50.23	52.09	5	1.37	59.8	0.975	47.917
IDA.AX	1.416	81.426	48.4	47.15	45.34	5	0.53	51.19	0.991	33.222
IDX.AX	2.978	99.545	64.35	63.39	59.26	5	1.0	65.72	0.998	67.096
IEL.AX	-1.041	52.921	36.36	32.01	30.45	5	1.31	30.05	0.978	42.309
IFL.AX	3.139	99.8	64.75	73.9	63.53	5	1.37	72.26	1.005	46.945
IFM.AX	0.463	70.369	65.12	61.45	58.93	5	0.21	67.41	1.015	67.177
IFT.AX	0.949	76.011	68.32	78.87	66.38	5	0.8	85.31	1.051	72.512
IG6.AX	3.019	99.8	58.23	51.63	53.3	5	0.91	72.62	1.028	43.75
IGL.AX	2.349	92.244	47.55	54.98	51.78	5	0.71	44.56	0.982	52.849
IGO.AX	1.484	82.214	62.92	65.33	57.73	5	2.02	59.26	0.963	69.125
IIQ.AX	-0.587	58.193	36.72	31.38	31.4	5	0.28	39.53	0.988	45.719
ILU.AX	4.068	99.8	63.05	63.31	60.66	5	1.91	62.78	0.992	59.561
IMA.AX	0.445	70.163	51.1	48.17	42.91	5	-0.06	58.62	0.983	44.492
IMC.AX	0.344	68.995	41.54	44.16	42.78	5	1.34	39.38	0.895	18.773
IMD.AX	0.776	73.996	58.26	61.91	53.61	5	2.0	70.57	0.999	59.24
IMM.AX	-0.405	60.299	56.25	54.8	48.2	5	1.2	81.79	1.049	48.976
IMPQ.AX	0.914	75.608	55.25	56.13	50.28	5	0.92	72.99	1.005	36.995
IMR.AX	-1.557	46.942	33.24	25.54	27.69	5	2.65	33.21	0.94	46.723
IMU.AX	-3.517	30.2	32.55	44.78	32.81	5	1.27	25.56	0.957	25.746
INA.AX	-3.74	30.2	38.85	37.99	40.24	5	0.81	41.97	0.991	47.443
INF.AX	0.055	65.635	45.41	44.52	40.62	5	0.79	65.74	1.0	37.5
ING.AX	-1.687	45.426	36.66	60.54	50.67	5	0.4	27.81	0.998	60.385
INR.AX	-0.292	61.617	47.16	50.56	39.46	5	2.46	53.15	0.92	41.667
IPD.AX	5.438	99.8	63.25	46.33	46.17	5	1.75	63.01	0.959	61.298
IPG.AX	0.509	70.899	57.55	58.16	54.67	5	0.65	64.0	1.005	61.247
IPH.AX	1.024	76.878	61.42	74.78	63.57	5	1.06	65.25	1.004	61.317
IPT.AX	1.567	83.181	48.34	61.63	52.42	5	4.09	61.45	0.98	0.25
IPX.AX	3.943	99.8	72.61	84.0	73.5	5	1.62	73.28	1.045	72.734
IRE.AX	-1.861	43.418	43.37	33.8	38.62	5	0.78	49.92	1.001	50.645
IRI.AX	-0.379	60.603	35.57	36.89	38.29	5	0.88	34.13	0.982	34.488
IVR.AX	1.235	79.326	43.23	42.64	42.18	5	1.31	48.69	0.946	29.224
IVX.AX	0.882	75.235	34.07	24.65	28.31	5	0.09	28.92	0.988	37.5
IVZ.AX	-0.575	58.333	39.97	30.26	28.72	5	1.92	47.04	1.0	27.885
IXR.AX	5.478	99.8	72.56	66.56	64.72	5	-1.1	63.45	0.984	96.773
JAN.AX	1.115	77.933	63.33	54.1	50.11	5	-0.3	61.31	1.005	74.1
JAT.AX	-0.603	58.007	66.07	50.74	57.61	5	0.06	62.63	1.082	94.643
JBH.AX	-0.38	60.598	41.63	45.46	53.35	5	1.21	34.67	1.001	62.744
JHX.AX	2.164	90.097	55.05	59.54	58.04	5	1.34	46.8	1.007	53.675
JIN.AX	0.07	65.818	55.25	57.78	56.4	5	0.72	64.79	1.001	51.999
JLG.AX	11.125	99.8	62.63	56.38	56.63	5	1.2	60.53	1.0	49.521
JMS.AX	2.844	97.986	65.45	69.59	60.92	5	0.76	65.41	1.008	76.578
JYC.AX	0.318	68.684	61.92	61.3	65.59	5	0.53	68.97	1.004	64.405
KAI.AX	-0.36	60.824	28.95	23.13	36.77	5	0.73	28.83	0.956	23.997
KAR.AX	1.681	84.499	49.81	50.11	50.89	5	2.1	53.42	0.997	49.438
KAU.AX	-0.752	56.273	35.79	31.05	35.55	5	0.79	17.11	0.949	37.29
KCN.AX	1.666	84.32	39.28	44.37	46.57	5	1.31	32.14	0.968	43.184
KGL.AX	0.816	74.465	68.77	52.29	57.59	5	0.14	70.62	1.026	64.394
KGN.AX	-0.669	57.234	34.53	39.12	33.77	5	1.69	26.57	0.976	30.814
KLS.AX	3.25	99.8	64.94	68.18	63.65	5	1.84	85.51	1.021	65.829
KMD.AX	-1.556	46.951	38.72	33.93	34.83	5	0.91	46.28	1.007	27.396
KME.AX	8.092	99.8	53.65	50.06	45.31	5	1.21	53.62	1.007	37.5
KNI.AX	-1.025	53.106	40.1	42.14	35.28	5	-0.17	49.24	0.985	33.58
KOV.AX	5.118	99.8	73.38	76.37	78.48	5	0.44	87.04	1.047	62.119
KPG.AX	0.286	68.314	40.21	46.38	43.08	5	1.86	46.51	0.994	27.073
KPO.AX	2.545	94.524	72.36	62.99	56.62	5	0.73	61.46	1.014	95.644
KRM.AX	4.742	99.8	64.36	58.52	51.95	5	0.59	73.83	1.037	36.607
KSC.AX	0.465	70.393	62.11	63.72	57.79	5	-0.17	73.61	1.01	64.848
KSL.AX	1.832	86.247	55.53	61.14	59.65	5	0.65	61.41	1.008	63.675
KSN.AX	2.153	89.97	35.29	45.41	45.91	5	1.61	20.26	0.929	19.872
KYP.AX	1.898	87.021	56.93	46.2	47.89	5	1.95	59.37	0.966	52.891
KZR.AX	0.316	68.671	37.74	33.32	44.98	5	0.62	39.0	0.85	21.023
LAU.AX	3.002	99.8	66.5	76.07	62.83	5	0.38	80.59	1.026	43.026
LBL.AX	8.111	99.8	64.54	55.89	54.81	5	2.3	75.18	1.048	48.314
LCL.AX	-0.329	61.185	37.51	27.4	25.94	5	-1.23	43.36	0.973	37.5
LCY.AX	0.773	73.971	56.84	55.87	46.94	5	1.06	70.57	1.072	37.5
LDR.AX	-0.987	53.549	44.18	23.09	34.02	5	1.84	46.24	0.988	37.5
LEG.AX	0.649	72.527	64.69	56.64	51.04	5	0.0	57.11	1.0	87.5
LEX.AX	4.954	99.8	71.51	65.31	61.81	5	-0.06	76.88	1.081	65.179
LFG.AX	4.772	99.8	54.96	67.28	55.41	5	0.23	58.19	0.989	48.581
LGP.AX	0.964	76.186	37.82	40.34	31.75	5	0.35	53.17	1.0	26.136
LIC.AX	-0.715	56.706	35.1	36.48	35.9	5	1.18	40.04	0.978	31.068
LIN.AX	-1.105	52.188	67.0	56.36	56.71	5	0.33	69.76	1.008	91.875
LIT.AX	0.754	73.742	47.75	37.71	34.3	5	1.61	46.04	0.984	34.375
LKE.AX	1.94	87.501	55.7	59.64	48.61	5	1.6	61.06	0.929	50.0
LLC.AX	-1.779	44.361	37.86	41.73	41.93	5	1.42	39.8	0.998	50.0
LM8.AX	1.262	79.634	37.0	43.72	44.4	5	1.19	44.82	0.982	11.413
LMG.AX	2.09	89.241	54.09	49.65	43.51	5	0.37	67.36	0.947	43.75
LML.AX	1.419	81.456	53.3	46.01	43.67	5	1.76	57.46	1.012	37.5
LOT.AX	-0.583	58.241	37.53	31.9	34.52	5	1.63	27.09	0.896	22.998
LRK.AX	1.323	80.342	70.28	59.45	57.44	5	0.65	65.9	1.033	85.478
LSX.AX	0.777	74.01	34.51	30.66	40.15	5	0.54	23.82	0.975	44.879
LTR.AX	2.04	88.663	51.56	62.82	52.46	5	2.83	48.36	0.907	49.201
LYC.AX	2.675	96.03	65.56	82.23	75.84	5	-0.5	68.58	1.025	60.853
LYL.AX	1.466	82.0	45.25	51.44	53.16	5	0.81	51.75	0.985	29.903
M4M.AX	-1.169	51.443	28.83	14.97	18.4	5	1.96	17.68	0.9	37.5
M7T.AX	0.816	74.469	47.01	51.05	49.26	5	1.2	61.74	0.961	21.598
MAD.AX	3.724	99.8	67.59	63.03	65.66	5	1.08	71.57	1.011	62.841
MAF.AX	1.576	83.282	70.88	69.67	65.92	5	1.9	77.99	1.025	73.346
MAG.AX	2.801	97.491	62.75	53.84	52.04	5	2.86	35.68	1.007	84.13
MAN.AX	1.665	84.315	60.88	46.54	47.35	5	0.54	69.95	1.023	30.707
MAP.AX	-1.377	49.031	37.61	41.84	39.36	5	0.65	50.03	0.96	21.649
MAQ.AX	2.506	94.065	64.31	48.43	51.97	5	1.76	68.06	1.011	44.178
MAT.AX	0.461	70.349	48.97	51.19	55.93	5	1.57	60.18	0.982	30.651
MAY.AX	-0.552	58.601	36.01	43.99	36.59	5	-0.25	30.58	0.93	20.949
MBH.AX	1.757	85.385	53.67	53.11	44.78	5	1.7	46.4	1.005	72.359
MCA.AX	0.72	73.356	64.31	49.42	55.58	5	0.46	71.7	1.046	77.65
MCE.AX	1.067	77.38	55.06	43.43	45.61	5	1.82	59.35	1.062	25.926
MCP.AX	1.613	83.707	59.64	48.37	48.46	5	0.24	65.78	0.986	44.666
MCY.AX	0.249	67.889	55.79	56.59	52.73	5	0.48	52.05	1.005	68.155
MEC.AX	1.207	79.005	55.06	49.25	48.76	5	0.44	80.21	1.015	40.253
MEI.AX	2.657	95.821	39.36	63.73	52.42	5	1.13	49.5	0.918	26.016
MEK.AX	0.049	65.573	43.75	47.37	41.35	5	1.57	41.64	0.96	61.161
MEU.AX	-0.44	59.895	39.41	22.32	27.82	5	1.03	30.85	0.983	66.723
MEZ.AX	0.227	67.636	34.46	37.27	38.01	5	0.08	24.66	0.983	31.836
MFF.AX	1.558	83.072	68.74	72.79	65.62	5	1.03	86.92	1.013	66.086
MFG.AX	4.088	99.8	69.39	91.62	74.99	5	1.69	80.64	1.038	59.235
MGR.AX	0.225	67.613	39.93	36.17	41.0	5	0.86	41.45	0.99	33.417
MGT.AX	-1.353	49.304	51.86	43.25	48.37	5	-0.22	56.71	1.0	72.163
MGX.AX	8.031	99.8	64.7	72.09	63.9	5	1.3	68.49	1.009	65.789
MHJ.AX	0.353	69.096	60.15	50.43	55.56	5	0.1	70.04	1.036	73.963
MIN.AX	1.379	80.991	64.77	70.22	62.94	5	3.53	61.8	0.969	66.641
MIR.AX	1.638	84.006	68.15	80.15	65.62	5	0.61	73.8	1.007	64.727
MKR.AX	1.018	76.815	32.65	39.56	41.75	5	1.89	36.48	0.96	12.247
MLG.AX	4.171	99.8	59.18	38.58	48.16	5	0.33	54.61	1.003	59.978
MLX.AX	1.323	80.349	55.15	57.85	53.64	5	1.24	50.56	0.984	65.379
MM8.AX	-0.289	61.645	34.08	35.56	37.15	5	1.83	39.93	0.925	29.271
MMA.AX	0.355	69.115	44.65	43.8	40.8	5	1.68	64.83	1.004	32.292
MMI.AX	1.941	87.515	57.94	66.9	58.69	5	2.3	60.66	1.015	48.81
MMS.AX	1.236	79.343	68.0	73.92	71.86	5	1.16	65.66	1.011	55.828
MNB.AX	1.746	85.259	47.4	56.94	48.23	5	0.56	60.96	1.018	41.141
MND.AX	1.742	85.202	53.54	67.13	60.1	5	1.14	67.22	0.999	42.223
MOT.AX	1.99	88.089	56.1	64.45	53.15	5	0.68	63.41	1.002	38.729
MP1.AX	1.224	79.201	58.09	62.15	59.85	5	2.28	64.57	0.999	63.81
MPA.AX	11.682	99.8	61.05	83.56	59.9	5	0.34	70.55	0.981	31.713
MPL.AX	0.936	75.857	51.8	56.67	57.45	5	0.72	52.83	1.012	62.536
MQG.AX	0.352	69.089	41.76	60.02	53.7	5	1.46	25.61	0.987	55.703
MRL.AX	0.184	67.139	56.78	48.75	46.85	5	0.96	55.31	0.997	73.435
MSB.AX	3.337	99.8	61.74	58.23	55.13	5	2.3	69.17	1.013	35.298
MSV.AX	0.243	67.819	48.92	37.89	39.88	5	2.31	47.31	0.98	42.246
MTC.AX	0.805	74.343	50.7	45.33	49.21	5	0.71	64.01	1.024	38.839
MTM.AX	4.566	99.8	47.76	47.92	52.51	5	2.11	56.15	1.004	43.811
MTO.AX	2.537	94.424	71.9	78.68	78.97	5	0.28	86.42	1.065	72.936
MTS.AX	3.835	99.8	52.67	62.33	58.88	5	0.88	46.52	1.012	63.601
MVF.AX	0.24	67.785	51.62	52.18	51.58	5	1.16	71.55	1.007	35.075
MVP.AX	0.592	71.869	46.82	48.53	49.57	5	1.74	65.32	0.999	20.388
MX1.AX	0.844	74.786	54.61	52.23	43.31	5	1.72	64.62	0.956	57.33
MXI.AX	0.057	65.666	55.08	54.87	53.83	5	0.21	44.92	1.0	67.978
MXT.AX	1.614	83.724	51.28	59.66	45.75	5	0.3	56.65	1.002	36.28
MYE.AX	-2.645	34.312	49.52	36.15	39.6	5	1.09	30.42	0.989	80.981
MYS.AX	0.599	71.949	34.77	58.14	48.88	5	1.02	19.02	0.983	43.619
MYX.AX	0.466	70.406	41.26	46.95	38.76	5	0.49	33.26	0.961	31.048
NAB.AX	0.202	67.341	51.33	52.59	54.86	5	0.96	41.06	1.016	68.89
NAC.AX	0.853	74.898	35.41	45.2	45.94	5	2.27	42.03	0.99	32.398
NAN.AX	-1.507	47.513	56.76	51.23	52.42	5	0.97	83.81	1.045	60.679
NCC.AX	0.168	66.949	61.25	39.58	46.54	5	2.38	60.48	0.997	66.886
NCK.AX	0.462	70.354	58.83	63.3	60.02	5	1.19	72.05	1.016	60.909
NEU.AX	2.29	91.559	68.41	78.43	67.2	5	2.6	75.87	1.027	60.498
NGI.AX	1.132	78.129	67.15	63.12	63.64	5	1.5	73.9	1.018	62.945
NHC.AX	2.137	89.786	53.8	63.36	51.88	5	1.37	59.5	0.978	39.63
NIC.AX	1.965	87.79	55.83	68.58	56.34	5	2.17	60.45	0.986	62.018
NIM.AX	-0.607	57.961	26.44	28.68	34.01	5	2.12	8.18	0.723	0.25
NMT.AX	-1.477	47.871	38.87	34.7	41.48	5	2.67	33.18	0.988	58.557
NOL.AX	0.044	65.515	39.41	50.75	42.64	5	0.33	35.46	0.991	32.193
NOU.AX	0.335	68.886	53.15	41.52	40.71	5	1.36	55.98	0.987	77.308
NOV.AX	2.339	92.134	64.88	55.89	56.06	5	1.25	65.38	0.994	71.352
NOX.AX	3.011	99.8	83.19	69.87	70.8	5	0.72	95.42	1.459	93.59
NSC.AX	-0.018	64.787	43.75	35.57	37.71	5	1.34	37.92	0.994	46.93
NST.AX	-1.721	45.033	35.36	28.53	36.43	5	0.14	35.12	0.984	58.93
NTD.AX	0.77	73.93	58.68	68.8	64.96	5	1.38	81.87	1.062	69.392
NTI.AX	0.057	65.657	41.63	46.57	37.87	5	1.78	54.62	0.913	8.55
NTU.AX	1.119	77.985	43.67	37.64	44.14	5	1.07	53.45	0.957	20.211
NUF.AX	1.577	83.295	52.2	49.17	50.77	5	1.39	69.99	1.002	45.071
NVA.AX	-0.607	57.961	40.19	38.16	43.99	5	0.86	41.72	1.019	35.936
NWC.AX	9.382	99.8	52.39	58.03	53.69	5	1.6	62.72	1.003	37.034
NWL.AX	2.845	97.998	57.11	73.57	66.22	5	2.23	68.75	1.009	41.733
NWM.AX	3.144	99.8	39.47	46.55	43.32	5	0.34	46.15	0.929	10.027
NWS.AX	0.828	74.603	52.02	66.47	52.92	5	1.04	44.15	1.01	58.793
NXG.AX	1.374	80.938	47.95	43.02	49.31	5	2.05	62.31	0.996	29.505
NXL.AX	-0.156	63.19	49.4	43.7	44.45	5	1.68	57.98	0.971	41.536
NXM.AX	-1.551	47.013	34.6	20.04	32.19	5	1.44	22.65	0.961	68.929
NXS.AX	4.643	99.8	47.96	43.61	42.02	5	-0.14	56.65	0.977	24.415
NXT.AX	3.115	99.8	54.4	53.08	56.42	5	1.8	64.74	1.0	49.628
NZM.AX	-0.475	59.487	39.03	32.92	33.37	5	1.21	41.85	0.995	34.51
OBL.AX	-0.163	63.113	51.22	53.46	47.58	5	0.75	71.94	1.019	37.315
OBM.AX	-1.73	44.933	50.16	34.31	41.54	5	1.16	44.79	0.989	73.671
OCC.AX	0.617	72.157	47.32	55.94	47.99	5	2.19	55.29	0.965	28.352
OCL.AX	0.53	71.148	59.2	55.62	63.22	5	0.99	68.4	1.01	66.942
ODE.AX	1.373	80.926	37.36	29.93	37.75	5	2.87	44.63	1.0	37.5
OEL.AX	-0.166	63.07	47.96	47.07	39.15	5	0.65	69.42	1.039	37.5
OFX.AX	1.53	82.747	54.5	75.8	60.58	5	0.55	77.56	1.031	33.75
OIL.AX	0.227	67.629	31.09	46.63	33.59	5	0.61	32.98	0.955	20.184
OML.AX	0.878	75.185	61.98	67.19	66.23	5	1.12	70.66	1.011	66.883
ONE.AX	-0.273	61.839	48.44	46.51	45.33	5	1.29	47.96	0.993	77.917
ORA.AX	1.372	80.915	42.94	72.52	53.08	5	0.7	51.72	0.991	30.969
ORG.AX	3.181	99.8	58.59	58.04	56.56	5	0.85	58.34	0.993	54.777
ORI.AX	5.983	99.8	60.58	67.43	66.25	5	1.31	67.17	1.002	60.532
ORN.AX	-5.081	30.2	41.8	34.91	30.5	5	0.3	38.63	0.984	31.25
OSL.AX	0.305	68.541	38.49	36.49	34.02	5	-1.78	33.78	0.978	32.546
OZM.AX	-0.734	56.486	34.77	36.35	34.6	5	2.35	41.1	0.956	25.021
PAC.AX	-0.178	62.941	55.59	61.67	52.54	5	0.94	62.97	1.012	67.062
PAI.AX	4.526	99.8	57.09	54.94	53.45	5	0.93	68.21	1.002	33.445
PAR.AX	2.844	97.992	48.91	44.67	40.72	5	2.25	31.05	0.956	50.781
PCG.AX	-0.136	63.426	28.03	34.6	36.65	5	2.16	35.6	0.919	5.647
PCI.AX	0.146	66.699	42.33	54.73	40.85	5	0.85	36.72	1.001	40.033
PCK.AX	-0.62	57.81	44.08	37.06	44.33	5	-0.52	38.24	0.97	61.647
PCL.AX	2.402	92.859	61.44	53.1	51.35	5	2.6	60.45	1.067	67.708
PDI.AX	0.191	67.21	57.67	53.38	56.15	5	1.68	57.15	0.981	62.02
PDN.AX	0.395	69.58	35.58	35.85	36.8	5	2.84	17.28	0.899	22.779
PE1.AX	3.018	99.8	68.07	83.03	68.64	5	1.03	70.62	1.014	63.462
PEK.AX	3.588	99.8	46.19	63.57	56.81	5	2.33	65.3	1.003	26.018
PEL.AX	0.0	65.0	36.3	25.0	24.45	5	0.0	49.5	1.0	37.5
PEX.AX	0.94	75.899	31.37	21.69	24.43	5	1.11	20.59	0.958	31.701
PFG.AX	0.267	68.102	41.74	54.55	45.55	5	-0.2	48.68	1.017	37.5
PFP.AX	1.321	80.324	56.25	74.78	63.58	5	0.68	69.49	1.013	46.352
PGC.AX	0.289	68.355	57.28	54.44	48.11	5	1.1	60.01	1.022	66.586
PGD.AX	5.747	99.8	62.05	63.53	59.49	5	2.2	68.68	0.992	43.436
PGF.AX	1.636	83.976	45.93	66.02	59.18	5	0.68	51.38	0.994	32.97
PGM.AX	1.164	78.505	50.6	40.45	42.3	5	0.17	62.29	1.027	43.452
PGO.AX	-0.767	56.108	29.05	28.71	27.74	5	0.72	18.08	0.94	20.337
PH2.AX	2.221	90.768	58.76	53.48	53.46	5	1.92	65.15	1.0	30.484
PIA.AX	1.78	85.649	55.49	49.27	51.55	5	1.33	65.66	0.999	51.767
PIC.AX	3.433	99.8	66.75	75.39	67.35	5	0.39	74.92	1.007	66.384
PIQ.AX	-0.301	61.503	38.66	33.09	29.72	5	1.13	24.79	0.916	24.881
PL8.AX	0.951	76.031	57.01	57.91	60.86	5	0.86	65.82	1.013	50.883
PLL.AX	3.099	99.8	53.22	65.6	53.69	5	2.21	59.43	0.954	45.0
PLS.AX	1.475	82.112	53.08	68.96	56.57	5	2.4	53.46	0.922	44.407
PLT.AX	4.15	99.8	67.08	91.68	75.61	5	0.75	86.07	1.068	52.196
PLY.AX	3.403	99.8	48.53	48.03	42.99	5	0.05	53.73	0.933	24.405
PMC.AX	1.11	77.873	64.72	79.19	66.58	5	1.03	72.54	1.006	62.063
PME.AX	2.967	99.422	54.93	57.29	55.52	5	1.82	56.86	1.001	64.052
PMV.AX	0.201	67.334	53.05	71.75	57.94	5	1.61	78.38	1.021	37.672
