"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"FND.AX","FINDILIM FPO [FND]","36597","100","70.262","99.8","64.089","46.89569","74.051645","100","62.83744","70.262","4.36","4.7","7.8",""
"FPR.AX","FleetPartners Group Limited","314898","-10.05","66.619","88.5849","59.888","51.3831","39.701725","9.48789","59.13807","66.619","3.58","3.58","0",""
"M4M.AX","MACRO FPO [M4M]","78663","98.6","65.098","99.8","67.243","28.25048","50","100","70.69375","65.098","0.029","0.039","34.48",""
"RG8.AX","REGALASIAN FPO [RG8]","33055","13.45","63.014","78.9637","68.239","41.84065","100","100","65.76402","63.014","2.17","2.2","1.38",""
"AXN.AX","ALLI NCKL FPO [AXN]","47896","13.8","61.154","66.7796","81.163","35.51989","63.31074","79.81977","64.97202","61.154","0.04","0.038","-5",""
"AGX1.AX","AT GBL SHR TMF UNITS","8232","31.5","60.783","90.7265","43.955","47.6684","59.10726","64.24564","59.39178","60.783","5.89","5.92","0.51",""
"EMMG.AX","BETAMCEMMG TMF UNITS","35033","-3.95","58.042","78.7571","48.006","47.36339","57.23606","71.6904","63.67758","58.042","5.98","6.04","1",""
"IMPQ.AX","EIVST IMPQ TMF UNITS","172052","37.55","57.321","68.508","58.337","45.11653","73.53686","66.20997","54.30093","57.321","4.87","4.86","-0.21",""
"ADG.AX","ADL GOLD FPO [ADG]","22916","-96","57.262","75.503","76.358","19.92583","100","100","77.70236","57.262","0.007","0.006","-14.29",""
"HYT.AX","HYTERRA FPO [HYT]","0","-37.15","56.863","83.8226","57.979","28.78874","100","100","67.67857","56.863","0.034","0.036","5.88",""
"EINC.AX","BETAMCEINC TMF UNITS","53228","45.35","56.772","72.4482","48.472","49.39559","50","3.52223","49.57698","56.772","8.53","8.58","0.59",""
"VTM.AX","VICTORY FPO [VTM]","782046","100","56.65","81.7548","48.832","39.36339","87.201445","94.2494","54.10395","56.65","0.29","0.325","12.07",""
"USL.AX","UNICOSILVE FPO [USL]","1621552","-13.15","55.59","77.4177","54.713","34.63794","50","73.0704","47.08003","55.59","0.16","0.15","-6.25",""
"CZR.AX","COZIRONRES FPO [CZR]","4109","100","55.083","85.2555","44.699","35.29474","89.10724","78.0131","48.29729","55.083","0.3","0.285","-5",""
"HLI.AX","HELIA GRP FPO [HLI]","4101727","76.05","54.642","70.7971","43.299","49.83099","67.70763","81.88186","50.80046","54.642","4.06","3.87","-4.68",""
"PVT.AX","PVTMETALS FPO [PVT]","100063","73","54.246","70.546","60.131","32.06094","46.654775","34.81766","61.93641","54.246","0.014","0.019","35.71",""
"TVN.AX","TIVAN LTD FPO [TVN]","67935","-15.2","53.089","72.0915","50.206","36.96861","85.266305","87.19464","61.28038","53.089","0.074","0.073","-1.35",""
"RINC.AX","BETAMCRINC TMF UNITS","11433","46.2","52.435","64.7337","47.006","45.56468","50","8.95291","35.72523","52.435","8.41","8.32","-1.07",""
"KYP.AX","KINATICO FPO [KYP]","64724","-33.35","51.677","68.0972","55.959","30.97369","10.230025","0","72.27773","51.677","0.094","0.095","1.06",""
"LLI.AX","LOYALLITH FPO [LLI]","604318","100","51.256","60.5138","53.565","39.68779","0","0","47.42948","51.256","0.19","0.165","-13.16",""
"ETR.AX","","2771","50","50.614","65.6687","58.916","27.25663","25.356135","0","13.05964","50.614","0.007","0.007","0",""
"PEL.AX","","33287","-126.05","49.331","78.925","64.153","4.91627","49.333335","27.03222","78.2072","49.331","0.01","0.01","0",""
"GCM.AX","GREENCRIT FPO [GCM]","61770","100","48.841","68.3302","54.303","23.88954","50","20.87463","66.44462","48.841","0.005","0.005","0",""
"RGN.AX","REGION GP STAPLED [RGN]","23089","45.15","48.535","57.222","46.21","42.17393","31.451805","13.30547","59.94091","48.535","2.25","2.1","-6.67",""
"UNT.AX","UNITH FPO [UNT]","771141","-132.85","47.325","61.5113","52.744","27.72006","60.975155","51.57186","60.25915","47.325","0.014","0.013","-7.14",""
"EEL.AX","ENRGELELTD FPO [EEL]","5214530","-747.2","47.099","63.7226","55.095","22.47892","8.16299","0","21.09176","47.099","0.0025","0.002","-20",""
"MOM.AX","MOABMIN FPO [MOM]","129336","100","44.583","63.3855","52.778","17.58672","28.78678","1.09058","38.20284","44.583","0.003","0.003","0",""
"SVR.AX","Solvar Limited","292995","45.05","43.909","61.9571","23.965","45.80351","72.776905","67.22685","41.18731","43.909","1.115","1.14","2.24",""
"ETM.AX","ETRANSMIN FPO [ETM]","81343","-104.1","42.844","55.4858","40.891","32.15457","0","0","29.3619","42.844","0.024","0.022","-8.33",""
"BM8.AX","BATTERYAGE FPO [BM8]","20622","-93.05","42.417","57.3557","36.957","32.93718","96.713485","100","51.88814","42.417","0.14","0.14","0",""
"NXD.AX","NEXTEDLIM FPO [NXD]","76164","18.35","41.936","41.9596","48.647","35.20021","16.30944","0","34.55769","41.936","0.16","0.19","18.75",""
"FBM.AX","FUTURE BAT FPO [FBM]","44607","100","41.253","57.093","32.742","33.92524","0","0","45.52853","41.253","0.032","0.035","9.38",""
"YAR.AX","YARIMINERA FPO [YAR]","2079","-368.45","37.072","57.2794","32.599","21.33858","22.18498","0","24.0789","37.072","0.004","0.003","-25",""
