"Symbol","Company Name","Wtd Sortino Score"
"CIN","Carlton Investments Ltd","-10.92941505499"
"CKF","Collins Foods Ltd","-10.93876702081"
"ARB","ARB Corporation Ltd","-11.0004820571"
"SFC","Schaffer Corporation Ltd","-11.11915700378"
"JHG","Janus Henderson Group PLC DRC","-11.18766736234"
"M7T","Mach7 Technologies Ltd","-11.27198342659"
"AFI","Australian Foundation Investment Company Ltd","-11.51158250411"
"RHC","Ramsay Health Care Ltd","-11.55976244649"
"ACL","Australian Clinical Labs Ltd","-11.56186818203"
"SGQ","St George Mining Ltd","-11.6077873005"
"AMC","Amcor PLC","-11.72719291325"
"LEG","Legend Mining Ltd","-11.83949612239"
"SEC","Spheria Emerging Companies Ltd","-11.94135045479"
"PPT","Perpetual Ltd","-11.96004678853"
"RPL","RAPTOR RESOURCES LIMITED","-11.96842680832"
"BGA","Bega Cheese Ltd","-12.08413755961"
"MCR","Mincor Resources NL","-12.16797878536"
"FCT","Firstwave Cloud Technology Ltd","-12.17885949983"
"LYC","Lynas Rare Earths Ltd","-12.3583940616"
"IMD","Imdex Ltd","-12.39308309803"
"BRK","Brookside Energy Ltd","-12.49204318288"
"NWS","News Corp B DRC","-12.55515008879"
"LOT","Lotus Resources Ltd","-12.59455048915"
"GOW","Gowing Bros Ltd","-12.64811511459"
"AWC","Alumina Ltd","-12.73418946864"
"WGB","WAM Global Ltd","-12.84729666281"
"OCC","Orthocell Ltd","-12.86678440586"
"SDI","SDI Ltd","-12.91397219901"
"MYX","Mayne Pharma Group Ltd","-13.04193997916"
"AAC","Australian Agricultural Company Ltd","-13.06966272016"
"ECP","ECP Emerging Growth Ltd","-13.12941161811"
"WQG","WCM Global Growth Ltd","-13.31430677608"
"PPE","People Infrastructure Ltd","-13.67374589802"
"SDG","Sunland Group Ltd","-13.79881501275"
"RKN","Reckon Ltd","-13.91140520791"
"JHX","James Hardie Industries PLC","-14.40949950401"
"NBI","NB Global Corporate Income Trust","-14.46189969775"
"MEA","Mcgrath Ltd","-14.4701585675"
"PNI","Pinnacle Investment Management Group Ltd","-14.56318010164"
"OML","oOh!Media Ltd","-14.59864505329"
"ASX","ASX Ltd","-14.72706502998"
"CKA","Cokal Ltd","-14.90518401967"
"SIT","Site Group International Ltd","-15.0040113696"
"AFG","Australian Finance Group Ltd","-15.18575728865"
"HCH","Hot Chili Ltd","-15.25304275274"
"RSH","Respiri Ltd","-15.30265609736"
"GTG","Genetic Technologies Ltd","-15.3924620625"
"PTM","Platinum Asset Management Ltd","-15.50093132883"
"KAI","Kairos Minerals Ltd","-15.50904698981"
"TBR","Tribune Resources Ltd","-15.56992188915"
"FGX","Future Generation Investment Company Ltd","-15.64560246227"
"BM8","Battery Age Minerals Ltd.","-15.67895470136"
"PXA","PEXA Group Ltd","-15.78049256179"
"LFG","Liberty Financial Group Pty Ltd","-15.83146163308"
"WAM","Wam Capital Ltd","-15.95484473578"
"MIR","Mirrabooka Investments Ltd","-16.09456629535"
"TIP","Teaminvest Private Group Ltd","-16.50594098995"
"USL","Unico Silver Ltd.","-16.58217555882"
"CAJ","Capitol Health Ltd","-16.72691554185"
"RGL","Riversgold Ltd","-17.02345609461"
"FBU","Fletcher Building Ltd","-17.03482845051"
"MSV","Mitchell Services Ltd","-17.15744518144"
"NWC","New World Cobalt Ltd","-17.32597108332"
"EL8","Elevate Uranium Ltd","-17.33197437199"
"AVC","Auctus Alternative Investments Ltd","-17.35666776571"
"IMR","Imricor Medical Systems Inc","-17.39759814554"
"SNC","Sandon Capital Investments","-17.53963632049"
"HSN","Hansen Technologies Ltd","-17.56389060786"
"DXS","Dexus","-17.61302759901"
"WMI","WAM Microcap Ltd","-17.76145972406"
"ABA","Auswide Bank Ltd","-18.01921451605"
"GW1","Greenwing Resources Ltd","-18.25760636847"
"GNP","Genusplus Group Ltd","-18.25894403497"
"AMH","AMCIL Ltd","-18.41027793449"
"PXX","Polarx Ltd","-18.42810472841"
"FGG","Future Generation Global","-18.45944020917"
"MAF","MA Financial Group Ltd","-18.55386155203"
"HE8","Helios Energy Ltd","-18.89967742054"
"FSI","Flagship Investments Ltd","-19.02312295612"
"CSS","Clean Seas Seafood Ltd","-19.14798625754"
"ADX","Adx Energy Ltd","-19.271289144"
"FRI","Finbar Group Ltd","-19.44624673331"
"A1M","AIC Mines Limited","-19.54552398795"
"MLS","Metals Australia Ltd","-19.81657700333"
"DVR","Diverger Ltd","-19.86568640691"
"SDV","Scidev Ltd","-20.07589293297"
"CQE","Charter Hall Education Trust","-20.14289995201"
"MGV","Musgrave Minerals Ltd","-20.44352156184"
"MWY","Midway Ltd","-21.11806315576"
"EAI","Ellerston Asian Invests Ltd","-21.15729048046"
"ERM","Emmerson Resources Ltd","-21.29535535248"
"KSN","Kingston Resources Ltd","-21.29906520258"
"PIA","Pengana International Equities Ltd","-21.31827899579"
"SSM","Service Stream Ltd","-21.43628321998"
"AAR","Astral Resources NL","-21.46848382898"
"ASB","Austal Ltd","-21.54463393421"
"BTI","Bailador Technology Invest Ltd","-21.60118542572"
"NTI","Neurotech International Ltd","-21.93681028815"
"JAT","Jatcorp Ltd","-21.98942785708"
"WAR","Wam Strategic Value Ltd","-22.09003735946"
"PGC","Paragon Care Ltd","-22.22944246134"
"TKM","Trek Metals Ltd","-22.26431571689"
"NAC","NAOS Absolute Opportunities","-22.34887178935"
"IME","ImExHS Ltd","-22.59931164686"
"3DA","Amaero International Ltd","-22.82925990098"
"RYD","Ryder Capital Ltd","-23.06813031919"
"ENA","Ensurance Ltd","-23.10677645869"
"DEM","De.mem Ltd","-23.25884736775"
"GEN","Genmin Ltd","-23.2818291086"
"CR9","Corella Resources Ltd","-23.54463970046"
"WAF","West African Resources Ltd","-23.68980581408"
"ABB","Aussie Broadband Ltd","-23.7339412128"
"TUL","Tulla Resources PLC DRC","-23.98237674264"
"BML","Boab Metals Ltd","-24.15260142668"
"GRR","Grange Resources Limited","-24.18526683518"
"SKY","Sky Metals Ltd","-24.22618334766"
"GWA","GWA Group Ltd","-24.47638888396"
"AGR","Aguia Resources Ltd","-24.49071030007"
"SHV","Select Harvests Ltd","-24.5262960441"
"NOL","NobleOak Life Ltd","-24.58445802571"
"PPS","Praemium Ltd","-24.77610130913"
"MAM","Microequities Asset Management Group Ltd","-24.83143487242"
"EVT","Event Hospitality and Entertainment Ltd","-24.92908185588"
"AME","Alto Metals Ltd","-25.00115804415"
"LLC","Lend Lease Group","-25.18001527528"
"3PL","3P Learning Ltd","-25.43382859644"
"TGM","Theta Gold Mines Ltd","-25.6847381147"
"EMV","EMvision Medical Devices Ltd","-25.74147515472"
"ANO","Advance Nanotek Ltd","-25.7621220156"
"ESK","Etherstack plc","-25.99899481679"
"AMX","Aerometrex Ltd","-26.08834066046"
"M24","Mamba Exploration Ltd","-26.42496698754"
"NCC","NAOS Emerging Opportunities","-26.57775244739"
"SVR","Solvar Ltd.","-26.60733669998"
"DYL","Deep Yellow Ltd","-26.63053919106"
"URW","Unibail Rodamco Westfield","-26.74739711093"
"VVA","Viva Leisure Ltd","-26.95553491499"
"QPM","Queensland Pacific Metals Ltd","-26.97021974945"
"AQZ","Alliance Aviation Services Ltd","-27.5921012014"
"CDM","Cadence Capital Ltd","-27.59487449058"
"G6M","Group 6 Metals Ltd","-27.59721349537"
"JRL","Jindalee Resources Ltd","-27.75124874796"
"E25","Element 25 Ltd","-27.95139302483"
"GAP","Gale Pacific Ltd","-28.10007069939"
"STK","Strickland Metals Ltd","-28.28561268238"
"OCL","Objective Corp Ltd","-28.38840291978"
"ZEO","Zeotech Ltd","-28.55714125825"
"WOA","Wide Open Agriculture Ltd","-28.81203811422"
"MEU","Marmota Energy Ltd","-28.92192114662"
"EP1","E&P Financial Group Ltd","-28.96701865141"
"SKC","Skycity Entertainment Group Ltd","-28.96936598766"
"BFG","Bell Financial Group Ltd","-29.07084364154"
"GWR","GWR Group Ltd","-29.21453858684"
"DBF","Duxton Broadacre Farms Ltd","-29.59168912271"
"BKT","Black Rock Mining Ltd","-29.95123696523"
"DTM","Dart Mining NL","-30.04695311205"
"BLX","Beacon Lighting Group Ltd","-30.09306228796"
"CBO","Cobram Estate Olives Ltd","-30.40657779276"
"WAA","Wam Active Ltd","-30.81773290252"
"ADV","Ardiden Ltd","-30.83116731055"
"CYG","Coventry Group Ltd","-30.91430212596"
"IXU","IXUP Ltd","-31.08422782072"
"HYT","HyTerra Ltd.","-31.23365399848"
"GAS","State Gas Ltd","-31.26925730074"
"EXR","Elixir Petroleum Ltd","-31.60463381304"
"FID","Fiducian Group Ltd","-31.60888759889"
"CNI","Centuria Capital Ltd","-31.76085309929"
"AII","Almonty Industries Inc DRC","-31.83740971567"
"RCE","Recce Ltd","-31.83750811351"
"TSO","Tesoro Resources Ltd","-32.10052161274"
"LKE","Lake Resources NL","-32.47143121512"
"BNL","Blue Star Helium Ltd","-32.82743688906"
"TI1","Tombador Iron Ltd","-33.15446483014"
"AL3","Aml3d Pty Ltd","-33.29401779301"
"G88","Golden Mile Resources Ltd","-33.36539952732"
"PAR","Paradigm Biopharmaceuticals Ltd","-33.97319153374"
"AIZ","Air New Zealand Ltd","-34.08574801887"
"HLS","Healius Ltd","-34.12468800655"
"ELS","Elsight Ltd","-34.23454847979"
"NWF","Newfield Resources Ltd","-34.30588977119"
"PPM","Pepper Money Ltd","-34.34807280902"
"OBL","Omni Bridgeway Ltd","-34.36189788504"
"LEX","Lefroy Exploration Ltd","-34.40155321289"
"CEL","Challenger Exploration Ltd","-34.41851165388"
"RVS","Revasum Inc","-34.60038030615"
"MLX","Metals X Ltd","-34.68521433548"
"HM1","Hearts and Minds Investments Ltd","-34.78108979102"
"WAX","WAM Research Ltd","-34.92786233147"
"E2M","E2 Metals Ltd","-35.31206127634"
"AGE","Alligator Energy Ltd","-35.35647964875"
"MYS","Mystate Ltd","-35.36158779496"
"SWF","SelfWealth Limited","-35.47322719853"
"GRV","Greenvale Energy Ltd","-35.6046230164"
"CAY","Canyon Resources Ltd","-35.75700829089"
"HT1","HT&E Ltd","-35.97037534354"
"BOQ","Bank Of Queensland Ltd.","-36.37652967808"
"TGF","Tribeca Global Natural Resources Ltd","-36.39804418109"
"WML","Woomera Mining Ltd","-36.52648165908"
"SLC","Superloop Ltd","-36.58606114003"
"GBR","Great Boulder Resources Ltd","-36.67304143337"
"BOL","Boom Logistics Ltd","-36.97895732996"
"VEN","Vintage Energy Ltd","-37.17978448737"
"ATS","Australis Oil & Gas Ltd","-37.26241019748"
"MEK","MEEKA GOLD LIMITED","-37.31245976614"
"HMC","Home Consortium Ltd","-37.39188081344"
"INR","ioneer Ltd","-37.73815826902"
"SLR","Silver Lake Resources Ltd","-37.84812693909"
"DDR","Dicker Data Ltd","-37.91465308571"
"PCG","Pengana Capital Group Ltd","-38.00416576459"
"NUH","Nuheara Ltd","-38.0416751621"
"CHC","Charter Hall Group","-38.21236279002"
"BNR","Bulletin Resources Ltd","-38.49291291741"
"RAC","Race Oncology Ltd","-38.55542507659"
"HLA","Healthia Ltd","-38.80359874579"
"CVW","Clearview Wealth Ltd","-38.87074204559"
"RED","Red 5 Ltd","-38.96211845887"
"ORR","Orecorp Ltd","-39.34487364146"
"DOW","Downer Edi Ltd","-39.47647254663"
"IDA","Indiana Resources Ltd","-39.86539708744"
"PH2","Pure Hydrogen Corporation Ltd","-39.86681594618"
"AKO","Akora Resources Ltd","-40.66594327426"
"DSK","Dusk Group Ltd","-41.23676505181"
"EEL","ENRG Elements Ltd.","-41.35241068549"
"MEL","Metgasco","-41.55789694412"
"MCP","Mcpherson'S Ltd","-41.66375932658"
"JAY","Jayride Group Ltd","-41.70460926671"
"TTM","Titan Minerals Ltd","-41.84270583382"
"GC1","Glennon Small Companies Ltd","-41.88657664761"
"NWM","Norwest Minerals Ltd","-42.01029472024"
"AIS","Aeris Resources Ltd","-42.57898741787"
"KYP","Kinatico Ltd.","-42.63948595993"
"MIO","Macarthur Minerals Ltd","-43.11999264235"
"SBM","St Barbara Ltd","-43.6840983689"
"TOE","Toro Energy Ltd","-43.70551944742"
"WAK","WA Kaolin Ltd","-44.23987542584"
"BMN","Bannerman Resources Ltd","-44.26542809341"
"SWM","Seven West Media Ltd","-44.66134519776"
"AND","Ansarada Group Ltd","-44.77529977597"
"TOR","Torque Metals Ltd","-44.89764154059"
"PSQ","Pacific Smiles Group Ltd","-45.22719339802"
"GTI","Gratifii Ltd","-45.51758645159"
"AVG","Australian Vintage Ltd","-45.53998026651"
"RMC","Resimac Group Ltd","-45.58667151262"
"ALG","Ardent Leisure Ltd","-45.6241982928"
"PYC","PYC Therapeutics Ltd","-45.75318231367"
"VTG","Vita Group","-46.003302275"
"BSE","Base Resources Ltd","-46.00390260683"
"4DS","4DS Memory Ltd","-46.24139139335"
"NGI","Navigator Global Investments Ltd","-46.3837545632"
"BCI","BC Iron Ltd","-46.69105914094"
"SOR","Strategic Elements Ltd","-46.79869385924"
"CUP","Countplus Ltd","-46.83296218969"
"BRU","Buru Energy Ltd","-47.0017515945"
"MLG","MLG OZ Ltd","-47.07601132586"
"DTZ","Dotz Nano Ltd","-47.17054352438"
"BBX","BBX Minerals Ltd","-47.87604379085"
"CPV","ClearVue Technologies Ltd","-48.08650774217"
"PCK","PainChek Ltd","-48.3862736343"
"IIQ","Inoviq Ltd","-48.60184772212"
"MCA","Murray Cod Australia Ltd","-49.35670205096"
"RMY","RMA Global Ltd","-49.41732686338"
"CTM","Centaurus Metals Ltd","-49.60108797092"
"ADG","Adelong Gold Ltd.","-49.7016013512"
"GDA","Good Drinks Australia Ltd","-49.72007764729"
"SPA","Spacetalk Ltd","-50.09343613458"
"IXC","Invex Therapeutics Ltd","-50.24118554578"
"CTP","Central Petroleum Ltd","-50.34320208604"
"LNU","Linius Technologies Ltd","-50.46771017736"
"ADA","Adacel Tech Ltd","-50.76113887988"
"VGL","Vista Group International Ltd","-50.764964414"
"COD","Coda Minerals Ltd","-51.59208946881"
"VEE","VEEM Ltd","-51.69139483648"
"EEG","Empire Energy Group Ltd","-51.74119200301"
"ELD","Elders Ltd","-52.00635184969"
"CCP","Credit Corp Group Ltd","-52.03709842023"
"FYI","FYI Resources Ltd","-52.28912659029"
"CAT","Catapult Grp Intl Ltd","-53.9365206421"
"TCG","Turaco Gold Ltd","-54.66261862165"
"AV1","Adveritas Ltd","-54.93093526503"
"HUM","Humm Group Ltd","-55.00436080267"
"AUT","Auteco Minerals Ltd","-55.55424138616"
"OFX","OFX Group Ltd","-56.01824082938"
"GSR","Greenstone Resources Ltd","-56.24608430794"
"ROG","Red Sky Energy Ltd","-56.49880293521"
"VMT","Vmoto Ltd","-56.87569351915"
"ACW","Actinogen Medical Ltd","-57.09851142152"
"AHX","Apiam Animal Health Ltd","-57.63329118179"
"BTR","Brightstar Resources Ltd","-58.04559590869"
"MXR","Maximus Resources Ltd","-58.14499252813"
"STM","Sunstone Metals Ltd","-58.35863641261"
"A1G","African Gold Ltd","-59.44963288231"
"CPT","Cipherpoint Ltd","-59.84962414727"
"CE1","Calima Energy Ltd","-60.21774964073"
"SPX","Spectrum Metals Limited","-60.57883624554"
"SRZ","Stellar Resources Ltd","-60.66415930456"
"HFR","Highfield Resources Ltd","-60.9333013298"
"DCX","Discovex Resources Ltd","-61.05772178286"
"REE","Rarex Ltd","-61.2090944264"
"SPT","Splitit Ltd","-61.28081344559"
"TPW","Temple & Webster Group Ltd","-61.80042669266"
"IMM","Immutep Ltd","-62.03089022885"
"EPY","Earlypay Ltd","-62.20598678075"
"ELE","Elmore Limited","-62.20890914557"
"ABC","Adbri Ltd","-62.28701387075"
"OIL","Optiscan Imaging Ltd","-62.33775560185"
"COE","Cooper Energy Ltd","-62.49753780769"
"CDX","Cardiex Ltd","-62.61518395533"
"AX8","Accelerate Resources Ltd","-62.72187449428"
"PV1","Provaris Energy Ltd","-63.51422411025"
"PLY","Playside Studios Ltd","-63.69414785398"
"EMT","Emetals Ltd","-63.91458870313"
"IMA","Image Resources NL","-63.95562644504"
"SHJ","Shine Corporate Ltd","-64.08423896612"
"GBE","Globe Metals & Mining Ltd","-64.49875286852"
"KPO","Kalina Power Ltd","-64.54257648844"
"DMP","Domino'S Pizza Enterprises Ltd","-64.69158864284"
"PPL","Pureprofile Ltd","-64.84156504693"
"CDT","Castle Minerals Ltd","-64.85469676851"
"PEX","Peel Mining Ltd","-64.90836407625"
"DGL","DGL Group Ltd","-64.93220280724"
"TAM","Tanami Gold NL","-64.93326730122"
"SYR","Syrah Resources Ltd","-65.13914630498"
"GGE","Grand Gulf Energy Ltd","-65.16152333246"
"JAN","Janison Education Group Ltd","-65.4586776921"
"RTR","Rumble Resources Ltd","-65.5540433136"
"DLT","Delta Drone International Ltd","-65.64146810497"
"LOM","Lucapa Diamond Co Ltd","-65.91019178311"
"GED","Golden Deeps Ltd","-66.05774928657"
"PGY","Pilot Energy Ltd","-66.82416356206"
"PXS","Pharmaxis Ltd","-67.13166818258"
"PAM","Pan Asia Metals Ltd","-67.38963029235"
"LME","Limeade Inc","-67.46228879061"
"WWI","West Wits Mining Ltd","-67.51441027341"
"OPT","Opthea Ltd","-67.78903981124"
"BNZ","Benz Mining Corp","-68.13654026028"
"NXS","Next Science Ltd","-68.16747985893"
"VRC","Volt Resources Ltd","-68.57523170374"
"DCN","Dacian Gold Ltd","-68.62993161016"
"FG1","Flynn Gold Ltd","-68.86978085244"
"CCZ","Castillo Copper Ltd","-69.09851224639"
"PEL","Pelican Resources Limited","-69.21842740199"
"HRZ","Horizon Minerals Limited","-69.40307885168"
"PAN","Panoramic Resources Ltd","-69.61410286296"
"G1A","Galena Mining Ltd","-69.78905156606"
"TEK","Thorney Technologies Ltd","-69.80606917896"
"QML","QMines Ltd","-69.9650703932"
"IRX","Inhalerx Ltd","-70.0068658737"
"EMD","Emyria Ltd","-70.02546505468"
"ARL","Ardea Resources Ltd","-70.23097766331"
"STN","Saturn Metals Ltd","-70.27974942426"
"SXL","Southern Cross Media Group Ltd","-70.94063694956"
"AWJ","Auric Mining Ltd","-71.06248335176"
"KZR","Kalamazoo Resources Ltd","-71.10332371096"
"NMT","Neometals Ltd","-71.264375522"
"SRL","Sunrise Energy Metals Ltd","-71.44104282971"
"M4M","Macro Metals Ltd.","-71.9697155919"
"NOV","Novatti Group Ltd","-72.58964893855"
"VRX","VRX Silica Ltd","-72.67337831653"
"GRL","Godolphin Resources Ltd","-72.85160365114"
"CAN","Cann Group Ltd","-72.86427658977"
"CYL","Catalyst Metals Ltd","-73.20351355905"
"IXR","Ionic Rare Earths Ltd","-73.24770991812"
"VUL","Vulcan Energy Resources Ltd","-73.53902076453"
"VR1","Vection Technologies Ltd","-73.75730869175"
"NCR","Nucoal Resources Ltd","-73.90373311833"
"SHN","Sunshine Gold Limited","-73.94189295619"
"GSS","Genetic Signatures Ltd","-74.49600937609"
"MP1","Megaport Ltd","-74.59742612468"
"IEC","Intra Energy Corporation","-74.68583165549"
"BSX","Blackstone Minerals Ltd","-75.16544775202"
"ETM","Greenland Minerals Ltd.","-76.32565137678"
"IRI","Integrated Research Ltd","-77.05948847065"
"MCL","Mighty Craft Ltd","-77.0635406044"
"CRS","Caprice Resources Ltd","-77.10693925526"
"FLN","Freelancer Ltd","-77.91843996463"
"WCN","White Cliff Minerals Ltd","-78.11059836913"
"AAU","Antilles Gold Ltd","-78.36769256015"
"AQI","Alicanto Minerals Ltd","-78.80528033218"
"MOH","Moho Resources Ltd","-78.93288875711"
"ANP","Antisense Therapeutics Ltd","-79.04484142294"
"AZL","Arizona Lithium Ltd","-79.42515644933"
"ACB","A-Cap Energy Ltd","-79.52284840167"
"EVS","Envirosuite Ltd","-80.258967045"
"TAR","Taruga Gold Ltd","-80.52410052488"
"MFG","Magellan Financial Group Ltd","-80.54819380469"
"POS","Poseidon Nickel Ltd","-80.5970326921"
"IAM","Complii FinTech Solutions Ltd","-80.95954565148"
"GCY","Gascoyne Resources Ltd","-81.93367895353"
"EPM","Eclipse Metals Ltd","-82.05838757587"
"RLT","RENERGEN Ltd","-82.23422441339"
"WKT","Walkabout Resources Ltd","-82.24229384274"
"CVN","Carnarvon Petroleum Ltd","-82.31321062823"
"AMI","Aurelia Metals","-82.46059650229"
"ARN","Aldoro Resources Ltd","-83.9286673618"
"OZM","Ozaurum Resources Ltd","-84.26191133323"
"FGR","First Graphene Ltd","-84.26436059654"
"LRK","Lark Distilling Co Ltd","-84.31655540497"
"SPN","Sparc Technologies Ltd","-84.33760252308"
"88E","88 Energy Ltd","-84.52481428579"
"EGG","Enero Group Ltd","-84.72419279216"
"AR9","Archtis Ltd","-84.77707400862"
"EOL","Energy One Ltd","-85.04413550477"
"ARD","Argent Minerals Ltd","-85.15511203496"
"NTD","National Tyre & Wheel Ltd","-85.42271082494"
"LCL","Los Cerros Ltd","-85.73112809503"
"VMS","Venture Minerals","-85.73801147179"
"AMA","AMA Group Ltd","-85.89545917256"
"GSN","Great Southern Mining Ltd","-86.66605797544"
"AMN","Agrimin Ltd","-86.98998021502"
"EML","EML Payments Ltd","-87.15477865057"
"1ST","1stAvailable Ltd","-87.29556701601"
"MOZ","Mosaic Brands Ltd","-87.48517950348"
"STG","Straker Translations Ltd","-87.83755331441"
"SRK","Strike Resources Ltd","-88.91052943689"
"CPH","Creso Pharma Ltd","-89.30491354838"
"ICI","iCandy Interactive Ltd","-90.01968172392"
"FAU","First Au Ltd","-90.04758200753"
"29M","29Metals Ltd","-90.13051630502"
"BIT","Biotron Ltd","-90.20515862453"
"HPP","Health and Plant Protein Group Ltd","-90.21065502839"
"ARO","Astro Resources NL","-90.56263152126"
"EMN","Euro Manganese Inc","-90.57797716778"
"CBR","Carbon Revolution Ltd","-90.62157888393"
"BBN","Baby Bunting Group Ltd","-91.18202506468"
"GMR","Golden Rim Resources Ltd","-91.20930984043"
"PTX","Prescient Therapeutics Ltd","-92.06211171552"
"SKO","Serko Ltd","-92.45460701221"
"BYE","Byron Energy Ltd","-92.52776318783"
"MX1","Micro-X Ltd","-92.53464171557"
"HLX","Helix Resources Ltd","-93.51864615949"
"BAT","Battery Minerals Ltd","-94.03524153929"
"ZNC","Zenith Minerals Ltd","-94.09226708438"
"CNJ","Conico Ltd","-94.43759912317"
"TMR","Tempus Resources Ltd","-94.51982345539"
"GTR","GTI Resources Ltd","-94.89774789626"
"SOM","SomnoMed Ltd","-94.96956920524"
"DCL","DomaCom Limited","-95.33230327584"
"IMU","Imugene Ltd","-96.0615252113"
"AON","Apollo Minerals Ltd","-96.43747254407"
"ABY","Adore Beauty Group Ltd","-97.03720235833"
"ODE","Odessa Minerals Ltd","-97.15932026368"
