"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"FND.AX","FINDILIM FPO [FND]","42533","48.45","68.885","99.8","61.042","45.81402","90.900675","95.46641","52.89647","68.885","3.77","3.64","-3.45",""
"FPR.AX","FleetPartners Group Limited","524553","15.6","64.055","82.7487","58.709","50.70806","51.267195","24.15691","56.74236","64.055","3.3","3.37","2.12",""
"M4M.AX","MACRO FPO [M4M]","5401","-50.9","64.021","99.8","63.671","28.59101","50","83.9717","68.66065","64.021","0.032","0.03","-6.25",""
"AXN.AX","ALLI NCKL FPO [AXN]","24714","-55.25","61.385","67.456","81.462","35.23651","44.88436","0","65.18654","61.385","0.038","0.038","0",""
"RG8.AX","REGALASIAN FPO [RG8]","44917","16.65","60.418","74.0364","66.972","40.24511","52.543145","95.91476","63.17256","60.418","2.09","2.13","1.91",""
"VTM.AX","VICTORY FPO [VTM]","9842","65.85","57.78","83.932","49.146","40.26115","100","100","55.2848","57.78","0.325","0.36","10.77",""
"USL.AX","UNICOSILVE FPO [USL]","39523","67.3","57.732","80.7795","55.544","36.87124","80.81372","89.82722","49.44795","57.732","0.165","0.175","6.06",""
"EINC.AX","BETAMCEINC TMF UNITS","3058573","45.7","57.105","74.8289","46.908","49.5766","77.8077","83.72473","54.19133","57.105","8.68","8.77","1.04",""
"AGX1.AX","AT GBL SHR TMF UNITS","23505","44.15","56.795","74.0895","49.095","47.19921","0","0","57.65635","56.795","5.81","5.73","-1.38",""
"IMPQ.AX","EIVST IMPQ TMF UNITS","0","38.15","56.793","68.5445","57.256","44.57847","9.52275","14.75787","49.02055","56.793","4.88","4.88","0",""
"HYT.AX","HYTERRA FPO [HYT]","36928","-51.15","56.667","83.2706","56.537","30.19461","72.599615","99.96066","62.10247","56.667","0.044","0.035","-20.45",""
"CZR.AX","COZIRONRES FPO [CZR]","872582","4.15","56.36","87.3111","46.922","34.84551","20.294615","21.27808","47.33633","56.36","0.26","0.3","15.38",""
"HLI.AX","HELIA GRP FPO [HLI]","1413782","66.05","53.952","70.6516","42.756","48.44937","22.994155","6.94364","49.22222","53.952","3.94","3.89","-1.27",""
"RINC.AX","BETAMCRINC TMF UNITS","5807","39.8","53.834","68.5171","46.738","46.2478","29.442245","39.51461","40.9809","53.834","8.45","8.55","1.18",""
"MOM.AX","MOABMIN FPO [MOM]","3447371","88.85","53.14","69.5501","71.657","18.21332","52.912485","48.4324","56.14848","53.14","0.005","0.004","-20",""
"ADG.AX","ADL GOLD FPO [ADG]","151089","-60.6","52.732","68.4304","70.257","19.50998","61.409195","67.70996","69.61983","52.732","0.0045","0.003","-33.33",""
"PVT.AX","PVTMETALS FPO [PVT]","63130","26.95","51.896","68.1399","54.815","32.73214","76.681955","62.53001","64.93828","51.896","0.019","0.015","-21.05",""
"ETR.AX","","33073","50","50.745","65.5402","59.703","26.99051","22.2763","0","32.5","50.745","0.007","0.007","0",""
"KYP.AX","KINATICO FPO [KYP]","46462","-35","50.011","72.4557","46.992","30.58395","83.28736","87.50305","84.26196","50.011","0.11","0.11","0",""
"RGN.AX","REGION GP STAPLED [RGN]","259319","49.35","49.927","63.3564","44.12","42.30402","51.17672","65.04464","56.98745","49.927","2.24","2.24","0",""
"PEL.AX","","4038","-28.75","49.242","79.3081","64.009","4.40808","28.666665","0","78.36365","49.242","0.01","0.01","0",""
"UNT.AX","UNITH FPO [UNT]","21147","-47.6","49.064","66.1802","53.266","27.74592","37.297885","46.90388","52.61822","49.064","0.0155","0.016","3.23",""
"EEL.AX","ENRGELELTD FPO [EEL]","23137","-291.05","48.623","69.5812","54.868","21.41928","14.3817","0","43.66993","48.623","0.002","0.003","50",""
"LLI.AX","LOYALLITH FPO [LLI]","23183","53.5","48.432","55.0218","52.781","37.49253","0","0","32.53949","48.432","0.12","0.12","0",""
"TVN.AX","TIVAN LTD FPO [TVN]","576346","10.05","48.298","62.6373","46.004","36.25183","70.691195","75.1427","51.03457","48.298","0.057","0.055","-3.51",""
"EMMG.AX","BETAMCEMMG TMF UNITS","6686180","28.35","46.516","77.6345","13.979","47.93594","100","100","15.7678","46.516","6.14","6.15","0.16",""
"SVR.AX","Solvar Limited","122252","23.05","44.25","61.3041","24.96","46.48651","82.537495","100","59.91274","44.25","1.105","1.1","-0.45",""
"GCM.AX","GREENCRIT FPO [GCM]","324052","100","44.074","61.9182","47.629","22.67376","50","46.94301","61.27918","44.074","0.0025","0.0025","0",""
"ETM.AX","ETRANSMIN FPO [ETM]","105949","-21.7","44.035","57.4805","41.69","32.93306","0","0","29.03634","44.035","0.021","0.023","9.52",""
"BM8.AX","BATTERYAGE FPO [BM8]","16434","-87.3","42.524","56.773","38.012","32.78691","50","63.25862","54.83636","42.524","0.14","0.125","-10.71",""
"NXD.AX","NEXTEDLIM FPO [NXD]","43341","53.8","39.755","37.9549","47.411","33.90039","37.698395","0","19.74257","39.755","0.17","0.15","-11.76",""
"FBM.AX","FUTURE BAT FPO [FBM]","64512","36.15","37.354","48.0302","31.531","32.50122","12.831385","0","40.02294","37.354","0.022","0.02","-9.09",""
"YAR.AX","YARIMINERA FPO [YAR]","1358","-229.25","36.702","58.6756","31.14","20.28931","18.679615","0","37.69329","36.702","0.003","0.003","0",""
