"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"SSNT","SilverSun Technologies Inc","292959531","-611.3","81.909","99.8","97.884","48.04427","99.42967","70.38253","48.71042","81.909","87","71.79","-17.48",""
"CADL","Candel Therapeutics Inc","201864769","-2.1","81.026","99.8","95.935","47.34368","50","85.49083","84.22008","81.026","5.96","6.2","4.03",""
"SLNO","Soleno Therapeutics Inc","10638","71.05","80.531","99.8","92.963","48.82976","58.71811","59.23212","49.77179","80.531","41.15","40.8","-0.85",""
"APM","Aptorum Group Ltd Class A","403281","-9.25","80.405","99.8","99.316","42.10011","39.546145","0","73.58793","80.405","4.65","4.382","-5.76",""
"IPX","IperionX Limited American Depositary Share","428280056","-25.25","80.311","94.2453","95.34","51.34646","73.62076","42.6545","45.51098","80.311","13.14","13.93","6.01",""
"LBPH","Longboard Pharmaceuticals Inc","8563","-21.1","80.296","99.8","91.323","49.76398","2.45329","45.79271","52.54621","80.296","20.95","27.03","29.02",""
"TPST","Tempest Therapeutics Inc","5870878","100","79.805","99.8","94.428","45.18748","2.80674","0","52.10861","79.805","2.04","2.19","7.35",""
"SERA","Sera Prognostics Inc","20353531","-263.9","79.768","99.8","92.519","46.98399","6.74116","1.14518","37.54496","79.768","6.59","5.92","-10.17",""
"SEV","Sono Group NV","102102825","-21892.9","79.5","99.8","96.462","42.23799","0.422665","5.38241","46.29794","79.5","0.003","0.032","966.67",""
"LUCY","Innovative Eyewear Inc.","104075470","-1413.4","79.381","99.8","97.554","40.79034","87.51496","87.86887","74.931","79.381","0.375","0.495","32",""
"RGS","Regis Corporation","14208455216","100","79.345","99.8","99.16","39.07563","60.56917","60.81375","68.54847","79.345","4.95","23","364.65",""
"ABIO","ARCA Biopharma Inc","6727783","-43","79.333","97.7843","97.759","42.45578","50","100","76.77908","79.333","3.41","3.83","12.32",""
"ELYM","Eliem Therapeutics Inc","62111","-7.5","79.292","99.8","94.506","43.56863","68.519715","100","86.2644","79.292","8.02","7.11","-11.35",""
"BDTX","Black Diamond Therapeutics Inc","952433280","-61.7","79.125","99.8","93.157","44.41685","31.61712","22.33075","54.03748","79.125","4.86","4.66","-4.12",""
"PHVS","Pharvaris BV","6030454","100","79.073","90.3937","96.27","50.55382","8.792745","0","48.12794","79.073","18.82","18.8","-0.11",""
"NXTP","Nextplay Technologies Inc","3287630","100","78.945","99.8","98.51","38.52429","23.281625","0","35.53369","78.945","0.0013","0.0023","76.92",""
"VVOS","Vivos TherapeuticsInc","41566019","-27.8","78.934","99.8","97.803","39.19882","50","0","31.20396","78.934","2.17","2.22","2.3",""
"SMMT","Summit Therapeutics PLC","298905","-2425.1","78.55","99.8","87.19","48.66125","100","95.23984","71.78879","78.55","8","7.8","-2.5",""
"MLGO","MicroAlgo Inc.","32605026","-1512.85","78.441","99.8","95.927","39.59497","79.332505","81.22688","83.89946","78.441","5.4","16.31","202.04",""
"MSGM","Motorsport Gaming Us LLC","626448391","43.8","78.182","95.3018","97.896","41.34812","50","64.3032","81.01775","78.182","2.32","2.39","3.02",""
"BRFH","Barfresh Food Group Inc","1092065","100","77.855","95.9601","91.406","46.20022","86.63198","100","73.48944","77.855","3.06","3.66","19.61",""
"NXL","Nexalin Technology Inc.","5791082","100","77.771","95.4369","95.318","42.55676","50","37.6675","79.82481","77.771","1.8","1.69","-6.11",""
"KWE","KWESST Micro Systems Inc. Common Stock","594156986","-24.65","77.641","99.8","86.742","46.37958","17.74163","3.7299","74.90892","77.641","0.422","0.463","9.72",""
"FEMY","Femasys Inc","3015536","-194.5","77.166","99.8","90.166","41.53277","27.356765","0","55.84124","77.166","1.14","1.14","0",""
"IDN","Intellicheck Mobilisa Inc","751344","24.15","76.85","86.3927","96.287","47.86893","50","96.34073","85.82712","76.85","3.49","3.42","-2.01",""
"ZJYL","JIN MEDICAL INTERNATIONAL LTD. Ordinary Shares","157227","40.45","76.776","99.8","81.9","48.62769","8.083085","0","44.21502","76.776","2.83","2.6","-8.13",""
"MESO","Mesoblast Ltd","18938449","74.1","76.652","85.9617","97.418","46.57637","50","99.12533","81.29928","76.652","6.83","6.81","-0.29",""
"NWLI","National Western Life Insurance Co","27191576","0.35","76.637","99.8","77.092","53.01798","64.888815","95.34186","57.84928","76.637","495.5","496.94","0.29",""
"IPW","iPower Inc","28101012","-593.3","76.629","97.2903","86.719","45.87731","100","100","74.54377","76.629","1.76","2.08","18.18",""
"VRCA","Verrica Pharmaceuticals Inc","6778857","100","76.585","85.8946","94.235","49.62602","57.82711","91.76279","57.23096","76.585","7.51","7.29","-2.93",""
"RDW","Redwire Corp","3242135","8.5","76.516","99.8","79.592","50.15521","100","100","74.73715","76.516","5.91","7.17","21.32",""
"BYSI","BeyondSpring Inc","3281202","-61.85","76.375","92.2381","89.063","47.82262","66.480305","66.84816","67.54818","76.375","2.56","2.4","-6.25",""
"ADSE","Ads Tec Energy PLC","2018901","30.35","76.245","99.8","82.953","45.98275","73.06819","96.18896","70.60165","76.245","10.45","12.55","20.1",""
"CZOO","Cazoo Group Ltd","177533194","-16719.8","76.17","99.8","93.402","35.30901","36.2598","0","82.52865","76.17","0.07","0.03","-57.14",""
"ELEV","Elevation Oncology Inc","68388210","-123.65","76.124","99.8","87.86","40.71249","3.94633","0","58.43709","76.124","2.54","2.7","6.3",""
"HOLO","MicroCloud Hologram Inc.","22742902","-207.2","75.956","99.8","88.842","39.22641","25.81089","0","54.80103","75.956","0.99","0.821","-17.07",""
"ZENV","Zenvia Inc","1282334","77.85","75.806","94.6087","84.237","48.57255","89.16181","99.13347","59.35581","75.806","2.47","2.59","4.86",""
"PRFX","PainreformLtd","43439456","100","75.768","99.8","87.887","39.61581","37.99787","0","80.31281","75.768","0.48","0.48","0",""
"BVS","Bioventus Inc","3716774","41.45","75.753","95.9139","81.195","50.15127","100","100","65.26384","75.753","5.65","5.75","1.77",""
"ALBT","Avalon GloboCare Corp.","22810717","-334.3","75.637","87.0467","99.787","40.07785","90.198645","92.13417","76.67439","75.637","0.47","0.47","0",""
"EDRY","EuroDry Ltd","64227499","85.7","75.626","99.8","77.767","49.30958","84.621645","97.55543","66.52652","75.626","24.57","24.56","-0.04",""
"BBIG","Vinco Ventures Inc","25490925","-793.65","75.506","99.8","91.211","35.50562","50","5.8675","62.65806","75.506","0.0044","0.0003","-93.18",""
"USM","United States Cellular Corporation","72496879","-35.15","75.358","99.8","76.439","49.83395","100","100","60.94286","75.358","53.05","55.82","5.22",""
