"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"IPX","IperionX Limited American Depositary Share","210313134","15.45","82.125","99.8","93.527","53.04945","90.01921","100","65.53828","82.125","22.5","24.98","11.02",""
"CADL","Candel Therapeutics Inc","204490973","13.4","80.987","99.8","95.86","47.30131","35.49086","22.67144","45.26295","80.987","5.26","4.83","-8.17",""
"VVOS","Vivos TherapeuticsInc","53593","-41.5","80.581","99.8","97.937","44.00591","47.74754","33.06937","78.1502","80.581","2.7","3.09","14.44",""
"MESO","Mesoblast Ltd","238426","83.25","80.268","96.9312","96.839","47.03292","100","100","54.40783","80.268","8.4","9.18","9.29",""
"QH","QuhuoLtd","434361323","100","80.155","99.8","97.82","42.84405","85.772015","100","74.29101","80.155","1.461","1.39","-4.86",""
"SEV","Sono Group NV","8079","-80.95","80.039","99.8","96.603","43.71323","80.92893","99.90083","63.55264","80.039","0.0855","0.071","-16.96",""
"APM","Aptorum Group Ltd Class A","50941534","-26.95","79.816","99.8","99.469","40.17857","0","0","35.50544","79.816","1.4","1.23","-12.14",""
"CDXC","Chromadex Corp","42605819","100","79.81","99.8","94.599","45.0308","60.426715","99.9421","86.24256","79.81","5.72","6.5","13.64",""
"DRUG","Bright Minds Biosciences Inc","108190612","-2849.85","79.743","99.8","99.709","39.71914","98.576495","99.94606","85.77708","79.743","48.18","46.62","-3.24",""
"TISI","Team Inc","11374628567","13.5","79.444","97.6097","88.028","52.69475","66.91818","100","65.9939","79.444","17.26","22.52","30.48",""
"EGIO","Edgio Inc","6288398","-63425.45","79.424","99.8","96.6","41.8728","46.96957","0","79.38602","79.424","0.03","0.03","0",""
"GLMD","Galmed Pharmaceuticals Ltd","45902","35.3","79.398","99.8","96.513","41.88125","50","26.53487","75.17718","79.398","3.19","2.97","-6.9",""
"RGS","Regis Corporation","954189890","59","79.207","99.8","97.846","39.97536","74.842115","71.78304","52.19819","79.207","22.42","18.99","-15.3",""
"PRQR","ProQR Therapeutics BV","5178325","100","79.103","99.8","96.383","41.1254","93.13551","97.47494","84.6314","79.103","3.79","3.77","-0.53",""
"LBPH","Longboard Pharmaceuticals Inc","1458329","100","78.992","99.8","85.529","51.6472","100","98.36878","81.13646","78.992","59.66","59.81","0.25",""
"GLUE","Monte Rosa Therapeutics Inc","51592368","98.1","78.945","92.9655","96.408","47.46292","50","90.16494","86.54145","78.945","8.91","9.26","3.93",""
"ASPU","Aspen Group Inc","30399415","-557.35","78.918","99.8","91.154","45.80061","66.63269","0","47.98664","78.918","0.0055","0.008","45.45",""
"NXL","Nexalin Technology Inc.","556836535","100","78.905","99.8","93.382","43.53279","91.65865","88.08938","86.07015","78.905","3.07","3.8","23.78",""
"TIL","Tanker Investments Ltd","489788","100","78.113","99.8","89.166","45.37374","65.953175","83.6112","63.92086","78.113","28.81","30.84","7.05",""
"NUZE","Nuzee Inc","3540046","-510.6","77.836","99.8","95.821","37.88648","39.8431","4.96567","83.51727","77.836","0.6922","0.7022","1.44",""
"TIO","Tingo Group Inc.","595685764","51.75","77.802","99.8","97.482","36.12339","2.93236","17.30782","56.61829","77.802","0.0106","0.0002","-98.11",""
"SMMT","Summit Therapeutics PLC","4577482","100","77.718","99.8","82.695","50.65878","50","100","64.72024","77.718","19.41","21.41","10.3",""
"TKNO","Alpha Teknova Inc","107317","100","77.685","99.8","85.217","48.03745","55.344285","100","77.95033","77.685","7.13","7.16","0.42",""
"TPST","Tempest Therapeutics Inc","287105","84.5","77.41","99.8","88.086","44.34294","34.962605","0","65.57414","77.41","0.896","1.09","21.65",""
"MNPR","Monopar Therapeutics Inc","23336162","100","77.397","99.8","86.939","45.45257","100","100","82.60708","77.397","14.34","16.88","17.71",""
"APLT","Applied Therapeutics Inc","20745702","-47.85","77.246","99.8","80.824","51.11308","100","100","69.71658","77.246","9.02","10.09","11.86",""
"CAPR","Capricor Therapeutics Inc","5314920","93.6","77.223","99.8","84.3","47.57034","100","100","76.11302","77.223","19.2","19.7","2.6",""
"KOSS","Koss Corporation","5035485","47.15","77.098","95.4963","94.08","41.71668","26.708095","10.51582","86.77171","77.098","6.92","6.86","-0.87",""
"FEMY","Femasys Inc","3252252","33.95","77.092","99.8","89.85","41.62503","90.559835","97.2711","52.84818","77.092","1.25","1.13","-9.6",""
"OMIC","Singular Genomics Systems Inc","2040311","-39.85","76.692","93.296","93.121","43.66001","87.78367","100","81.06029","76.692","21.31","22.8","6.99",""
"BVS","Bioventus Inc","604760","-27.2","76.566","99.8","77.35","52.54693","56.078625","99.89695","63.58226","76.566","13.6","11.82","-13.09",""
"SLNO","Soleno Therapeutics Inc","193074017","48.85","76.433","99.8","77.873","51.62749","79.865195","99.06004","62.68123","76.433","56.01","57.05","1.86",""
"SRNE","Sorrento Therape","98214218","100","76.335","99.8","89.81","39.39591","22.889985","1.16326","52.7202","76.335","0.003","0.006","100",""
"SRAX","SRAX Inc","41488685","100","76.278","99.8","92.473","36.55989","64.132","38.18813","75.24476","76.278","0.0102","0.1849","1712.75",""
"IDEX","Ideanomics Inc","477514","100","76.037","87.4189","97.76","42.93077","50","5.97174","20.28808","76.037","0.1","0.1","0",""
"WTER","Alkaline Water Company Inc","65492229","-294.05","76.021","99.8","92.204","36.05855","50","64.89971","67.61905","76.021","0.06","0.0898","49.67",""
"CURI","Curiositystream Inc.","301028","36.9","75.94","90.9714","90.93","45.91968","70.94829","100","64.44808","75.94","2.41","1.97","-18.26",""
"LUCY","Innovative Eyewear Inc.","34907885","32.6","75.829","99.8","86.801","40.88692","79.11568","99.34598","82.69041","75.829","7.62","7.32","-3.94",""
"WVE","Wave Life Sciences Ltd","62014545","100","75.767","99.8","78.412","49.08894","100","100","74.79203","75.767","13.85","16.44","18.7",""
"USM","United States Cellular Corporation","48670314","59.3","75.553","99.8","74.346","52.51343","93.368085","99.95954","55.66378","75.553","58.67","63.97","9.03",""
"SERA","Sera Prognostics Inc","77992243","98.7","75.533","91.6754","88.33","46.59276","34.9108","46.15953","53.41747","75.533","7.83","6.74","-13.92",""
"FNCH","Finch Therapeutics Group Inc","28572390","-2.5","75.512","98.8278","85.639","42.06984","50","99.27893","73.4851","75.512","12.05","11.8","-2.07",""
"CMPO","CompoSecure Inc","865906853","15.45","75.483","99.8","77.318","49.33136","50","100","62.61412","75.483","14.8","13.94","-5.81",""
"BBIG","Vinco Ventures Inc","730574","100","75.473","99.8","91.135","35.48547","62.60248","40.53317","69.63917","75.473","0.0005","0.0004","-20",""
"CCLD","CareCloud Inc.","602248","34.15","75.423","85.1437","96.675","44.45134","16.61198","35.02443","48.75906","75.423","2.32","2.69","15.95",""
"CCCC","C4 TherapeuticsInc","104693","36.8","75.261","95.8416","87.599","42.34343","26.27663","22.19757","46.97273","75.261","5.58","6.06","8.6",""
"ASTS","Ast Spacemobile Inc","983990","95.1","75.243","99.8","75.541","50.38778","36.75561","31.50401","53.32567","75.243","23.57","21.99","-6.7",""
"ETON","Eton Pharmaceuticals Inc","769362","34.75","75.087","99.8","74.446","51.01454","100","100","76.3172","75.087","8.53","8.78","2.93",""
"STEP","Stepstone Group Inc","119655","70.85","75.043","99.8","68.478","56.85243","81.72937","100","63.41664","75.043","58.6","68.03","16.09",""
"CELU","Celularity Inc","1308972","100","75.031","84.3707","99.198","41.52451","0","8.53675","69.9173","75.031","1.41","3.55","151.77",""
"IDT","IDT Corporation","25173581","66.8","74.828","99.8","71.942","52.74205","100","100","57.83886","74.828","46.33","50.3","8.57",""
"IP","International Paper","81505","-42.6","74.805","99.5882","70.465","54.36314","81.870155","96.074","60.38922","74.805","56.05","57.38","2.37",""
"TRGP","Targa Resources Inc","185704","41.1","74.729","99.8","62.909","61.47721","86.276715","100","70.43618","74.729","165.56","192.28","16.14",""
"FLXS","Flexsteel Industries Inc","941560","18.6","74.713","99.8","70.628","53.70978","79.22634","100","69.40841","74.713","56.27","59.99","6.61",""
"CVLT","CommVault Systems Inc","1580261743","100","74.566","99.8","64.852","59.04706","50","72.48727","53.5327","74.566","155.12","171.57","10.6",""
"TATT","Tat Techno","1100946","53.65","74.523","99.8","71.458","52.31096","64.752165","100","60.59248","74.523","17.77","18.35","3.26",""
"INOD","Innodata Inc","1450188","100","74.439","99.8","74.258","49.25844","95.57679","88.5144","72.57634","74.439","21.16","42.78","102.17",""
"VSEC","VSE Corporation","5021198","100","74.423","99.8","67.632","55.83641","90.47285","93.81502","62.98438","74.423","103.05","117.8","14.31",""
"GRMN","Garmin Ltd","596054061","37.75","74.352","99.8","67.425","55.8305","35.64085","62.64666","65.54922","74.352","197.07","212.72","7.94",""
"SOI","Solaris Oilfield Infrastructure Inc","117732","100","74.319","99.8","73.138","50.01922","76.131295","100","68.48649","74.319","12.92","17.15","32.74",""
"PSNL","Personalis Inc","166915956","77.1","74.283","96.1766","82.884","43.78813","50","61.35865","60.61812","74.283","5.06","4.55","-10.08",""
"AWIN","AERWINS Technologies Inc.","111177286","100","74.252","89.2483","98.457","35.04947","42.31337","0","44.6971","74.252","0.015","0.015","0",""
"AXON","Axon Enterprise Inc.","34909747","78.65","74.235","99.8","69.77","53.13525","73.26917","100","69.16171","74.235","425.84","603.18","41.64",""
"CPOP","Pop Culture Group Co Ltd","457209579","29.3","74.038","99.8","81.847","40.4681","81.734955","85.82919","82.57289","74.038","1.23","1.22","-0.81",""
"USLM","United States Lime & Minerals Inc","5142686","100","73.997","99.8","65.004","57.18748","100","100","72.50095","73.997","107.65","143.11","32.94",""
"APP","Applovin Corp","1530950","100","73.992","99.8","66.572","55.60286","100","100","78.49232","73.992","161.78","290.01","79.26",""
"MIR","Mirion Technologies Inc","350058929","40.45","73.954","99.8","67.687","54.37595","100","100","62.91799","73.954","14.5","15.48","6.76",""
"JANX","Janux Therapeutics Inc","51161194","28.25","73.949","99.8","74.23","47.8167","70.130095","99.7445","51.75522","73.949","53.5","53.92","0.79",""
"SAI","SAI.TECH Global Corporation","3185817","93.5","73.905","88.2902","89.356","44.06898","68.777575","67.01779","85.64971","73.905","1.06","1.34","26.42",""
"ZJYL","JIN MEDICAL INTERNATIONAL LTD. Ordinary Shares","4779600","26.6","73.877","94.6274","81.205","45.79918","4.831955","0","47.4308","73.877","2.08","1.83","-12.02",""
"GVA","Granite Construction Incorporated","16166455","48.45","73.854","99.8","65.792","55.96945","76.120115","100","64.91186","73.854","86.47","97.94","13.26",""
"GDDY","Godaddy Inc","2085091","44.15","73.835","99.8","60.366","61.33826","56.52856","99.70133","63.55394","73.835","163.35","177.84","8.87",""
"BRFH","Barfresh Food Group Inc","1409490","26.65","73.753","87.8997","89.844","43.51522","19.94236","0","35.7099","73.753","2.54","2.6","2.36",""
"EBS","Emergent Biosolutions Inc","331242","100","73.704","92.4292","80.298","48.38433","80.316505","79.21044","55.26054","73.704","9","11.77","30.78",""
"MYTE","MYT Netherlands Parent BV","124188481","-53.5","73.68","88.1562","89.68","43.20276","100","98.99323","79.80527","73.68","6.16","6.36","3.25",""
"ARBB","ARB IOT Group Limited Ordinary Shares","18382065","100","73.589","81.8738","98.039","40.85281","75.82","78.56323","70.84404","73.589","0.491","0.823","67.62",""
"DOGZ","Dogness International Corp Class A","69385","100","73.568","99.3479","72.021","49.33629","87.980595","100","66.19586","73.568","54.45","42.54","-21.87",""
"GSIT","GSI Technology Inc","24545715","57.3","73.549","82.4581","94.578","43.60976","100","99.81275","50.08645","73.549","3.15","3.14","-0.32",""
"DTM","DT Midstream Inc","197295357","33.65","73.535","99.8","63.148","57.65755","100","100","65.4715","73.535","89.24","97.89","9.69",""
"IONQ","IONQ Inc","272185","100","73.523","99.8","69.591","51.17714","100","100","74.13309","73.523","14.9","24.79","66.38",""
"EPAC","Enerpac Tool Group Corp","79541601","61.4","73.508","99.8","64.964","55.76053","100","100","46.97903","73.508","44.4","50.9","14.64",""
"GEO","Geo Group Inc","283926961","100","73.506","99.8","70.893","49.82409","88.20545","92.60825","64.1863","73.506","14.3","25.36","77.34",""
"LCFY","Locafy Ltd","184076336","7.3","73.451","82.157","96.225","41.97002","63.389745","75.85057","74.42984","73.451","5.9","5.95","0.85",""
"AWI","Armstrong World Industries Inc","19556181","49.45","73.44","99.8","65.125","55.39492","95.54111","100","66.08012","73.44","140.52","153.7","9.38",""
"MGOL","MGO Global Inc. Common Stock","891445","99.6","73.419","97.4534","84.155","38.64794","7.213675","0","77.85903","73.419","2.47","2.5","1.21",""
"SPRY","Silverback Therapeutics Inc","3469627","75.9","73.395","94.9905","71.602","53.59251","55.096815","100","66.62181","73.395","15.47","17.04","10.15",""
"ROIC","Retail Opportunity Investments","1870806","33.45","73.303","92.6958","76.759","50.45479","53.5713","99.88996","77.58692","73.303","17","17.33","1.94",""
"WTTR","Select Energy Services Inc","43311276","100","73.282","96.4754","69.787","53.58364","76.29961","72.86605","58.4518","73.282","10.3","13.95","35.44",""
"TDS","Telephone and Data Systems Inc","170171","77.7","73.276","99.8","67.696","52.33309","92.983815","100","58.53196","73.276","27.25","31.99","17.39",""
