"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","30D Max Move %","2x Offset Weighted Score","DeltaWeightedScore %","Price last week","Price this week","Price move %"
"CCRN","Cross Country Healthcare Inc","29766267","18.15","56.738","70.1705","47.432","52.61296","0.926475","0","40.03079","56.738","14.85","58.658","-3.27","25.95","26.96","3.89",""
"JJSF","J & J Snack Foods Corp","19698168","26.85","56.733","67.9353","50.788","51.47475","70.93999","66.60103","45.94652","56.733","9.51","54.704","3.71","156.35","158.53","1.39",""
"BTE","Baytex Energy Corp","545454","50","56.728","70.2779","50.999","48.90564","1.8673","0.45969","48.62321","56.728","2.34","57.774","-1.81","3.33","3.49","4.8",""
"MGRC","McGrath RentCorp","6933795","54.6","56.714","72.6438","47.564","49.93447","0","0","42.17475","56.714","4.21","63.987","-11.37","90.34","92.66","2.57",""
"VSH","Vishay Intertechnology Inc","104056323","80.05","56.713","69.5334","49.646","50.95935","29.587475","11.76642","51.32316","56.713","26.13","57.662","-1.65","26.14","26.56","1.61",""
"OCUP","Ocuphire Pharma Inc","14504661","50","56.7","92.0536","29.019","49.02685","89.868195","99.82965","64.2933","56.7","16.81","48.572","16.73","3.65","3.85","5.48",""
"SONY","Sony Group Corporation","13687087","36.2","56.696","66.7045","54.677","48.70756","58.37908","97.62241","54.02077","56.696","7.92","54.759","3.54","95.59","98.01","2.53",""
"IDYA","Ideaya Biosciences Inc","460684","23.7","56.694","68.0023","52.328","49.75314","0","0","49.78735","56.694","72.13","59.275","-4.35","21.65","24.87","14.87",""
"NOVT","Novanta Inc","209476421","52.75","56.691","73.5846","46.037","50.45282","34.098485","24.25171","49.94824","56.691","9.41","55.572","2.01","161.97","169.77","4.82",""
"NC","NACCO Industries Inc","41955269","50","56.685","70.3061","48.7","51.04804","8.649895","5.83841","42.24435","56.685","1.52","56.796","-0.2","33","30.92","-6.3",""
"SANA","Sana Biotechnology Inc","388821660","100","56.675","64.2244","57.236","48.56369","40.829395","32.61676","56.36705","56.675","57.37","50.953","11.23","6.2","6.43","3.71",""
"GEF","Greif Bros Corporation","9688689","50","56.669","67.9341","50.275","51.79897","0","0","46.58595","56.669","0.19","57.073","-0.71","61.33","61.83","0.82",""
"BCO","Brinks Company","10948723","91.7","56.653","70.1746","49.816","49.96797","50","89.97907","53.73357","56.653","6.48","57.608","-1.66","67.19","69.72","3.77",""
"PTSI","PAM Transportation Services Inc","144243663","50","56.639","66.6385","54.569","48.70953","27.932065","22.30622","55.9056","56.639","3.76","59.993","-5.59","25.45","27.2","6.88",""
"TALK","Talkspace Inc","12423196","50","56.633","56.0935","73.769","40.03548","39.435415","5.93251","61.0048","56.633","41.98","55.725","1.63","1.07","1.03","-3.74",""
"PPG","PPG Industries Inc","501550420","59.8","56.627","70.3751","48.736","50.77014","72.43397","72.50948","53.63042","56.627","0.45","54.108","4.66","133.79","139.58","4.33",""
"WTTR","Select Energy Services Inc","211414348","38.25","56.627","70.7588","48.234","50.8884","7.166745","0","48.35123","56.627","8.5","57.423","-1.39","7.62","7.74","1.57",""
"Z","Zillow Group Inc Class C","252034","50","56.625","68.0275","54.217","47.63144","50","85.75343","56.26803","56.625","8.95","54.396","4.1","45.42","46.68","2.77",""
"AZEK","Azek Company Inc","360312","50","56.602","71.2754","48.754","49.77778","50","36.84834","54.94641","56.602","6.22","54.64","3.59","23.64","25.72","8.8",""
"EOLS","Evolus Inc","7352210","18.35","56.6","69.6133","53.549","46.63907","42.57002","0.66524","47.98479","56.6","24.65","57.217","-1.08","9.06","8.87","-2.1",""
"GASS","StealthGas Inc","471917","50","56.593","70.9912","50.259","48.52919","23.7519","20.25035","44.2711","56.593","23.33","58.473","-3.22","3.03","3.09","1.98",""
"AL","Air Lease Corporation","867307004","100","56.589","68.0487","49.761","51.95664","19.209885","0","53.94565","56.589","4.94","57.965","-2.37","38.98","40.26","3.28",""
"WRB","W. R. Berkley Corporation","3471479","32.75","56.585","69.1014","47.953","52.69968","1.046415","0","39.54336","56.585","1.01","57.801","-2.1","56.03","57.65","2.89",""
"KIDS","Orthopediatrics Corp","281191730","50","56.58","69.0394","52.116","48.58339","50","53.05476","55.13118","56.58","8.15","52.606","7.55","41.64","45.25","8.67",""
"PKG","Packaging Corp of America","6755225","68.05","56.579","69.6914","50.25","49.7965","40.568055","56.25217","52.09938","56.579","1.39","56.032","0.98","127.88","128.08","0.16",""
"DB","Deutsche Bank AG NA O.N.","5621787","50","56.569","67.9148","49.932","51.86105","5.12563","0.25686","49.75557","56.569","1.66","57.958","-2.4","10.43","10.6","1.63",""
"USPH","US Physicalrapy Inc","8916362","100","56.568","69.8942","44.44","55.3693","50","94.22563","54.86484","56.568","10.33","55.454","2.01","97.95","106","8.22",""
"EXPO","Exponent Inc","500788912","56.95","56.562","65.3624","54.88","49.44272","8.539815","3.04622","61.90947","56.562","0.54","57.274","-1.24","89.73","94.38","5.18",""
"AEE","Ameren Corporation","708051851","17.6","56.557","69.0745","49.858","50.73861","69.91183","55.85099","49.04905","56.557","1.04","53.575","5.57","80.83","81.17","0.42",""
"TTWO","Take-Two Interactive Software Inc","14879984","63.55","56.557","64.549","56.716","48.40601","76.02765","100","53.90743","56.557","13.42","54.614","3.56","137.03","137.52","0.36",""
"MKC","MCCORMICK ORD","219526408","16.7","56.556","66.7898","52.843","50.034","61.69572","67.29757","47.62059","56.556","6.25","50.898","11.12","86.79","88.46","1.92",""
"TITN","Titan Machinery Inc","7828670865","-15.6","56.555","69.6965","48.359","51.60976","1.162445","3.08563","45.528","56.555","15.52","65.768","-14.01","28.31","27.87","-1.55",""
"AMGN","Amgen Inc","23300664","27","56.552","69.3944","52.575","47.68662","51.889715","23.83689","35.97339","56.552","1.26","54.234","4.27","215.96","218.07","0.98",""
"LAMR","Lamar Advertising Company","190925267","50","56.552","67.4832","50.502","51.66987","31.977245","10.47394","56.55292","56.552","3.33","57.427","-1.52","90.7","93.63","3.23",""
"TIGO","Millicom International Cellular SA","31180439","50","56.55","67.8289","52.939","48.88101","50","100","66.23743","56.55","1.51","55.14","2.56","18.05","17.34","-3.93",""
"XYL","Xylem Inc","221923539","49.05","56.538","68.4885","51.388","49.73737","20.157275","8.17744","47.09753","56.538","6.33","55.959","1.03","98.64","105.06","6.51",""
"PLAY","Dave & Buster’s Entertainment","124741435","50","56.533","65.7277","51.03","52.84159","15.64366","0","51.34804","56.533","10.01","58.363","-3.14","33.51","33.42","-0.27",""
"BLK","BlackRock, Inc","79396197","64.35","56.519","63.935","56.841","48.78049","5.5784","1.57053","48.76151","56.519","0.11","55.258","2.28","664.88","681.86","2.55",""
"DOW","Dow Inc","41295675","60.75","56.499","66.6108","51.575","51.31017","33.910325","4.05668","53.74436","56.499","0.22","56.469","0.05","50.73","51.61","1.73",""
"EWCZ","European Wax Center Inc","51849897","50","56.497","66.089","51.574","51.8274","50","76.7203","57.67222","56.497","1.25","55.246","2.26","16.96","17.8","4.95",""
"QLYS","Qualys Inc","110436697","100","56.484","68.4871","49.074","51.8916","57.494805","100","51.30058","56.484","4.03","56.072","0.73","124.1","130","4.75",""
"SB","Safe Bulkers Inc","13953405","54.2","56.477","71.422","47.793","50.21631","50","100","57.69669","56.477","2.99","56.015","0.82","3.38","3.42","1.18",""
"EQIX","Equinix Inc","884269","57.25","56.475","67.6591","53.031","48.73516","27.960135","12.38159","49.39405","56.475","8.05","55.759","1.28","712.5","757.61","6.33",""
"NVMI","Nova Ltd","7631911","50","56.47","64.8885","57.908","46.61247","81.543625","94.97369","52.08251","56.47","20.43","56.722","-0.44","106.85","111.91","4.74",""
"DOV","DOVER ORD","8865719","65.2","56.467","67.2531","50.446","51.70338","42.838695","23.44084","49.32623","56.467","0.76","57.482","-1.77","135.82","139.86","2.97",""
"WDAY","Workday Inc","60184222","50","56.463","67.3946","52.716","49.27913","61.53001","100","58.43649","56.463","14.14","55.361","1.99","214.78","213.5","-0.6",""
"IDT","IDT Corporation","1028952923","50","56.454","67.7739","51.115","50.47352","73.303305","100","54.39597","56.454","5.61","54.944","2.75","30.85","31.57","2.33",""
"ESNT","Essent Group Ltd","60499191","82.45","56.451","67.1916","49.851","52.30944","35.4133","8.33749","51.64881","56.451","11.07","57.527","-1.87","43.66","46.18","5.77",""
"GOGO","Gogo Inc","70729541","50","56.45","66.5908","56.947","45.81227","2.76885","0.31822","44.77986","56.45","13.65","59.91","-5.78","14.5","15.7","8.28",""
"ACHC","Acadia Healthcare Company Inc","4195591","50","56.449","70.568","48.836","49.94432","4.040245","0","44.69097","56.449","1.15","56.242","0.37","67.89","69.49","2.36",""
"ERII","Energy Recovery Inc","4755335","100","56.445","71.4512","45.707","52.1764","77.03957","92.48396","49.92326","56.445","11.19","56.233","0.38","24.88","25.29","1.65",""
"SII","Sprott Inc.","942335","50","56.438","66.2045","50.427","52.68391","48.1153","1.5377","59.62852","56.438","1.72","55.677","1.37","33","34.57","4.76",""
"MEI","Methode Electronics Inc","11279580","78.8","56.423","66.2675","53.03","49.97191","1.14518","0.33264","46.29706","56.423","4.41","59.169","-4.64","42.71","44.44","4.05",""
"AMRK","Amark Preci","4061572","74.2","56.417","73.3026","43.233","52.71643","50","41.63676","52.56583","56.417","8.15","52.609","7.24","34.67","35.1","1.24",""
"HP","Helmerich and Payne Inc","14222139","50","56.417","69.0424","50.926","49.2811","0","0","42.10694","56.417","1.69","59.46","-5.12","33.21","33.51","0.9",""
"CPK","Chesapeake Utilities Corporation","957631","50","56.409","67.8407","51.166","50.21927","72.46695","97.9496","54.52291","56.409","0.53","56.036","0.67","126.45","130.04","2.84",""
"QGEN","QIAGEN N.V","1047163","-18.15","56.397","59.0045","64.013","46.17295","24.004935","0","43.36295","56.397","3.51","57.882","-2.57","45.69","46.48","1.73",""
"CRK","Comstock Resources Inc","16724344","50","56.391","69.5826","49.562","50.0271","26.803855","0","49.7922","56.391","4.31","57.93","-2.66","10.14","9.71","-4.24",""
"MAS","Masco Corporation","10890277","68.95","56.388","63.5877","54.668","50.90909","28.168395","0.21124","51.53509","56.388","7.08","56.673","-0.5","50.3","51.47","2.33",""
"MCO","MOODYS ORD","416100","48.35","56.386","64.378","56.845","47.93594","40.299865","7.24525","46.86442","56.386","8.47","55.766","1.11","309.77","326.99","5.56",""
"COOP","Mr. Cooper Group Inc","607294","69.25","56.377","70.6567","48.028","50.44691","23.20849","2.14776","47.99009","56.377","8.65","57.558","-2.05","45.14","47.82","5.94",""
"FLO","Flowers Foods Inc","49981332","31.7","56.371","68.2001","50.273","50.63907","29.829795","1.76451","49.35725","56.371","6.87","58.348","-3.39","26","25.42","-2.23",""
"CRNX","Crinetics Pharmaceuticals Inc","15053051","21.35","56.364","65.3504","57.201","46.54053","19.70391","0","47.99312","56.364","42.91","58.083","-2.96","21.89","22.01","0.55",""
"GPOR","Gulfport Energy Operating Corp","506270","-9.65","56.364","70.9884","46.496","51.60779","100","99.9952","55.52161","56.364","27.99","55.458","1.63","100.53","98.63","-1.89",""
"FLT","FLEETCOR TECHNOLOGIES ORD","135605383","80.75","56.359","66.3147","51.277","51.48559","50","75.29094","48.79267","56.359","11.45","54.616","3.19","232.76","234.84","0.89",""
"HPE","Hewlett Packard Enterprise Company","455292","69.05","56.358","65.8299","55.081","48.1626","10.72473","15.48299","47.88159","56.358","8.11","57.939","-2.73","14.9","15.24","2.28",""
"PRQR","ProQR Therapeutics BV","15874754","100","56.342","76.3226","42.715","49.98867","29.83761","26.95304","70.0314","56.342","4.73","60.848","-7.41","1.7","1.89","11.18",""
"SHOP","Shopify Inc","65712631","89.4","56.34","66.0986","54.712","48.20892","50","98.04004","57.75772","56.34","35.89","54.892","2.64","58","58.29","0.5",""
"MS","Morgan Stanley","6396","67.55","56.336","67.4152","51.716","49.87731","16.927865","1.16706","51.93511","56.336","1.11","58.374","-3.49","82.97","84.35","1.66",""
"BANF","BancFirst Corporation","627512","50","56.327","68.7197","49.279","50.983","15.95202","0.38775","44.5669","56.327","12.4","58.609","-3.89","85.6","91.53","6.93",""
"ASIX","AdvanSix Inc","148379719","50","56.326","68.5613","50.209","50.20744","11.178235","0.87105","47.65256","56.326","0","55.734","1.06","34.55","35.44","2.58",""
"DNOW","Now Inc","53154728","50","56.319","71.2124","45.786","51.95861","0","0","51.49803","56.319","2.13","59.13","-4.75","9.72","9.63","-0.93",""
"PGNY","Progyny Inc","66879462","50","56.319","65.3326","55.096","48.52722","39.588285","29.09829","53.08737","56.319","14.09","56.316","0.01","37.63","39.02","3.69",""
"LII","Lennox International Inc","589619837","100","56.309","68.3319","49.75","50.84602","27.67253","10.49385","55.75199","56.309","13.06","55.325","1.78","276.49","298.23","7.86",""
"KAI","Kadant Inc","22783902","50","56.299","67.2807","51.568","50.04681","50","33.09659","52.57867","56.299","4.07","59.846","-5.93","189.69","202.34","6.67",""
"DINO","HF Sinclair Corp","500957","50","56.282","71.9594","47.001","49.88519","10.31827","0","53.77015","56.282","0.04","59.36","-5.19","43.18","43.26","0.19",""
"EZPW","EZCORP Inc","258006114","30.25","56.274","75.2401","41.952","51.62848","16.278405","20.12881","48.88795","56.274","6.27","56.131","0.25","8.46","8.46","0",""
"SPOT","Spotify Technology SA","3870691","36","56.273","68.8368","51.669","48.31436","50","100","63.63197","56.273","15.57","55.238","1.87","148","151.74","2.53",""
"FOR","Forestar Group Inc","14288455","24.2","56.269","70.6354","51.332","46.84109","66.014445","47.94456","50.45877","56.269","24.02","51.929","8.36","19.61","20.7","5.56",""
"PPL","PPL ORD","40514966","23","56.265","67.4285","50.931","50.43607","34.6209","16.73032","44.43057","56.265","0.83","53.583","5.01","25.99","26.52","2.04",""
"RGEN","Repligen Corporation","43958171","50","56.261","63.3318","54.49","50.96034","27.681535","0.92159","51.10171","56.261","5.18","57.111","-1.49","168.6","167.26","-0.79",""
"IEX","IDEX Corp","4184448","36.3","56.259","68.8352","49.097","50.84504","9.82866","3.28357","44.24083","56.259","0.38","57.534","-2.22","202.47","209.1","3.27",""
"CNX","CNX Resources Corp","47815752","50","56.252","67.1878","49.551","52.01774","38.644575","34.90879","49.87599","56.252","5.07","56.776","-0.92","15.84","16.14","1.89",""
"PRMW","Primo Water Corp","1142317","50","56.243","69.0399","51.027","48.66125","1.318185","2.76954","55.88921","56.243","0","55.521","1.3","13.13","13.01","-0.91",""
"CNP","CENTERPOINT ENERGY ORD","377444","14.1","56.228","72.174","46.983","49.5255","67.209705","49.81166","49.77202","56.228","1.04","53.177","5.74","28.22","28.6","1.35",""
"SD","SandRidge Energy Inc","621688","100","56.228","71.7993","47.669","49.21705","43.485155","9.53286","49.50694","56.228","21.42","56.926","-1.23","14.59","14.62","0.21",""
"IONS","Ionis Pharmaceuticals Inc","15182308","50","56.216","67.7331","53.178","47.7359","15.46054","1.54568","52.36121","56.216","20.2","55.953","0.47","39.2","41.75","6.51",""
"ROK","Rockwell Automation, Inc","107245860","60.55","56.212","68.3214","48.757","51.55851","44.123465","37.97742","56.79437","56.212","6.98","59.011","-4.74","275.14","292.84","6.43",""
"TYL","TYLER TECHNOLOGIES ORD","2333479","63.45","56.202","65.3423","53.462","49.80044","83.0781","95.50353","53.92124","56.202","6.54","52.008","8.06","389.73","397.69","2.04",""
"CB","Chubb Limited","22444195","36.75","56.201","69.6414","45.402","53.559","0","0","48.60254","56.201","0.83","56.184","0.03","190.63","192.36","0.91",""
"BLFS","BioLife Solutions Inc","4946431","50","56.199","66.3209","51.801","50.47549","36.064","2.76229","54.28214","56.199","24.68","57.738","-2.67","22.48","23.2","3.2",""
"NET","Cloudflare Inc","394622","50","56.188","67.6722","52.446","48.44543","50","100","53.10951","56.188","15.13","55.553","1.14","57.76","70.64","22.3",""
"MNDY","Monday.Com Ltd","4649151","50","56.179","66.9634","51.607","49.96699","50","49.53614","56.87025","56.179","42.93","58.402","-3.81","166","175","5.42",""
"AEP","American Electric Power Company, Inc","3543252","17.3","56.174","68.3953","48.055","52.07095","56.80819","38.50183","51.5959","56.174","0.69","55.131","1.89","82.32","83.45","1.37",""
"ROP","ROPER TECHNOLOGIES INC","1254451","44.6","56.165","67.9745","49.706","50.8135","81.29275","61.06806","53.71812","56.165","4.1","54.384","3.27","451.62","458.86","1.6",""
"ATHM","Autohome Inc","378727107","-5","56.147","65.0551","55.879","47.50628","31.827955","0","54.97145","56.147","16.39","56.936","-1.39","30.06","30.3","0.8",""
"DVAX","Dynavax Technologies Corporation","44817926","50","56.144","65.9038","56.962","45.56492","9.468245","12.22819","42.23168","56.144","8.13","54.899","2.27","11.11","11.66","4.95",""
"JAZZ","Jazz Pharmaceuticals plc","83724750","73.2","56.141","67.2768","52.739","48.407","25.68885","0.21714","55.15205","56.141","0.48","54.739","2.56","127.14","128.34","0.94",""
"TTMI","TTM Technologies Inc","18862541","100","56.129","64.3759","56.83","47.18009","18.233465","0","47.23401","56.129","13.32","57.122","-1.74","13.61","13.74","0.96",""
"ICUI","ICU Medical Inc","613539404","52.55","56.126","63.9667","57.704","46.70707","41.733515","7.16024","58.2037","56.126","20.1","52.936","6.03","174.03","184.46","5.99",""
"ADM","Archer-Daniels-Midland Company","3431915","58.7","56.12","70.1434","44.859","53.35698","40.83925","6.94913","40.79936","56.12","0.05","55.863","0.46","73.88","71.97","-2.59",""
"PNR","Pentair PLC","11830542","90.6","56.119","64.5402","52.892","50.92387","50","52.09093","55.82877","56.119","13.11","57.469","-2.35","57.26","58.5","2.17",""
"PRS","Prudential Financial Inc","654313","57.1","56.119","64.164","53.542","50.6509","37.611825","35.74516","54.9005","56.119","0.4","54.184","3.57","24.27","25.05","3.21",""
"NVCR","Novocure Ltd","3105515","50","56.116","64.4193","55.137","48.79231","10.320555","0","54.10772","56.116","34.99","57.534","-2.46","77.63","79.52","2.43",""
"KLIC","Kulicke & Soffa Industries Inc","2011554","81.75","56.113","66.2804","55.048","47.01158","46.35151","29.5592","44.62434","56.113","14.86","58.544","-4.15","52","53.56","3",""
"AGO","Assured Guaranty Ltd","2616060","50","56.107","66.4978","47.652","54.16999","0","0","45.18409","56.107","1.68","57.552","-2.51","51.55","53.38","3.55",""
"BAP","Credicorp Ltd","141717273","65.6","56.096","69.3487","49.074","49.8645","22.931565","4.75237","48.07373","56.096","11.31","56.005","0.16","134.93","136.97","1.51",""
"CHT","Chunghwa Telecom Co Ltd","812831","13.55","56.096","69.8199","49.968","48.49864","100","100","52.77324","56.096","0.65","52.62","6.61","40.94","40.49","-1.1",""
"ZYME","Zymeworks Inc. Common Stock","1417592","30.3","56.088","72.0043","48.063","48.19611","50","67.5181","55.43287","56.088","4.99","53.127","5.57","8.42","8.67","2.97",""
"BUI","BlackRock Utility & Infrastructure Trust","1140308","50","56.084","65.8378","50.833","51.58216","57.927135","73.91814","58.75377","56.084","1.08","52.735","6.35","21.61","22.34","3.38",""
"CLB","Core Laboratories NV","45952122","50","56.074","67.1064","52.027","49.08795","32.247775","4.95428","52.81588","56.074","19.86","57.83","-3.04","23.33","25.91","11.06",""
"CNO","CNO Financial Group, Inc","30157661","100","56.066","67.0306","51.436","49.73146","13.071805","0.93094","50.24918","56.066","4.56","59.257","-5.39","22.04","23.01","4.4",""
"AMD","Advanced Micro Devices Inc","15239625","82.2","56.059","68.8442","52.956","46.37694","70.35447","100","57.82794","56.059","45.65","55.326","1.32","122.46","117.86","-3.76",""
"CLW","Clearwater Paper Corporation","132675916","50","56.05","65.786","50.657","51.70732","0","0","41.09635","56.05","13.52","58.156","-3.62","31.77","31.35","-1.32",""
"SAND","Sandstorm Gold Ltd N","11519518","50","56.036","67.0624","52.75","48.29564","70.876765","79.78507","54.72239","56.036","7.77","51.485","8.84","5.16","5.42","5.04",""
"HD","The Home Depot Inc","119658446","66.95","56.033","62.8003","52.446","52.85144","13.42315","0","41.40758","56.033","0.52","55.346","1.24","287","295.94","3.11",""
"CLSK","CleanSpark Inc","38705477","50","56.03","65.7708","58.068","44.25228","50","69.61623","65.53066","56.03","29.29","48.082","16.53","4.28","4.15","-3.04",""
"WEC","WEC Energy Group, Inc","76662665","11.5","56.024","68.3797","48.638","51.05494","86.638775","76.32271","48.99938","56.024","1.21","52.755","6.2","86.68","87.08","0.46",""
"SLP","Simulations Plus Inc","282101677","50","56.023","66.1236","51.583","50.36314","85.26938","98.77534","48.60774","56.023","11.14","53.933","3.88","44.6","47.47","6.43",""
"FTS","Fortis Inc","7257151","50","56.018","66.1272","50.918","51.00862","87.872525","85.55748","51.83398","56.018","4.52","50.516","10.89","42.06","42.93","2.07",""
"MU","Micron Technology, Inc.","43636640","53.85","56.014","65.1047","56.881","46.05568","50","74.24811","52.62869","56.014","22.27","54.062","3.61","69.88","69.17","-1.02",""
"AXP","American Express Co","11984672690","79.15","56.01","68.4185","51.245","48.36561","49.89034","16.9362","55.01554","56.01","4.19","57.706","-2.94","152.81","168.56","10.31",""
"CFLT","Confluent Inc","2539054","50","55.983","63.2562","54.695","49.99754","43.64493","25.81926","51.00151","55.983","47.33","56.39","-0.72","27.88","34.56","23.96",""
"JBT","John Bean Technologies Corporation","11510368","50","55.981","64.0665","52.095","51.78123","50","47.74018","50.44785","55.981","7.57","55.924","0.1","102.68","115.99","12.96",""
"KE","Kimball Electronics","202815330","50","55.971","68.0051","50.152","49.75511","7.51863","0.89463","49.77424","55.971","19.4","61.141","-8.46","24.49","25.36","3.55",""
"B","Barnes Group Inc","115799474","73","55.964","68.49","48.393","51.00862","7.6207","0","49.65012","55.964","5.87","55.885","0.14","40.22","41.67","3.61",""
"CNHI","CNH Industrial N.V.","48300923","50","55.961","66.7748","48.15","52.95689","0","0","49.80529","55.961","1.46","59.254","-5.56","13.36","13.63","2.02",""
"CHH","Choice Hotels International Inc","20912123","50","55.955","68.0503","47.275","52.54003","29.705345","25.49361","54.49321","55.955","2.71","54.493","2.68","118.19","115.63","-2.17",""
"EBR","Centrais Electricas Brasileiras SA","476088","50","55.939","63.626","55.461","48.72924","31.977115","3.81584","43.5403","55.939","11.49","55.063","1.59","7.1","7.29","2.68",""
"HEAR","Turtle Beach Corp","13667908","50","55.93","63.3019","57.063","47.42449","72.24051","88.1108","60.53259","55.93","19.89","49.453","13.1","11.37","11.03","-2.99",""
"OTEX","Open Text Corp","1740078","71.1","55.93","65.7141","52.083","49.99261","56.433545","100","61.63685","55.93","10.86","52.621","6.29","40.81","42.1","3.16",""
"FTV","Fortive Corp","8081109","40.4","55.928","67.7457","49.854","50.1828","18.901035","16.21876","49.23371","55.928","2.87","56.38","-0.8","65.89","67.27","2.09",""
"PRVA","Privia Health Group Inc","2015867","50","55.913","67.3482","53.21","47.18108","47.68749","76.22694","56.12339","55.913","18.05","57.534","-2.82","24.44","24.84","1.64",""
"BIDU","Baidu, Inc","16110298","-0.9","55.904","68.6346","52.372","46.70609","50","62.69992","55.73476","55.904","7.74","56.824","-1.62","122.2","133.45","9.21",""
"UNH","UnitedHealth Group Incorporated","48526986","27.9","55.897","67.6345","45.472","54.58487","50.731885","47.44759","47.2599","55.897","2.24","54.956","1.71","478.06","499.58","4.5",""
"ETR","Entergy Corporation","4715698","29.55","55.883","66.1491","48.926","52.57255","44.5899","41.10515","52.37364","55.883","0.1","54.283","2.95","96.92","99.44","2.6",""
"PM","Philip Morris International Inc","7816903","42.25","55.88","65.9695","47.657","54.0133","3.0371","5.90241","44.74527","55.88","2.91","57.05","-2.05","91.7","91.78","0.09",""
"BERY","Berry Global Group Inc","800308","76.5","55.879","66.3244","50.322","50.99187","17.353335","0","46.30524","55.879","3.45","56.654","-1.37","58.94","59.94","1.7",""
"NTES","NetEase, Inc","1322320","-9.95","55.875","71.8669","48.402","47.35551","50","98.40868","53.6115","55.875","1.7","53.654","4.14","87.47","86.61","-0.98",""
"CELC","Celcuity LLC","325013182","50","55.873","68.6403","51.778","47.20079","25.688435","0","43.43023","55.873","20","57.452","-2.75","10.22","11.06","8.22",""
"AVD","American Vanguard Corporation","84491","50","55.867","70.8703","47.309","49.42104","68.68858","23.88084","43.77548","55.867","0.25","56.5","-1.12","17.43","17.87","2.52",""
"DWSH","AdvisorShares Dorsey Wright Short","67101230","50","55.862","68.9753","49.628","48.98349","78.64603","98.35649","58.74325","55.862","5.71","53.978","3.49","9.56","9.18","-3.97",""
"ANVS","Annovis Bio Inc","1888518","43.2","55.854","70.4684","47.805","49.288","50","47.7341","52.50758","55.854","5.49","56.75","-1.58","13.05","13.25","1.53",""
"REX","REX American Resources Corporation","7565098","50","55.852","67.0336","49.398","51.12294","8.817845","0.84737","39.04469","55.852","24.69","58.581","-4.66","34.87","34.33","-1.55",""
"NXPI","NXP Semiconductors NV","36600320","49.5","55.851","64.8402","53.222","49.49002","46.483505","36.02001","56.15726","55.851","10.4","57.826","-3.42","173.96","181.6","4.39",""
"MLM","MARTIN MARIETTA ORD","81595989","46","55.846","67.3245","51.203","49.0101","17.912575","11.33925","50.37505","55.846","16.78","56.033","-0.33","399.56","415.08","3.88",""
"LPX","Louisiana-Pacific Corp","609796","47.1","55.841","68.76","47.996","50.76817","7.254445","1.20202","46.01916","55.841","4.89","54.022","3.37","59.65","60.85","2.01",""
"CTRA","COTERRA ENERGY ORD","992382","58.05","55.832","71.1016","45.85","50.54447","24.00638","47.07069","55.52623","55.832","2.61","55.853","-0.04","24.85","23.9","-3.82",""
"ZG","Zillow Group Inc","10674501","50","55.825","67.4738","52.459","47.54077","50","89.01796","51.70221","55.825","10.23","53.645","4.06","44.53","45.76","2.76",""
"SITE","SiteOne Landscape Supply Inc","6908791","50","55.818","64.8465","51.721","50.88544","47.084895","8.23556","51.87877","55.818","13.95","56.512","-1.23","142.14","143.8","1.17",""
"ENVX","Enovix Corp","1054856","35.65","55.815","71.2029","48.68","47.56147","100","100","53.28969","55.815","17.18","52.936","5.44","12.35","14.27","15.55",""
"AMBC","Ambac Financial Group Inc","889758","39.45","55.81","75.0272","43.42","48.98152","5.96787","0","51.94392","55.81","6.06","57.308","-2.61","14.2","14.13","-0.49",""
"FUL","H.B. Fuller Co","222152271","69.65","55.81","66.0374","50.434","50.95738","11.426655","0","42.4353","55.81","0.07","57.328","-2.65","63.67","67.1","5.39",""
"PCH","Potlatch Corp","16004030","51.1","55.806","64.3434","50.457","52.61789","56.995585","99.57924","51.1337","55.806","0.42","54.964","1.53","45.61","46.8","2.61",""
"SF","Stifel Financial Corp","15242255","100","55.806","65.7313","52.295","49.39148","16.704775","2.23731","49.55185","55.806","0.73","58.368","-4.39","57.66","58.62","1.66",""
"UONE","Urban One","2482871","50","55.805","77.2176","37.398","52.8002","52.81002","100","58.66782","55.805","1.67","55.289","0.93","6.54","6.25","-4.43",""
"SMPL","Simply Good Foods Co","47084313","13.3","55.799","68.2997","49.129","49.96896","71.974325","62.46101","50.79762","55.799","8.28","55.793","0.01","36.42","36.81","1.07",""
"MVO","MV Oil Trust","38189800","44.65","55.788","73.0633","40.118","54.1828","13.96882","2.51622","50.44328","55.788","3.27","55.693","0.17","11.56","11.87","2.68",""
"VTSI","VirTra Inc","56677477","50","55.786","69.3149","54.224","43.81966","50.41831","54.86936","61.85514","55.786","48.7","44.951","24.1","7.28","7.8","7.14",""
"NPK","National Presto Industries Inc","24596888","50","55.765","63.1834","51.835","52.27692","50","29.61084","46.34034","55.765","8.98","56.077","-0.56","75.52","78.14","3.47",""
"MIR","Mirion Technologies Inc","18722828","50","55.761","69.4307","48.988","48.86425","50","62.24761","61.15486","55.761","5.62","55.89","-0.23","7.53","8.15","8.23",""
"UMC","United Microelectronics","7700770","50","55.754","67.7194","54.553","44.98941","52.27771","99.13077","54.71593","55.754","6.36","56.236","-0.86","8.16","8.32","1.96",""
