"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","30D Max Move %","2x Offset Weighted Score","DeltaWeightedScore %","Price last week","Price this week","Price move %"
"DRS","DRS Technologies Inc","4204895","73.65","63.25","81.4074","58.607","49.73521","65.259655","73.78677","63.77513","63.25","5.86","60.658","4.27","14.4","15.5","7.64",""
"PGR","The Progressive Corporation","163541109","38.05","63.241","80.3096","55.272","54.14043","50","90.14213","53.6055","63.241","0.44","67.214","-5.91","129.03","129.5","0.36",""
"BWXT","BWX Technologies Inc","178684867","26.9","63.218","82.8655","56.427","50.36117","84.15801","100","51.86164","63.218","5.58","62.758","0.73","62.41","62.99","0.93",""
"MCK","McKesson Corporation","36872659","4.2","63.214","86.1558","52.417","51.06874","28.889755","15.30046","42.22493","63.214","10.7","61.779","2.32","394.38","390.16","-1.07",""
"MTRN","Materion Corporation","54083224","100","63.176","81.282","55.538","52.70855","80.557455","100","61.62686","63.176","7.42","63.491","-0.5","101.08","109.04","7.87",""
"DEN","Denbury Resources Inc","32258038","12.4","63.163","78.7321","58.879","51.8778","72.614415","68.04624","54.68936","63.163","0.66","60.225","4.88","91.98","93.53","1.69",""
"PGTI","PGT Innovations Inc","2962618","86.8","63.152","81.809","57.868","49.77876","59.258805","100","64.41709","63.152","0.72","57.662","9.52","25.64","26.56","3.59",""
"R","Ryder System Inc","95924780","50","63.103","73.9127","66.13","49.26534","24.66356","3.17933","51.71382","63.103","0.57","65.981","-4.36","80.21","81.8","1.98",""
"FCFS","FirstCash Inc","831716","49.6","63.085","83.3693","54.724","51.16137","97.79554","95.30861","55.04224","63.085","9.14","59.618","5.82","96.6","100.15","3.67",""
"AIT","Applied Industrial Technologies Inc","220340131","90.75","63.084","85.6951","52.385","51.1732","49.72389","54.4478","50.80081","63.084","0.37","65.357","-3.48","125.78","132.7","5.5",""
"KDNY","Chinook Therapeutics Inc","9070373","100","63.079","80.2445","58.449","50.54447","27.101475","0","55.84481","63.079","18.93","66.145","-4.64","21.59","25.21","16.77",""
"TPH","TRI Pointe Homes Inc","14172981","91.7","63.073","82.9403","53.82","52.45824","50","100","61.8791","63.073","16.21","60.304","4.59","29.06","31.18","7.3",""
"USLM","United States Lime & Minerals Inc","2649252","50","63.069","83.2777","53.825","52.10446","45.23672","54.2125","55.73723","63.069","20.23","63.052","0.03","182.27","186.2","2.16",""
"MUX","McEwen Mining Inc.","54955141","75.15","63.039","80.8934","58.935","49.28899","94.769325","100","56.05364","63.039","7.3","58.582","7.61","7.3","8.08","10.68",""
"TECK","Teck Resources Limited","708214657","100","63.007","85.9019","52.315","50.80266","40.956185","43.03718","56.28609","63.007","1.6","59.154","6.51","38.74","43.4","12.03",""
"NEU","NewMarket Corporation","359208747","35.6","62.993","78.9852","57.681","52.31141","57.550885","99.99944","50.302","62.993","10.16","60.667","3.83","397.02","409.41","3.12",""
"NVR","NVR, Inc.","3918265","34.05","62.982","84.3029","53.004","51.63833","67.026885","100","63.24726","62.982","1.36","59.589","5.69","5660","5711","0.9",""
"FSS","Federal Signal Corporation","135558560","100","62.933","83.716","54.071","51.01256","49.552375","48.93999","54.13109","62.933","13.92","66.601","-5.51","53.5","58.12","8.64",""
"ASLE","AerSale Corp","64908708","50","62.924","71.2168","65.137","52.41784","37.93875","0","55.11445","62.924","1.88","63.529","-0.95","16.41","15.13","-7.8",""
"NE","Noble Corp","21618084","79.8","62.907","79.183","56.539","52.99828","24.93182","14.08442","57.25937","62.907","9.77","67.52","-6.83","39.66","40.8","2.87",""
"NSP","Insperity Inc","11470799","50","62.878","80.1006","55.793","52.7391","54.3213","97.11682","51.47592","62.878","1.58","62.239","1.03","110.17","118.3","7.38",""
"PWR","Quanta Services, Inc","35445056","58.45","62.864","87.3309","48.417","52.84553","68.571935","100","49.44913","62.864","8.77","62.077","1.27","173.99","180.08","3.5",""
"TJX","The TJX Companies Inc","1614045","39.2","62.806","80.5953","55.892","51.93003","10.856835","1.99049","45.26991","62.806","2.38","61.83","1.58","75.94","78.11","2.86",""
"BBW","Build-A-Bear Workshop Inc","2561333","64.85","62.792","82.9544","54.488","50.93471","82.89539","80.48543","56.05025","62.792","1.02","60.466","3.85","20.4","20.54","0.69",""
"DGII","Digi International Inc","1505493","37.7","62.787","79.7689","57.333","51.25893","35.393065","0.1216","42.4844","62.787","12.72","64.029","-1.94","34.7","36.53","5.27",""
"TXRH","Texas Roadhouse Inc","1686579","30.55","62.78","81.2992","55.572","51.46785","77.88277","100","53.99873","62.78","6.6","61.502","2.08","111.73","111.55","-0.16",""
"PLYA","Playa Hotels & Resorts BV","63369395","61.15","62.758","82.5891","54.557","51.12885","50","100","64.49582","62.758","5.74","62.656","0.16","9.01","9.39","4.22",""
"SUPN","Supernus Pharmaceuticals Inc","103804376","19.35","62.749","78.4806","57.723","52.04237","15.2263","0","51.70798","62.749","3.44","63.618","-1.37","33.43","33.53","0.3",""
"NSIT","Insight Enterprises Inc","368898373","42.15","62.678","83.3808","50.555","54.09707","51.145765","98.3486","59.76534","62.678","7.89","70.821","-11.5","133.57","136.94","2.52",""
"OMC","Omnicom Group Inc","20563803","41.6","62.67","83.5896","52.631","51.78911","50","95.13729","54.53513","62.67","2.7","61.774","1.45","89.56","91.32","1.97",""
"AON","AON ORD","15822518","27","62.667","79.2439","55.77","52.98744","50","56.94717","53.86019","62.667","1.73","59.043","6.14","311.53","313.8","0.73",""
"KOS","Kosmos Energy Ltd","17405562","85.95","62.648","81.992","57.311","48.63957","45.01721","26.13198","46.17925","62.648","1","64.297","-2.56","6.36","6.59","3.62",""
"IMMR","Immersion Corporation","3589876","34.5","62.642","81.3178","58.572","48.03745","82.876775","99.2414","51.13818","62.642","0","62.525","0.19","7.11","7.4","4.08",""
"HXL","Hexcel Corp","3829021","53.85","62.641","79.4347","54.707","53.78172","50","63.21538","58.47013","62.641","9.31","64.287","-2.56","71","73.16","3.04",""
"DOX","Amdocs Ltd","11500943","27.5","62.638","80.2588","58.677","48.97955","50","88.02422","49.52373","62.638","4.76","62.396","0.39","95.64","95.41","-0.24",""
"KBH","KB Home","378577196","43.9","62.61","78.095","55.662","54.0744","56.212465","97.83171","64.1378","62.61","13.17","59.076","5.98","44.17","45.68","3.42",""
"MUSA","Murphy USA Inc","165084116","29.25","62.607","82.4885","53.971","51.3624","27.42774","23.2225","44.25434","62.607","8.88","61.125","2.42","285.17","289.25","1.43",""
"LBPH","Longboard Pharmaceuticals Inc","1182864","50","62.605","82.6198","57.33","47.86401","57.727205","56.06722","72.29348","62.605","39.81","54.226","15.45","7.12","7.19","0.98",""
"OSPN","OneSpan Inc","5264188","-17.7","62.602","77.5957","61.459","48.74994","87.26819","100","63.16564","62.602","1.84","63.044","-0.7","14.7","15.48","5.31",""
"FTAI","Fortress Transp & Infra Inv","47900108","73.65","62.592","82.4254","54.255","51.09534","50","100","58.47198","62.592","11.78","61.569","1.66","27.95","29.3","4.83",""
"STVN","Stevanato Group SpA","892426","30.95","62.588","85.5905","51.113","51.06054","93.86815","100","55.36989","62.588","12.43","60.939","2.71","26.75","28.5","6.54",""
"NTNX","Nutanix Inc","1066874","50","62.569","68.1089","70.945","48.65435","6.752905","0","45.50805","62.569","24.97","63.641","-1.68","29.49","30.55","3.59",""
"OMGA","Omega Therapeutics Inc","38835099","72","62.561","78.4181","60.14","49.1257","67.164265","77.52005","54.91643","62.561","18.71","60.241","3.85","7.95","8.06","1.38",""
"GFF","Griffon Corporation","277004","80.15","62.557","70.7147","62.593","54.36413","0","0","50.67767","62.557","17.49","67.225","-6.94","31.92","34.2","7.14",""
"SIGI","Selective Insurance Group, Inc","370035","21.1","62.55","78.0506","56.251","53.34812","39.427995","12.66502","52.35777","62.55","7.55","63.54","-1.56","98.34","98.98","0.65",""
"CVX","Chevron Corporation","70230060","41.45","62.545","79.0867","53.24","55.30722","21.55492","17.36339","41.53955","62.545","1.5","61.774","1.25","155.29","156.26","0.62",""
"ACHV","Achieve Life Sciences Inc","3629708","100","62.541","77.5067","64.575","45.54028","50","99.80728","61.47854","62.541","48.41","58.868","6.24","5.71","6.74","18.04",""
"CVLG","Covenant Logistics Group Inc","39874481","88.7","62.539","78.2936","54.821","54.50111","83.353475","47.96176","48.59125","62.539","19.02","62.387","0.24","38.81","40.28","3.79",""
"BCLI","Brainstorm Cell Therapeutics Inc","105746901","44.95","62.529","73.6644","68.587","45.33629","50","74.8465","71.46679","62.529","25.28","59.537","5.03","2.83","3.04","7.42",""
"FIVE","Five Below Inc","49628827","31.3","62.494","80.9087","56.162","50.41242","50","99.67542","45.78232","62.494","0.6","61.969","0.85","177.84","182.55","2.65",""
"PSN","Parsons Corp","38399477","38.4","62.487","80.2533","53.228","53.98078","24.13086","48.24771","55.14518","62.487","0.41","61.896","0.95","43.22","45.98","6.39",""
"ABC","AmerisourceBergen Corporation","13577208","3.1","62.472","80.7489","52.932","53.73639","60.314695","45.67861","43.36034","62.472","5.76","59.265","5.41","169.91","174.52","2.71",""
"IVDA","Iveda Solutions Inc","44967965","50","62.471","71.4126","73.045","42.95541","50","89.88742","76.68798","62.471","3.03","59.706","4.63","1.3","1.16","-10.77",""
"HES","HESS ORD","120587207","65.85","62.447","83.9416","51.568","51.83247","16.09772","21.28685","51.3881","62.447","1.45","61.428","1.66","130.89","133.67","2.12",""
"CPS","Cooper-Standard Holdings Inc","100518286","100","62.425","74.1986","62.896","50.18083","50","21.18126","60.51379","62.425","24.42","65.63","-4.88","11.24","11.59","3.11",""
"H","Hyatt Hotels Corporation","105482877","43.35","62.42","83.8408","51.117","52.30155","50","64.29077","57.68325","62.42","4.55","63.952","-2.4","110.04","115.08","4.58",""
"ATKR","Atkore International Group Inc","106385169","100","62.417","81.5523","51.134","54.56516","47.78567","48.44872","52.765","62.417","1.52","66.109","-5.58","120.29","126.62","5.26",""
"OII","Oceaneering International Inc","11981034","89.75","62.401","81.6414","55.174","50.38778","23.71226","4.9968","49.30075","62.401","1.36","65.845","-5.23","16.24","17.31","6.59",""
"ALG","Alamo Group Inc","4758685","96.05","62.398","84.8285","50.601","51.76447","68.627005","100","52.24832","62.398","1.45","64.737","-3.61","173.41","178.57","2.98",""
"WSO","Watsco Inc","43743077","90.35","62.392","80.8736","53.011","53.28997","50","100","58.33161","62.392","1.65","59.907","4.15","322.43","340.76","5.68",""
"SURG","Surgepays Inc","520435440","50","62.388","74.2625","63.748","49.15398","11.404315","0","40.4349","62.388","64.96","62.605","-0.35","6.48","7.54","16.36",""
"MRNS","Marinus Pharmaceuticals Inc","93291859","14.4","62.37","73.0852","63.289","50.73663","50","99.76112","58.7639","62.37","24.3","61.185","1.94","7.08","7.39","4.38",""
"ABBV","AbbVie Inc","91160081","-12.3","62.361","79.7132","52.662","54.70904","68.382415","89.04803","48.73066","62.361","2.22","59.829","4.23","138.72","136.87","-1.33",""
"MIRM","Mirum Pharmaceuticals Inc","3407713","6.7","62.339","78.8502","55.541","52.62478","50","99.52406","55.42818","62.339","12.5","59.913","4.05","26.01","26.33","1.23",""
"SMTI","Sanara Medtech Inc","60786980","100","62.327","87.1427","47.598","52.23954","60.16715","55.14408","54.15617","62.327","4.09","59.719","4.37","35.25","37.2","5.53",""
"CZFS","Citizens Financial Services Inc. Common Stock","311267464","100","62.3","80.9996","53.56","52.34184","50","64.30263","70.92932","62.3","0","58.59","6.33","76.98","84.3","9.51",""
"CSWI","CSW Industrials Inc","8114007","100","62.289","75.7501","55.221","55.89456","50","86.92064","53.32599","62.289","11.15","63.186","-1.42","141.73","153.53","8.33",""
"FENC","Fennec Pharmaceuticals Inc","1134632","-22.5","62.287","75.0546","63.725","48.08081","1.580755","0","45.04789","62.287","11.34","65.832","-5.38","7.4","8.22","11.08",""
"TKC","Turkcell Iletisim Hizmetleri AS","26330938","72.25","62.264","79.1962","61.26","46.33555","37.57756","26.78757","57.89528","62.264","0.4","59.701","4.29","4.06","4.18","2.96",""
"BLX","Foreign Trade Bank of Latin America Inc","60129740","39.1","62.25","79.7735","55.264","51.71126","66.88851","86.51273","55.28039","62.25","9.58","62.956","-1.12","19.6","20.4","4.08",""
"AVTE","Aerovate Therapeutics Inc","1100243","81.5","62.245","76.9166","58.703","51.11407","13.732805","0","38.37708","62.245","28.24","65.566","-5.07","17.3","16.71","-3.41",""
"TOL","Toll Brothers, Inc","1821356","43.55","62.239","79.4929","54.689","52.53609","50","98.50079","53.58661","62.239","14.55","61.096","1.87","68.39","71.35","4.33",""
"WPM","Wheaton Precious Metals Corp","2893225","33","62.229","81.2532","56.402","49.03277","81.091345","93.15329","58.19465","62.229","7.37","55.056","13.03","44.9","45.36","1.02",""
"HCC","Warrior Met Coal Inc","5902885","86.8","62.227","79.0317","54.024","53.62503","21.171235","20.5362","51.66935","62.227","6.99","63.613","-2.18","33.65","35.04","4.13",""
"TR","Tootsie Roll Industries Inc","19175481","-19.15","62.227","88.6265","46.182","51.87386","94.369325","93.4527","47.5466","62.227","0.74","61.166","1.73","39.13","38.44","-1.76",""
"ACM","Aecom Technology Corporation","4890220","64.45","62.208","77.203","54.841","54.57896","13.94507","3.401","49.41526","62.208","1.35","65.191","-4.58","76.97","81","5.24",""
"TCMD","Tactile Systems Technology Inc","158656779","49.3","62.154","77.0581","60.938","48.46612","97.3834","100","68.95186","62.154","29.06","59.414","4.61","19.72","23.21","17.7",""
"PODD","Insulet Corporation","53567723","4.55","62.129","81.3069","56.254","48.82483","100","94.89772","67.63257","62.129","4.47","57.396","8.25","277.83","281.03","1.15",""
"ALTR","Altair Engineering Inc","3548772","90.05","62.122","79.7731","53.488","53.10569","60.889595","100","63.9139","62.122","8.27","60.014","3.51","72.19","74.61","3.35",""
"SAIC","Science Applications International Corp","319565274","55.4","62.051","78.7214","55.424","52.00887","29.68857","50.44567","46.88553","62.051","0.26","62.52","-0.75","96.27","101.45","5.38",""
"SJW","SJW Corporation","412438476","22.4","62.051","79.0954","55.909","51.14954","28.638365","34.35736","48.4009","62.051","0","61.461","0.96","74.7","76.53","2.45",""
"ESE","ESCO Technologies Inc","273750258","100","62.046","79.7617","51.913","54.46366","27.991775","30.30897","53.13004","62.046","0.14","60.167","3.12","92.32","95.99","3.98",""
"VMW","VMware Inc","6335947","72.15","62.033","72.622","62.657","50.82138","67.17169","80.4001","58.59035","62.033","7.33","58.996","5.15","128.35","137.91","7.45",""
"BLBD","Blue Bird Corp","1336951","72.7","62.023","76.5947","59.878","49.59547","50","96.1572","59.20218","62.023","63.92","65.168","-4.83","26.58","26.02","-2.11",""
"CCEP","Coca-Cola European Partners PLC","114300397","18.5","62.021","80.306","53.777","51.97931","92.558915","94.00453","55.85863","62.021","7.74","57.237","8.36","63.14","63.48","0.54",""
"CDZI","Cadiz Inc","262829","80.75","61.994","79.6188","57.788","48.57453","50","85.5973","61.881","61.994","28.32","61.272","1.18","4.98","4.95","-0.6",""
"RGLD","Royal Gold Inc","1518140","-1.7","61.987","78.1725","53.268","54.5218","61.43624","88.82738","57.22346","61.987","14.23","57.687","7.45","124.77","123.49","-1.03",""
"IAG","IAMGold Corporation","8687249","-27.05","61.981","80.2968","55.258","50.38877","66.973795","76.8168","59.24279","61.981","15.17","57.316","8.14","2.66","2.84","6.77",""
"PTCT","PTC Therapeutics Inc","74902744","100","61.977","81.6078","57.464","46.85883","56.186935","98.49002","58.55423","61.977","11.33","60.311","2.76","43.25","44.12","2.01",""
"BTU","Peabody Energy Corp","121574270","46","61.953","80.0273","53.961","51.87189","2.882755","0.14985","50.3694","61.953","1.51","63.486","-2.41","19.43","18.82","-3.14",""
"CSIQ","Canadian Solar Inc","25859055","-37.95","61.944","77.6891","58.97","49.1727","46.80293","36.5793","54.2029","61.944","13.4","62.98","-1.64","43.18","39.55","-8.41",""
"GPC","Genuine Parts Company","35243421","39.15","61.932","79.5681","50.475","55.75166","11.9319","0.30843","46.67073","61.932","2.88","63.209","-2.02","158.37","153.35","-3.17",""
"CHDN","Churchill Downs Incorporated","23104212","-494.15","61.92","79.4907","54.092","52.17738","50","100","54.49445","61.92","17.01","60.912","1.65","140.36","142.19","1.3",""
"GPI","Group 1 Automotive Inc","111642222","63.75","61.912","79.295","53.901","52.54102","50","88.00467","56.84579","61.912","3.06","62.042","-0.21","223.1","233.62","4.72",""
"MSI","MOTOROLA SOLUTIONS ORD","125720385","17.7","61.906","83.534","51.529","50.65386","100","99.47693","56.57575","61.906","3.35","59.683","3.72","283.87","282.73","-0.4",""
"WIRE","Encore Wire Corporation","50098804","100","61.883","81.3598","49.275","55.01355","50","69.7692","53.22273","61.883","5.32","66.456","-6.88","172","170.42","-0.92",""
"NMTC","Neuroone Medical Technologies Corp","2631351","50","61.879","74.8483","65.269","45.51959","63.47697","81.1719","66.7645","61.879","21.19","64.396","-3.91","1.24","1.18","-4.84",""
"RDNT","RadNet Inc","782581","52.45","61.87","78.5191","55.204","51.88667","100","100","63.98516","61.87","10.74","58.837","5.15","28.33","30.38","7.24",""
"CEIX","Consol Energy Inc","7191979","46.5","61.869","83.0796","50.349","52.17935","50","42.2375","50.92851","61.869","10.82","61.904","-0.06","58.08","57.43","-1.12",""
"BMRN","BioMarin Pharmaceutical Inc","8570622","62.75","61.862","74.8556","61.082","49.6477","16.82021","0","46.37429","61.862","1.04","61.277","0.95","88.99","93.36","4.91",""
"MATW","Matthews International Corporation","19227700","47.45","61.859","80.43","54.695","50.45282","50","31.3376","53.87779","61.859","5.13","60.91","1.56","38.82","40.48","4.28",""
"MMS","Maximus Inc","8974196","70.3","61.832","79.4392","56.111","49.94629","47.297185","80.722","59.33753","61.832","2.55","60.431","2.32","80.24","83.26","3.76",""
"RRGB","Red Robin Gourmet Burgers Inc","24108337","-46.2","61.829","76.33","61.151","48.00591","77.0251","100","70.78799","61.829","18.45","59.271","4.32","14.72","12.83","-12.84",""
"BWA","BORGWARNER ORD","7241025","92.55","61.825","78.6555","52.714","54.10692","50","88.08359","55.59654","61.825","1.62","62.065","-0.39","47.11","47.68","1.21",""
"IGT","International Game Technology PLC","107188577","100","61.823","78.4903","55.172","51.80586","33.900265","66.0968","58.96373","61.823","5.27","60.57","2.07","24.69","26.08","5.63",""
"CVCO","Cavco Industries Inc","29885662","100","61.817","78.3296","52.568","54.55334","50","99.21058","57.81849","61.817","0.39","60.807","1.66","270.39","270.95","0.21",""
"KRYS","Krystal Biotech Inc","722197680","-2.45","61.809","85.6401","47.737","52.05026","60.810025","62.18532","53.79241","61.809","42.27","59.671","3.58","117.39","124.2","5.8",""
"SWAV","Shockwave Medical Inc","21061224","53.45","61.797","79.9624","50.702","54.72579","95.146755","96.76809","56.74728","61.797","18.11","56.947","8.52","277.53","289.15","4.19",""
"FSLY","Fastly Inc","948354857","50","61.79","71.4037","64.133","49.83395","52.647245","100","66.22479","61.79","5.03","60.615","1.94","14.78","16.49","11.57",""
"SY","So-Young International Inc","62966384","100","61.775","81.2569","55.564","48.50554","50","54.20943","64.35445","61.775","6.69","60.624","1.9","2.19","2.2","0.46",""
"ON","ON Semiconductor Corporation","150571424","80.75","61.766","80.1209","54.782","50.39566","50","88.69402","47.9007","61.766","21.41","64.183","-3.77","82.87","86.83","4.78",""
"NAT","Nordic American Tankers Limited","119092411","100","61.751","82.6341","53.134","49.48411","56.181785","87.60929","54.55324","61.751","14.6","65.172","-5.25","3.77","3.69","-2.12",""
"IDCC","InterDigital Inc","42529523","46.3","61.748","79.0237","59.048","47.17221","50","97.35475","61.03644","61.748","21.63","63.148","-2.22","82.89","84.79","2.29",""
"CPRX","Catalyst Pharmaceuticals Inc","10979827","29.75","61.719","85.5355","47.156","52.46415","55.2163","48.33664","52.65756","61.719","8.35","61.195","0.86","11.6","11.55","-0.43",""
"HOLX","Hologic, Inc","110969952","38.9","61.716","79.8127","52.812","52.52427","35.03896","54.36603","58.56229","61.716","4.25","58.967","4.66","78.77","79.06","0.37",""
"KFS","Kingsway Financial Services Inc","146239082","50","61.703","84.3986","56.14","44.57058","50","63.97626","59.01948","61.703","10.09","71.684","-13.92","8.37","8.86","5.85",""
"CHKP","Check Point Software Technologies Ltd","28816033","19.85","61.696","72.0697","60.566","52.45233","96.62529","86.05306","49.92435","61.696","1.13","60.618","1.78","123.27","124.03","0.62",""
"YUM","YUM BRANDS ORD","1958362","31.75","61.695","79.2761","51.387","54.42129","82.479425","74.02214","55.54833","61.695","3.55","57.676","6.97","129.96","134.53","3.52",""
"NNI","Nelnet Inc","434134","62.5","61.665","77.2843","59.233","48.47696","9.59014","5.1572","43.65841","61.665","2.46","60.7","1.59","92.9","97.01","4.42",""
"INGR","Ingredion Inc","617931","14.25","61.661","80.8253","50.938","53.21902","73.28948","62.15044","54.11545","61.661","7.53","57.969","6.37","108.56","107.51","-0.97",""
"SMFG","Sumitomo Mitsui Financial Group Inc","8361701","21.25","61.653","84.1647","50.509","50.28529","35.5974","11.72415","48.4434","61.653","2.01","66.095","-6.72","7.88","8.29","5.2",""
"CTS","CTS Corporation","30330871","63.25","61.64","75.2529","56.637","53.0308","50.595435","97.09077","47.45635","61.64","3.94","61.176","0.76","44.62","46.51","4.24",""
"MG","Mistras Group Inc","54878188","-8.65","61.627","78.0745","57.715","49.09189","93.847635","100","67.09354","61.627","5.65","52.731","16.87","7.45","6.89","-7.52",""
"INBS","Intelligent Bio Solutions Inc.","1406736639","50","61.61","70.9846","71.972","41.87337","33.815115","0","83.41395","61.61","32.69","61.975","-0.59","2.66","2.815","5.83",""
"LSTR","Landstar System Inc","1076610","48.55","61.586","77.8422","54.237","52.67997","39.94815","64.95381","51.57563","61.586","1.07","61.587","0","176.28","183","3.81",""
"SAIA","Saia Inc","7101282","91","61.58","77.2619","54.886","52.59128","50","73.72892","50.37969","61.58","8.87","62.554","-1.56","280.92","302.87","7.81",""
"IMUX","Immunic Inc","6663678","50","61.539","64.8251","73.131","46.65977","44.370115","5.51643","69.0127","61.539","34.94","64.947","-5.25","1.63","1.58","-3.07",""
"PR","Permian Resources Corporation","195752785","38.1","61.527","82.1624","51.722","50.69525","36.0051","70.77445","51.5491","61.527","2.79","62.782","-2","9.6","9.85","2.6",""
"HLIT","Harmonic Inc","16459043","31.6","61.515","82.1324","54.286","48.12515","65.496045","64.16793","49.04","61.515","24.98","59.723","3","16.79","17.85","6.31",""
"BTMD","biote Corp","56967182","50","61.493","68.8483","71.777","43.85506","71.33692","100","47.33848","61.493","15.4","59.29","3.72","5.33","5.69","6.75",""
"ANIP","ANI Pharmaceuticals Inc","6457713","38.2","61.492","74.4393","60.19","49.84676","10.59462","1.96303","45.61305","61.492","31.79","63.699","-3.46","46.08","48","4.17",""
"RCMT","RCM Technologies Inc","5862534","18.25","61.485","75.8864","55.763","52.80611","9.26931","7.19133","51.72823","61.485","42.68","66.121","-7.01","15.78","17.08","8.24",""
"SNA","Snap-on Incorporated","57707463","39.7","61.473","80.5181","51.493","52.407","28.698945","14.56582","54.33295","61.473","1.93","59.559","3.21","256.78","259.71","1.14",""
"CRMD","CorMedix Inc","12304624","79.2","61.466","74.9456","62.159","47.29342","31.420105","46.12443","52.34726","61.466","16.07","59.581","3.16","4.81","5.14","6.86",""
"IBP","Installed Building Products Inc","953087952","100","61.466","78.2051","54.766","51.42646","50","93.53412","60.36683","61.466","2.49","59.974","2.49","107.03","113.8","6.33",""
"NVT","nVent Electric PLC","155041815","100","61.452","80.4326","50.562","53.36191","50","71.71972","63.79754","61.452","6.49","66.055","-6.97","43.66","46.13","5.66",""
"CMC","Commercial Metals Company","40095141","100","61.448","78.9169","51.275","54.15324","11.106625","0","54.40771","61.448","0","64.411","-4.6","44.97","45.59","1.38",""
"TWNK","Hostess Brands Inc","100786319","23.25","61.409","79.1615","53.13","51.93594","83.99902","100","41.97529","61.409","11.47","61.879","-0.76","25.92","26.24","1.23",""
"PRDO","Perdoceo Education Corp","3535597","50","61.407","77.2012","55.59","51.42942","12.637985","0","46.08281","61.407","0.52","61.543","-0.22","11.98","12.46","4.01",""
"MNST","Monster Beverage Corp","14487775","19","61.404","80.3295","52.521","51.36043","78.42842","92.99102","51.97709","61.404","13.99","60.522","1.46","57.33","59.48","3.75",""
"TNP","Tsakos Energy Navigation Ltd","4984805","100","61.375","83.5255","49.445","51.15349","50","51.79164","55.0168","61.375","5.15","69.666","-11.9","17.18","18.1","5.36",""
"MELI","MercadoLibre Inc.","9624697","75.35","61.374","78.0513","53.745","52.32717","50","100","61.76944","61.374","5.35","60.699","1.11","1252.52","1270.67","1.45",""
"SPSC","SPS Commerce Inc","430711980","91.75","61.374","78.843","53.864","51.41463","50","100","51.45497","61.374","9.49","61.258","0.19","159.4","162.73","2.09",""
"VVV","Valvoline Inc","152171470","7.75","61.348","73.2214","58.251","52.57255","28.02752","15.75446","54.25285","61.348","15.66","62.625","-2.04","38.18","38.47","0.76",""
"HUDI","Huadi International Group Co Ltd","242781","50","61.347","80.9713","58.533","44.53806","0","0","59.06375","61.347","394.33","62.934","-2.52","4.84","4.62","-4.55",""
"ORCL","Oracle Corporation","15304106","42.75","61.34","80.8659","52.327","50.82631","72.49064","89.99987","61.76542","61.34","12.38","58.376","5.08","104.35","105.89","1.48",""
"ENSG","The Ensign Group Inc","2646742","9.05","61.335","80.6185","52.355","51.03129","71.230125","67.95333","56.90638","61.335","3.66","57.458","6.75","88.7","91.61","3.28",""
"AMPY","Amplify Energy Corp","1904018","32.9","61.308","78.6493","57.184","48.08968","0","6.59804","47.37324","61.308","6.65","69.036","-11.19","7.26","7.1","-2.2",""
"AVTA","Avantax Inc.","237572334","56.9","61.296","84.0514","46.609","53.22887","29.428715","0.89541","45.30376","61.296","0.42","61.629","-0.54","21.42","22.01","2.75",""
"IKNA","Ikena Oncology Inc","12049657","50","61.296","71.031","68.183","44.67504","50","84.69973","35.87309","61.296","60.84","60.902","0.65","6.12","6.77","10.62",""
"RLX","RLX Technology Inc","7272488","48.8","61.287","77.6914","60.516","45.65361","86.262755","91.88873","59.66186","61.287","1.54","58.54","4.69","2.06","1.79","-13.11",""
"HEI","HEICO Corporation","237500466","74.35","61.268","79.287","50.212","54.30402","50","55.52496","56.79202","61.268","4.76","61.393","-0.2","160.81","162","0.74",""
"HMY","Harmony Gold Mining Company Limited","199974778","-12.1","61.267","79.6061","56.454","47.73984","99.346775","92.92817","61.38294","61.267","23.13","54.396","12.63","4.68","4.62","-1.28",""
"OSIS","OSI Systems Inc","1019272","36.2","61.251","76.4819","53.493","53.77876","58.11975","100","52.5291","61.251","22.31","58.316","5.03","120.33","121.49","0.96",""
"WT","WisdomTree Inc.","98403392","44.75","61.25","79.8459","55.931","47.97339","50","83.64676","58.51343","61.25","11.01","57.14","7.19","6.78","7.01","3.39",""
"EHTH","eHealth Inc","499023","50","61.241","67.0487","69.984","46.69032","50","100","69.87576","61.241","0.23","61.65","-0.66","6.78","8.43","24.34",""
"MDJH","MDJM Ltd","19161190","50","61.238","70.5632","72.238","40.9138","11.154","12.16907","86.83695","61.238","112.42","60.797","0.73","1.79","1.74","-2.79",""
"SPRB","Spruce Biosciences Inc","146396913","50","61.238","77.7427","61.442","44.52919","48.39621","8.24143","77.55325","61.238","25.5","62.483","-1.99","2.36","2.335","-1.06",""
"IPG","INTERPUBLIC GROUP OF COMPANIES ORD","1071078","51.25","61.22","76.4366","56.071","51.15349","39.92531","49.99151","51.77797","61.22","4.63","58.835","4.05","37.69","38.67","2.6",""
"VMI","Valmont Industries Inc","5144381","100","61.208","75.8583","53.432","54.33457","0","0.08784","47.92832","61.208","1.31","64.113","-4.53","278.29","279.04","0.27",""
"ARNC","Arconic Corp","34875230","-1","61.183","66.443","65.134","51.97241","72.927825","99.55461","54.4689","61.183","18.06","63.13","-3.08","28.9","28.9","0",""
