[Stock_List]SymbolExchange	sortino_ratio_raw	sortino_ratio_normalised	ta_score	risk_score	combo_score	CQR
SDF.AX	0	0	0	0	0	9
SDG.AX	0	0	0	0	0	1
SEA.AX	0	0	0	0	0	9
SEH.AX	0	0	0	0	0	4
SEK.AX	0	0	0	0	0	0
SER.AX	0	0	0	0	0	10
SFR.AX	0	0	0	0	0	1
SFY.AX	0	0	0	0	0	0
SGH.AX	0	0	0	0	0	10
SGM.AX	0	0	0	0	0	2
SGP.AX	0	0	0	0	0	5
SGR.AX	0	0	0	0	0	8
SHJ.AX	0	0	0	0	0	1
SHL.AX	0	0	0	0	0	0
SHV.AX	0	0	0	0	0	4
SIG.AX	0	0	0	0	0	2
SIV.AX	0	0	0	0	0	8
SKC.AX	0	0	0	0	0	5
SKI.AX	0	0	0	0	0	9
SKT.AX	0	0	0	0	0	2
SLF.AX	0	0	0	0	0	0
SLR.AX	0	0	0	0	0	1
SLX.AX	0	0	0	0	0	10
SOL.AX	0	0	0	0	0	0
SPK.AX	0	0	0	0	0	7
SPL.AX	0	0	0	0	0	7
SPO.AX	0	0	0	0	0	9
SRV.AX	0	0	0	0	0	8
SRX.AX	0	0	0	0	0	0
SSM.AX	0	0	0	0	0	2
STA.AX	0	0	0	0	0	10
STO.AX	0	0	0	0	0	3
STW.AX	0	0	0	0	0	0
STX.AX	0	0	0	0	0	8
SUL.AX	0	0	0	0	0	2
SUN.AX	0	0	0	0	0	9
SVW.AX	0	0	0	0	0	0
SWM.AX	0	0	0	0	0	10
SXL.AX	0	0	0	0	0	1
SXY.AX	0	0	0	0	0	10
SYD.AX	0	0	0	0	0	7
SYR.AX	0	0	0	0	0	9
TAH.AX	0	0	0	0	0	10
TAP.AX	0	0	0	0	0	9
TCL.AX	0	0	0	0	0	9
TGA.AX	0	0	0	0	0	10
TGG.AX	0	0	0	0	0	9
TGR.AX	0	0	0	0	0	2
TGS.AX	0	0	0	0	0	0
TLM.AX	0	0	0	0	0	9
TLS.AX	0	0	0	0	0	8
TME.AX	0	0	0	0	0	6
TNE.AX	0	0	0	0	0	10
TOE.AX	0	0	0	0	0	10
TPM.AX	0	0	0	0	0	6
TRS.AX	0	0	0	0	0	6
TRY.AX	0	0	0	0	0	9
TWE.AX	0	0	0	0	0	0
USD.AX	0	0	0	0	0	0
VAH.AX	0	0	0	0	0	10
VCX.AX	0	0	0	0	0	6
VEU.AX	0	0	0	0	0	0
VLW.AX	0	0	0	0	0	10
VOC.AX	0	0	0	0	0	10
VRL.AX	0	0	0	0	0	7
VRT.AX	0	0	0	0	0	5
VTS.AX	0	0	0	0	0	0
VVR.AX	0	0	0	0	0	1
WAM.AX	0	0	0	0	0	8
WBC.AX	0	0	0	0	0	0
WEB.AX	0	0	0	0	0	6
WES.AX	0	0	0	0	0	0
WHC.AX	0	0	0	0	0	1
WHF.AX	0	0	0	0	0	8
WMI.AX	0	0	0	0	0	0
WOR.AX	0	0	0	0	0	0
WOW.AX	0	0	0	0	0	0
WPL.AX	0	0	0	0	0	0
WPP.AX	0	0	0	0	0	2
WSA.AX	0	0	0	0	0	6
WTC.AX	0	0	0	0	0	3
WTP.AX	0	0	0	0	0	10
XRO.AX	0	0	0	0	0	0
YMAX.AX	0	0	0	0	0	0
